record	locus	at	word	version	op	material_source	component	vessel	before	after	status	foreign_components	prior_problem	row_status
F83_P1	f83r.2	f83r.2:10	chedy	R0	HEAT	f83r.1:6	A	F83_P1	"{""components"":[],""unknown"":false}"	"{""components"":[],""unknown"":false}"	BOUND_NO_COMPONENT_CHANGE	NONE	NONE	recorded
F83_P1	f83r.4	f83r.4:2	chedy	R0	HEAT	f83r.3:7	C	F83_P1	"{""components"":[],""unknown"":false}"	"{""components"":[],""unknown"":false}"	BOUND_NO_COMPONENT_CHANGE	NONE	NONE	recorded
F83_P1	f83r.4	f83r.4:3	qokedy	R0	WITHDRAW	f83r.4:7	A	F83_P1	"{""components"":[],""unknown"":false}"	"{""components"":[],""unknown"":false}"	CONFLICT_EMPTY	NONE	NONE	recorded
F83_P1	f83r.4	f83r.4:9	chedy	R0	HEAT	f83r.4:7	A	F83_P1	"{""components"":[],""unknown"":false}"	"{""components"":[],""unknown"":false}"	BOUND_NO_COMPONENT_CHANGE	NONE	f83r.4:3	recorded
F83_P1	f83r.5	f83r.5:7	qokeey	R0	OPEN	NONE	NONE	F83_P1	"{""components"":[],""unknown"":false}"	"{""components"":[],""unknown"":false}"	OPEN	NONE	f83r.4:3	recorded
F83_P1	f83r.6	f83r.6:6	chedy	R0	HEAT	f83r.5:6	A	F83_P1	"{""components"":[],""unknown"":false}"	"{""components"":[],""unknown"":false}"	BOUND_NO_COMPONENT_CHANGE	NONE	f83r.4:3	recorded
F83_P1	f83r.6	f83r.6:7	qokeedy	R0	FILL	f83r.5:6	A	F83_P1	"{""components"":[],""unknown"":false}"	"{""components"":[""A""],""unknown"":false}"	COMPLETE	NONE	f83r.4:3	recorded
F83_P1	f83r.7	f83r.7:8	qokedy	R0	WITHDRAW	NONE	NONE	F83_P1	"{""components"":[""A""],""unknown"":false}"	"{""components"":[""A""],""unknown"":false}"	MISSING_MATERIAL	NONE	f83r.4:3	recorded
F83_P1	f83r.8	f83r.8:5	chedy	R0	HEAT	f83r.6:8	C	F83_P1	"{""components"":[""A""],""unknown"":false}"	"{""components"":[""A""],""unknown"":false}"	BOUND_NO_COMPONENT_CHANGE	NONE	f83r.4:3	recorded
F83_P2	f83r.9	f83r.9:3	qokedy	R0	WITHDRAW	f83r.11:2	A	NONE	NO_VESSEL	NO_VESSEL	MISSING_VESSEL	NONE	f83r.4:3	recorded
F83_P2	f83r.11	f83r.11:6	qokedy	R0	WITHDRAW	f83r.11:9	C	F83_P2	"{""components"":[],""unknown"":false}"	"{""components"":[],""unknown"":false}"	CONFLICT_EMPTY	NONE	f83r.4:3	recorded
F83_P2	f83r.12	f83r.12:8	qokedy	R0	WITHDRAW	f83r.13:3	A	F83_P2	"{""components"":[],""unknown"":false}"	"{""components"":[],""unknown"":false}"	CONFLICT_EMPTY	NONE	f83r.4:3	recorded
F83_P2	f83r.13	f83r.13:7	qokedy	R0	WITHDRAW	NONE	NONE	F83_P2	"{""components"":[],""unknown"":false}"	"{""components"":[],""unknown"":false}"	MISSING_MATERIAL	NONE	f83r.4:3	recorded
F83_P2	f83r.14	f83r.14:2	qokeedy	R0	FILL	f83r.13:3	A	F83_P2	"{""components"":[],""unknown"":false}"	"{""components"":[""A""],""unknown"":false}"	COMPLETE	NONE	f83r.4:3	recorded
F83_P2	f83r.16	f83r.16:5	chedy	R0	HEAT	f83r.15:9	C	F83_P2	"{""components"":[""A""],""unknown"":false}"	"{""components"":[""A""],""unknown"":false}"	BOUND_NO_COMPONENT_CHANGE	NONE	f83r.4:3	recorded
F83_P3	f83r.20	f83r.20:3	qokeey	R0	OPEN	NONE	NONE	NONE	NO_VESSEL	NO_VESSEL	OPEN	NONE	f83r.4:3	recorded
F83_P3	f83r.20	f83r.20:4	qokedy	R0	WITHDRAW	NONE	NONE	NONE	NO_VESSEL	NO_VESSEL	MISSING_MATERIAL_AND_VESSEL	NONE	f83r.4:3	recorded
F83_P3	f83r.20	f83r.20:7	qokedy	R0	WITHDRAW	NONE	NONE	NONE	NO_VESSEL	NO_VESSEL	MISSING_MATERIAL_AND_VESSEL	NONE	f83r.4:3	recorded
F83_P3	f83r.21	f83r.21:2	qokedy	R0	WITHDRAW	NONE	NONE	NONE	NO_VESSEL	NO_VESSEL	MISSING_MATERIAL_AND_VESSEL	NONE	f83r.4:3	recorded
F83_P3	f83r.21	f83r.21:5	chedy	R0	HEAT	f83r.19:11	C	NONE	NO_VESSEL	NO_VESSEL	BOUND_NO_COMPONENT_CHANGE	NONE	f83r.4:3	recorded
F83_P3	f83r.21	f83r.21:8	qokedy	R0	WITHDRAW	NONE	NONE	NONE	NO_VESSEL	NO_VESSEL	MISSING_MATERIAL_AND_VESSEL	NONE	f83r.4:3	recorded
F83_P3	f83r.22	f83r.22:3	qokeedy	R0	FILL	f83r.19:11	C	NONE	NO_VESSEL	NO_VESSEL	MISSING_VESSEL	NONE	f83r.4:3	recorded
F83_P3	f83r.22	f83r.22:5	chedy	R0	HEAT	f83r.19:11	C	NONE	NO_VESSEL	NO_VESSEL	BOUND_NO_COMPONENT_CHANGE	NONE	f83r.4:3	recorded
F83_P3	f83r.23	f83r.23:5	qokedy	R0	WITHDRAW	f83r.24:6	A	NONE	NO_VESSEL	NO_VESSEL	MISSING_VESSEL	NONE	f83r.4:3	recorded
F83_P3	f83r.23	f83r.23:9	chedy	R0	HEAT	f83r.23:4	A	NONE	NO_VESSEL	NO_VESSEL	BOUND_NO_COMPONENT_CHANGE	NONE	f83r.4:3	recorded
F83_P4	f83r.25	f83r.25:1	qokeedy	R0	FILL	NONE	NONE	NONE	NO_VESSEL	NO_VESSEL	MISSING_MATERIAL_AND_VESSEL	NONE	f83r.4:3	recorded
F83_P4	f83r.25	f83r.25:3	qokeey	R0	OPEN	NONE	NONE	NONE	NO_VESSEL	NO_VESSEL	OPEN	NONE	f83r.4:3	recorded
F83_P4	f83r.25	f83r.25:4	qokedy	R0	WITHDRAW	NONE	NONE	NONE	NO_VESSEL	NO_VESSEL	MISSING_MATERIAL_AND_VESSEL	NONE	f83r.4:3	recorded
F83_P4	f83r.25	f83r.25:5	chedy	R0	HEAT	NONE	NONE	NONE	NO_VESSEL	NO_VESSEL	MISSING_MATERIAL	NONE	f83r.4:3	recorded
