record	locus	at	word	version	render	read_status	vessel	inventory	row_status
F83_P1	f83r.1	f83r.1:1	tchedy	R?	[tchedy — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:2	lpchedy	R?	[lpchedy — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:3	opedy	R?	[opedy — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:4	chepol	R?	[chepol — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:5	pchedar	R?	[pchedar — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:6	shedy	R?	Flüssigkeit A	HYPOTHESIS	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:7	qopchedy	R?	[qopchedy — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.2	f83r.2:1	sol	R?	[sol — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.2	f83r.2:2	cheey	R?	[cheey — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.2	f83r.2:3	qokaiin	R?	Gefäß@F83_P1	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.2	f83r.2:4	shol	R?	[shol — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.2	f83r.2:5	lchs	R?	[lchs — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.2	f83r.2:6	shey	R?	[shey — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.2	f83r.2:7	qoteedy	R?	[qoteedy — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.2	f83r.2:8	rches	R?	[rches — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.2	f83r.2:9	ar	R?	[ar — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.2	f83r.2:10	chedy	R?	HEAT A Material@f83r.1:6 Gefäß@F83_P1; BOUND_NO_COMPONENT_CHANGE	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.2	f83r.2:11	dor	R?	[dor — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.3	f83r.3:1	olkeedy	R?	[olkeedy — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.3	f83r.3:2	qotal	R?	[qotal — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.3	f83r.3:3	chkeedy	R?	[chkeedy — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.3	f83r.3:4	chey	R?	[chey — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.3	f83r.3:5	daiin	R?	[daiin — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.3	f83r.3:6	chey	R?	[chey — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.3	f83r.3:7	lchedy	R?	Zusatzstoff C	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.3	f83r.3:8	qokaiin	R?	Gefäß@F83_P1	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.3	f83r.3:9	qotal	R?	[qotal — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.3	f83r.3:10	dar	R?	[dar — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.4	f83r.4:1	qokshedy	R?	[qokshedy — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.4	f83r.4:2	chedy	R?	HEAT C Material@f83r.3:7 Gefäß@F83_P1; BOUND_NO_COMPONENT_CHANGE	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.4	f83r.4:3	qokedy	R?	WITHDRAW A Material@f83r.4:7 Gefäß@F83_P1; UNRESOLVED_INITIAL_CONTENT	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.4	f83r.4:4	chkedy	R?	[chkedy — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.4	f83r.4:5	daiin	R?	[daiin — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.4	f83r.4:6	shetar	R?	[shetar — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.4	f83r.4:7	shedy	R?	Flüssigkeit A	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.4	f83r.4:8	qekaiin	R?	[qekaiin — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.4	f83r.4:9	chedy	R?	HEAT A Material@f83r.4:7 Gefäß@F83_P1; BOUND_NO_COMPONENT_CHANGE	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.5	f83r.5:1	deey	R?	[deey — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.5	f83r.5:2	qotaiin	R?	[qotaiin — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.5	f83r.5:3	checkhy	R?	[checkhy — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.5	f83r.5:4	qoty	R?	[qoty — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.5	f83r.5:5	cheg	R?	[cheg — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.5	f83r.5:6	shedy	R?	Flüssigkeit A	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.5	f83r.5:7	qokeey	R?	[qokeey — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.5	f83r.5:8	rchedy	R?	[rchedy — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":true}"	recorded
