record	locus	at	word	version	render	read_status	vessel	inventory	row_status
F83_P1	f83r.1	f83r.1:1	tchedy	D?	[tchedy — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:2	lpchedy	D?	[lpchedy — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:3	opedy	D?	[opedy — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:4	chepol	D?	[chepol — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:5	pchedar	D?	[pchedar — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:6	shedy	D?	Flüssigkeit A	HYPOTHESIS	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:7	qopchedy	D?	[qopchedy — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.2	f83r.2:1	sol	D?	[sol — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.2	f83r.2:2	cheey	D?	[cheey — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.2	f83r.2:3	qokaiin	D?	Gefäß@SHARED	HYPOTHESIS	SHARED	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.2	f83r.2:4	shol	D?	[shol — offen]	OPEN	SHARED	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.2	f83r.2:5	lchs	D?	[lchs — offen]	OPEN	SHARED	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.2	f83r.2:6	shey	D?	[shey — offen]	OPEN	SHARED	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.2	f83r.2:7	qoteedy	D?	[qoteedy — offen]	OPEN	SHARED	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.2	f83r.2:8	rches	D?	[rches — offen]	OPEN	SHARED	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.2	f83r.2:9	ar	D?	[ar — offen]	OPEN	SHARED	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.2	f83r.2:10	chedy	D?	HEAT A Material@f83r.1:6 Gefäß@SHARED; BOUND_NO_COMPONENT_CHANGE	HYPOTHESIS	SHARED	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.2	f83r.2:11	dor	D?	[dor — offen]	OPEN	SHARED	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.3	f83r.3:1	olkeedy	D?	[olkeedy — offen]	OPEN	SHARED	"{""components"":[],""unknown"":true}"	recorded
F83_P1	f83r.3	f83r.3:2	qotal	D?	[qotal — offen]	OPEN	SHARED	"{""components"":[],""unknown"":true}"	recorded
