record	locus	at	word	version	render	read_status	vessel	inventory	row_status
F83_P1	f83r.1	f83r.1:1	tchedy	D0	[tchedy — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:2	lpchedy	D0	[lpchedy — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:3	opedy	D0	[opedy — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:4	chepol	D0	[chepol — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:5	pchedar	D0	[pchedar — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:6	shedy	D0	Flüssigkeit A	HYPOTHESIS	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:7	qopchedy	D0	[qopchedy — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.2	f83r.2:1	sol	D0	[sol — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.2	f83r.2:2	cheey	D0	[cheey — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.2	f83r.2:3	qokaiin	D0	Gefäß@SHARED	HYPOTHESIS	SHARED	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.2	f83r.2:4	shol	D0	[shol — offen]	OPEN	SHARED	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.2	f83r.2:5	lchs	D0	[lchs — offen]	OPEN	SHARED	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.2	f83r.2:6	shey	D0	[shey — offen]	OPEN	SHARED	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.2	f83r.2:7	qoteedy	D0	[qoteedy — offen]	OPEN	SHARED	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.2	f83r.2:8	rches	D0	[rches — offen]	OPEN	SHARED	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.2	f83r.2:9	ar	D0	[ar — offen]	OPEN	SHARED	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.2	f83r.2:10	chedy	D0	HEAT A Material@f83r.1:6 Gefäß@SHARED; BOUND_NO_COMPONENT_CHANGE	HYPOTHESIS	SHARED	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.2	f83r.2:11	dor	D0	[dor — offen]	OPEN	SHARED	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:1	olkeedy	D0	[olkeedy — offen]	OPEN	SHARED	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:2	qotal	D0	[qotal — offen]	OPEN	SHARED	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:3	chkeedy	D0	[chkeedy — offen]	OPEN	SHARED	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:4	chey	D0	[chey — offen]	OPEN	SHARED	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:5	daiin	D0	[daiin — offen]	OPEN	SHARED	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:6	chey	D0	[chey — offen]	OPEN	SHARED	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:7	lchedy	D0	Zusatzstoff C	HYPOTHESIS	SHARED	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:8	qokaiin	D0	Gefäß@SHARED	HYPOTHESIS	SHARED	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:9	qotal	D0	[qotal — offen]	OPEN	SHARED	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:10	dar	D0	[dar — offen]	OPEN	SHARED	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.4	f83r.4:1	qokshedy	D0	[qokshedy — offen]	OPEN	SHARED	"{""components"":[],""unknown"":false}"	recorded
