record	locus	at	word	version	render	read_status	vessel	inventory	row_status
F83_P1	f83r.1	f83r.1:1	tchedy	R0	[tchedy — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:2	lpchedy	R0	[lpchedy — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:3	opedy	R0	[opedy — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:4	chepol	R0	[chepol — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:5	pchedar	R0	[pchedar — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:6	shedy	R0	Flüssigkeit A	HYPOTHESIS	NONE	NO_VESSEL	recorded
F83_P1	f83r.1	f83r.1:7	qopchedy	R0	[qopchedy — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.2	f83r.2:1	sol	R0	[sol — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.2	f83r.2:2	cheey	R0	[cheey — offen]	OPEN	NONE	NO_VESSEL	recorded
F83_P1	f83r.2	f83r.2:3	qokaiin	R0	Gefäß@F83_P1	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.2	f83r.2:4	shol	R0	[shol — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.2	f83r.2:5	lchs	R0	[lchs — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.2	f83r.2:6	shey	R0	[shey — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.2	f83r.2:7	qoteedy	R0	[qoteedy — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.2	f83r.2:8	rches	R0	[rches — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.2	f83r.2:9	ar	R0	[ar — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.2	f83r.2:10	chedy	R0	HEAT A Material@f83r.1:6 Gefäß@F83_P1; BOUND_NO_COMPONENT_CHANGE	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.2	f83r.2:11	dor	R0	[dor — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:1	olkeedy	R0	[olkeedy — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:2	qotal	R0	[qotal — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:3	chkeedy	R0	[chkeedy — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:4	chey	R0	[chey — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:5	daiin	R0	[daiin — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:6	chey	R0	[chey — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:7	lchedy	R0	Zusatzstoff C	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:8	qokaiin	R0	Gefäß@F83_P1	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:9	qotal	R0	[qotal — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.3	f83r.3:10	dar	R0	[dar — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.4	f83r.4:1	qokshedy	R0	[qokshedy — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.4	f83r.4:2	chedy	R0	HEAT C Material@f83r.3:7 Gefäß@F83_P1; BOUND_NO_COMPONENT_CHANGE	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.4	f83r.4:3	qokedy	R0	WITHDRAW A Material@f83r.4:7 Gefäß@F83_P1; CONFLICT_EMPTY	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.4	f83r.4:4	chkedy	R0	[chkedy — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.4	f83r.4:5	daiin	R0	[daiin — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.4	f83r.4:6	shetar	R0	[shetar — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.4	f83r.4:7	shedy	R0	Flüssigkeit A	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.4	f83r.4:8	qekaiin	R0	[qekaiin — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.4	f83r.4:9	chedy	R0	HEAT A Material@f83r.4:7 Gefäß@F83_P1; BOUND_NO_COMPONENT_CHANGE	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.5	f83r.5:1	deey	R0	[deey — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.5	f83r.5:2	qotaiin	R0	[qotaiin — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.5	f83r.5:3	checkhy	R0	[checkhy — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.5	f83r.5:4	qoty	R0	[qoty — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.5	f83r.5:5	cheg	R0	[cheg — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.5	f83r.5:6	shedy	R0	Flüssigkeit A	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.5	f83r.5:7	qokeey	R0	[qokeey — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.5	f83r.5:8	rchedy	R0	[rchedy — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.5	f83r.5:9	qoteedy	R0	[qoteedy — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.5	f83r.5:10	lo	R0	[lo — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.6	f83r.6:1	schedy	R0	[schedy — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.6	f83r.6:2	chedchy	R0	[chedchy — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.6	f83r.6:3	qokal	R0	[qokal — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.6	f83r.6:4	olchedy	R0	[olchedy — offen]	OPEN	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.6	f83r.6:5	qokaiin	R0	Gefäß@F83_P1	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.6	f83r.6:6	chedy	R0	HEAT A Material@f83r.5:6 Gefäß@F83_P1; BOUND_NO_COMPONENT_CHANGE	HYPOTHESIS	F83_P1	"{""components"":[],""unknown"":false}"	recorded
F83_P1	f83r.6	f83r.6:7	qokeedy	R0	FILL A Material@f83r.5:6 Gefäß@F83_P1; COMPLETE	HYPOTHESIS	F83_P1	"{""components"":[""A""],""unknown"":false}"	recorded
F83_P1	f83r.6	f83r.6:8	lchedy	R0	Zusatzstoff C	HYPOTHESIS	F83_P1	"{""components"":[""A""],""unknown"":false}"	recorded
F83_P1	f83r.6	f83r.6:9	qoky	R0	[qoky — offen]	OPEN	F83_P1	"{""components"":[""A""],""unknown"":false}"	recorded
F83_P1	f83r.7	f83r.7:1	solshed	R0	[solshed — offen]	OPEN	F83_P1	"{""components"":[""A""],""unknown"":false}"	recorded
F83_P1	f83r.7	f83r.7:2	lsheedy	R0	[lsheedy — offen]	OPEN	F83_P1	"{""components"":[""A""],""unknown"":false}"	recorded
F83_P1	f83r.7	f83r.7:3	qeeedy	R0	[qeeedy — offen]	OPEN	F83_P1	"{""components"":[""A""],""unknown"":false}"	recorded
F83_P1	f83r.7	f83r.7:4	qoky	R0	[qoky — offen]	OPEN	F83_P1	"{""components"":[""A""],""unknown"":false}"	recorded
F83_P1	f83r.7	f83r.7:5	o	R0	[o — offen]	OPEN	F83_P1	"{""components"":[""A""],""unknown"":false}"	recorded
