clause_id	physical_page	register	start_event	end_event	events	formula_cards	root_compositions	end_reason	surface_equals_reading	simple_continuous_reading_de	event_ids
P915-C001	f10r	HERBAL	P912-E0001	P912-E0039	39	16	23	LICENSED_DY_CLOSE	pchocthy=EINSETZEN · ENTNEHMEN · AUSFÜHREN · BEREIT · DIES | shor=HALTEN · ANSATZ | octhody=AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES | chorchy=ENTNEHMEN · ANSATZ · ENTNEHMEN · DIES | pchodol=EINSETZEN · ENTNEHMEN · AUSFÜHREN · TEIL · FORTSETZEN | chopchal=ENTNEHMEN · AUSFÜHREN · EINSETZEN · ENTNEHMEN · ZIEL | ypch=DIES · EINSETZEN · ENTNEHMEN | kom=ZUGEBEN · AUSFÜHREN · MITTE | dchey=ENTNEHMEN · KURZ · DIES | cthoor=BEREIT · AUSFÜHREN · ANSATZ | char=AUS DER QUELLE | chty=ENTNEHMEN · EINSTELLEN · DIES | os=DAZU | chair=ENTNEHMEN · LAUF | otytchol=DANACH · DIES · EINSTELLEN · ENTNEHMEN · FORTSETZEN | oky=DIESEN POSTEN ANSETZEN | daiin=NACH SOLLMASS | etyd=KURZ · EINSTELLEN · DIES | qotor=DER NAECHSTE ANSATZ | o=ARBEITSGANG AUSFUEHREN | tchy=EINSTELLEN · DIES | daiin=NACH SOLLMASS | chocthy=ENTNEHMEN · AUSFÜHREN · BEREIT · DIES | qotchy=DANACH DIESER POSTEN | chol=DAMIT WEITER | or=DER ANSATZ | yty=DIESEN POSTEN EINSTELLEN | dy=DIESER POSTEN | dy=DIESER POSTEN | sor=ZUBEREITUNGSVARIANTE | chaiin=ENTNEHMEN · SOLLMASS | chcthy=ENTNEHMEN · BEREIT · DIES | ctho=BEREIT · AUSFÜHREN | ckhy=DURCH DEN DURCHLASS FUEHREN | or=DER ANSATZ | aiin=NACH SOLLMASS | chtchor=ENTNEHMEN · EINSTELLEN · ENTNEHMEN · ANSATZ | doiir=TEIL · AUSFÜHREN · STUFE · MARKIEREN | ody=AUSFÜHREN · SCHLIESSEN	EINSETZEN · ENTNEHMEN · AUSFÜHREN · BEREIT · DIES; dann HALTEN · ANSATZ; dann AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES; dann ENTNEHMEN · ANSATZ · ENTNEHMEN · DIES; dann EINSETZEN · ENTNEHMEN · AUSFÜHREN · TEIL · FORTSETZEN; dann ENTNEHMEN · AUSFÜHREN · EINSETZEN · ENTNEHMEN · ZIEL; dann DIES · EINSETZEN · ENTNEHMEN; dann ZUGEBEN · AUSFÜHREN · MITTE; dann ENTNEHMEN · KURZ · DIES; dann BEREIT · AUSFÜHREN · ANSATZ; dann AUS DER QUELLE; dann ENTNEHMEN · EINSTELLEN · DIES; dann DAZU; dann ENTNEHMEN · LAUF; dann DANACH · DIES · EINSTELLEN · ENTNEHMEN · FORTSETZEN; dann DIESEN POSTEN ANSETZEN; dann NACH SOLLMASS; dann KURZ · EINSTELLEN · DIES; dann DER NAECHSTE ANSATZ; dann ARBEITSGANG AUSFUEHREN; dann EINSTELLEN · DIES; dann NACH SOLLMASS; dann ENTNEHMEN · AUSFÜHREN · BEREIT · DIES; dann DANACH DIESER POSTEN; dann DAMIT WEITER; dann DER ANSATZ; dann DIESEN POSTEN EINSTELLEN; dann DIESER POSTEN; dann DIESER POSTEN; dann ZUBEREITUNGSVARIANTE; dann ENTNEHMEN · SOLLMASS; dann ENTNEHMEN · BEREIT · DIES; dann BEREIT · AUSFÜHREN; dann DURCH DEN DURCHLASS FUEHREN; dann DER ANSATZ; dann NACH SOLLMASS; dann ENTNEHMEN · EINSTELLEN · ENTNEHMEN · ANSATZ; dann TEIL · AUSFÜHREN · STUFE · MARKIEREN; dann AUSFÜHREN · SCHLIESSEN. Teilgang geschlossen.	P912-E0001|P912-E0002|P912-E0003|P912-E0004|P912-E0005|P912-E0006|P912-E0007|P912-E0008|P912-E0009|P912-E0010|P912-E0011|P912-E0012|P912-E0013|P912-E0014|P912-E0015|P912-E0016|P912-E0017|P912-E0018|P912-E0019|P912-E0020|P912-E0021|P912-E0022|P912-E0023|P912-E0024|P912-E0025|P912-E0026|P912-E0027|P912-E0028|P912-E0029|P912-E0030|P912-E0031|P912-E0032|P912-E0033|P912-E0034|P912-E0035|P912-E0036|P912-E0037|P912-E0038|P912-E0039
P915-C002	f10r	HERBAL	P912-E0040	P912-E0092	53	31	22	PAGE_END_OPEN	qokchy=DIESEN POSTEN ANSETZEN | qotchol=DANACH TEIL ENTNEHMEN UND WEITER | chol=DAMIT WEITER | cthy=BIS BEREIT FUEHREN | ycheor=DIES · AUSZUG · MARKIEREN | cthy=BIS BEREIT FUEHREN | chor=VOM ANSATZ ENTNEHMEN | cthaiin=BEREIT · SOLLMASS | qoctholy=BEGINNEN · AUSFÜHREN · BEREIT · FORTSETZEN · DIES | dy=DIESER POSTEN | chy=DIESER POSTEN | taiin=EINSTELLEN · SOLLMASS | shy=DIESER POSTEN | dchy=TEIL · DIES | qokchol=ANSETZEN UND WEITERFÜHREN | y=DIESER POSTEN | kchaiin=ZUGEBEN · ENTNEHMEN · SOLLMASS | yty=DIESEN POSTEN EINSTELLEN | daiin=NACH SOLLMASS | cth=BEREIT | dain=EINE PORTION | dair=TEIL · LAUF | am=AN DER INNENSTELLE | qotchor=DANACH TEIL FÜR DEN ANSATZ ENTNEHMEN | chor=VOM ANSATZ ENTNEHMEN | otol=DANACH · FORTSETZEN | chol=DAMIT WEITER | cholor=FORTSETZEN · ANSATZ | chol=DAMIT WEITER | daiin=NACH SOLLMASS | dar=AUS DEM BEZEICHNETEN TEIL | oykchor=AUSFÜHREN · DIES · ZUGEBEN · ENTNEHMEN · ANSATZ | shor=HALTEN · ANSATZ | chor=VOM ANSATZ ENTNEHMEN | chy=DIESER POSTEN | kaiiin=ZUGEBEN · ORT · UNTERSTUFE · STUFE | dy=DIESER POSTEN | chodaiin=ENTNEHMEN · AUSFÜHREN · TEIL · SOLLMASS | oqotor=AUSFÜHREN · DANACH · ANSATZ | otor=DER NAECHSTE ANSATZ | cfhy=TRENNEN · DIES | cthor=BEREIT · ANSATZ | osain=AUSFÜHREN · AUSWÄHLEN · PORTION | ytoiin=DIES · EINSTELLEN · AUSFÜHREN · STUFE | otchoshor=DANACH · ENTNEHMEN · AUSFÜHREN · HALTEN · ANSATZ | qoty=DANACH DIESER POSTEN | qotor=DER NAECHSTE ANSATZ | cthyd=BEREIT · DIES · TEIL | otar=DANACH AUS DER QUELLE | odaiin=AUSFÜHREN · TEIL · SOLLMASS | daiin=NACH SOLLMASS | qotchy=DANACH DIESER POSTEN | qotor=DER NAECHSTE ANSATZ	DIESEN POSTEN ANSETZEN; dann DANACH TEIL ENTNEHMEN UND WEITER; dann DAMIT WEITER; dann BIS BEREIT FUEHREN; dann DIES · AUSZUG · MARKIEREN; dann BIS BEREIT FUEHREN; dann VOM ANSATZ ENTNEHMEN; dann BEREIT · SOLLMASS; dann BEGINNEN · AUSFÜHREN · BEREIT · FORTSETZEN · DIES; dann DIESER POSTEN; dann DIESER POSTEN; dann EINSTELLEN · SOLLMASS; dann DIESER POSTEN; dann TEIL · DIES; dann ANSETZEN UND WEITERFÜHREN; dann DIESER POSTEN; dann ZUGEBEN · ENTNEHMEN · SOLLMASS; dann DIESEN POSTEN EINSTELLEN; dann NACH SOLLMASS; dann BEREIT; dann EINE PORTION; dann TEIL · LAUF; dann AN DER INNENSTELLE; dann DANACH TEIL FÜR DEN ANSATZ ENTNEHMEN; dann VOM ANSATZ ENTNEHMEN; dann DANACH · FORTSETZEN; dann DAMIT WEITER; dann FORTSETZEN · ANSATZ; dann DAMIT WEITER; dann NACH SOLLMASS; dann AUS DEM BEZEICHNETEN TEIL; dann AUSFÜHREN · DIES · ZUGEBEN · ENTNEHMEN · ANSATZ; dann HALTEN · ANSATZ; dann VOM ANSATZ ENTNEHMEN; dann DIESER POSTEN; dann ZUGEBEN · ORT · UNTERSTUFE · STUFE; dann DIESER POSTEN; dann ENTNEHMEN · AUSFÜHREN · TEIL · SOLLMASS; dann AUSFÜHREN · DANACH · ANSATZ; dann DER NAECHSTE ANSATZ; dann TRENNEN · DIES; dann BEREIT · ANSATZ; dann AUSFÜHREN · AUSWÄHLEN · PORTION; dann DIES · EINSTELLEN · AUSFÜHREN · STUFE; dann DANACH · ENTNEHMEN · AUSFÜHREN · HALTEN · ANSATZ; dann DANACH DIESER POSTEN; dann DER NAECHSTE ANSATZ; dann BEREIT · DIES · TEIL; dann DANACH AUS DER QUELLE; dann AUSFÜHREN · TEIL · SOLLMASS; dann NACH SOLLMASS; dann DANACH DIESER POSTEN; dann DER NAECHSTE ANSATZ. Zur Fortsetzung offen.	P912-E0040|P912-E0041|P912-E0042|P912-E0043|P912-E0044|P912-E0045|P912-E0046|P912-E0047|P912-E0048|P912-E0049|P912-E0050|P912-E0051|P912-E0052|P912-E0053|P912-E0054|P912-E0055|P912-E0056|P912-E0057|P912-E0058|P912-E0059|P912-E0060|P912-E0061|P912-E0062|P912-E0063|P912-E0064|P912-E0065|P912-E0066|P912-E0067|P912-E0068|P912-E0069|P912-E0070|P912-E0071|P912-E0072|P912-E0073|P912-E0074|P912-E0075|P912-E0076|P912-E0077|P912-E0078|P912-E0079|P912-E0080|P912-E0081|P912-E0082|P912-E0083|P912-E0084|P912-E0085|P912-E0086|P912-E0087|P912-E0088|P912-E0089|P912-E0090|P912-E0091|P912-E0092
P915-C003	f11r	HERBAL	P912-E0093	P912-E0099	7	1	6	LICENSED_DY_CLOSE	tshol=EINSTELLEN · HALTEN · FORTSETZEN | schoal=HALTEN · AUSFÜHREN · ZIEL | cfhy=TRENNEN · DIES | shfydaiin=HALTEN · DIES · SOLLMASS | cphy=UMLEITEN · DIES | shey=KURZ HALTEN | tchody=EINSTELLEN · ENTNEHMEN · AUSFÜHREN · SCHLIESSEN	EINSTELLEN · HALTEN · FORTSETZEN; dann HALTEN · AUSFÜHREN · ZIEL; dann TRENNEN · DIES; dann HALTEN · DIES · SOLLMASS; dann UMLEITEN · DIES; dann KURZ HALTEN; dann EINSTELLEN · ENTNEHMEN · AUSFÜHREN · SCHLIESSEN. Teilgang geschlossen.	P912-E0093|P912-E0094|P912-E0095|P912-E0096|P912-E0097|P912-E0098|P912-E0099
P915-C004	f11r	HERBAL	P912-E0100	P912-E0151	52	32	20	PAGE_END_OPEN	shoyty=HALTEN · AUSFÜHREN · DIES · EINSTELLEN · DIES | socthody=AUSWÄHLEN · AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES | qodor=BEGINNEN · AUSFÜHREN · TEIL · ANSATZ | y=DIESER POSTEN | kshy=ZUGEBEN · HALTEN · DIES | daiin=NACH SOLLMASS | ytchy=DIESEN POSTEN EINSTELLEN | ytchoky=DIES · EINSTELLEN · ANSETZEN · DIES | kchol=WEITER ZUGEBEN | daiin=NACH SOLLMASS | qoty=DANACH DIESER POSTEN | chol=DAMIT WEITER | cthy=BIS BEREIT FUEHREN | dor=BEZEICHNETER TEILANSATZ | ykychy=DIES · ZUGEBEN · DIES · ENTNEHMEN · DIES | choty=ENTNEHMEN · DANACH · DIES | dain=EINE PORTION | chaiin=ENTNEHMEN · SOLLMASS | daiin=NACH SOLLMASS | dod=TEIL · AUSFÜHREN · TEIL | dchol=DEN BEZEICHNETEN TEIL WEITERFÜHREN | chy=DIESER POSTEN | kchy=ZUGEBEN · DIES | dy=DIESER POSTEN | daiin=NACH SOLLMASS | tchol=EINSTELLEN · FORTSETZEN | shor=HALTEN · ANSATZ | shor=HALTEN · ANSATZ | dky=TEIL · ZUGEBEN · DIES | y=DIESER POSTEN | daiin=NACH SOLLMASS | cthy=BIS BEREIT FUEHREN | d=DER BEZEICHNETE TEIL | y=DIESER POSTEN | chodl=ENTNEHMEN · AUSFÜHREN · TEIL · LEITEN | daiin=NACH SOLLMASS | odl=AUSFÜHREN · TEIL · LEITEN | d=DER BEZEICHNETE TEIL | s=VARIANTE WAEHLEN | y=DIESER POSTEN | otol=DANACH · FORTSETZEN | chaiin=ENTNEHMEN · SOLLMASS | ykchor=DIES · ZUGEBEN · ENTNEHMEN · ANSATZ | dair=TEIL · LAUF | chody=DEN BEZEICHNETEN TEIL BEARBEITEN | cthy=BIS BEREIT FUEHREN | s=VARIANTE WAEHLEN | daiin=NACH SOLLMASS | qotchy=DANACH DIESER POSTEN | okchol=ANSETZEN UND WEITERFÜHREN | cthy=BIS BEREIT FUEHREN | dy=DIESER POSTEN	HALTEN · AUSFÜHREN · DIES · EINSTELLEN · DIES; dann AUSWÄHLEN · AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES; dann BEGINNEN · AUSFÜHREN · TEIL · ANSATZ; dann DIESER POSTEN; dann ZUGEBEN · HALTEN · DIES; dann NACH SOLLMASS; dann DIESEN POSTEN EINSTELLEN; dann DIES · EINSTELLEN · ANSETZEN · DIES; dann WEITER ZUGEBEN; dann NACH SOLLMASS; dann DANACH DIESER POSTEN; dann DAMIT WEITER; dann BIS BEREIT FUEHREN; dann BEZEICHNETER TEILANSATZ; dann DIES · ZUGEBEN · DIES · ENTNEHMEN · DIES; dann ENTNEHMEN · DANACH · DIES; dann EINE PORTION; dann ENTNEHMEN · SOLLMASS; dann NACH SOLLMASS; dann TEIL · AUSFÜHREN · TEIL; dann DEN BEZEICHNETEN TEIL WEITERFÜHREN; dann DIESER POSTEN; dann ZUGEBEN · DIES; dann DIESER POSTEN; dann NACH SOLLMASS; dann EINSTELLEN · FORTSETZEN; dann HALTEN · ANSATZ; dann HALTEN · ANSATZ; dann TEIL · ZUGEBEN · DIES; dann DIESER POSTEN; dann NACH SOLLMASS; dann BIS BEREIT FUEHREN; dann DER BEZEICHNETE TEIL; dann DIESER POSTEN; dann ENTNEHMEN · AUSFÜHREN · TEIL · LEITEN; dann NACH SOLLMASS; dann AUSFÜHREN · TEIL · LEITEN; dann DER BEZEICHNETE TEIL; dann VARIANTE WAEHLEN; dann DIESER POSTEN; dann DANACH · FORTSETZEN; dann ENTNEHMEN · SOLLMASS; dann DIES · ZUGEBEN · ENTNEHMEN · ANSATZ; dann TEIL · LAUF; dann DEN BEZEICHNETEN TEIL BEARBEITEN; dann BIS BEREIT FUEHREN; dann VARIANTE WAEHLEN; dann NACH SOLLMASS; dann DANACH DIESER POSTEN; dann ANSETZEN UND WEITERFÜHREN; dann BIS BEREIT FUEHREN; dann DIESER POSTEN. Zur Fortsetzung offen.	P912-E0100|P912-E0101|P912-E0102|P912-E0103|P912-E0104|P912-E0105|P912-E0106|P912-E0107|P912-E0108|P912-E0109|P912-E0110|P912-E0111|P912-E0112|P912-E0113|P912-E0114|P912-E0115|P912-E0116|P912-E0117|P912-E0118|P912-E0119|P912-E0120|P912-E0121|P912-E0122|P912-E0123|P912-E0124|P912-E0125|P912-E0126|P912-E0127|P912-E0128|P912-E0129|P912-E0130|P912-E0131|P912-E0132|P912-E0133|P912-E0134|P912-E0135|P912-E0136|P912-E0137|P912-E0138|P912-E0139|P912-E0140|P912-E0141|P912-E0142|P912-E0143|P912-E0144|P912-E0145|P912-E0146|P912-E0147|P912-E0148|P912-E0149|P912-E0150|P912-E0151
P915-C005	f13r	HERBAL	P912-E0152	P912-E0193	42	22	20	LICENSED_DY_CLOSE	torshor=EINSTELLEN · ANSATZ · HALTEN · ANSATZ | opchy=AUSFÜHREN · EINSETZEN · DIES | shol=WEITER HALTEN | dy=DIESER POSTEN | qopchy=AUSFÜHREN · EINSETZEN · DIES | shol=WEITER HALTEN | opchor=AUSFÜHREN · EINSETZEN · ENTNEHMEN · ANSATZ | dypchy=TEIL · DIES · EINSETZEN · DIES | dchg=TEIL · ENTNEHMEN · EINMAL | dchol=DEN BEZEICHNETEN TEIL WEITERFÜHREN | chol=DAMIT WEITER | dol=DEN BEZEICHNETEN TEIL WEITERFÜHREN | shkchy=HALTEN · ZUGEBEN · DIES | ydal=DIES · ZIEL | shy=DIESER POSTEN | ykchy=DIES · ZUGEBEN · DIES | qoty=DANACH DIESER POSTEN | daiin=NACH SOLLMASS | s=VARIANTE WAEHLEN | y=DIESER POSTEN | s=VARIANTE WAEHLEN | y=DIESER POSTEN | dchor=TEIL · ENTNEHMEN · ANSATZ | shaiin=HALTEN · SOLLMASS | oeees=AUSFÜHREN · VOLL · AUSWÄHLEN | ykor=DIESEN POSTEN DEM ANSATZ ZUGEBEN | chor=VOM ANSATZ ENTNEHMEN | ytshy=DIESEN POSTEN EINSTELLEN | ykchy=DIES · ZUGEBEN · DIES | kchy=ZUGEBEN · DIES | dar=AUS DEM BEZEICHNETEN TEIL | qodchy=AUSFÜHREN · TEIL · DIES | ytchy=DIESEN POSTEN EINSTELLEN | otchor=DANACH TEIL FÜR DEN ANSATZ ENTNEHMEN | shorodo=HALTEN · ANSATZ · AUSFÜHREN · TEIL · AUSFÜHREN | shy=DIESER POSTEN | tshy=EINSTELLEN · DIES | kchol=WEITER ZUGEBEN | dpchy=TEIL · EINSETZEN · DIES | qopchy=AUSFÜHREN · EINSETZEN · DIES | otchol=DANACH TEIL ENTNEHMEN UND WEITER | cfholdy=TRENNEN · FORTSETZEN · SCHLIESSEN	EINSTELLEN · ANSATZ · HALTEN · ANSATZ; dann AUSFÜHREN · EINSETZEN · DIES; dann WEITER HALTEN; dann DIESER POSTEN; dann AUSFÜHREN · EINSETZEN · DIES; dann WEITER HALTEN; dann AUSFÜHREN · EINSETZEN · ENTNEHMEN · ANSATZ; dann TEIL · DIES · EINSETZEN · DIES; dann TEIL · ENTNEHMEN · EINMAL; dann DEN BEZEICHNETEN TEIL WEITERFÜHREN; dann DAMIT WEITER; dann DEN BEZEICHNETEN TEIL WEITERFÜHREN; dann HALTEN · ZUGEBEN · DIES; dann DIES · ZIEL; dann DIESER POSTEN; dann DIES · ZUGEBEN · DIES; dann DANACH DIESER POSTEN; dann NACH SOLLMASS; dann VARIANTE WAEHLEN; dann DIESER POSTEN; dann VARIANTE WAEHLEN; dann DIESER POSTEN; dann TEIL · ENTNEHMEN · ANSATZ; dann HALTEN · SOLLMASS; dann AUSFÜHREN · VOLL · AUSWÄHLEN; dann DIESEN POSTEN DEM ANSATZ ZUGEBEN; dann VOM ANSATZ ENTNEHMEN; dann DIESEN POSTEN EINSTELLEN; dann DIES · ZUGEBEN · DIES; dann ZUGEBEN · DIES; dann AUS DEM BEZEICHNETEN TEIL; dann AUSFÜHREN · TEIL · DIES; dann DIESEN POSTEN EINSTELLEN; dann DANACH TEIL FÜR DEN ANSATZ ENTNEHMEN; dann HALTEN · ANSATZ · AUSFÜHREN · TEIL · AUSFÜHREN; dann DIESER POSTEN; dann EINSTELLEN · DIES; dann WEITER ZUGEBEN; dann TEIL · EINSETZEN · DIES; dann AUSFÜHREN · EINSETZEN · DIES; dann DANACH TEIL ENTNEHMEN UND WEITER; dann TRENNEN · FORTSETZEN · SCHLIESSEN. Teilgang geschlossen.	P912-E0152|P912-E0153|P912-E0154|P912-E0155|P912-E0156|P912-E0157|P912-E0158|P912-E0159|P912-E0160|P912-E0161|P912-E0162|P912-E0163|P912-E0164|P912-E0165|P912-E0166|P912-E0167|P912-E0168|P912-E0169|P912-E0170|P912-E0171|P912-E0172|P912-E0173|P912-E0174|P912-E0175|P912-E0176|P912-E0177|P912-E0178|P912-E0179|P912-E0180|P912-E0181|P912-E0182|P912-E0183|P912-E0184|P912-E0185|P912-E0186|P912-E0187|P912-E0188|P912-E0189|P912-E0190|P912-E0191|P912-E0192|P912-E0193
P915-C006	f13r	HERBAL	P912-E0194	P912-E0209	16	11	5	LICENSED_DY_CLOSE	tchor=EINSTELLEN · ENTNEHMEN · ANSATZ | dor=BEZEICHNETER TEILANSATZ | daiin=NACH SOLLMASS | qotchol=DANACH TEIL ENTNEHMEN UND WEITER | okchy=DIESEN POSTEN ANSETZEN | okchor=ANSETZEN · ENTNEHMEN · ANSATZ | oiin=AUSFÜHREN · STUFE | chckhy=DURCH DEN DURCHLASS FUEHREN | d=DER BEZEICHNETE TEIL | dchy=TEIL · DIES | qoky=DIESEN POSTEN ANSETZEN | chol=DAMIT WEITER | dy=DIESER POSTEN | qoy=AUSFÜHREN · DIES | d=DER BEZEICHNETE TEIL | oldy=DAMIT FORTFAHREN; ENDE	EINSTELLEN · ENTNEHMEN · ANSATZ; dann BEZEICHNETER TEILANSATZ; dann NACH SOLLMASS; dann DANACH TEIL ENTNEHMEN UND WEITER; dann DIESEN POSTEN ANSETZEN; dann ANSETZEN · ENTNEHMEN · ANSATZ; dann AUSFÜHREN · STUFE; dann DURCH DEN DURCHLASS FUEHREN; dann DER BEZEICHNETE TEIL; dann TEIL · DIES; dann DIESEN POSTEN ANSETZEN; dann DAMIT WEITER; dann DIESER POSTEN; dann AUSFÜHREN · DIES; dann DER BEZEICHNETE TEIL; dann DAMIT FORTFAHREN; ENDE. Teilgang geschlossen.	P912-E0194|P912-E0195|P912-E0196|P912-E0197|P912-E0198|P912-E0199|P912-E0200|P912-E0201|P912-E0202|P912-E0203|P912-E0204|P912-E0205|P912-E0206|P912-E0207|P912-E0208|P912-E0209
P915-C007	f13r	HERBAL	P912-E0210	P912-E0219	10	5	5	LICENSED_DY_CLOSE	okchor=ANSETZEN · ENTNEHMEN · ANSATZ | doaiin=TEIL · AUSFÜHREN · SOLLMASS | shochy=TEILSTOFF · DIES | qokchy=DIESEN POSTEN ANSETZEN | torchy=EINSTELLEN · ANSATZ · DIES | k=ZUGEBEN | s=VARIANTE WAEHLEN | okchey=DIESEN POSTEN ANSETZEN | daiin=NACH SOLLMASS | oldy=DAMIT FORTFAHREN; ENDE	ANSETZEN · ENTNEHMEN · ANSATZ; dann TEIL · AUSFÜHREN · SOLLMASS; dann TEILSTOFF · DIES; dann DIESEN POSTEN ANSETZEN; dann EINSTELLEN · ANSATZ · DIES; dann ZUGEBEN; dann VARIANTE WAEHLEN; dann DIESEN POSTEN ANSETZEN; dann NACH SOLLMASS; dann DAMIT FORTFAHREN; ENDE. Teilgang geschlossen.	P912-E0210|P912-E0211|P912-E0212|P912-E0213|P912-E0214|P912-E0215|P912-E0216|P912-E0217|P912-E0218|P912-E0219
P915-C008	f13r	HERBAL	P912-E0220	P912-E0225	6	2	4	LICENSED_DY_CLOSE	shey=KURZ HALTEN | chol=DAMIT WEITER | doiin=TEIL · AUSFÜHREN · STUFE | ykoly=DIES · ZUGEBEN · FORTSETZEN · DIES | okchal=ANSETZEN · ENTNEHMEN · ZIEL | daldy=ZIEL · SCHLIESSEN	KURZ HALTEN; dann DAMIT WEITER; dann TEIL · AUSFÜHREN · STUFE; dann DIES · ZUGEBEN · FORTSETZEN · DIES; dann ANSETZEN · ENTNEHMEN · ZIEL; dann ZIEL · SCHLIESSEN. Teilgang geschlossen.	P912-E0220|P912-E0221|P912-E0222|P912-E0223|P912-E0224|P912-E0225
P915-C009	f13r	HERBAL	P912-E0226	P912-E0228	3	0	3	PAGE_END_OPEN	sotchy=AUSWÄHLEN · DANACH · DIES | kchy=ZUGEBEN · DIES | okorory=ANSETZEN · ANSATZ · ANSATZ · DIES	AUSWÄHLEN · DANACH · DIES; dann ZUGEBEN · DIES; dann ANSETZEN · ANSATZ · ANSATZ · DIES. Zur Fortsetzung offen.	P912-E0226|P912-E0227|P912-E0228
P915-C010	f55v	HERBAL	P912-E0229	P912-E0236	8	2	6	LICENSED_DY_CLOSE	kcheedchdy=ZUGEBEN · ENTNEHMEN · LÄNGER · TEIL · UMSETZEN · DIES | oedain=AUSFÜHREN · KURZ · TEIL · PORTION | chckhy=DURCH DEN DURCHLASS FUEHREN | otoldaiin=DANACH · FORTSETZEN · TEIL · SOLLMASS | dodyd=TEIL · AUSFÜHREN · SCHLIESSEN · RAND | oeeed=AUSFÜHREN · VOLL · TEIL | yteey=DIES · EINSTELLEN · LÄNGER · DIES | okeedy=LAENGER ANSETZEN; ENDE	ZUGEBEN · ENTNEHMEN · LÄNGER · TEIL · UMSETZEN · DIES; dann AUSFÜHREN · KURZ · TEIL · PORTION; dann DURCH DEN DURCHLASS FUEHREN; dann DANACH · FORTSETZEN · TEIL · SOLLMASS; dann TEIL · AUSFÜHREN · SCHLIESSEN · RAND; dann AUSFÜHREN · VOLL · TEIL; dann DIES · EINSTELLEN · LÄNGER · DIES; dann LAENGER ANSETZEN; ENDE. Teilgang geschlossen.	P912-E0229|P912-E0230|P912-E0231|P912-E0232|P912-E0233|P912-E0234|P912-E0235|P912-E0236
