path	sha256	role
experiments/yolo/gdt797_aqabba_surface_host_domain_discriminator/PREREGISTRATION.md	f0bc7bd088aa9be8d709615ae30b0d94b9177ebc6e9fd72d2d75e5e870bafa04	fixed scope and decision protocol
experiments/yolo/gdt797_aqabba_surface_host_domain_discriminator/METHOD.md	548f38fcf3d9cdc9cddd1d17b60d4c4b1f9b5a0b4435b127926d5e39d3b4e44c	method and claim ceiling
experiments/yolo/gdt797_aqabba_surface_host_domain_discriminator/src/TARGET_CONTACT_SPECS.tsv	7ec69ecf9d08f0ca15a9931c8a80558f1eb26fe6209b76d192b30247a880679e	seven fixed target contacts
experiments/yolo/gdt797_aqabba_surface_host_domain_discriminator/src/DOMAIN_MAP.tsv	4a2ce3d0a823f028169d3b59158f0a9dc0e43ce97f0f07bd8319dca1079b81cd	predeclared visual macro-domains
experiments/yolo/gdt797_aqabba_surface_host_domain_discriminator/src/MODEL_SPECS.tsv	331be236fed0be2601cdfa42ffe1cfb437f7a5c45f362a53fbe7a1a78ab046f7	three candidate models
experiments/yolo/gdt795_source_native_family_kluge_transfer/artifacts/GDT795_101_KLUGE_SOURCE_FAMILY_ATLAS.tsv	079208404e6e4cc77c397b1bca4ed9201b6dbae3227836fa7423a4b74948a754	validated 101-locus source-family atlas
experiments/yolo/gdt795_source_native_family_kluge_transfer/artifacts/GDT795_11_RECURRENT_FAMILY_SIGNATURES.tsv	d42fac1f831a164a8131cb0ba7d89d2908fb8f53925e326cb198065685d10659	eleven recurrent boundary families
experiments/yolo/gdt791_thirty_page_visual_owner_spine/artifacts/GDT791_5866_OCCURRENCE_SPINE.tsv	4075ffca8e7a8b9cefda62c9ec6997fb6c518dba8f86790f5309bfe2a8574707	lossless thirty-page occurrence spine
experiments/yolo/gdt791_thirty_page_visual_owner_spine/artifacts/GDT791_1007_LINE_OWNER_ATLAS.tsv	5ef9ef2a3ddf294aa9b57a459f0669e1aab7f38c4546f3914bd28e6fbac3378f	paragraph and visible-page contexts
experiments/yolo/gdt581_grammar_content_boundary_audit/artifacts/gdt581_744_local_card_hosts.tsv	b4c55fc633e91d1cf4e26cae0f288bb6a4999133fd075846c19ac58f1528fbe3	f88 local material owner
experiments/yolo/gdt790_panel_owner_image_grammar_overlay/artifacts/GDT790_27_LABEL_OWNER_ATLAS.tsv	774ff47da69dd66f278583968f1885e56986d63920a79310b6f2950572a43e32	f82 top-figure owner
experiments/yolo/gdt796_outer_ring_mirror_status_facies_bridge/artifacts/GDT796_HISTORICAL_FAMILY_STATUS_CENSUS.tsv	affcdc42d2b15958721cfa65a5d2c66b384e96a500d9643df2d7e33bc0b51d08	inherited historical AQABBA status rival
experiments/yolo/gdt796_outer_ring_mirror_status_facies_bridge/artifacts/GDT796_CANDIDATE_ADJUDICATION.tsv	259d012d4b5af4765b9b576ac208debf5a9bfc5305b4781c3dbabb547e236ec3	inherited AQABBA decision
experiments/yolo/gdt734_v99r7_recurrent_unknown_family_dispatch/artifacts/V99R7_4128_INTEGRATED_LINE_READER.tsv	d88e11748377467cc6beafe279fa812909a8449499cbdb7f37fb80944fce582b	previous renderer rows for quarantine
transcription/voynich_cross_transcription_lines.tsv	ff3a4559004a29764c60102326de154b29fbba06a2a206bdd76d7feda432e16c	mixed alternate-reader source accessed only by exact-locus guard
experiments/semantic_assumptions/results/source_sta_group_alignment.tsv	f23654f1d4c854db6d458b418a0d3530115731604854cf0a0495565e58341840	mixed source-family alignment accessed only by exact-locus guard
experiments/yolo/gdt797_aqabba_surface_host_domain_discriminator/src/run.py	39ade50ff668130c71f2e05940001f90f94bcd2d5a5004edc2061d146a57d15b	deterministic experiment builder
experiments/yolo/gdt797_aqabba_surface_host_domain_discriminator/src/validate.py	8d6cdcc0c336fd04344c214af383f2c5d75a155afa1c08505443b6104df1fa6f	independent validator and byte-replay check
