id	edition	iris_page	xiphion_page	iris_code	xiphion_code	partition	status
0	IT2a	f17v	f11r	p	t	0	UNRESOLVED_UNKNOWN_SOLVER
1	IT2a	f17v	f13r	p	t	0	UNRESOLVED_UNKNOWN_SOLVER
2	IT2a	f17v	f13r	p	to	0	UNRESOLVED_UNKNOWN_SOLVER
3	IT2a	f17v	f13r	p	tor	0	UNRESOLVED_UNKNOWN_SOLVER
4	IT2a	f17v	f13r	pc	t	0	UNRESOLVED_UNKNOWN_SOLVER
5	IT2a	f17v	f13r	pc	to	0	UNRESOLVED_UNKNOWN_SOLVER
6	IT2a	f17v	f13r	pc	tor	0	UNRESOLVED_UNKNOWN_SOLVER
7	IT2a	f17v	f13r	pch	t	0	UNRESOLVED_UNKNOWN_SOLVER
8	IT2a	f17v	f13r	pch	to	0	UNRESOLVED_UNKNOWN_SOLVER
9	IT2a	f17v	f13r	pch	tor	0	UNRESOLVED_UNKNOWN_SOLVER
10	IT2a	f17v	f13r	pcho	t	0	UNRESOLVED_UNKNOWN_SOLVER
11	IT2a	f17v	f13r	pcho	to	0	UNRESOLVED_UNKNOWN_SOLVER
12	IT2a	f17v	f13r	pcho	tor	0	UNRESOLVED_UNKNOWN_SOLVER
13	IT2a	f17v	f13v	p	k	0	UNRESOLVED_UNKNOWN_SOLVER
14	IT2a	f17v	f13v	p	ko	0	UNRESOLVED_UNKNOWN_SOLVER
15	IT2a	f17v	f13v	p	koa	0	UNRESOLVED_UNKNOWN_SOLVER
16	IT2a	f17v	f13v	p	koai	0	UNRESOLVED_UNKNOWN_SOLVER
17	IT2a	f17v	f16r	pc	po	0	UNRESOLVED_UNKNOWN_SOLVER
18	IT2a	f17v	f16r	pch	po	0	UNRESOLVED_UNKNOWN_SOLVER
19	IT2a	f17v	f19v	pc	po	0	UNRESOLVED_UNKNOWN_SOLVER
20	IT2a	f17v	f19v	pch	po	0	UNRESOLVED_UNKNOWN_SOLVER
21	IT2a	f17v	f20r	p	k	0	UNRESOLVED_UNKNOWN_SOLVER
22	IT2a	f17v	f20r	pc	k	0	UNRESOLVED_UNKNOWN_SOLVER
23	IT2a	f17v	f20r	pch	k	0	UNRESOLVED_UNKNOWN_SOLVER
24	IT2a	f17v	f20r	pcho	k	0	UNRESOLVED_UNKNOWN_SOLVER
25	IT2a	f17v	f20v	p	f	0	UNRESOLVED_UNKNOWN_SOLVER
26	IT2a	f17v	f20v	pc	f	0	UNRESOLVED_UNKNOWN_SOLVER
27	IT2a	f17v	f20v	pch	f	0	UNRESOLVED_UNKNOWN_SOLVER
28	IT2a	f17v	f22r	pc	po	0	UNRESOLVED_UNKNOWN_SOLVER
29	IT2a	f17v	f22r	pch	po	0	UNRESOLVED_UNKNOWN_SOLVER
