joint_tuple_id	surface_family	occurrences	records	pages	deck_class	component_formula	atomic_value_de	atomic_value_source	current_long_reading_de	one_word_value
087a47b5423438cd6b6a	chokcheo	1	H5	f56r	PRODUCTIVE_COMPOSITION	OK + CHEO	Auszugzugabe	PASS327_HERBAL_ATOMIC_COLLAPSE	Auszug zugeben	YES
0ec6a45e2950e8e7061d	chodaly	1	H5	f56r	PRODUCTIVE_COMPOSITION	CHO + AL + Y	Zutatstelle	PASS329_FORMULA_CONSISTENCY	Blütebeginn	YES
10488b911aae52b3b334	otchor|qotchor	2	H2|H5	f10r|f56r	PRODUCTIVE_COMPOSITION	OT + OR	Folgeansatz	CURRENT_ONE_WORD_READING	Folgeansatz	YES
12efe866f335461823a6	chair	1	H1	f10r	PRODUCTIVE_COMPOSITION	CH + AIR	Wasserzulauf	CURRENT_ONE_WORD_READING	Wasserzulauf	YES
1322bc176443fc2a8a86	qokokchy	1	H5	f56r	PRODUCTIVE_COMPOSITION	OK + OK + Y	Wiedereinsatz	PASS327_HERBAL_ATOMIC_COLLAPSE	erneut ansetzen	YES
1b1ffdd869fb1429ad03	oldy	2	B4|H4	f55v|f83r	PRODUCTIVE_COMPOSITION	OL_CONTINUE+DY_CLOSE	Fortschluss	PASS326_SHARED_COMPONENT_DECK	fortsetzen; Schluss	YES
204b04837409088c48f9	oltchy	1	H4	f55v	PRODUCTIVE_COMPOSITION	OL + TCH + Y	Fortsetzungszubereitung	PASS329_FORMULA_CONSISTENCY	anwärmen	YES
276a7c2d74d1143446f4	choky|oky|qoky	10	B1|B2|B3|B4|H1|H5	f10r|f56r|f81v|f82r|f83r	PRODUCTIVE_COMPOSITION	OK_SET+Y_CURRENT_ITEM	Einsetzen	PASS326_SHARED_COMPONENT_DECK	Posten ansetzen	YES
27d97af8c96eb056c2e6	oykchor	1	H2	f10r	PRODUCTIVE_COMPOSITION	OYK + OR	Gefäßansatz	PASS329_FORMULA_CONSISTENCY	glasiertes Gefäß	YES
2c1a5fd92b9e3c762242	cheeky	2	B4|H4	f55v|f83r	PRODUCTIVE_COMPOSITION	CHK_WARM+GRADE_2+Y_CURRENT_ITEM	Langwärme	PASS326_SHARED_COMPONENT_DECK	länger wärmen	YES
2cc054357a929df85f64	cho|sho	4	H5	f56r	PRODUCTIVE_COMPOSITION	CHO	Zutat	CURRENT_ONE_WORD_READING	Zutat	YES
2e2027b1951d79911e24	tchody	1	H3	f11r	PRODUCTIVE_COMPOSITION	TCH_PREPARATION+O_WITHDRAW+DY	Rücknahmeschluss	PASS328_EXISTING_COMPONENT_REANALYSIS	abkühlen; Schluss	YES
2f1c5e56e8f0ff459065	aiin|chaiin|daiin|saiin|taiin	20	B1|B2|B3|B4|B5|B6|H1|H2|H3|H4|H5	f10r|f11r|f55v|f56r|f81v|f82r|f83r	PRODUCTIVE_COMPOSITION	AIIN_TARGET_MEASURE	Sollmaß	PASS326_SHARED_COMPONENT_DECK	Sollmaß	YES
308e8ea2d5d190c498e8	okal|qokal	6	B1|B2|B3|H4	f55v|f81v|f82r|f83r	PRODUCTIVE_COMPOSITION	OK_SET+AL_TO	Zieleinsatz	PASS326_SHARED_COMPONENT_DECK	an die Stelle setzen	YES
322281bd391aa621f568	okchol	1	H3	f11r	PRODUCTIVE_COMPOSITION	OK + OL	Fortsetzungseinsatz	PASS327_HERBAL_ATOMIC_COLLAPSE	Fortsetzung einsetzen	YES
403c1592f918c8f23b88	ykain	1	H4	f55v	PRODUCTIVE_COMPOSITION	Y + K + AIN	Postenportion	PASS327_HERBAL_ATOMIC_COLLAPSE	eine Portion des laufenden Postens	YES
409de02322e7b2ca0c62	kaiiin	1	H2	f10r	PRODUCTIVE_COMPOSITION	K + IIN	Bindestufe	PASS329_FORMULA_CONSISTENCY	weiche Zielstufe	YES
428a5e3662aa57b4b256	schoal	1	H3	f11r	PRODUCTIVE_COMPOSITION	HO+AL	Zieleingabe	PASS328_EXISTING_COMPONENT_REANALYSIS	Weinsud	YES
497cbd9c7401810ff56b	otol	1	H2	f10r	PRODUCTIVE_COMPOSITION	OT_FOLLOW+OL_CONTINUE_WITHIN_ACTIVE_SEQUENCE	Folgefortsetzung	PASS327_HERBAL_ATOMIC_COLLAPSE	danach fortsetzen	YES
4d4559019a961b834aa1	char|dar|sar	5	B1|B2|B3|H1|H2	f10r|f81v|f82r|f83r	PRODUCTIVE_COMPOSITION	AR_FROM	Quelle	PASS326_SHARED_COMPONENT_DECK	aus demselben Vorrat	YES
577c03a928d674d420d7	shoyty	1	H3	f11r	PRODUCTIVE_COMPOSITION	SHO + YTY	Zutatfolgeteil	PASS329_FORMULA_CONSISTENCY	Blütenanteil zurückhalten	YES
61a075bc54793c1c781f	sotodan	1	H5	f56r	MEMORIZED_WHOLE_CARD	WHOLE_CARD	Gebrauchen	CURRENT_ONE_WORD_READING	gebrauchen	YES
62ff059766b21c7de083	otytchol	1	H1	f10r	PRODUCTIVE_COMPOSITION	OT + YTY + OL	Folgeteilfortsetzung	PASS329_FORMULA_CONSISTENCY	auffangen	YES
65f320e75510b2f38182	dchey	1	H1	f10r	MEMORIZED_WHOLE_CARD	WHOLE_CARD	Wurzelteil	CURRENT_ONE_WORD_READING	Wurzelteil	YES
6afeb5c9ab9f6cbdea0d	orain	1	H4	f55v	PRODUCTIVE_COMPOSITION	OR + AIN	Ansatzportion	CURRENT_ONE_WORD_READING	Ansatzportion	YES
6f7ff8287eddf4da9fdb	chdy|chedy	11	B1|B3|B4|B5|H4	f55v|f81v|f83r	PRODUCTIVE_COMPOSITION	CHD~CHED_TRANSFER+Y_ITEM	Umsetzen	PASS326_SHARED_COMPONENT_DECK	den laufenden Posten umsetzen oder durcharbeiten	YES
7249edc4df3419c26999	ycheor	1	H2	f10r	PRODUCTIVE_COMPOSITION	Y + CHEO + OR	Auszugsansatz	PASS329_FORMULA_CONSISTENCY	Pflanzenspitzen	YES
75a523fcf039b006f97b	kchal	1	H5	f56r	PRODUCTIVE_COMPOSITION	K + AL	Zielbindung	PASS329_FORMULA_CONSISTENCY	abseihen	YES
7a4bb8136330ee4e6e56	chor|or|shor|sor	7	B3|B4|H2|H4	f10r|f55v|f83r	PRODUCTIVE_COMPOSITION	OR_BATCH	Ansatz	PASS326_SHARED_COMPONENT_DECK	Ansatz	YES
807591efc3d3f7ddbfab	cheoar	1	H4	f55v	PRODUCTIVE_COMPOSITION	CHEO + AR	Auszugnahme	PASS327_HERBAL_ATOMIC_COLLAPSE	Auszug entnehmen	YES
80ebbbbf238eee9f0aef	chety|chty	2	B3|H1	f10r|f83r	MEMORIZED_WHOLE_CARD	WHOLE_CARD	Zerkleinern	PASS329_FORMULA_CONSISTENCY	zerkleinern	YES
834825c61d048a6b5628	chodaiin	1	H2	f10r	PRODUCTIVE_COMPOSITION	CHO + AIIN	Zutatsollmaß	PASS329_FORMULA_CONSISTENCY	Geschwür	YES
893c570f3fa3fce99711	kchol	1	H5	f56r	PRODUCTIVE_COMPOSITION	K + OL	Bindefortsetzung	PASS329_FORMULA_CONSISTENCY	auflegen	YES
953ad19b79517fc8a211	tshol	1	H3	f11r	MEMORIZED_WHOLE_CARD	WHOLE_CARD	Blütenkraut	CURRENT_ONE_WORD_READING	Blütenkraut	YES
95987d6f198d6d247511	cheeckhody	1	H5	f56r	MEMORIZED_WHOLE_CARD	WHOLE_CARD	Auftragsschluss	PASS327_HERBAL_ATOMIC_COLLAPSE	auftragen; Schluss	YES
97cc9ac109148723c472	ody	1	H4	f55v	PRODUCTIVE_COMPOSITION	O + DY	Rücknahmeschluss	PASS329_FORMULA_CONSISTENCY	kühl; Schluss	YES
9ad66e67803a12e745de	chokchy|okchy|qokchy	3	H1|H5	f10r|f56r	PRODUCTIVE_COMPOSITION	OK + Y	Einsetzen	PASS327_HERBAL_ATOMIC_COLLAPSE	Posten ansetzen	YES
9bb7122b386ebbc6138f	keol	1	H5	f56r	PRODUCTIVE_COMPOSITION	K + E + OL	Kurzbindefortsetzung	PASS329_FORMULA_CONSISTENCY	je Gabe	YES
a48efd6c4491a046ba78	qotchy	1	H3	f11r	PRODUCTIVE_COMPOSITION	OT + Y	Folgeposten	PASS329_FORMULA_CONSISTENCY	zurückbehaltene Blüten	YES
a6939862e33ece5a0483	etyd	1	H1	f10r	PRODUCTIVE_COMPOSITION	E+TY+D_PREVIOUS	Kurzrest	PASS328_EXISTING_COMPONENT_REANALYSIS	Wurzelteil	YES
a8af08e69edab8e54f15	shfydaiin	1	H3	f11r	PRODUCTIVE_COMPOSITION	SHFY + AIIN	Standzeit	CURRENT_ONE_WORD_READING	Standzeit	YES
ad3581d3144f69a5912d	sh	1	H5	f56r	MEMORIZED_WHOLE_CARD	WHOLE_CARD	Pflanzenteil	CURRENT_ONE_WORD_READING	Pflanzenteil	YES
af816c04e65874a0f2fa	qoctholy	1	H2	f10r	PRODUCTIVE_COMPOSITION	OT_FOLLOW+OL_CONTINUE+Y_CURRENT_ITEM	Folgefortsetzungsposten	PASS329_FORMULA_CONSISTENCY	abpressen	YES
b2812c8283c3a62438bd	kchy	1	H3	f11r	PRODUCTIVE_COMPOSITION	K + Y	Bindeposten	PASS329_FORMULA_CONSISTENCY	Trank	YES
b5df9126607030b95175	cheey|shey	4	B2|B4|H3	f11r|f82r|f83r	MEMORIZED_WHOLE_CARD	WHOLE_CARD	Klarauszug	PASS326_SHARED_COMPONENT_DECK	Klarauszug	YES
b5fcea1eaed06b2f2291	okaiin|qokaiin	9	B1|B2|B3|H4	f55v|f81v|f82r|f83r	PRODUCTIVE_COMPOSITION	OK_SET+AIIN_TARGET_MEASURE	Sollstellung	PASS326_SHARED_COMPONENT_DECK	auf Sollmaß einstellen	YES
b74e9e65637b7c8538dd	kchey	1	H5	f56r	PRODUCTIVE_COMPOSITION	K + E + Y	Kurzbindeposten	PASS329_FORMULA_CONSISTENCY	grob zerreiben	YES
b921a237be883a820352	chey|chy|dy|shy|sy|y	18	B1|B2|B3|B4|B6|H2|H3|H4	f10r|f11r|f55v|f81v|f82r|f83r	PRODUCTIVE_COMPOSITION	Y_CURRENT_ITEM_CARD	Diesposten	PASS326_SHARED_COMPONENT_DECK	dieser Arbeitsposten	YES
b9d7b6d68209a9019e7a	chochor	1	H5	f56r	PRODUCTIVE_COMPOSITION	CHO + OR	Zutatenansatz	CURRENT_ONE_WORD_READING	Zutatenansatz	YES
bdad9f9ea8b80f141496	cfhy	1	H3	f11r	MEMORIZED_WHOLE_CARD	WHOLE_CARD	Auswringen	CURRENT_ONE_WORD_READING	auswringen	YES
c10aec6d4dd877ec8bd8	choy	1	H5	f56r	PRODUCTIVE_COMPOSITION	CHO + Y	Zutatposten	PASS329_FORMULA_CONSISTENCY	waschen	YES
c71c72da4e09e0833392	kchoar	1	H5	f56r	PRODUCTIVE_COMPOSITION	K + CHO + AR	Quellenzutatbindung	PASS329_FORMULA_CONSISTENCY	Gebrauchsauszug	YES
d665560c8ff80799a82c	dchol|schol	2	H3|H5	f11r|f56r	PRODUCTIVE_COMPOSITION	D + OL	Vorfortsetzung	PASS329_FORMULA_CONSISTENCY	Fortsetzungsposten	YES
d929a14ec45749b2e805	ykan	1	H4	f55v	PRODUCTIVE_COMPOSITION	Y + K + AN	Postenzweitportion	PASS329_FORMULA_CONSISTENCY	diese Portion	YES
dcda95c81a5460feb191	cheol|chol|ol|qol|sol|tol	19	B1|B3|B4|B5|B6|H1|H2	f10r|f81v|f83r	PRODUCTIVE_COMPOSITION	OL_CONTINUE	Fortsetzung	PASS326_SHARED_COMPONENT_DECK	fortsetzen	YES
dd0ecaf5e27d81befffc	al|chal|cheal|dal|sal|tal	10	B1|B2|B3|B4|B5|H5	f56r|f81v|f82r|f83r	PRODUCTIVE_COMPOSITION	AL_TO	Stelle	PASS326_SHARED_COMPONENT_DECK	Stelle	YES
deb377381ceaf55ea310	cphy	1	H3	f11r	MEMORIZED_WHOLE_CARD	WHOLE_CARD	Nachseihen	CURRENT_ONE_WORD_READING	nachseihen	YES
dec401773c1f0347793d	cholor|olor	2	B1|H2	f10r|f81v	PRODUCTIVE_COMPOSITION	OL_CONTINUE+OR_BATCH	Fortsetzungsansatz	PASS326_SHARED_COMPONENT_DECK	Fortsetzungsansatz	YES
dedc383b600397a301ee	cthoor	1	H1	f10r	PRODUCTIVE_COMPOSITION	CTH + OR	Bereitansatz	PASS329_FORMULA_CONSISTENCY	säubern	YES
df1098831679a8ad1b39	os	1	H1	f10r	PRODUCTIVE_COMPOSITION	OS	Gefäß	CURRENT_ONE_WORD_READING	Gefäß	YES
e026af581c99322fbd46	talam	1	H4	f55v	MEMORIZED_WHOLE_CARD	WHOLE_CARD	Verwahren	CURRENT_ONE_WORD_READING	verwahren	YES
e0b630cb1b5df5e7105b	checthy|cthy|shcthy	7	B3|H1|H2|H3	f10r|f11r|f83r	PRODUCTIVE_COMPOSITION	CTH_READY+Y_CURRENT	Bereit	PASS326_SHARED_COMPONENT_DECK	bereit	YES
e8a6105b5c3a6220b440	qotchol	1	H1	f10r	PRODUCTIVE_COMPOSITION	Q_FRAME+OT_FOLLOW+OL_CONTINUE_NEW_TRACK	Folgefortsetzung	PASS329_FORMULA_CONSISTENCY	anwärmen	YES
f3c23f42baf625639e1e	cthaiin	1	H2	f10r	PRODUCTIVE_COMPOSITION	CTH + AIIN	Bereitsollmaß	PASS329_FORMULA_CONSISTENCY	Kraut zerstoßen	YES
f7dc90b2c31fd341f0a4	ykaiin	1	H4	f55v	PRODUCTIVE_COMPOSITION	Y + K + AIIN	Postensollmaß	PASS327_HERBAL_ATOMIC_COLLAPSE	Sollmaß des Postens	YES
faf321940aed922846a9	otchey	2	B4|H5	f56r|f83r	PRODUCTIVE_COMPOSITION	OT_FOLLOW+Y_CURRENT_ITEM	Folgeposten	PASS326_SHARED_COMPONENT_DECK	Folgeposten	YES
