event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface	deck_class	atomic_value_de	contextual_expansion_de
E001	H1	f10r	f10r.2	F001	H1-S001	65f320e75510b2f38182	dchey	MEMORIZED_WHOLE_CARD	Wurzelteil	Von der abgebildeten, unbenannten Pflanze nimm einen Teil der Wurzel
E002	H1	f10r	f10r.2	F001	H1-S001	dedc383b600397a301ee	cthoor	PRODUCTIVE_COMPOSITION	Bereitansatz	Säubere ihn
E003	H1	f10r	f10r.2	F001	H1-S001	4d4559019a961b834aa1	char	PRODUCTIVE_COMPOSITION	Quelle	Aus demselben Vorrat
E004	H1	f10r	f10r.2	F001	H1-S001	80ebbbbf238eee9f0aef	chty	MEMORIZED_WHOLE_CARD	Zerkleinern	Zerschneide ihn
E005	H1	f10r	f10r.2	F001	H1-S001	df1098831679a8ad1b39	os	PRODUCTIVE_COMPOSITION	Gefäß	Gib die Stücke in ein Gefäß
E006	H1	f10r	f10r.2	F001	H1-S001	12efe866f335461823a6	chair	PRODUCTIVE_COMPOSITION	Wasserzulauf	Wasser zulaufen lassen
E007	H1	f10r	f10r.2	F001	H1-S001	62ff059766b21c7de083	otytchol	PRODUCTIVE_COMPOSITION	Folgeteilfortsetzung	Auffangen
E008	H1	f10r	f10r.2	F001	H1-S001	276a7c2d74d1143446f4	oky	PRODUCTIVE_COMPOSITION	Einsetzen	Posten ansetzen
E009	H1	f10r	f10r.2	F001	H1-S001	2f1c5e56e8f0ff459065	daiin	PRODUCTIVE_COMPOSITION	Sollmaß	Sollmaß
E010	H1	f10r	f10r.2	F001	H1-S001	a6939862e33ece5a0483	etyd	PRODUCTIVE_COMPOSITION	Kurzrest	Gebrauche es bei Stechen im Leib und verwahre den übrigen Wurzelvorrat verschlossen
E011	H1	f10r	f10r.5	F002	H1-S002	9ad66e67803a12e745de	qokchy	PRODUCTIVE_COMPOSITION	Einsetzen	Posten ansetzen
E012	H1	f10r	f10r.5	F002	H1-S002	e8a6105b5c3a6220b440	qotchol	PRODUCTIVE_COMPOSITION	Folgefortsetzung	Anwärmen
E013	H1	f10r	f10r.5	F002	H1-S002	dcda95c81a5460feb191	chol	PRODUCTIVE_COMPOSITION	Fortsetzung	Fortsetzen
E014	H1	f10r	f10r.5	F002	H1-S002	e0b630cb1b5df5e7105b	cthy	PRODUCTIVE_COMPOSITION	Bereit	Bereit
E015	H2	f10r	f10r.6	F003	H2-S001	7249edc4df3419c26999	ycheor	PRODUCTIVE_COMPOSITION	Auszugsansatz	Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze
E016	H2	f10r	f10r.6	F003	H2-S001	e0b630cb1b5df5e7105b	cthy	PRODUCTIVE_COMPOSITION	Bereit	Bereit
E017	H2	f10r	f10r.6	F003	H2-S001	7a4bb8136330ee4e6e56	chor	PRODUCTIVE_COMPOSITION	Ansatz	Ansatz
E018	H2	f10r	f10r.6	F003	H2-S001	f3c23f42baf625639e1e	cthaiin	PRODUCTIVE_COMPOSITION	Bereitsollmaß	Zerstoße das Kraut
E019	H2	f10r	f10r.6	F003	H2-S001	af816c04e65874a0f2fa	qoctholy	PRODUCTIVE_COMPOSITION	Folgefortsetzungsposten	Abpressen
E020	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	dy	PRODUCTIVE_COMPOSITION	Diesposten	Dieser Arbeitsposten
E021	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	chy	PRODUCTIVE_COMPOSITION	Diesposten	Dieser Arbeitsposten
E022	H2	f10r	f10r.6	F003	H2-S001	2f1c5e56e8f0ff459065	taiin	PRODUCTIVE_COMPOSITION	Sollmaß	Sollmaß
E023	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	shy	PRODUCTIVE_COMPOSITION	Diesposten	Dieser Arbeitsposten
E024	H2	f10r	f10r.8	F004	H2-S002	10488b911aae52b3b334	qotchor	PRODUCTIVE_COMPOSITION	Folgeansatz	Folgeansatz
E025	H2	f10r	f10r.8	F004	H2-S002	7a4bb8136330ee4e6e56	chor	PRODUCTIVE_COMPOSITION	Ansatz	Ansatz
E026	H2	f10r	f10r.8	F004	H2-S002	497cbd9c7401810ff56b	otol	PRODUCTIVE_COMPOSITION	Folgefortsetzung	Danach fortsetzen
E027	H2	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	chol	PRODUCTIVE_COMPOSITION	Fortsetzung	Fortsetzen
E028	H2	f10r	f10r.8	F004	H2-S002	dec401773c1f0347793d	cholor	PRODUCTIVE_COMPOSITION	Fortsetzungsansatz	Fortsetzungsansatz
E029	H2	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	chol	PRODUCTIVE_COMPOSITION	Fortsetzung	Fortsetzen
E030	H2	f10r	f10r.8	F004	H2-S002	2f1c5e56e8f0ff459065	daiin	PRODUCTIVE_COMPOSITION	Sollmaß	Sollmaß
E031	H2	f10r	f10r.8	F004	H2-S002	4d4559019a961b834aa1	dar	PRODUCTIVE_COMPOSITION	Quelle	Aus demselben Vorrat
E032	H2	f10r	f10r.9	F005	H2-S003	27d97af8c96eb056c2e6	oykchor	PRODUCTIVE_COMPOSITION	Gefäßansatz	Gib sie in ein glasiertes Gefäß
E033	H2	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	shor	PRODUCTIVE_COMPOSITION	Ansatz	Ansatz
E034	H2	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	chor	PRODUCTIVE_COMPOSITION	Ansatz	Ansatz
E035	H2	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	chy	PRODUCTIVE_COMPOSITION	Diesposten	Dieser Arbeitsposten
E036	H2	f10r	f10r.9	F005	H2-S003	409de02322e7b2ca0c62	kaiiin	PRODUCTIVE_COMPOSITION	Bindestufe	Weiche Zielstufe
E037	H2	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	dy	PRODUCTIVE_COMPOSITION	Diesposten	Dieser Arbeitsposten
E038	H2	f10r	f10r.9	F005	H2-S003	834825c61d048a6b5628	chodaiin	PRODUCTIVE_COMPOSITION	Zutatsollmaß	Lege sie äußerlich auf ein Geschwür oder eine harte Schwellung
E039	H3	f11r	f11r.1	F006	H3-S001	953ad19b79517fc8a211	tshol	MEMORIZED_WHOLE_CARD	Blütenkraut	Nimm im ersten Frühjahr Blüten und junge Blätter der unbenannten Pflanze
E040	H3	f11r	f11r.1	F006	H3-S001	428a5e3662aa57b4b256	schoal	PRODUCTIVE_COMPOSITION	Zieleingabe	Weinsud bereiten
E041	H3	f11r	f11r.1	F006	H3-S001	bdad9f9ea8b80f141496	cfhy	MEMORIZED_WHOLE_CARD	Auswringen	Auswringen
E042	H3	f11r	f11r.1	F006	H3-S001	a8af08e69edab8e54f15	shfydaiin	PRODUCTIVE_COMPOSITION	Standzeit	Standzeit einhalten
E043	H3	f11r	f11r.1	F006	H3-S001	deb377381ceaf55ea310	cphy	MEMORIZED_WHOLE_CARD	Nachseihen	Nachseihen
E044	H3	f11r	f11r.1	F006	H3-S001	b5df9126607030b95175	shey	MEMORIZED_WHOLE_CARD	Klarauszug	Klarauszug
E045	H3	f11r	f11r.1	F006	H3-S001	2e2027b1951d79911e24	tchody	PRODUCTIVE_COMPOSITION	Rücknahmeschluss	Abkühlen; Schluss
E046	H3	f11r	f11r.1	F007	H3-S002	577c03a928d674d420d7	shoyty	PRODUCTIVE_COMPOSITION	Zutatfolgeteil	Behalte einen Teil der frischen Blüten für eine zweite Arznei zurück
E047	H3	f11r	f11r.4	F008	H3-S003	d665560c8ff80799a82c	dchol	PRODUCTIVE_COMPOSITION	Vorfortsetzung	Fortsetzungsposten
E048	H3	f11r	f11r.4	F008	H3-S003	b921a237be883a820352	chy	PRODUCTIVE_COMPOSITION	Diesposten	Dieser Arbeitsposten
