source_reading_id	family_ids	decomposition	old_working_meaning_de	v84_lexical_core_de	v84_context_realization_de	repair_mode	score_delta_lexical_core	lexical_core_cap	context_realization_cap	resolved_debt_atom	evidence_de	counterevidence_de
daiin#1	F_N	D+AIIN	Qualitätsgrad III des erhitzten Ansatzes	Wert III	Grad III	NEIGHBOUR_OBJECT_TO_CONTEXT	12	49	39	OBJECT_AND_AXIS_OVERPACKING	Geordnete DAIN/DAIIN-Wertleiter; der erhitzte Ansatz steht im Nachbarkontext.	Grad gegen Menge bleibt lokal und historisch unbestätigt.
daiin#2	F_N	D+AIIN	Qualitätsgrad III des heißen Endzustands	Wert III	Grad III	NEIGHBOUR_OBJECT_TO_CONTEXT	12	49	39	OBJECT_AND_AXIS_OVERPACKING	Geordnete DAIN/DAIIN-Wertleiter; der Endzustand steht im Nachbarkontext.	Grad gegen Menge bleibt lokal und historisch unbestätigt.
daiin#3	F_N	D+AIIN	Qualitätsgrad III dieses heißen Absuds	Wert III	Grad III	NEIGHBOUR_OBJECT_TO_CONTEXT	12	49	39	OBJECT_AND_AXIS_OVERPACKING	Geordnete DAIN/DAIIN-Wertleiter; heißes Produkt ist kein Bestandteil des Wortkerns.	Grad gegen Menge bleibt lokal; Absud ist zusätzlich unbelegt.
daiin#4	F_N	D+AIIN	drei Materialmaße	Wert III	drei	NEIGHBOUR_OBJECT_TO_CONTEXT	12	49	39	OBJECT_AND_AXIS_OVERPACKING	Geordnete DAIN/DAIIN-Wertleiter; der lokale Mengenrenderer liefert drei.	Das gezählte Objekt und die Einheit liegen außerhalb des Wortkerns.
daiin#5	F_N	D+AIIN	drei Portionen davon	Wert III	drei	NEIGHBOUR_OBJECT_TO_CONTEXT	12	49	39	OBJECT_AND_AXIS_OVERPACKING	Geordnete DAIN/DAIIN-Wertleiter; der lokale Mengenrenderer liefert drei.	Portion und anaphorischer Kopf liegen außerhalb des Wortkerns.
daiin#6	F_N	D+AIIN	drei Portionen des eingeweichten Arzneikompositums	Wert III	drei	NEIGHBOUR_OBJECT_TO_CONTEXT	12	49	39	OBJECT_AND_AXIS_OVERPACKING	Geordnete DAIN/DAIIN-Wertleiter; der lokale Mengenrenderer liefert drei.	Portion, Einweichzustand und Kompositumkopf liegen außerhalb des Wortkerns.
daiin#7	F_N	D+AIIN	drei Portionen feuchten Arzneikompositums	Wert III	drei	NEIGHBOUR_OBJECT_TO_CONTEXT	12	49	39	OBJECT_AND_AXIS_OVERPACKING	Geordnete DAIN/DAIIN-Wertleiter; der lokale Mengenrenderer liefert drei.	Portion, Feuchte und Kompositumkopf liegen außerhalb des Wortkerns.
dain#1	F_N	D+AIN	Feuchtgrad II	Wert II	Grad II	NEIGHBOUR_OBJECT_TO_CONTEXT	12	49	39	OBJECT_AND_AXIS_OVERPACKING	Geordnete DAIN/DAIIN-Wertleiter; Feuchte wird durch den lokalen Kopf geliefert.	Grad gegen Menge bleibt lokal und historisch unbestätigt.
dain#2	F_N	D+AIN	zwei Portionen der Rohdroge I im kalten Anfangsansatz	Wert II	zwei	NEIGHBOUR_OBJECT_TO_CONTEXT	12	49	39	OBJECT_AND_AXIS_OVERPACKING	Geordnete DAIN/DAIIN-Wertleiter; der lokale Mengenrenderer liefert zwei.	Portion, Rohstoff, Kälte und Ansatz liegen außerhalb des Wortkerns.
dain#3	F_N	D+AIN	zwei Portionen des erhitzten nachgetrockneten Drogenmaterials	Wert II	zwei	NEIGHBOUR_OBJECT_TO_CONTEXT	12	49	39	OBJECT_AND_AXIS_OVERPACKING	Geordnete DAIN/DAIIN-Wertleiter; der lokale Mengenrenderer liefert zwei.	Portion, Hitze, Trocknung und Stoffkopf liegen außerhalb des Wortkerns.
qodaiin#1	F_N	QOD+[VALUE_III] / QO+D+AIIN OPEN	drei Portionen des folgenden Anteils	Wert III	drei	NEIGHBOUR_OBJECT_TO_CONTEXT	10	39	39	OBJECT_AND_AXIS_OVERPACKING	Die gebundene Form bewahrt eine Wertstufe III, ohne die strittige innere Grenze entscheiden zu müssen.	Präfix-/Kopfrahmen und QOD|AIIN gegen QO|DAIIN bleiben offen; QO erhält hier keinen freien Referenz- oder Aktionswert, und Anteil/Portion sind kein sicherer Wortbestandteil.
olkar#1	F_R|F_STATE|F_MATERIA	O+L+K+AR	Anteil I des heißen Holzansatzes	heißer Holzanteil I	heißer Holzanteil I	RIVAL_INTERSECTION_CORE	14	59	59	PREPARATION_HEAD_RIVAL	Alle 16 aktiven Belege und beide Rivalen teilen heiß, Holz und Anteil I.	Ansatz gegen Auszug und die interne O/L-Bindung bleiben offen; kein globaler L- oder O-Wert.
ol#1	F_OL	OL	Grundansatz	Ansatz	Ansatz	DROP_UNSUPPORTED_QUALIFIER	0	39	39	UNSUPPORTED_GRUND_QUALIFIER	Fünf freie aktive OL-Stellen tragen den ersetzbaren Ansatzdefault.	Ein universeller Ansatzkopf wurde verworfen; Grund- ist unbelegt.
ol#2	F_OL	OL_BOUND	Pulverstoff	Stoffkopf	Stoffkopf des vorstehenden Pulvers	BOUND_ONLY_NO_GLOBAL_EXPORT	0	19	19	FALSE_STANDALONE_POWDER	Die Position gehört zum gebundenen Span cheop ol; Pulver stammt aus dem linken Glied.	Kein portables zweites OL-Lexem; der Span darf nicht doppelt exportiert werden.
shx#1	F_STATE	SH+X	eingeweichtes Gummi	eingeweicht	eingeweicht	UNSUPPORTED_IDENTITY_REMOVAL	10	39	39	UNSUPPORTED_GUM_IDENTITY	STATE_WET stützt die Feucht-/Einweichlesung.	X und Gummi sind ohne Identitätssignal; LOW-Singleton bleibt schwach.
tolg#1	F_STATE	T+OL+G	ein Gran kalten Drogenmaterials	kaltes Material	kaltes Material	UNSUPPORTED_IDENTITY_REMOVAL	8	39	39	UNSUPPORTED_GRAN_AND_DRUG_IDENTITY	T und der Materialträger stützen kalt plus Material.	Kein Mengensignal stützt Gran; G besitzt andernorts einen Abschlussrivalen; LOW-Quelle.
orom#1	F_OR	OR+[OM_OPEN]	eine Handvoll Drogenmaterial als Portion	Portion	eine Portion Material	UNSUPPORTED_IDENTITY_REMOVAL	12	59	59	UNSUPPORTED_HANDFUL_AND_DRUG_IDENTITY	Die OR-Familie stützt Portion; die einzelne Position trägt nur eine lokale Materialrolle.	OM und der Materialkopf bleiben offen; Handvoll, Droge und historische Einheit sind nicht unabhängig belegt.
oidal#1	F_AL|F_D	OI+D+AL	abgemessene Rohstoffmenge I im Grundansatz	Rohstoff I, abgemessen	Rohstoff I, abgemessen	UNSUPPORTED_FRAME_REMOVAL	14	39	39	UNSUPPORTED_PREPARATION_FRAME	AL/DAL-Familie stützt Rohstoff I plus Messung.	Kein sichtbarer Ansatzkopf; OI und die genaue Klassen-/Formlesung bleiben offen.
am#1	F_AM	AM	Maßeinheit I	Maß I	ein Maß	UNSUPPORTED_UNIT_NAME_REMOVAL	14	39	39	UNIDENTIFIED_HISTORICAL_UNIT	AM-Maßleiter und elf aktive AM-haltige Formen stützen Maß I.	Keine historische Einheit ist identifiziert; terminaler Schließrival bleibt.
dam#1	F_AM|F_D	D+AM	Dosis I	abgemessenes Maß I	abgemessenes Maß	UNSUPPORTED_UNIT_NAME_REMOVAL	17	39	39	UNSUPPORTED_DOSE_IDENTITY	D plus AM verbindet Messkopf und Maßfamilie.	Keine Arzneidosis oder historische Einheit ist identifiziert.
dal#1	F_AL|F_D	D+AL	abgemessene Rohstoffmenge I	Rohstoff I, abgemessen	Rohstoff I, abgemessen	UNSUPPORTED_QUANTITY_HEAD_REMOVAL	17	39	39	OVERPACKED_QUANTITY_HEAD	DAL-Leiter verbindet AL-Rohstoff I mit der Messschale D.	Direkte freie D|AL-Grenze fehlt; Stoffidentität und Einheit bleiben offen.
ckhol#1	F_CKH|F_OL	CKH+OL	Drogenstoff aus Arzneikompositum	Mischgut	Mischgut	LEARNED_HEAD_COMPRESSION	14	49	49	UNSUPPORTED_DRUG_AND_COMPOSITUM_IDENTITY	CKH/CPH-Raster stützt einen zusammengesetzten Materialkopf.	Arznei, Zutaten und freie CKH-Bedeutung sind unbelegt; nur exakte Familienkarte.
qockhol#1	F_CKH|F_OL|F_REF	QO+CKH+OL	Drogenstoff aus Arzneikompositum zugeben	Mischgut zugeben	Mischgut zugeben	LEARNED_HEAD_COMPRESSION	10	49	49	UNSUPPORTED_DRUG_AND_COMPOSITUM_IDENTITY	Exakte Aktionslizenz bewahrt zugeben; CKH/OL liefert nur das Mischgut.	Arznei und Zutaten sind unbelegt; C021/Relationskanten geben null Wortpunkte.
chckhy#1	F_CKH|F_STATE|F_STAGE	CH+CKH+Y	Arzneikompositum: trocken, Gradanfang	trockene Mischung, Anfangsstufe	trockene Mischung, Anfangsstufe	LEARNED_HEAD_COMPRESSION	14	49	49	UNSUPPORTED_DRUG_IDENTITY	Trockene CKH-Schwesterzelle und Anfangszelle sind sichtbar.	Mischung ist ein gelernter Familienkopf, keine freie CKH- oder Arzneibedeutung.
shckhy#1	F_CKH|F_STATE|F_STAGE	SH+CKH+Y	Arzneikompositum: feucht, Gradanfang	feuchte Mischung, Anfangsstufe	feuchte Mischung, Anfangsstufe	LEARNED_HEAD_COMPRESSION	14	49	49	UNSUPPORTED_DRUG_IDENTITY	Feuchte CKH-Schwesterzelle und Anfangszelle sind sichtbar.	Mischung ist ein gelernter Familienkopf, keine freie CKH- oder Arzneibedeutung.
qoeeo#1	F_O	QO+EE+O	zweites Mazerat	zweite Feuchtzubereitung	zweite Feuchtzubereitung	PRODUCT_TO_VISIBLE_CORE	12	59	59	UNSUPPORTED_MACERATE_PRODUCT	Die exakte lokale QO+EE+O-Zelle und der O-Zubereitungsrahmen stützen die neutralisierte Produktlesung.	Kein universeller Mazerat- oder freier Feuchtigkeitskopf; QO/EE/O-Grenzen bleiben gelernt.
osheey#1	F_O|F_STATE|F_STAGE	O+SH+EEY	vollständig eingeweichtes Mazerat	vollständig eingeweichte Zubereitung	vollständig eingeweichte Zubereitung	PRODUCT_TO_VISIBLE_CORE	14	59	59	UNSUPPORTED_MACERATE_PRODUCT	O, SH und Endzelle stützen Zubereitung plus vollständiges Einweichen.	Einweichen allein identifiziert kein Mazerat oder konkretes Produkt.
shoko#1	F_O|F_STATE	SH+O+K+O	erhitztes Mazerat	erhitzte Feuchtzubereitung	erhitzte Feuchtzubereitung	PRODUCT_TO_VISIBLE_CORE	14	59	59	UNSUPPORTED_MACERATE_PRODUCT	SH/O/K stützen Feuchtzubereitung plus Hitze.	Kein Mazeratkopf, Stoff oder Produkt ist unabhängig identifiziert.
chokol#1	F_STATE|F_OL	CH+O+K+OL	heißer Absud aus Trockengut	heißes Trockengut	heißes Trockengut	PRODUCT_TO_VISIBLE_CORE	14	59	59	UNSUPPORTED_DECOCTION_PRODUCT	CH/K/OL stützen heiß plus trockenes Material.	Hitze ohne geschriebenes Kochen oder Abziehen identifiziert keinen Absud.
