event_id	record_unit_id	statement_id	field_id	page	locus	fresh_surface	master_card_id	atomic_gloss_de	terminal_scope	atomic_reading	sentence_expansion_de	reverse_identity_match
E101	B1	B1-S001	F021	f81v	f81v.2	qokedy	MC083	Kurzkontakt	TERMINAL	Kurzkontakt;	Lass ihn kurz einwirken	YES
E102	B1	B1-S002	F022	f81v	f81v.2	qokaiin	MC120	bemessen	NONCLOSE	bemessen	Messe den Posten ab	YES
E103	B1	B1-S002	F022	f81v	f81v.2	kair	MC023	Beckenlauf	NONCLOSE	Beckenlauf	Führe durch den Beckenlauf	YES
E104	B1	B1-S002	F022	f81v	f81v.2	okal	MC040	Orteinsatz	NONCLOSE	Orteinsatz	Setze ihn dort ein	YES
E105	B1	B1-S002	F022	f81v	f81v.2	char	MC055	davon	NONCLOSE	davon	Nimm davon	YES
E106	B1	B1-S002	F022	f81v	f81v.2	ol	MC153	weiter	NONCLOSE	weiter	Arbeite weiter	YES
E107	B1	B1-S002	F022	f81v	f81v.2	kain	MC105	Portion	NONCLOSE	Portion	Nimm eine Portion	YES
E108	B1	B1-S002	F022	f81v	f81v.2	olkain	MC097	Folgeportion	NONCLOSE	Folgeportion	Nimm einen weiteren Anteil	YES
E109	B1	B1-S002	F022	f81v	f81v.2	al	MC154	dorthin	NONCLOSE	dorthin	Führe ihn dorthin	YES
E110	B1	B1-S002	F022	f81v	f81v.2	ol	MC153	weiter	NONCLOSE	weiter	Arbeite weiter	YES
E111	B1	B1-S002	F022	f81v	f81v.2	rol	MC016	Anschluss	NONCLOSE	Anschluss	Schließe am nächsten Abschnitt an	YES
E112	B1	B1-S002	F022	f81v	f81v.2	dl	MC012	Zusatz	NONCLOSE	Zusatz	Gib den Zusatz zu	YES
E113	B1	B1-S002	F023	f81v	f81v.7	olor	MC157	Gleichansatz	NONCLOSE	Gleichansatz	Verwende denselben Ansatz weiter	YES
E114	B1	B1-S002	F023	f81v	f81v.7	ol	MC153	weiter	NONCLOSE	weiter	Arbeite weiter	YES
E115	B1	B1-S002	F023	f81v	f81v.7	sheckhal	MC058	Zielkurzpassage	NONCLOSE	Zielkurzpassage	Führe ihn kurz durch die Zielpassage	YES
E116	B1	B1-S002	F023	f81v	f81v.7	aiin	MC039	Sollmaß	NONCLOSE	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	YES
E117	B1	B1-S002	F023	f81v	f81v.7	qokeedal	MC096	Ziellanghalt	NONCLOSE	Ziellanghalt	Setze ihn lange am Ziel ein	YES
E118	B1	B1-S002	F023	f81v	f81v.7	aiin	MC039	Sollmaß	NONCLOSE	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	YES
E119	B1	B1-S002	F023	f81v	f81v.7	chckhy	MC035	durchleiten	NONCLOSE	durchleiten	Leite den Posten hindurch	YES
E120	B1	B1-S002	F023	f81v	f81v.7	schedy	MC025	überführen	TERMINAL	überführen;	Führe den Posten über	YES
E121	B1	B1-S003	F024	f81v	f81v.7	qol	MC153	weiter	NONCLOSE	weiter	Arbeite weiter	YES
E122	B1	B1-S003	F025	f81v	f81v.17	sshkchdy	MC061	übertragen	TERMINAL	übertragen;	Übertrage ihn	YES
E123	B1	B1-S004	F026	f81v	f81v.17	chdy	MC074	überführen	NONCLOSE	überführen	Führe den Posten über	YES
E124	B1	B1-S004	F026	f81v	f81v.17	ol	MC153	weiter	NONCLOSE	weiter	Arbeite weiter	YES
E125	B1	B1-S004	F026	f81v	f81v.17	cheedy	MC128	Kurzabsetzung	TERMINAL	Kurzabsetzung;	Lass ihn kurz absetzen	YES
E126	B1	B1-S005	F027	f81v	f81v.17	qolchedy	MC028	weiterführen	TERMINAL	weiterführen;	Führe ihn weiter	YES
E127	B1	B1-S006	F028	f81v	f81v.17	qokain	MC017	Zugabe	NONCLOSE	Zugabe	Gib einen Anteil zu	YES
E128	B1	B1-S006	F028	f81v	f81v.17	chckhy	MC035	durchleiten	NONCLOSE	durchleiten	Leite den Posten hindurch	YES
E129	B1	B1-S006	F028	f81v	f81v.17	dl	MC012	Zusatz	NONCLOSE	Zusatz	Gib den Zusatz zu	YES
E130	B1	B1-S006	F028	f81v	f81v.17	ral	MC056	Zielmarke	NONCLOSE	Zielmarke	Halte die Zielmarke ein	YES
E131	B1	B1-S007	F029	f81v	f81v.18	qokchdy	MC088	Neueinsatz	TERMINAL	Neueinsatz;	Setze einen neuen Posten ein	YES
E132	B1	B1-S008	F030	f81v	f81v.18	y	MC123	dies	NONCLOSE	dies	Halte diesen Posten aktiv	YES
E133	B1	B1-S008	F030	f81v	f81v.18	ol	MC153	weiter	NONCLOSE	weiter	Arbeite weiter	YES
E134	B1	B1-S008	F030	f81v	f81v.18	cheky	MC147	Kurzwärme	NONCLOSE	Kurzwärme	Wärme ihn kurz	YES
E135	B1	B1-S008	F030	f81v	f81v.18	ol	MC153	weiter	NONCLOSE	weiter	Arbeite weiter	YES
E136	B1	B1-S008	F030	f81v	f81v.18	cheedy	MC128	Kurzabsetzung	TERMINAL	Kurzabsetzung;	Lass ihn kurz absetzen	YES
E137	B1	B1-S009	F031	f81v	f81v.18	qokedy	MC083	Kurzkontakt	TERMINAL	Kurzkontakt;	Lass ihn kurz einwirken	YES
E138	B1	B1-S010	F032	f81v	f81v.18	qokedy	MC083	Kurzkontakt	TERMINAL	Kurzkontakt;	Lass ihn kurz einwirken	YES
E139	B1	B1-S011	F033	f81v	f81v.18	chckhy	MC035	durchleiten	NONCLOSE	durchleiten	Leite den Posten hindurch	YES
E140	B1	B1-S011	F033	f81v	f81v.18	oky	MC026	einsetzen	NONCLOSE	einsetzen	Setze den Posten ein	YES
E141	B1	B1-S012	F034	f81v	f81v.21	lsho	MC130	Waschgang	NONCLOSE	Waschgang	Führe einen Waschgang aus	YES
E142	B1	B1-S012	F034	f81v	f81v.21	okey	MC007	Kurzkontakt	NONCLOSE	Kurzkontakt	Lass ihn kurz einwirken	YES
E143	B1	B1-S012	F034	f81v	f81v.21	lshedy	MC038	Waschgang	TERMINAL	Waschgang;	Führe einen Waschgang aus	YES
E144	B1	B1-S013	F035	f81v	f81v.21	lshedy	MC038	Waschgang	TERMINAL	Waschgang;	Führe einen Waschgang aus	YES
E145	B1	B1-S014	F036	f81v	f81v.21	chdy	MC074	überführen	NONCLOSE	überführen	Führe den Posten über	YES
E146	B1	B1-S014	F036	f81v	f81v.21	qolky	MC134	Weiterweg	NONCLOSE	Weiterweg	Führe auf dem Weg weiter	YES
E147	B1	B1-S014	F036	f81v	f81v.21	lchedal	MC051	Zielabführung	NONCLOSE	Zielabführung	Führe ihn am Ziel ab	YES
E148	B1	B1-S014	F036	f81v	f81v.21	ol	MC153	weiter	NONCLOSE	weiter	Arbeite weiter	YES
E149	B1	B1-S014	F036	f81v	f81v.21	otar	MC121	Folgequelle	NONCLOSE	Folgequelle	Wechsle zur folgenden Quelle	YES
E150	B1	B1-S015	F037	f81v	f81v.24	ytey	MC109	Kurzteil	NONCLOSE	Kurzteil	Nimm einen kleinen Teil	YES
E151	B1	B1-S015	F037	f81v	f81v.24	okchedy	MC005	Rücktransfer	TERMINAL	Rücktransfer;	Führe den vorigen Posten über	YES
E152	B1	B1-S016	F038	f81v	f81v.24	qokal	MC040	Orteinsatz	NONCLOSE	Orteinsatz	Setze ihn dort ein	YES
E153	B1	B1-S016	F038	f81v	f81v.24	okeey	MC002	Langkontakt	NONCLOSE	Langkontakt	Lass ihn länger einwirken	YES
E154	B1	B1-S016	F038	f81v	f81v.24	ol	MC153	weiter	NONCLOSE	weiter	Arbeite weiter	YES
E155	B1	B1-S016	F038	f81v	f81v.24	cheedy	MC128	Kurzabsetzung	TERMINAL	Kurzabsetzung;	Lass ihn kurz absetzen	YES
E156	B1	B1-S017	F039	f81v	f81v.24	al	MC154	dorthin	NONCLOSE	dorthin	Führe ihn dorthin	YES
E157	B1	B1-S017	F039	f81v	f81v.24	teol	MC106	Kurzfortgang	NONCLOSE	Kurzfortgang	Führe ihn kurz weiter	YES
E158	B1	B1-S017	F039	f81v	f81v.24	dchdy	MC139	Transfer	TERMINAL	Transfer;	Führe ihn über	YES
E159	B1	B1-S018	F040	f81v	f81v.24	ly	MC118	Auffanggefäß	NONCLOSE	Auffanggefäß	Stelle das Auffanggefäß bereit	YES
E160	B1	B1-S018	F041	f81v	f81v.27	dsheol	MC076	Kurzhalt	NONCLOSE	Kurzhalt	Halte ihn kurz	YES
E161	B1	B1-S018	F041	f81v	f81v.27	oiiin	MC033	Arbeitsstufe	NONCLOSE	Arbeitsstufe	Stelle die Arbeitsstufe ein	YES
E162	B1	B1-S018	F041	f81v	f81v.27	olkeedy	MC045	Langsammlung	TERMINAL	Langsammlung;	Sammle ihn lange	YES
E163	B1	B1-S019	F042	f81v	f81v.27	cheedy	MC128	Kurzabsetzung	TERMINAL	Kurzabsetzung;	Lass ihn kurz absetzen	YES
E164	B1	B1-S020	F043	f81v	f81v.27	cheky	MC147	Kurzwärme	NONCLOSE	Kurzwärme	Wärme ihn kurz	YES
E165	B1	B1-S020	F043	f81v	f81v.27	shckhedy	MC143	durchlassen	TERMINAL	durchlassen;	Lass ihn hindurch	YES
E166	B1	B1-S021	F044	f81v	f81v.27	al	MC154	dorthin	NONCLOSE	dorthin	Führe ihn dorthin	YES
E167	B2	B2-S001	F045	f82r	f82r.2	schedy	MC025	überführen	TERMINAL	überführen;	Führe den Posten über	YES
E168	B2	B2-S002	F046	f82r	f82r.2	qolchedy	MC028	weiterführen	TERMINAL	weiterführen;	Führe ihn weiter	YES
E169	B2	B2-S003	F047	f82r	f82r.2	qokain	MC017	Zugabe	NONCLOSE	Zugabe	Gib einen Anteil zu	YES
E170	B2	B2-S003	F047	f82r	f82r.2	y	MC123	dies	NONCLOSE	dies	Halte diesen Posten aktiv	YES
E171	B2	B2-S003	F047	f82r	f82r.2	qokeedy	MC082	Langkontakt	TERMINAL	Langkontakt;	Lass ihn lange einwirken	YES
E172	B2	B2-S004	F048	f82r	f82r.2	qokal	MC040	Orteinsatz	NONCLOSE	Orteinsatz	Setze ihn dort ein	YES
E173	B2	B2-S004	F048	f82r	f82r.2	lcheckhy	MC168	Abführpassage	NONCLOSE	Abführpassage	Führe ihn durch die Abführpassage	YES
E174	B2	B2-S004	F048	f82r	f82r.2	lched	MC127	Abführung	NONCLOSE	Abführung	Führe ihn ab	YES
E175	B2	B2-S004	F049	f82r	f82r.3	qokeey	MC002	Langkontakt	NONCLOSE	Langkontakt	Lass ihn länger einwirken	YES
E176	B2	B2-S004	F049	f82r	f82r.3	lcheckhedy	MC133	Trennabzug	TERMINAL	Trennabzug;	Ziehe die getrennte Fraktion ab	YES
E177	B2	B2-S005	F050	f82r	f82r.3	qokaly	MC054	Zieleinsatz	NONCLOSE	Zieleinsatz	Setze ihn am Ziel ein	YES
E178	B2	B2-S005	F050	f82r	f82r.3	solkaiin	MC036	Sollsammlung	NONCLOSE	Sollsammlung	Sammle ihn bis zur Sollmenge	YES
E179	B2	B2-S005	F050	f82r	f82r.3	chckhy	MC035	durchleiten	NONCLOSE	durchleiten	Leite den Posten hindurch	YES
E180	B2	B2-S005	F050	f82r	f82r.3	qokaiin	MC120	bemessen	NONCLOSE	bemessen	Messe den Posten ab	YES
E181	B2	B2-S005	F051	f82r	f82r.4	qokaiin	MC120	bemessen	NONCLOSE	bemessen	Messe den Posten ab	YES
E182	B2	B2-S005	F051	f82r	f82r.4	octheol	MC112	Folgevorbereitung	NONCLOSE	Folgevorbereitung	Setze den nächsten Durchgang an	YES
E183	B2	B2-S005	F051	f82r	f82r.4	chkeey	MC166	Langwärmen	NONCLOSE	Langwärmen	Wärme ihn lange	YES
E184	B2	B2-S005	F051	f82r	f82r.4	ldy	MC004	abziehen	TERMINAL	abziehen;	Ziehe ihn ab	YES
E185	B2	B2-S006	F052	f82r	f82r.4	oteey	MC063	Langfolge	NONCLOSE	Langfolge	Führe ihn länger im Folgegang weiter	YES
E186	B2	B2-S006	F052	f82r	f82r.4	qokal	MC040	Orteinsatz	NONCLOSE	Orteinsatz	Setze ihn dort ein	YES
E187	B2	B2-S006	F052	f82r	f82r.4	sheckhy	MC132	Kurzpassage	NONCLOSE	Kurzpassage	Führe ihn kurz hindurch	YES
