master_card_id	canonical_form	registered_surfaces	atomic_gloss_de	terminal_scope	atomic_plus_scope_key	component_recipe	grade_instruction	form_selector	old_short_value_de	sentence_expansion_de	gloss_layer	semantic_rule_de
MC001	chdal	chdal	Zieltransfer	NONCLOSE	Zieltransfer|NONCLOSE	F_AL+F_CHED_TRANSFER	NO_GRADE	UNIQUE_RECIPE	Zieltransfer	Führe ihn zum Ziel über	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC002	okeey	okeey|qokeey	Langkontakt	NONCLOSE	Langkontakt|NONCLOSE	F_E_GRADE+F_OK+F_Y	EE_LONG	UNIQUE_RECIPE	länger einwirken lassen	Lass ihn länger einwirken	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC003	sheedy	sheedy	Langabsetzen	TERMINAL	Langabsetzen|TERMINAL	F_DY+F_E_GRADE+F_SHED	EE_LONG	UNIQUE_RECIPE	Langabsetzen	Lass ihn lange absetzen	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC004	ldy	ldy	abziehen	TERMINAL	abziehen|TERMINAL	F_DY+F_L	NO_GRADE	UNIQUE_RECIPE	abziehen	Ziehe ihn ab	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC005	okchedy	okchedy|qokchedy	Rücktransfer	TERMINAL	Rücktransfer|TERMINAL	F_CHED_TRANSFER+F_DY+F_OK	NO_GRADE	SELECT_MC005	vorigen Posten überführen	Führe den vorigen Posten über	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC007	okey	okey|qokey	Kurzkontakt	NONCLOSE	Kurzkontakt|NONCLOSE	F_E_GRADE+F_OK+F_Y	E_SHORT	UNIQUE_RECIPE	kurz einwirken lassen	Lass ihn kurz einwirken	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC008	lchy	lchy	Abführgut	NONCLOSE	Abführgut|NONCLOSE	F_L+F_Y	NO_GRADE	UNIQUE_RECIPE	Abführgut	Nimm das abzuführende Gut	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC009	chary	chary	Quellposten	NONCLOSE	Quellposten|NONCLOSE	F_AR+F_Y	NO_GRADE	UNIQUE_RECIPE	Quellposten	Nimm den Posten aus der Quelle	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC011	lchedar	lchedar	Quellabführung	NONCLOSE	Quellabführung|NONCLOSE	F_AR+F_CHED_TRANSFER+F_L	NO_GRADE	UNIQUE_RECIPE	Quellabführung	Führe ihn von der Quelle ab	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC012	dl	dl	Zusatz	NONCLOSE	Zusatz|NONCLOSE	W_MC012	NO_GRADE	UNIQUE_RECIPE	Zusatz	Gib den Zusatz zu	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC016	rol	rol	Anschluss	NONCLOSE	Anschluss|NONCLOSE	F_OL	NO_GRADE	SELECT_MC016	Anschluss	Schließe am nächsten Abschnitt an	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC017	okain	okain|qokain	Zugabe	NONCLOSE	Zugabe|NONCLOSE	F_AIN+F_OK	NO_GRADE	UNIQUE_RECIPE	Anteil zugeben	Gib einen Anteil zu	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC018	qotedaiin	qotedaiin	Kurzsoll	NONCLOSE	Kurzsoll|NONCLOSE	F_AIIN+F_E_GRADE+F_OT	E_SHORT	UNIQUE_RECIPE	Kurzsoll	Halte die kurze Sollstufe ein	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC019	oldy	oldy	fertig	TERMINAL	fertig|TERMINAL	F_DY+F_OL	NO_GRADE	UNIQUE_RECIPE	fertig	Beende den Arbeitsschritt	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC020	solkeey	solkeey	Langsammlung	NONCLOSE	Langsammlung|NONCLOSE	F_E_GRADE+F_SOLK+F_Y	EE_LONG	UNIQUE_RECIPE	Langsammlung	Sammle ihn lange	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC022	chckhal	chckhal	Zielpassage	NONCLOSE	Zielpassage|NONCLOSE	F_AL+F_CKH	NO_GRADE	UNIQUE_RECIPE	Zielpassage	Führe ihn durch die Zielpassage	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC023	kair	kair	Beckenlauf	NONCLOSE	Beckenlauf|NONCLOSE	F_AIR+F_K_BINDER	NO_GRADE	UNIQUE_RECIPE	Beckenlauf	Führe durch den Beckenlauf	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC024	qokol	qokol	Wiedereinsatz	NONCLOSE	Wiedereinsatz|NONCLOSE	F_OK+F_OL	NO_GRADE	UNIQUE_RECIPE	Weiter einsetzen	Setze den verbleibenden Posten erneut ein	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC025	dchedy	dchedy|schedy|tchedy	überführen	TERMINAL	überführen|TERMINAL	F_CHED_TRANSFER	NO_GRADE	UNIQUE_RECIPE	überführen	Führe den Posten über	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC026	choky	choky|oky|qoky	einsetzen	NONCLOSE	einsetzen|NONCLOSE	F_OK+F_Y	NO_GRADE	UNIQUE_RECIPE	einsetzen	Setze den Posten ein	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC028	olchedy	olchedy|qolchedy	weiterführen	TERMINAL	weiterführen|TERMINAL	F_CHED_TRANSFER+F_DY+F_OL	NO_GRADE	UNIQUE_RECIPE	weiterführen	Führe ihn weiter	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC029	lar	lar	Quellabzug	NONCLOSE	Quellabzug|NONCLOSE	F_AR+F_L	NO_GRADE	UNIQUE_RECIPE	Quellabzug	Ziehe ihn aus der Quelle ab	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC030	lo	lo	Abzug	NONCLOSE	Abzug|NONCLOSE	F_L+F_O_WITHDRAW	NO_GRADE	UNIQUE_RECIPE	Abzug	Ziehe ihn ab	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC031	dalchdy	dalchdy	Zieltransfer	TERMINAL	Zieltransfer|TERMINAL	F_AL+F_CHED_TRANSFER+F_DY	NO_GRADE	UNIQUE_RECIPE	Zieltransfer	Führe ihn zum Ziel über	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC032	cheeky	cheeky	Langbearbeitung	NONCLOSE	Langbearbeitung|NONCLOSE	F_CHK+F_E_GRADE+F_Y	EE_LONG	DEFAULT_FOR_RECIPE	länger bearbeiten	Bearbeite ihn länger	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC033	oiiin	oiiin|soiiin	Arbeitsstufe	NONCLOSE	Arbeitsstufe|NONCLOSE	F_IIN	NO_GRADE	DEFAULT_FOR_RECIPE	Arbeitsstufe	Stelle die Arbeitsstufe ein	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC035	chckhy	chckhy|shckhy	durchleiten	NONCLOSE	durchleiten|NONCLOSE	F_CKH+F_Y	NO_GRADE	UNIQUE_RECIPE	durchleiten	Leite den Posten hindurch	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC036	solkaiin	solkaiin	Sollsammlung	NONCLOSE	Sollsammlung|NONCLOSE	F_AIIN+F_SOLK	NO_GRADE	UNIQUE_RECIPE	Sollsammlung	Sammle ihn bis zur Sollmenge	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC038	lshedy	lshedy	Waschgang	TERMINAL	Waschgang|TERMINAL	F_DY+F_LSH	NO_GRADE	UNIQUE_RECIPE	Waschgang	Führe einen Waschgang aus	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC039	aiin	aiin|chaiin|daiin|saiin|taiin	Sollmaß	NONCLOSE	Sollmaß|NONCLOSE	F_AIIN	NO_GRADE	DEFAULT_FOR_RECIPE	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC040	okal	okal|qokal	Orteinsatz	NONCLOSE	Orteinsatz|NONCLOSE	F_AL+F_OK	NO_GRADE	UNIQUE_RECIPE	dorthin einsetzen	Setze ihn dort ein	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC042	cheedar	cheedar	Quelltransfer	NONCLOSE	Quelltransfer|NONCLOSE	F_AR+F_CHED_TRANSFER	NO_GRADE	UNIQUE_RECIPE	Quelltransfer	Führe ihn von der Quelle über	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC043	shecthedchy	shecthedchy	Vorbereitungstransfer	NONCLOSE	Vorbereitungstransfer|NONCLOSE	F_CHED_TRANSFER+F_CTH+F_Y	NO_GRADE	UNIQUE_RECIPE	Vorbereitungstransfer	Führe die vorbereitete Portion über	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC044	qokar	qokar	Quelleinsatz	NONCLOSE	Quelleinsatz|NONCLOSE	F_AR+F_OK	NO_GRADE	UNIQUE_RECIPE	Quelleinsatz	Setze den Quellposten ein	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC045	olkeedy	olkeedy|solkeedy	Langsammlung	TERMINAL	Langsammlung|TERMINAL	F_E_GRADE+F_SOLK	EE_LONG	UNIQUE_RECIPE	lange sammeln	Sammle ihn lange	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC046	raly	raly	Endposten	NONCLOSE	Endposten|NONCLOSE	F_AL+F_Y	NO_GRADE	DEFAULT_FOR_RECIPE	Endposten	Nimm den Endposten	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC050	solkey	solkey	Kurzsammlung	NONCLOSE	Kurzsammlung|NONCLOSE	F_E_GRADE+F_SOLK+F_Y	E_SHORT	UNIQUE_RECIPE	Kurzsammlung	Sammle ihn kurz	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC051	lchedal	lchedal	Zielabführung	NONCLOSE	Zielabführung|NONCLOSE	F_AL+F_CHED_TRANSFER+F_L	NO_GRADE	UNIQUE_RECIPE	Zielabführung	Führe ihn am Ziel ab	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC052	qekey	qekey	Kurzbearbeitung	NONCLOSE	Kurzbearbeitung|NONCLOSE	W_MC052	NO_GRADE	UNIQUE_RECIPE	kurz bearbeiten	Bearbeite ihn kurz	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC054	qokaly	qokaly	Zieleinsatz	NONCLOSE	Zieleinsatz|NONCLOSE	F_AL+F_OK+F_Y	NO_GRADE	UNIQUE_RECIPE	Zieleinsatz	Setze ihn am Ziel ein	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC055	char	char|dar|sar	davon	NONCLOSE	davon|NONCLOSE	F_AR	NO_GRADE	DEFAULT_FOR_RECIPE	davon	Nimm davon	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC056	ral	ral	Zielmarke	NONCLOSE	Zielmarke|NONCLOSE	F_AL	NO_GRADE	SELECT_MC056	Zielmarke	Halte die Zielmarke ein	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC057	otchedy	otchedy|qotchedy	Folgetransfer	TERMINAL	Folgetransfer|TERMINAL	F_CHED_TRANSFER+F_DY+F_OT	NO_GRADE	DEFAULT_FOR_RECIPE	Folgetransfer	Führe danach den nächsten Posten über	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC058	sheckhal	sheckhal	Zielkurzpassage	NONCLOSE	Zielkurzpassage|NONCLOSE	F_AL+F_CKH+F_E_GRADE	E_SHORT	UNIQUE_RECIPE	Kurze Zielpassage	Führe ihn kurz durch die Zielpassage	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC059	dain	dain	Einlage	NONCLOSE	Einlage|NONCLOSE	W_MC059	NO_GRADE	UNIQUE_RECIPE	Einlage	Lege die Einlage ein	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC060	otaiin	otaiin|sotaiin	Folgemaß	NONCLOSE	Folgemaß|NONCLOSE	F_AIIN+F_OT	NO_GRADE	UNIQUE_RECIPE	Folgemaß	Arbeite danach nach dem nächsten Maß	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC061	sshkchdy	sshkchdy	übertragen	TERMINAL	übertragen|TERMINAL	W_MC061	NO_GRADE	UNIQUE_RECIPE	übertragen	Übertrage ihn	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC063	oteey	oteey	Langfolge	NONCLOSE	Langfolge|NONCLOSE	F_E_GRADE+F_OT+F_Y	EE_LONG	UNIQUE_RECIPE	Langfolge	Führe ihn länger im Folgegang weiter	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC064	chedchy	chedchy	Postentransfer	NONCLOSE	Postentransfer|NONCLOSE	F_CHED_TRANSFER+F_Y	NO_GRADE	SELECT_MC064	Postentransfer	Führe den aktuellen Posten über	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC065	ls	ls	Auslass	NONCLOSE	Auslass|NONCLOSE	F_L	NO_GRADE	DEFAULT_FOR_RECIPE	Auslass	Führe zum Auslass	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC066	lcheey	lcheey	Klarabzug	NONCLOSE	Klarabzug|NONCLOSE	F_L	NO_GRADE	SELECT_MC066	Klarabzug	Ziehe den klaren Anteil ab	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC067	otchdy	otchdy	Nachtransfer	TERMINAL	Nachtransfer|TERMINAL	F_CHED_TRANSFER+F_DY+F_OT	NO_GRADE	SELECT_MC067	Nachtransfer	Führe ihn danach über	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC070	pchedy	pchedy	Zuführung	TERMINAL	Zuführung|TERMINAL	F_CHED_TRANSFER+F_P	NO_GRADE	UNIQUE_RECIPE	Zuführung	Führe ihn zu	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC073	qcthey	qcthey|shcthey	Kurzvorbereitung	NONCLOSE	Kurzvorbereitung|NONCLOSE	F_CTH+F_E_GRADE+F_Y	E_SHORT	DEFAULT_FOR_RECIPE	kurz vorbereiten	Bereite ihn kurz vor	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
MC074	chdy	chdy|chedy	überführen	NONCLOSE	überführen|NONCLOSE	F_CHED_TRANSFER+F_Y	NO_GRADE	DEFAULT_FOR_RECIPE	überführen	Führe den Posten über	ONE_WORD_ATOMIC_CARD_GLOSS	Nur der Einwortwert gehört ins Wörterbuch; Verb, Objekt und Präposition entstehen erst in der Aussage.
