surface	side	neighbor_surface	contact_count	neighbor_in_v19_glossary	neighbor_working_meaning_de
cheol	LEFT	aiin	4	1	Menge III
cheol	LEFT	ain	2	1	Menge-/Klassenwert II
cheol	LEFT	ar	1	0	OPEN
cheol	LEFT	chckhey	1	0	OPEN
cheol	LEFT	cheal	1	0	OPEN
cheol	LEFT	chedey	1	0	OPEN
cheol	LEFT	chedy	1	1	getrockneter Zustand
cheol	LEFT	cheeor	1	0	OPEN
cheol	LEFT	chekain	1	0	OPEN
cheol	LEFT	cheky	1	0	OPEN
cheol	LEFT	cheol	2	1	trockener Drogenstoff
cheol	LEFT	cheolkeedy	1	0	OPEN
cheol	LEFT	cheor	1	1	trockener Drogenteil
cheol	LEFT	cheos	1	0	OPEN
cheol	LEFT	cheotey	1	0	OPEN
cheol	LEFT	chody	1	0	OPEN
cheol	LEFT	chol	2	1	trocken; nominal trockenes Gut/Material
cheol	LEFT	cholchedy	1	0	OPEN
cheol	LEFT	cholody	1	0	OPEN
cheol	LEFT	chor	1	1	Pflanzen-/Reproduktionsteil
cheol	LEFT	daiiin	1	1	Grad-/Maßwert IV
cheol	LEFT	daiin	4	1	Grad-/Maßwert III
cheol	LEFT	dal	1	0	OPEN
cheol	LEFT	dalor	1	0	OPEN
cheol	LEFT	dcheor	1	0	OPEN
cheol	LEFT	dor	1	0	OPEN
cheol	LEFT	dsheol	1	0	OPEN
cheol	LEFT	dy	1	0	OPEN
cheol	LEFT	kcheor	1	0	OPEN
cheol	LEFT	keol	1	0	OPEN
cheol	LEFT	l	3	0	OPEN
cheol	LEFT	o	1	0	OPEN
cheol	LEFT	oeeey	1	0	OPEN
cheol	LEFT	okain	1	1	heiß im Zubereitungsrahmen, Grad II
cheol	LEFT	okeaiin	1	0	OPEN
cheol	LEFT	okeeor	1	0	OPEN
cheol	LEFT	okeey	1	1	heißer Ansatz, Bindungsstufe II
cheol	LEFT	okeolor	1	0	OPEN
cheol	LEFT	okil	1	0	OPEN
cheol	LEFT	okol	1	0	OPEN
cheol	LEFT	oky	1	0	OPEN
cheol	LEFT	ol	6	1	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz
cheol	LEFT	olkam	1	1	heißes Material [terminal-M]
cheol	LEFT	olol	1	0	OPEN
cheol	LEFT	oqoeeol	1	0	OPEN
cheol	LEFT	or	1	1	Teil-/Nominalträger; genaue Basisbedeutung offen
cheol	LEFT	osheol	1	0	OPEN
cheol	LEFT	otchedy	1	0	OPEN
cheol	LEFT	otchey	1	0	OPEN
cheol	LEFT	otechshy	1	0	OPEN
cheol	LEFT	otedy	1	1	gekühlter Ansatz
cheol	LEFT	oteey	1	0	OPEN
cheol	LEFT	qkol	1	0	OPEN
cheol	LEFT	qokaiin	2	1	heiß, Grad III
cheol	LEFT	qokain	3	1	heiß, Grad II
cheol	LEFT	qokal	2	1	heiße Substanz
cheol	LEFT	qokaldar	1	0	OPEN
cheol	LEFT	qokalor	1	0	OPEN
cheol	LEFT	qokar	1	1	heiße Portion
cheol	LEFT	qokeal	1	0	OPEN
cheol	LEFT	qokedy	1	0	OPEN
cheol	LEFT	qokeedy	2	1	heißer Zustand, Bindungsstufe II
cheol	LEFT	qokees	1	0	OPEN
cheol	LEFT	qokeey	2	0	OPEN
cheol	LEFT	qokeody	1	0	OPEN
cheol	LEFT	qokeol	1	0	OPEN
cheol	LEFT	qokeos	1	0	OPEN
cheol	LEFT	qoklaiin	1	0	OPEN
cheol	LEFT	qokol	4	0	OPEN
cheol	LEFT	qol	2	0	OPEN
cheol	LEFT	qolchshy	1	0	OPEN
cheol	LEFT	qoor	1	0	OPEN
cheol	LEFT	qotain	1	1	kalt im qo-Rahmen, Grad II
cheol	LEFT	qotair	1	0	OPEN
cheol	LEFT	qotcho	1	0	OPEN
cheol	LEFT	qotody	1	0	OPEN
cheol	LEFT	raiin	1	1	Wurzel, Typ/Charge III
cheol	LEFT	ral	1	1	Wurzelrohstoff I
cheol	LEFT	rchedy	1	1	getrocknete Wurzel
cheol	LEFT	s	2	0	OPEN
cheol	LEFT	sai	1	0	OPEN
cheol	LEFT	saiin	1	1	Samen/Saatgut, Typ/Charge III
cheol	LEFT	saiir	1	1	Samendroge: Teil-/Sortierklasse III
cheol	LEFT	shckhy	1	0	OPEN
cheol	LEFT	she	1	1	feucht, attributiv gebunden
cheol	LEFT	shecphy	1	0	OPEN
cheol	LEFT	sheekeey	1	0	OPEN
cheol	LEFT	sheol	1	1	feuchtes Material
cheol	LEFT	sheor	1	0	OPEN
cheol	LEFT	shos	1	0	OPEN
cheol	LEFT	solchkal	1	0	OPEN
cheol	LEFT	tair	1	0	OPEN
cheol	LEFT	tal	1	0	OPEN
cheol	LEFT	tarol	1	0	OPEN
cheol	LEFT	tchedar	1	0	OPEN
cheol	LEFT	tol	1	1	kalt; nominal kaltes Gut/Material
cheol	LEFT	y	5	0	OPEN
cheol	LEFT	ykar	1	0	OPEN
cheol	LEFT	ykoiin	1	0	OPEN
cheol	LEFT	ykol	1	0	OPEN
cheol	LEFT	ykoldam	1	0	OPEN
cheol	LEFT	yolkol	1	0	OPEN
cheol	LEFT	ysheody	1	0	OPEN
cheol	LEFT	yteeor	1	0	OPEN
cheol	RIGHT	aiin	1	1	Menge III
cheol	RIGHT	alshy	1	0	OPEN
cheol	RIGHT	am	1	0	OPEN
cheol	RIGHT	ar	1	0	OPEN
cheol	RIGHT	chckheey	1	0	OPEN
cheol	RIGHT	checthy	1	1	trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut
cheol	RIGHT	chedeey	1	0	OPEN
cheol	RIGHT	chedy	2	1	getrockneter Zustand
cheol	RIGHT	chedytey	1	0	OPEN
cheol	RIGHT	cheey	1	0	OPEN
cheol	RIGHT	cheockhy	1	0	OPEN
cheol	RIGHT	cheod	1	0	OPEN
cheol	RIGHT	cheodaiin	1	0	OPEN
cheol	RIGHT	cheodain	1	0	OPEN
cheol	RIGHT	cheol	2	1	trockener Drogenstoff
cheol	RIGHT	cheos	1	0	OPEN
cheol	RIGHT	chey	1	0	OPEN
cheol	RIGHT	cho	1	0	OPEN
cheol	RIGHT	chody	2	0	OPEN
cheol	RIGHT	chol	6	1	trocken; nominal trockenes Gut/Material
cheol	RIGHT	chor	1	1	Pflanzen-/Reproduktionsteil
cheol	RIGHT	chorol	1	0	OPEN
cheol	RIGHT	chos	1	0	OPEN
cheol	RIGHT	chot	1	0	OPEN
cheol	RIGHT	ckhody	1	0	OPEN
cheol	RIGHT	ctheor	1	0	OPEN
cheol	RIGHT	cthody	1	0	OPEN
cheol	RIGHT	dag	1	0	OPEN
cheol	RIGHT	daiin	4	1	Grad-/Maßwert III
cheol	RIGHT	dal	2	0	OPEN
cheol	RIGHT	dar	2	0	OPEN
cheol	RIGHT	dchedy	1	0	OPEN
cheol	RIGHT	dcheeol	1	0	OPEN
cheol	RIGHT	doiir	1	0	OPEN
cheol	RIGHT	doleeey	1	0	OPEN
cheol	RIGHT	dy	2	0	OPEN
cheol	RIGHT	ekshy	1	0	OPEN
cheol	RIGHT	ey	1	0	OPEN
cheol	RIGHT	kaiin	2	1	heiß, Grad III
cheol	RIGHT	kain	1	1	heiß, Grad II
cheol	RIGHT	kair	1	0	OPEN
cheol	RIGHT	kal	1	0	OPEN
cheol	RIGHT	kchedy	1	0	OPEN
cheol	RIGHT	kchekain	1	0	OPEN
cheol	RIGHT	kechy	1	0	OPEN
cheol	RIGHT	kedy	2	0	OPEN
cheol	RIGHT	keear	1	0	OPEN
cheol	RIGHT	keedy	1	0	OPEN
cheol	RIGHT	keeeody	1	0	OPEN
cheol	RIGHT	keody	1	0	OPEN
cheol	RIGHT	keol	1	0	OPEN
cheol	RIGHT	key	1	0	OPEN
cheol	RIGHT	lchedy	1	1	getrocknetes Drogenholz
cheol	RIGHT	lcheedy	1	0	OPEN
cheol	RIGHT	lcheey	1	1	Drogenholz, trocken gebunden, Form II
cheol	RIGHT	lchey	1	1	Drogenholz, trocken gebunden, Form I
cheol	RIGHT	lchor	1	0	OPEN
cheol	RIGHT	lkar	1	0	OPEN
cheol	RIGHT	lky	1	0	OPEN
cheol	RIGHT	lokeedy	1	0	OPEN
cheol	RIGHT	lol	1	1	Holzstoff
cheol	RIGHT	od	1	0	OPEN
cheol	RIGHT	okal	2	1	Ansatz aus heißem Rohstoff, Form I
cheol	RIGHT	okchy	1	0	OPEN
