case_id	phase	statement_id	page	record	event_count	surface_sequence	layer_1_card_command_de	layer_2_image_owner_or_station_de	layer_3_case_material_de	layer_4_application_context_de	layered_reading_de	legacy_fluent_reading_de	substance_provenance
C1	PREPARE_PRODUCT	H1-S001	f10r	H1	10	dchey cthoor char chty os chair otytchol oky daiin etyd	ABNEHMEN · KURZ · ARBEITSPOSTEN | BEREIT · ARBEITSGANG · ANSATZ | VORRAT | EINTRAGEN · ARBEITSPOSTEN | ARBEITSFACH | ABNEHMEN · FLUESSIGKEITSLAUF | DANACH [ARBEITSPOSTEN EINTRAGEN · ABNEHMEN] FORTSETZEN | ANSETZEN · ARBEITSPOSTEN | SOLLMASS | KURZ · EINTRAGEN · ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	waessriger Grundauszug der H1-Bildpflanze	mildes gemeinsames Bad oder Waschung im zweireihigen Becken	Bild/Station: abgebildete breit gezähnte radialblütige Pflanze; Fallstoff: waessriger Grundauszug der H1-Bildpflanze; Befehl: ABNEHMEN · KURZ · ARBEITSPOSTEN | BEREIT · ARBEITSGANG · ANSATZ | VORRAT | EINTRAGEN · ARBEITSPOSTEN | ARBEITSFACH | ABNEHMEN · FLUESSIGKEITSLAUF | DANACH [ARBEITSPOSTEN EINTRAGEN · ABNEHMEN] FORTSETZEN | ANSETZEN · ARBEITSPOSTEN | SOLLMASS | KURZ · EINTRAGEN · ARBEITSPOSTEN.	Frischen Pflanzenteil kurz in den Wasseransatz geben, den ersten Auszug in das Auffangfach laufen lassen und nach Mass zurueck in die Charge eintragen.	CASE_MEDIUM__NOT_AIR_WORD_MEANING
C1	PREPARE_PRODUCT	H1-S002	f10r	H1	4	qokchy qotchol chol cthy	ANSETZEN · ARBEITSPOSTEN | DANACH · ABNEHMEN · FORTSETZEN | FORTSETZEN | BEREIT · ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	waessriger Grundauszug der H1-Bildpflanze	mildes gemeinsames Bad oder Waschung im zweireihigen Becken	Bild/Station: abgebildete breit gezähnte radialblütige Pflanze; Fallstoff: waessriger Grundauszug der H1-Bildpflanze; Befehl: ANSETZEN · ARBEITSPOSTEN | DANACH · ABNEHMEN · FORTSETZEN | FORTSETZEN | BEREIT · ARBEITSPOSTEN.	Eine weitere Pflanzenportion in denselben Ansatz geben, kurz abziehen und bis zum bereiten Grundauszug weiterarbeiten.	CASE_MEDIUM__NOT_AIR_WORD_MEANING
C1	OPERATE_OR_APPLY	B1-S001	f81v	B1	1	qokedy	ANSETZEN · KURZ; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	waessriger Grundauszug der H1-Bildpflanze	mildes gemeinsames Bad oder Waschung im zweireihigen Becken	Bild/Station: gemeinsame zweireihige Figuren-/Beckenstation; Fallstoff: waessriger Grundauszug der H1-Bildpflanze; Befehl: ANSETZEN · KURZ; SCHLUSS.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	CASE_MEDIUM__NOT_AIR_WORD_MEANING
C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	19	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	ANSETZEN · SOLLMASS | ZUDOSIEREN · FLUESSIGKEITSLAUF | ANSETZEN · ZIELSTELLE | VORRAT | FORTSETZEN | ZUDOSIEREN · PORTION | FORTSETZEN · ZUDOSIEREN · PORTION | ZIELSTELLE | FORTSETZEN | KUEHLEN · FORTSETZEN | WEITERLEITEN | FORTSETZEN · ANSATZ | FORTSETZEN | HALTEN · KURZ · DURCHLASSKANAL · ZIELSTELLE | SOLLMASS | ANSETZEN · LANG · ZIELSTELLE | SOLLMASS | DURCHLASSKANAL · ARBEITSPOSTEN | UMSETZEN; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	waessriger Grundauszug der H1-Bildpflanze	mildes gemeinsames Bad oder Waschung im zweireihigen Becken	Bild/Station: gemeinsame zweireihige Figuren-/Beckenstation; Fallstoff: waessriger Grundauszug der H1-Bildpflanze; Befehl: ANSETZEN · SOLLMASS | ZUDOSIEREN · FLUESSIGKEITSLAUF | ANSETZEN · ZIELSTELLE | VORRAT | FORTSETZEN | ZUDOSIEREN · PORTION | FORTSETZEN · ZUDOSIEREN · PORTION | ZIELSTELLE | FORTSETZEN | KUEHLEN · FORTSETZEN | WEITERLEITEN | FORTSETZEN · ANSATZ | FORTSETZEN | HALTEN · KURZ · DURCHLASSKANAL · ZIELSTELLE | SOLLMASS | ANSETZEN · LANG · ZIELSTELLE | SOLLMASS | DURCHLASSKANAL · ARBEITSPOSTEN | UMSETZEN; SCHLUSS.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	CASE_MEDIUM__NOT_AIR_WORD_MEANING
C1	OPERATE_OR_APPLY	B1-S003	f81v	B1	2	qol sshkchdy	FORTSETZEN | HALTEN · ZUDOSIEREN · UMSETZEN; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	waessriger Grundauszug der H1-Bildpflanze	mildes gemeinsames Bad oder Waschung im zweireihigen Becken	Bild/Station: gemeinsame zweireihige Figuren-/Beckenstation; Fallstoff: waessriger Grundauszug der H1-Bildpflanze; Befehl: FORTSETZEN | HALTEN · ZUDOSIEREN · UMSETZEN; SCHLUSS.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: halten + zugeben + überführen. Angaben: fort.	CASE_MEDIUM__NOT_AIR_WORD_MEANING
C1	OPERATE_OR_APPLY	B1-S004	f81v	B1	3	chedy ol shedy	UMSETZEN · ARBEITSPOSTEN | FORTSETZEN | ABSETZEN; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	waessriger Grundauszug der H1-Bildpflanze	mildes gemeinsames Bad oder Waschung im zweireihigen Becken	Bild/Station: gemeinsame zweireihige Figuren-/Beckenstation; Fallstoff: waessriger Grundauszug der H1-Bildpflanze; Befehl: UMSETZEN · ARBEITSPOSTEN | FORTSETZEN | ABSETZEN; SCHLUSS.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → absetzen lassen. Angaben: fort.	CASE_MEDIUM__NOT_AIR_WORD_MEANING
C1	OPERATE_OR_APPLY	B1-S005	f81v	B1	1	qolchedy	FORTSETZEN · UMSETZEN; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	waessriger Grundauszug der H1-Bildpflanze	mildes gemeinsames Bad oder Waschung im zweireihigen Becken	Bild/Station: gemeinsame zweireihige Figuren-/Beckenstation; Fallstoff: waessriger Grundauszug der H1-Bildpflanze; Befehl: FORTSETZEN · UMSETZEN; SCHLUSS.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führe zur nächsten Station.	CASE_MEDIUM__NOT_AIR_WORD_MEANING
C1	OPERATE_OR_APPLY	B1-S006	f81v	B1	4	qokain shckhy dl ral	ANSETZEN · PORTION | DURCHLASSKANAL · ARBEITSPOSTEN | WEITERLEITEN | KUEHLEN · ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation	waessriger Grundauszug der H1-Bildpflanze	mildes gemeinsames Bad oder Waschung im zweireihigen Becken	Bild/Station: gemeinsame zweireihige Figuren-/Beckenstation; Fallstoff: waessriger Grundauszug der H1-Bildpflanze; Befehl: ANSETZEN · PORTION | DURCHLASSKANAL · ARBEITSPOSTEN | WEITERLEITEN | KUEHLEN · ZIELSTELLE.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	CASE_MEDIUM__NOT_AIR_WORD_MEANING
C1	OPERATE_OR_APPLY	B1-S007	f81v	B1	1	qokchdy	ANSETZEN · UMSETZEN; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	waessriger Grundauszug der H1-Bildpflanze	mildes gemeinsames Bad oder Waschung im zweireihigen Becken	Bild/Station: gemeinsame zweireihige Figuren-/Beckenstation; Fallstoff: waessriger Grundauszug der H1-Bildpflanze; Befehl: ANSETZEN · UMSETZEN; SCHLUSS.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einsetzen + überführen.	CASE_MEDIUM__NOT_AIR_WORD_MEANING
C1	OPERATE_OR_APPLY	B1-S008	f81v	B1	5	chey ol cheky ol shedy	ARBEITSPOSTEN | FORTSETZEN | WAERMEN · KURZ · ARBEITSPOSTEN | FORTSETZEN | ABSETZEN; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	waessriger Grundauszug der H1-Bildpflanze	mildes gemeinsames Bad oder Waschung im zweireihigen Becken	Bild/Station: gemeinsame zweireihige Figuren-/Beckenstation; Fallstoff: waessriger Grundauszug der H1-Bildpflanze; Befehl: ARBEITSPOSTEN | FORTSETZEN | WAERMEN · KURZ · ARBEITSPOSTEN | FORTSETZEN | ABSETZEN; SCHLUSS.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	CASE_MEDIUM__NOT_AIR_WORD_MEANING
