left	right	input_proxy_match	left_input	right_input	one_explicit_intervention_witnesses	left_intervention_count	right_intervention_count	left_outcomes	right_outcomes	paired_outcome_carrier	same_outcomes	unparsed_remainder_equal	left_issues	right_issues	modeled_pair_candidate	fully_controlled_pair	independent_confirmation_capacity	interpretation	row_status
F83_P1	F83_P2	False	"[""A"", ""B""]"	"[""A"", ""B"", ""C""]"	[]	11	2	[]	[]	False	False	False	"[{""issues"": ""NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.2:7""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.4:3""}, {""issues"": ""NEW_START_WHILE_RUNNING"", ""locus"": ""f83r.5:7""}, {""issues"": ""NEW_START_WHILE_RUNNING;NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.5:9""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.7:8""}, {""issues"": ""NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.7:9""}, {""issues"": ""NEW_START_WHILE_RUNNING;NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.7:10""}]"	"[{""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.9:3""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.11:6""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.12:8""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.13:7""}]"	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
F83_P1	F83_P3	False	"[""A"", ""B""]"	"[""A"", ""C""]"	[]	11	6	[]	[]	False	False	False	"[{""issues"": ""NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.2:7""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.4:3""}, {""issues"": ""NEW_START_WHILE_RUNNING"", ""locus"": ""f83r.5:7""}, {""issues"": ""NEW_START_WHILE_RUNNING;NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.5:9""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.7:8""}, {""issues"": ""NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.7:9""}, {""issues"": ""NEW_START_WHILE_RUNNING;NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.7:10""}]"	"[{""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:2""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:3""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:4""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:7""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.21:2""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.21:8""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.22:3""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.23:5""}]"	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
F83_P1	F83_P4	False	"[""A"", ""B""]"	[]	[]	11	7	[]	[]	False	False	False	"[{""issues"": ""NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.2:7""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.4:3""}, {""issues"": ""NEW_START_WHILE_RUNNING"", ""locus"": ""f83r.5:7""}, {""issues"": ""NEW_START_WHILE_RUNNING;NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.5:9""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.7:8""}, {""issues"": ""NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.7:9""}, {""issues"": ""NEW_START_WHILE_RUNNING;NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.7:10""}]"	"[{""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.25:1""}, {""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.25:3""}, {""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.25:4""}, {""issues"": ""MISSING_PATIENT"", ""locus"": ""f83r.25:5""}, {""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.26:2""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.27:3""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.28:4""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.30:3""}]"	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
F83_P1	F83_P5	False	"[""A"", ""B""]"	"[""C"", ""A""]"	[]	11	2	[]	[]	False	False	False	"[{""issues"": ""NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.2:7""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.4:3""}, {""issues"": ""NEW_START_WHILE_RUNNING"", ""locus"": ""f83r.5:7""}, {""issues"": ""NEW_START_WHILE_RUNNING;NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.5:9""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.7:8""}, {""issues"": ""NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.7:9""}, {""issues"": ""NEW_START_WHILE_RUNNING;NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.7:10""}]"	[]	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
F83_P1	F83_Q1	False	"[""A"", ""B""]"	[]	[]	11	1	[]	[]	False	False	False	"[{""issues"": ""NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.2:7""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.4:3""}, {""issues"": ""NEW_START_WHILE_RUNNING"", ""locus"": ""f83r.5:7""}, {""issues"": ""NEW_START_WHILE_RUNNING;NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.5:9""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.7:8""}, {""issues"": ""NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.7:9""}, {""issues"": ""NEW_START_WHILE_RUNNING;NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.7:10""}]"	"[{""issues"": ""MISSING_PATIENT"", ""locus"": ""f83r.49:3""}]"	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
F83_P1	F83_Q2	False	"[""A"", ""B""]"	[]	[]	11	0	[]	[]	False	False	False	"[{""issues"": ""NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.2:7""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.4:3""}, {""issues"": ""NEW_START_WHILE_RUNNING"", ""locus"": ""f83r.5:7""}, {""issues"": ""NEW_START_WHILE_RUNNING;NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.5:9""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.7:8""}, {""issues"": ""NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.7:9""}, {""issues"": ""NEW_START_WHILE_RUNNING;NO_PRIOR_COMPLETED_EVENT"", ""locus"": ""f83r.7:10""}]"	[]	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
F83_P2	F83_P3	False	"[""A"", ""B"", ""C""]"	"[""A"", ""C""]"	[]	2	6	[]	[]	False	False	False	"[{""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.9:3""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.11:6""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.12:8""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.13:7""}]"	"[{""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:2""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:3""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:4""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.20:7""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.21:2""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.21:8""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.22:3""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.23:5""}]"	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
F83_P2	F83_P4	False	"[""A"", ""B"", ""C""]"	[]	[]	2	7	[]	[]	False	False	False	"[{""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.9:3""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.11:6""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.12:8""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.13:7""}]"	"[{""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.25:1""}, {""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.25:3""}, {""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.25:4""}, {""issues"": ""MISSING_PATIENT"", ""locus"": ""f83r.25:5""}, {""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.26:2""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.27:3""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.28:4""}, {""issues"": ""MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.30:3""}]"	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
F83_P2	F83_P5	False	"[""A"", ""B"", ""C""]"	"[""C"", ""A""]"	"[{""edit"": ""substitute"", ""index"": 0, ""left"": [""DIRECT"", ""A"", ""B""], ""right"": [""HEAT"", ""C"", ""NA""]}]"	2	2	[]	[]	False	False	False	"[{""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.9:3""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.11:6""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.12:8""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.13:7""}]"	[]	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
F83_P2	F83_Q1	False	"[""A"", ""B"", ""C""]"	[]	[]	2	1	[]	[]	False	False	False	"[{""issues"": ""MISSING_PATIENT;MISSING_DESTINATION;TEMPORAL_LINK_UNRESOLVED"", ""locus"": ""f83r.9:3""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.11:6""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.12:8""}, {""issues"": ""UNNARRATED_STATE_CAUSE"", ""locus"": ""f83r.13:7""}]"	"[{""issues"": ""MISSING_PATIENT"", ""locus"": ""f83r.49:3""}]"	False	False	0	input proxy omits quantities/properties and individual identity; unknown words are not inert	recorded
