edition	iris_page	xiphion_page	iris_leaf	xiphion_leaf	status	candidate_code_pairs	four_page_assignments
IT2a	f17v	f10r	f17	f10	NO_SHARED_REFERENT_PROJECTION	0	0
IT2a	f17v	f10v	f17	f10	NO_SHARED_REFERENT_PROJECTION	0	0
IT2a	f17v	f11r	f17	f11	PARTIAL_SHARED_REFERENT_ONLY	1	5331
IT2a	f17v	f13r	f17	f13	PARTIAL_SHARED_REFERENT_ONLY	12	30813
IT2a	f17v	f13v	f17	f13	PARTIAL_SHARED_REFERENT_ONLY	4	21108
IT2a	f17v	f14r	f17	f14	NO_SHARED_REFERENT_PROJECTION	0	0
IT2a	f17v	f14v	f17	f14	NO_SHARED_REFERENT_PROJECTION	0	0
IT2a	f17v	f15r	f17	f15	NO_SHARED_REFERENT_PROJECTION	0	0
IT2a	f17v	f16r	f17	f16	PARTIAL_SHARED_REFERENT_ONLY	2	4322
IT2a	f17v	f16v	f17	f16	NO_SHARED_REFERENT_PROJECTION	0	0
IT2a	f17v	f17v	f17	f17	SAME_PHYSICAL_LEAF	0	0
IT2a	f17v	f18r	f17	f18	NO_SHARED_REFERENT_PROJECTION	0	0
IT2a	f17v	f18v	f17	f18	NO_SHARED_REFERENT_PROJECTION	0	0
IT2a	f17v	f19r	f17	f19	NO_SHARED_REFERENT_PROJECTION	0	0
IT2a	f17v	f19v	f17	f19	PARTIAL_SHARED_REFERENT_ONLY	2	4706
IT2a	f17v	f20r	f17	f20	PARTIAL_SHARED_REFERENT_ONLY	4	10079
IT2a	f17v	f20v	f17	f20	PARTIAL_SHARED_REFERENT_ONLY	3	9695
IT2a	f17v	f21r	f17	f21	NO_SHARED_REFERENT_PROJECTION	0	0
IT2a	f17v	f21v	f17	f21	NO_SHARED_REFERENT_PROJECTION	0	0
IT2a	f17v	f22r	f17	f22	PARTIAL_SHARED_REFERENT_ONLY	3	4898
IT2a	f17v	f22v	f17	f22	NO_SHARED_REFERENT_PROJECTION	0	0
IT2a	f17v	f23r	f17	f23	NO_SHARED_REFERENT_PROJECTION	0	0
IT2a	f17v	f23v	f17	f23	PARTIAL_SHARED_REFERENT_ONLY	3	5186
IT2a	f17v	f24v	f17	f24	PARTIAL_SHARED_REFERENT_ONLY	4	21716
IT2a	f17v	f25r	f17	f25	PARTIAL_SHARED_REFERENT_ONLY	5	26865
IT2a	f17v	f25v	f17	f25	PARTIAL_SHARED_REFERENT_ONLY	2	4706
IT2a	f17v	f27r	f17	f27	PARTIAL_SHARED_REFERENT_ONLY	3	10184
IT2a	f17v	f28r	f17	f28	NO_SHARED_REFERENT_PROJECTION	0	0
IT2a	f17v	f28v	f17	f28	PARTIAL_SHARED_REFERENT_ONLY	4	10175
IT2a	f17v	f29r	f17	f29	NO_SHARED_REFERENT_PROJECTION	0	0
IT2a	f17v	f29v	f17	f29	NO_SHARED_REFERENT_PROJECTION	0	0
IT2a	f17v	f2r	f17	f2	PARTIAL_SHARED_REFERENT_ONLY	3	9983
IT2a	f17v	f2v	f17	f2	NO_SHARED_REFERENT_PROJECTION	0	0
IT2a	f17v	f30r	f17	f30	PARTIAL_SHARED_REFERENT_ONLY	20	50875
IT2a	f17v	f30v	f17	f30	PARTIAL_SHARED_REFERENT_ONLY	9	29085
IT2a	f17v	f32r	f17	f32	PARTIAL_SHARED_REFERENT_ONLY	4	21108
IT2a	f17v	f32v	f17	f32	PARTIAL_SHARED_REFERENT_ONLY	5	26385
