chol	world	timing	eligible_count	conflicts	unequal	row_status
D	E|ZL3b|B|f6v|f6v.6-f6v.21	O	0	0	0	recorded
D	E|ZL3b|B|f6v|f6v.6-f6v.21	I	0	0	0	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	O	0	0	0	recorded
H	E|ZL3b|B|f6v|f6v.6-f6v.21	I	0	0	0	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	O	0	0	0	recorded
D	E|ZL3b|J|f6v|f6v.6-f6v.21	I	0	0	0	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	O	0	0	0	recorded
H	E|ZL3b|J|f6v|f6v.6-f6v.21	I	0	0	0	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	O	0	0	0	recorded
D	E|ZL3b|M|f6v|f6v.6-f6v.21	I	0	0	0	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	O	0	0	0	recorded
H	E|ZL3b|M|f6v|f6v.6-f6v.21	I	0	0	0	recorded
D	E|ZL3b|B|f9v|f9v.5-f9v.12	O	0	1	0	recorded
D	E|ZL3b|B|f9v|f9v.5-f9v.12	I	0	1	0	recorded
H	E|ZL3b|B|f9v|f9v.5-f9v.12	O	0	0	0	recorded
H	E|ZL3b|B|f9v|f9v.5-f9v.12	I	0	0	0	recorded
D	E|ZL3b|J|f9v|f9v.5-f9v.12	O	0	1	0	recorded
D	E|ZL3b|J|f9v|f9v.5-f9v.12	I	0	1	0	recorded
H	E|ZL3b|J|f9v|f9v.5-f9v.12	O	0	0	0	recorded
H	E|ZL3b|J|f9v|f9v.5-f9v.12	I	0	0	0	recorded
D	E|ZL3b|M|f9v|f9v.5-f9v.12	O	0	1	0	recorded
D	E|ZL3b|M|f9v|f9v.5-f9v.12	I	0	1	0	recorded
H	E|ZL3b|M|f9v|f9v.5-f9v.12	O	0	0	0	recorded
H	E|ZL3b|M|f9v|f9v.5-f9v.12	I	0	0	0	recorded
D	E|ZL3b|B|f17v|f17v.1-f17v.23	O	0	0	0	recorded
D	E|ZL3b|B|f17v|f17v.1-f17v.23	I	0	0	0	recorded
H	E|ZL3b|B|f17v|f17v.1-f17v.23	O	0	0	0	recorded
H	E|ZL3b|B|f17v|f17v.1-f17v.23	I	0	0	0	recorded
D	E|ZL3b|J|f17v|f17v.1-f17v.23	O	0	0	0	recorded
D	E|ZL3b|J|f17v|f17v.1-f17v.23	I	0	0	0	recorded
H	E|ZL3b|J|f17v|f17v.1-f17v.23	O	0	0	0	recorded
H	E|ZL3b|J|f17v|f17v.1-f17v.23	I	0	0	0	recorded
D	E|ZL3b|M|f17v|f17v.1-f17v.23	O	0	0	0	recorded
D	E|ZL3b|M|f17v|f17v.1-f17v.23	I	0	0	0	recorded
H	E|ZL3b|M|f17v|f17v.1-f17v.23	O	0	0	0	recorded
H	E|ZL3b|M|f17v|f17v.1-f17v.23	I	0	0	0	recorded
D	E|ZL3b|B|f19v|f19v.8-f19v.14	O	0	0	0	recorded
D	E|ZL3b|B|f19v|f19v.8-f19v.14	I	0	0	0	recorded
H	E|ZL3b|B|f19v|f19v.8-f19v.14	O	0	0	1	recorded
H	E|ZL3b|B|f19v|f19v.8-f19v.14	I	0	0	1	recorded
D	E|ZL3b|J|f19v|f19v.8-f19v.14	O	0	0	0	recorded
D	E|ZL3b|J|f19v|f19v.8-f19v.14	I	0	0	0	recorded
H	E|ZL3b|J|f19v|f19v.8-f19v.14	O	0	0	1	recorded
H	E|ZL3b|J|f19v|f19v.8-f19v.14	I	0	0	1	recorded
D	E|ZL3b|M|f19v|f19v.8-f19v.14	O	0	0	0	recorded
D	E|ZL3b|M|f19v|f19v.8-f19v.14	I	0	0	0	recorded
H	E|ZL3b|M|f19v|f19v.8-f19v.14	O	0	0	1	recorded
H	E|ZL3b|M|f19v|f19v.8-f19v.14	I	0	0	1	recorded
D	E|ZL3b|B|f22v|f22v.6-f22v.16	O	0	0	0	recorded
D	E|ZL3b|B|f22v|f22v.6-f22v.16	I	0	0	0	recorded
H	E|ZL3b|B|f22v|f22v.6-f22v.16	O	0	0	0	recorded
H	E|ZL3b|B|f22v|f22v.6-f22v.16	I	0	0	0	recorded
D	E|ZL3b|J|f22v|f22v.6-f22v.16	O	0	0	0	recorded
D	E|ZL3b|J|f22v|f22v.6-f22v.16	I	0	0	0	recorded
H	E|ZL3b|J|f22v|f22v.6-f22v.16	O	0	0	0	recorded
H	E|ZL3b|J|f22v|f22v.6-f22v.16	I	0	0	0	recorded
D	E|ZL3b|M|f22v|f22v.6-f22v.16	O	0	0	0	recorded
D	E|ZL3b|M|f22v|f22v.6-f22v.16	I	0	0	0	recorded
H	E|ZL3b|M|f22v|f22v.6-f22v.16	O	0	0	0	recorded
H	E|ZL3b|M|f22v|f22v.6-f22v.16	I	0	0	0	recorded
D	E|ZL3b|B|f23r|f23r.4-f23r.5	O	0	0	0	recorded
D	E|ZL3b|B|f23r|f23r.4-f23r.5	I	0	0	0	recorded
H	E|ZL3b|B|f23r|f23r.4-f23r.5	O	0	0	0	recorded
H	E|ZL3b|B|f23r|f23r.4-f23r.5	I	0	0	0	recorded
D	E|ZL3b|J|f23r|f23r.4-f23r.5	O	0	0	0	recorded
D	E|ZL3b|J|f23r|f23r.4-f23r.5	I	0	0	0	recorded
H	E|ZL3b|J|f23r|f23r.4-f23r.5	O	0	0	0	recorded
H	E|ZL3b|J|f23r|f23r.4-f23r.5	I	0	0	0	recorded
D	E|ZL3b|M|f23r|f23r.4-f23r.5	O	0	0	0	recorded
D	E|ZL3b|M|f23r|f23r.4-f23r.5	I	0	0	0	recorded
H	E|ZL3b|M|f23r|f23r.4-f23r.5	O	0	0	0	recorded
H	E|ZL3b|M|f23r|f23r.4-f23r.5	I	0	0	0	recorded
D	E|ZL3b|B|f24r|f24r.1-f24r.20	O	0	0	0	recorded
D	E|ZL3b|B|f24r|f24r.1-f24r.20	I	0	0	0	recorded
H	E|ZL3b|B|f24r|f24r.1-f24r.20	O	0	0	0	recorded
H	E|ZL3b|B|f24r|f24r.1-f24r.20	I	0	0	0	recorded
D	E|ZL3b|J|f24r|f24r.1-f24r.20	O	0	0	0	recorded
D	E|ZL3b|J|f24r|f24r.1-f24r.20	I	0	0	0	recorded
H	E|ZL3b|J|f24r|f24r.1-f24r.20	O	0	0	0	recorded
H	E|ZL3b|J|f24r|f24r.1-f24r.20	I	0	0	0	recorded
D	E|ZL3b|M|f24r|f24r.1-f24r.20	O	0	0	0	recorded
D	E|ZL3b|M|f24r|f24r.1-f24r.20	I	0	0	0	recorded
H	E|ZL3b|M|f24r|f24r.1-f24r.20	O	0	0	0	recorded
H	E|ZL3b|M|f24r|f24r.1-f24r.20	I	0	0	0	recorded
D	E|ZL3b|B|f45v|f45v.5-f45v.11	O	0	0	0	recorded
D	E|ZL3b|B|f45v|f45v.5-f45v.11	I	0	0	0	recorded
H	E|ZL3b|B|f45v|f45v.5-f45v.11	O	0	0	0	recorded
H	E|ZL3b|B|f45v|f45v.5-f45v.11	I	0	0	0	recorded
D	E|ZL3b|J|f45v|f45v.5-f45v.11	O	0	0	0	recorded
D	E|ZL3b|J|f45v|f45v.5-f45v.11	I	0	0	0	recorded
H	E|ZL3b|J|f45v|f45v.5-f45v.11	O	0	0	0	recorded
H	E|ZL3b|J|f45v|f45v.5-f45v.11	I	0	0	0	recorded
D	E|ZL3b|M|f45v|f45v.5-f45v.11	O	0	0	0	recorded
D	E|ZL3b|M|f45v|f45v.5-f45v.11	I	0	0	0	recorded
H	E|ZL3b|M|f45v|f45v.5-f45v.11	O	0	0	0	recorded
H	E|ZL3b|M|f45v|f45v.5-f45v.11	I	0	0	0	recorded
D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	O	0	0	0	recorded
D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	I	0	0	0	recorded
H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	O	0	0	0	recorded
H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	I	0	0	0	recorded
D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	O	0	0	0	recorded
D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	I	0	0	0	recorded
H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	O	0	0	0	recorded
H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	I	0	0	0	recorded
D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	O	0	0	0	recorded
D	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	I	0	0	0	recorded
