id	target_id	source_id	status	contradictions	witness_count	complete_enumeration	independent_confirmation_capacity
IT2a:G807-P0006|PEACH:NONE:COLD:SOUR	IT2a:G807-P0006	PEACH:NONE:COLD:SOUR	CONTRADICTED_NECESSARY	"[{""kind"":""WORD_COUNT"",""required"":12,""observed"":19}]"	0	NA	0
IT2a:G807-P0006|PEACH:NONE:COLD:SWEET	IT2a:G807-P0006	PEACH:NONE:COLD:SWEET	CONTRADICTED_NECESSARY	"[{""kind"":""WORD_COUNT"",""required"":12,""observed"":19}]"	0	NA	0
IT2a:G807-P0006|PEACH:NONE:COLD:UNRIPE	IT2a:G807-P0006	PEACH:NONE:COLD:UNRIPE	CONTRADICTED_NECESSARY	"[{""kind"":""WORD_COUNT"",""required"":17,""observed"":19}]"	0	NA	0
IT2a:G807-P0006|PEACH:NONE:COLD:JUICE_BODY	IT2a:G807-P0006	PEACH:NONE:COLD:JUICE_BODY	CONTRADICTED_NECESSARY	"[{""kind"":""WORD_COUNT"",""required"":12,""observed"":19}]"	0	NA	0
IT2a:G807-P0006|PEACH:NONE:COLD:BEFORE_AFTER	IT2a:G807-P0006	PEACH:NONE:COLD:BEFORE_AFTER	CONTRADICTED_NECESSARY	"[{""kind"":""WORD_COUNT"",""required"":14,""observed"":19}]"	0	NA	0
IT2a:G807-P0006|PEACH:NONE:COLD_MOIST:SOUR	IT2a:G807-P0006	PEACH:NONE:COLD_MOIST:SOUR	CONTRADICTED_NECESSARY	"[{""kind"":""WORD_COUNT"",""required"":13,""observed"":19}]"	0	NA	0
IT2a:G807-P0006|PEACH:NONE:COLD_MOIST:SWEET	IT2a:G807-P0006	PEACH:NONE:COLD_MOIST:SWEET	CONTRADICTED_NECESSARY	"[{""kind"":""WORD_COUNT"",""required"":13,""observed"":19}]"	0	NA	0
IT2a:G807-P0006|PEACH:NONE:COLD_MOIST:UNRIPE	IT2a:G807-P0006	PEACH:NONE:COLD_MOIST:UNRIPE	CONTRADICTED_NECESSARY	"[{""kind"":""WORD_COUNT"",""required"":18,""observed"":19}]"	0	NA	0
IT2a:G807-P0006|PEACH:NONE:COLD_MOIST:JUICE_BODY	IT2a:G807-P0006	PEACH:NONE:COLD_MOIST:JUICE_BODY	CONTRADICTED_NECESSARY	"[{""kind"":""WORD_COUNT"",""required"":13,""observed"":19}]"	0	NA	0
IT2a:G807-P0006|PEACH:NONE:COLD_MOIST:BEFORE_AFTER	IT2a:G807-P0006	PEACH:NONE:COLD_MOIST:BEFORE_AFTER	CONTRADICTED_NECESSARY	"[{""kind"":""WORD_COUNT"",""required"":15,""observed"":19}]"	0	NA	0
IT2a:G807-P0006|PEACH:NONE:COLD_DRY:SOUR	IT2a:G807-P0006	PEACH:NONE:COLD_DRY:SOUR	CONTRADICTED_NECESSARY	"[{""kind"":""WORD_COUNT"",""required"":13,""observed"":19}]"	0	NA	0
