base_unknown_tokens	rank	score	strict_eligible	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	unknown_ordinal	unknown_surface	previous	following	proposed_default_de	proposal_basis	proposal_strength	proposed_complete_translation_de
2	1	1999700	0	f100r	f100r.5	P	A	1	3	2	0	0	2	1	0.666667	1	1	1	0	sar char daiindy	Samenfraktion I | [Trockenfraktionszeichen] | [daiindy:?]	V13:SCOPED_RESIDUAL_HEAD_FORM | GDT663:EXACT_WHOLE:char | OPEN	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE	3	daiindy	3	daiindy	char	<EOS>	[daiindy:?]	NEWLY_EXPOSED_BY_GDT663_NO_NEW_CARD	OPEN	Samenfraktion I; [Trockenfraktionszeichen]; [daiindy:?]
2	2	9998900	0	f103r	f103r.50	S	B	3	11	10	1	0	2	1	0.909091	9	9	1	0	ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain	[ssheey:?] | eingeweichtes Drogenholz, Form I | feucht in der Mitte des Grades | Drogenstoff zugeben | trocken am Ende des Grades | trocken in der Mitte des Grades | heiß am Ende des Grades | heißer Ansatz am Ende des Grades | heiß, Grad II | trocken am Ende des Grades | kalt im qo-Rahmen, Grad II	OPEN | GDT663:L_READER_MERGE_RIGHT:lshey | GDT647:FAMILY_MIGRATION | GDT662:EXACT_WHOLE:qol | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | V13:QUALITY_DEGREE_SERIES	UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	1	ssheey	1	ssheey	<BOS>	l	[ssheey:?]	NEWLY_EXPOSED_BY_GDT663_NO_NEW_CARD	OPEN	[ssheey:?]; eingeweichtes Drogenholz, Form I; gib Folgendes hinzu: vollständig getrocknet; bis zur mittleren Trockenstufe; bis zur Heizendstufe; Ansatz auf Heizendstufe; heiß, Grad II; vollständig getrocknet; kalt im qo-Rahmen, Grad II
3	3	9998900	0	f103v	f103v.17	S	B	3	11	10	0	1	1	1	0.909091	9	9	1	0	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy	heiß am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades | kalter Ansatz am Ende des Grades, abgeschlossen | erhitzte Holzdroge, Mittelstufe, fertig | feucht in der Mitte des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Trockenfraktion I | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [opchedy:?]	GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT663:EXACT_WHOLE:lkedy | GDT647:FAMILY_MIGRATION | GDT656:REVISE_AL_QUALITY_MODEL | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT663:EXACT_WHOLE:char | GDT656:REVISE_AL_QUALITY_MODEL | OPEN	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	11	opchedy	11	opchedy	otal	<EOS>	[opchedy:?]	NEWLY_EXPOSED_BY_GDT663_NO_NEW_CARD	OPEN	bis zur Heizendstufe gebracht; bis zur mittleren Trockenstufe gebracht; bis zur Kühlendstufe; Ansatz auf Kühlendstufe abgeschlossen; erhitzte Holzdroge, Mittelstufe, fertig; bis zur mittleren Einweichstufe gebracht; Rohstoff I, heiß am Gradanfang; Grundansatz; Trockenfraktion I; Rohstoff I, leicht gekühlt im Ansatz; [opchedy:?]
2	4	10998800	0	f103v	f103v.3	S	B	3	12	11	0	0	3	1	0.916667	9	9	1	0	qok or chedy qokey dar chcthy char qoty shdy okeedy qokeey qokain	[qok:?] | Drogenportion | trocken in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades | abgemessene Fraktion I | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | Trockenfraktion I | kalt am Anfang des Grades | feucht am Anfang des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades | heiß, Grad II	OPEN | GDT654:REVISE_AMBIGUOUS_TO_EXACT | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT649:STRONG_FAMILY_DEFAULT | V13:DRY_CTH_MATERIAL | GDT663:EXACT_WHOLE:char | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	1	qok	1	qok	<BOS>	or	[qok:?]	NEWLY_EXPOSED_BY_GDT663_NO_NEW_CARD	OPEN	[qok:?]; Drogenportion; bis zur mittleren Trockenstufe gebracht; bis zur mittleren Heizstufe; abgemessene Fraktion I; getrocknete Krautdroge; Trockenfraktion I; leicht gekühlt; leicht angefeuchtet, abgeschlossen; Ansatz auf Heizendstufe abgeschlossen; bis zur Heizendstufe; heiß, Grad II
2	5	11998700	0	f103v	f103v.41	S	B	3	13	12	1	0	4	1	0.923077	8	8	1	0	daiin shey l shey lshey qoar shas al otar shedy y lchdy rar	Grad-/Maßwert III | feucht in der Mitte des Grades | eingeweichtes Drogenholz, Form I | feucht in der Mitte des Grades | eingeweichtes Drogenholz, Form I | Drogenfraktion I | [shas:?] | Rohstoffklasse I | kalte Drogenfraktion I im Ansatz | feucht in der Mitte des Grades, abgeschlossen | hierzu: | Drogenholz, getrocknete Kurz-/Kompaktform | Wurzelfraktion I	V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | GDT663:L_READER_MERGE_RIGHT:lshey | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT654:NEW_EXACT_WHOLE | OPEN | GDT655:NEW_EXACT_WHOLE | GDT654:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | GDT659:Y_MEDIAL_RIGHT_REFERENCE_MATERIA | V13:SCOPED_RESIDUAL_HEAD_FORM | V13:SCOPED_RESIDUAL_HEAD_FORM	KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	7	shas	7	shas	qoar	al	[shas:?]	NEWLY_EXPOSED_BY_GDT663_NO_NEW_CARD	OPEN	drei Maße; bis zur mittleren Einweichstufe; eingeweichtes Drogenholz, Form I; eingeweichtes Drogenholz, Form I; Drogenfraktion I; [shas:?]; Rohstoff I; kalte Drogenfraktion I im Ansatz; bis zur mittleren Einweichstufe gebracht; hierzu: Drogenholz, getrocknete Kurz-/Kompaktform; Wurzelfraktion I
2	6	9998900	0	f104r	f104r.45	S	B	3	11	10	5	0	2	1	0.909091	9	9	1	0	daiin olcheeo l s aiin otain ar chedy qokaiin otaiin otaiin	Grad-/Maßwert III | [olcheeo:?] | Pfund / Gewichtseinheit | Samen-/Saatgutposten | Menge III | kalt im Zubereitungsrahmen, Grad II | Drogenfraktion I | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | kalt im Zubereitungsrahmen, Grad III | kalt im Zubereitungsrahmen, Grad III	V13:CONTEXTUAL_VALUE_SERIES | OPEN | GDT663:L_FREE_WEIGHT_SIGLUM:NONE | GDT660:S_MEDIAL | V13:TARGET_SURFACE_DEFAULT | V13:QUALITY_DEGREE_SERIES | GDT654:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | V13:QUALITY_DEGREE_SERIES | V13:QUALITY_DEGREE_SERIES	KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE	2	olcheeo	2	olcheeo	daiin	l	[olcheeo:?]	NEWLY_EXPOSED_BY_GDT663_NO_NEW_CARD	OPEN	drei Maße; [olcheeo:?]; ein Pfund; Samen-/Saatgutposten; drei Teile; kalt im Zubereitungsrahmen, Grad II; Drogenfraktion I; bis zur mittleren Trockenstufe gebracht; heiß, Grad III; kalt im Zubereitungsrahmen, Grad III; kalt im Zubereitungsrahmen, Grad III
2	7	5999300	0	f104v	f104v.40	S	B	3	7	6	0	0	0	1	0.857143	6	6	1	0	qokeeey okchedy qokeey aiin odain orchedy qoky	stark erhitzt, Endstufe III | heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | Menge III | Zubereitungsdosis II | [orchedy:?] | heiß am Anfang des Grades	GDT662:EXACT_WHOLE:qokeeey | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT663:EXACT_WHOLE:odain | OPEN | GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE	6	orchedy	6	orchedy	odain	qoky	[orchedy:?]	NEWLY_EXPOSED_BY_GDT663_NO_NEW_CARD	OPEN	erhitze bis Endstufe III; heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen; bis zur Heizendstufe; drei Teile; Zubereitungsdosis II; [orchedy:?]; leicht erhitzt
2	8	10998800	0	f106r	f106r.28	S	B	3	12	11	0	1	2	1	0.916667	9	9	1	0	okaiin ol lcho rcheo raiin qokaiin chey chokaiin chear ar ol raralchl	heiß, Grad III, im Ansatzrahmen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Trockenansatz aus Drogenholz | trockene Wurzel/Wurzeldrogezubereitung/Trockenansatz | Wurzel, Typ/Charge III | heiß, Grad III | trocken in der Mitte des Grades | Trockenansatz, heiß auf Stufe III | trockene Fraktion I | Drogenfraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [raralchl:?]	V13:TARGET_SURFACE_DEFAULT | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT660:EXACT_WHOLE:lcho | V13:SCOPED_RESIDUAL_HEAD_FORM | V13:SCOPED_CONCRETE_HEAD_FORM | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT663:EXACT_WHOLE:chokaiin | GDT639:ROUND_05 | GDT654:NEW_EXACT_WHOLE | V13:QUALITY_STATE_MATERIAL_CARRIER | OPEN	KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE	12	raralchl	12	raralchl	ol	<EOS>	[raralchl:?]	NEWLY_EXPOSED_BY_GDT663_NO_NEW_CARD	OPEN	Ansatz auf Heizstufe III; Grundansatz; Trockenansatz aus Drogenholz; trockene Wurzel/Wurzeldrogezubereitung/Trockenansatz; Wurzel, Typ/Charge III; heiß, Grad III; bis zur mittleren Trockenstufe; Trockenansatz, heiß auf Stufe III; trockene Fraktion I; Drogenfraktion I; Grundansatz; [raralchl:?]
2	9	7999100	0	f106v	f106v.19	S	B	3	9	8	2	0	3	1	0.888889	5	6	1	0	darshy otaiin otal chedy r ain olaiin otaiin sain	[darshy:?] | kalt im Zubereitungsrahmen, Grad III | Rohstoffklasse I im Ansatz, kalt am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | Wurzel | Menge-/Klassenwert II | Drogenstoff, Menge III | kalt im Zubereitungsrahmen, Grad III | Saatgut, Typ/Charge II	OPEN | V13:QUALITY_DEGREE_SERIES | GDT656:REVISE_AL_QUALITY_MODEL | GDT647:FAMILY_MIGRATION | GDT661:R_BEFORE_VALUE | V13:VALUE_MINIM_SERIES | GDT663:EXACT_WHOLE:olaiin | V13:QUALITY_DEGREE_SERIES | GDT661:EXACT_WHOLE:sain	UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	1	darshy	1	darshy	<BOS>	otaiin	[darshy:?]	NEWLY_EXPOSED_BY_GDT663_NO_NEW_CARD	OPEN	[darshy:?]; kalt im Zubereitungsrahmen, Grad III; Rohstoff I, leicht gekühlt im Ansatz; bis zur mittleren Trockenstufe gebracht; Wurzel; zwei Teile; Drogenstoff, drei Teile; kalt im Zubereitungsrahmen, Grad III; Saatgut, Typ/Charge II
2	10	3999500	0	f107r	f107r.37	S	B	3	5	4	0	0	3	1	0.800000	1	2	1	0	ychklkaiin chckhy cho l olkain	[ychklkaiin:?] | Arzneikompositum: trocken, Gradanfang | Trockenansatz | trocken; nominal trockenes Gut/Material | heißes Drogenmaterial, Grad II	OPEN | GDT651:REVISED_FOUR_SHELL_CKH_GRID | GDT661:EXACT_WHOLE:cho | GDT663:L_READER_MERGE_LEFT:chol | GDT661:EXACT_WHOLE:olkain	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	1	ychklkaiin	1	ychklkaiin	<BOS>	chckhy	[ychklkaiin:?]	NEWLY_EXPOSED_BY_GDT663_NO_NEW_CARD	OPEN	[ychklkaiin:?]; Arzneikompositum: trocken, Gradanfang; Trockengut; heißes Drogenmaterial, Grad II
