card_id	rendering_class	surface	reader_merge_surface	occurrences	working_render_de	selection_rule	semantic_effect
G663-C001	DEEEESE_REST_TO_FINAL_STAGE	deeeese	NONE	1	lasse bis zur letzten Stufe ruhen	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C002	ENTRY_WHOLE	ychedy	NONE	7	Eintrag: getrocknete Droge, fertig	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C003	ENTRY_WHOLE	yckhodaiin	NONE	1	Eintrag: Kompositum-Ansatz, Dosis III	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C004	ENTRY_WHOLE	yshealdy	NONE	1	Eintrag: angefeuchteter Rohstoff I, fertig	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C005	ENTRY_WHOLE	ytaiin	NONE	5	Eintrag: kalt, Stufe III	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C006	ENTRY_WHOLE	ytchy	NONE	3	Eintrag: kalt-trockene Grundform	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C007	LABEL_SIGLUM	ary	NONE	1	[Fraktionszeichen]	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C008	LABEL_SIGLUM	char	NONE	1	[Trockenfraktionszeichen]	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C009	LABEL_SIGLUM	dary	NONE	3	[Fraktionszeichen]	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C010	LABEL_SIGLUM	l	NONE	4	[Pfundzeichen]	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C011	LABEL_SIGLUM	olaiin	NONE	2	[Drei-Maß-Zeichen]	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C012	LABEL_SIGLUM	olkol	NONE	1	[Heißauszugzeichen]	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C013	LABEL_SIGLUM	qor	NONE	1	[Portionszeichen]	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C014	LABEL_SIGLUM	saral	NONE	1	[Saatrohstoffzeichen]	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C015	L_FREE_WEIGHT_SIGLUM	l	NONE	54	ein Pfund	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C016	L_KNOWN_MERGE_LEFT	l	qokchol	1	heiß-trockenes Drogenmaterial	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C017	L_KNOWN_MERGE_RIGHT	l	ldy	1	Holzdroge, fertig aufbereitet	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C018	L_KNOWN_MERGE_RIGHT	l	lkedy	2	erhitzte Holzdroge, Mittelstufe, fertig	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C019	L_KNOWN_MERGE_RIGHT	l	lo	1	Holzabsud	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C020	L_READER_MERGE_LEFT	l	all	1	Grundstoff des vorstehenden Ansatzes	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
G663-C021	L_READER_MERGE_LEFT	l	cheeol	1	Grundstoff des vorstehenden Ansatzes	exact token and listed context; l additionally requires the recorded alternate-reader join	practical rendering only; the structural composition remains separately visible
