page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v39_token_glosses_de	v40_token_glosses_de	v40_working_translation_de	v39_unknown_tokens	v40_unknown_tokens	v40_complete
f100r	f100r.15	P	1	6	qokeeody	EXACT_WHOLE	dcheor shol qokeeol chor chol qokeeody dareu	[dcheor:?] | feucht; nominal feuchtes Gut/Material | [qokeeol:?] | Pflanzen-/Reproduktionsteil | trocken; nominal trockenes Gut/Material | [qokeeody:?] | [dareu:?]	[dcheor:?] | feucht; nominal feuchtes Gut/Material | [qokeeol:?] | Pflanzen-/Reproduktionsteil | trocken; nominal trockenes Gut/Material | vollständig ausgekochter Ansatz | [dareu:?]	[dcheor:?]; Feuchtgut; [qokeeol:?]; Pflanzenteil; Trockengut; vollständig ausgekochter Ansatz; [dareu:?]	4	3	0
f100r	f100r.5	P	1	2	char	LABEL_SIGLUM	sar char daiindy	Samenfraktion I | [char:?] | [daiindy:?]	Samenfraktion I | [Trockenfraktionszeichen] | [daiindy:?]	Samenfraktion I; [Trockenfraktionszeichen]; [daiindy:?]	2	1	0
f102r1	f102r1.10	P	1	2	sholdy	EXACT_WHOLE	ycheol sholdy chol chol ykeeol dol doleodaiin dal cthedy	trockener Drogenstoff dieser Droge | [sholdy:?] | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | [ykeeol:?] | Materialmaß | [doleodaiin:?] | abgemessene Rohstoffmenge I | [cthedy:?]	trockener Drogenstoff dieser Droge | vollständig eingeweichte Droge | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | [ykeeol:?] | Materialmaß | [doleodaiin:?] | abgemessene Rohstoffmenge I | [cthedy:?]	trockener Drogenstoff dieser Droge; vollständig eingeweichte Droge; Trockengut; Trockengut; [ykeeol:?]; Materialmaß; [doleodaiin:?]; abgemessene Rohstoffmenge I; [cthedy:?]	4	3	0
f102r1	f102r1.5	P	1	4	olaiin	EXACT_WHOLE	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain	[ytol:?] | feuchtes Material | feucht, attributiv gebunden | [olaiin:?] | [orain:?] | [oraroekeol:?] | trocken; nominal trockenes Gut/Material | [ekey:?] | erhitzen | Qualitätsgrad II	[ytol:?] | feuchtes Material | feucht, attributiv gebunden | Drogenstoff, Menge III | [orain:?] | [oraroekeol:?] | trocken; nominal trockenes Gut/Material | [ekey:?] | erhitzen | Qualitätsgrad II	[ytol:?]; feuchtes Material; feucht, attributiv gebunden; Drogenstoff, drei Teile; [orain:?]; [oraroekeol:?]; Trockengut; [ekey:?]; erhitze bis Grad II	5	4	0
f102v1	f102v1.23	P	1	7	odain	EXACT_WHOLE	ksheody sho qokey sheody qockhey olcheor odain okchody	[ksheody:?] | feuchter Ansatz | heiß in der Mitte des Grades | angefeuchteter Ansatz, abgeschlossen | [qockhey:?] | [olcheor:?] | [odain:?] | [okchody:?]	[ksheody:?] | feuchter Ansatz | heiß in der Mitte des Grades | angefeuchteter Ansatz, abgeschlossen | [qockhey:?] | [olcheor:?] | Zubereitungsdosis II | [okchody:?]	[ksheody:?]; feuchter Ansatz; bis zur mittleren Heizstufe; angefeuchteter Ansatz, abgeschlossen; [qockhey:?]; [olcheor:?]; Zubereitungsdosis II; [okchody:?]	5	4	0
f102v2	f102v2.19	P	2	7|11	l|l	L_READER_MERGE_LEFT|L_READER_MERGE_LEFT	deeeo qoeeor o eoy cheos o l o r o l okeeos ain	[deeeo:?] | [qoeeor:?] | [o:?] | [eoy:?] | [cheos:?] | [o:?] | [l:?] | [o:?] | Wurzel | [o:?] | [l:?] | [okeeos:?] | Menge-/Klassenwert II	[deeeo:?] | [qoeeor:?] | [o:?] | [eoy:?] | [cheos:?] | [o:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [o:?] | Wurzel | [o:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [okeeos:?] | Menge-/Klassenwert II	[deeeo:?]; [qoeeor:?]; [o:?]; [eoy:?]; [cheos:?]; Grundansatz; [o:?]; Wurzel; Grundansatz; [okeeos:?]; zwei Teile	11	9	0
f103r	f103r.35	S	1	3	olain	EXACT_WHOLE	qoker chain olain chey kain sheol shedain qokeedy ykeedy lcheg	[qoker:?] | trocken, Grad II | [olain:?] | trocken in der Mitte des Grades | heiß, Grad II | feuchtes Material | [shedain:?] | heiß am Ende des Grades, abgeschlossen | Eintrag/Bezug: heiß am Gradende, abgeschlossen | [lcheg:?]	[qoker:?] | trocken, Grad II | Drogenstoff, Menge II | trocken in der Mitte des Grades | heiß, Grad II | feuchtes Material | [shedain:?] | heiß am Ende des Grades, abgeschlossen | Eintrag/Bezug: heiß am Gradende, abgeschlossen | [lcheg:?]	[qoker:?]; trocken, Grad II; Drogenstoff, zwei Teile; bis zur mittleren Trockenstufe; heiß, Grad II; feuchtes Material; [shedain:?]; bis zur Heizendstufe gebracht; Eintrag/Bezug: heiß am Gradende, abgeschlossen; [lcheg:?]	4	3	0
f103r	f103r.4	S	2	1|6	ychedy|chdar	ENTRY_WHOLE|EXACT_WHOLE	ychedy qokedy okedy qokeey okey chdar ol loty chedaraly	[ychedy:?] | heiß in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | heißer Ansatz in der Mitte des Grades | [chdar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [loty:?] | [chedaraly:?]	Eintrag: getrocknete Droge, fertig | heiß in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | heißer Ansatz in der Mitte des Grades | abgemessene Trockenfraktion I, Anfangsstufe | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [loty:?] | [chedaraly:?]	Eintrag: getrocknete Droge, fertig; bis zur mittleren Heizstufe gebracht; Ansatz bis zur mittleren Heizstufe, abgeschlossen; bis zur Heizendstufe; Ansatz bis zur mittleren Heizstufe; abgemessene Trockenfraktion I, Anfangsstufe; Grundansatz; [loty:?]; [chedaraly:?]	4	2	0
f103r	f103r.47	S	1	3	l	L_READER_MERGE_LEFT	ssheey okeeo l lchey qokaly lcheedy oloraiin	[ssheey:?] | [okeeo:?] | [l:?] | Drogenholz, trocken gebunden, Form I | [qokaly:?] | [lcheedy:?] | [oloraiin:?]	[ssheey:?] | [okeeo:?] | Grundstoff des vorstehenden Ansatzes | Drogenholz, trocken gebunden, Form I | [qokaly:?] | [lcheedy:?] | [oloraiin:?]	[ssheey:?]; Grundstoff des vorstehenden Ansatzes; Drogenholz, trocken gebunden, Form I; [qokaly:?]; [lcheedy:?]; [oloraiin:?]	6	5	0
f103r	f103r.49	S	1	4	l	L_FREE_WEIGHT_SIGLUM	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am	heißer Ansatz am Ende des Grades | [lr:?] | Menge-/Klassenwert II | [l:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [sheed:?] | heiß am Ende des Grades | feuchtes Material | heiß am Ende des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | heiß am Anfang des Grades | [leeesain:?] | Maßeinheit I	heißer Ansatz am Ende des Grades | [lr:?] | Menge-/Klassenwert II | Pfund / Gewichtseinheit | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [sheed:?] | heiß am Ende des Grades | feuchtes Material | heiß am Ende des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | heiß am Anfang des Grades | [leeesain:?] | Maßeinheit I	Ansatz auf Heizendstufe; [lr:?]; zwei Teile; ein Pfund; Grundansatz; [sheed:?]; bis zur Heizendstufe; feuchtes Material; bis zur Heizendstufe gebracht; bis zur mittleren Einweichstufe gebracht; leicht erhitzt; [leeesain:?]; Maßeinheit I	4	3	0
