rank	strict_complete	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	working_translation_de
1	0	f103v	f103v.16	S	B	3	8	8	1	0	3	0	1.000000	5	5	1	0	daiin sheekchy okeeshy qol shedy otain ol kedy	Grad-/Maßwert III | vollständig anfeuchten, dann heiß-trocken ansetzen | heißer, vollständig angefeuchteter Ansatz | Drogenstoff zugeben | feucht in der Mitte des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß in der Mitte des Grades, abgeschlossen	V13:CONTEXTUAL_VALUE_SERIES | GDT662:EXACT_WHOLE:sheekchy | GDT663:EXACT_WHOLE:okeeshy | GDT662:EXACT_WHOLE:qol | GDT647:FAMILY_MIGRATION | V13:QUALITY_DEGREE_SERIES | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION	READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	drei Maße; feuchte vollständig an, dann setze heiß-trocken an; heißer, vollständig angefeuchteter Ansatz; gib Folgendes hinzu: bis zur mittleren Einweichstufe gebracht; kalt im Zubereitungsrahmen, Grad II; Grundansatz; bis zur mittleren Heizstufe gebracht
2	1	f103v	f103v.32	S	B	3	7	7	0	0	0	0	1.000000	7	7	1	1	qokeeey chey qotey chokaiin shal chedy olkam	stark erhitzt, Endstufe III | trocken in der Mitte des Grades | kalt in der Mitte des Grades | Trockenansatz, heiß auf Stufe III | Rohstoffklasse I, feucht am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | heißes Material [terminal-M]	GDT662:EXACT_WHOLE:qokeeey | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT663:EXACT_WHOLE:chokaiin | GDT656:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	erhitze bis Endstufe III; bis zur mittleren Trockenstufe; bis zur mittleren Kühlstufe; Trockenansatz, heiß auf Stufe III; Rohstoff I, feucht am Gradanfang; bis zur mittleren Trockenstufe gebracht; eine Maßeinheit heißer Drogenbasis
3	0	f103v	f103v.45	S	B	3	11	11	0	1	3	0	1.000000	8	8	1	0	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly	heißer Ansatz in der Mitte des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Ende des Grades | Drogenholz, trocken gebunden, Form II | Holzdroge, heiß auf Stufe II | Arzneikompositum: feucht, Gradanfang | feuchtes Arzneikompositum am Gradanfang | Drogenportion | Menge-/Klassenwert II | kalte Drogenfraktion I im Ansatz | abseihen	GDT647:FAMILY_MIGRATION | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT663:EXACT_WHOLE:lkain | GDT651:STRONG_LEARNED_CKH_FAMILY | GDT651:REVISED_FOUR_SHELL_CKH_GRID | GDT654:REVISE_AMBIGUOUS_TO_EXACT | V13:VALUE_MINIM_SERIES | GDT654:NEW_EXACT_WHOLE | GDT662:EXACT_WHOLE:oly	KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	Ansatz bis zur mittleren Heizstufe; Grundansatz; vollständig getrocknet; Drogenholz, trocken gebunden, Form II; Holzdroge, heiß auf Stufe II; Arzneikompositum: feucht, Gradanfang; feuchtes Arzneikompositum am Gradanfang; Drogenportion; zwei Teile; kalte Drogenfraktion I im Ansatz; seihe Vorstehendes ab.
4	0	f106v	f106v.23	S	B	3	13	13	2	0	6	0	1.000000	7	7	1	0	ol kalol shar chor okal chdy chol chedy qotaiin or aiin okeedy qokain	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heißer Rohstoff der ersten Klasse | angefeuchtete Drogenfraktion I | Pflanzen-/Reproduktionsteil | Rohstoffklasse I im Ansatz, heiß am Gradanfang | trocken am Anfang des Grades, abgeschlossen | trocken; nominal trockenes Gut/Material | trocken in der Mitte des Grades, abgeschlossen | kalt, Grad III | Drogenportion | Menge III | heißer Ansatz am Ende des Grades, abgeschlossen | heiß, Grad II	V13:QUALITY_STATE_MATERIAL_CARRIER | GDT663:EXACT_WHOLE:kalol | GDT662:EXACT_WHOLE:shar | V13:PART_OR_FORM | GDT656:REVISE_AL_QUALITY_MODEL | GDT647:FAMILY_MIGRATION | V13:DRY_OL_FORM | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT654:REVISE_AMBIGUOUS_TO_EXACT | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	Grundansatz; heißer Rohstoff der ersten Klasse; angefeuchtete Drogenfraktion I; Pflanzenteil; Rohstoff I, leicht erhitzt im Ansatz; angetrocknet; Trockengut; bis zur mittleren Trockenstufe gebracht; kalt, Grad III; Drogenportion; drei Teile; Ansatz auf Heizendstufe abgeschlossen; heiß, Grad II
5	1	f106v	f106v.25	S	B	3	6	6	2	0	0	0	1.000000	6	6	1	1	sar sheol chol shar chol okarol	Samenfraktion I | feuchtes Material | trocken; nominal trockenes Gut/Material | angefeuchtete Drogenfraktion I | trocken; nominal trockenes Gut/Material | Ansatzstoff aus heißer Drogenfraktion I	V13:SCOPED_RESIDUAL_HEAD_FORM | V13:TARGET_SURFACE_DEFAULT | V13:DRY_OL_FORM | GDT662:EXACT_WHOLE:shar | V13:DRY_OL_FORM | GDT663:EXACT_WHOLE:okarol	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	NONE	NONE	Samenfraktion I; feuchtes Material; Trockengut; angefeuchtete Drogenfraktion I; Trockengut; Ansatzstoff aus heißer Drogenfraktion I
6	0	f106v	f106v.41	S	B	3	9	9	0	0	2	0	1.000000	7	7	1	0	otedy qoar cheey kaiin qokeeody okaiin oteey qoteedy choty	kalter Ansatz in der Mitte des Grades, abgeschlossen | Drogenfraktion I | trocken am Ende des Grades | heiß, Grad III | vollständig ausgekochter Ansatz | heiß, Grad III, im Ansatzrahmen | kalter Ansatz am Ende des Grades | kalt am Ende des Grades, abgeschlossen | kalter Trockenansatz	GDT647:FAMILY_MIGRATION | GDT654:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT663:EXACT_WHOLE:qokeeody | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT662:EXACT_WHOLE:choty	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	NONE	NONE	Ansatz auf mittlerer Kühlstufe abgeschlossen; Drogenfraktion I; vollständig getrocknet; heiß, Grad III; vollständig ausgekochter Ansatz; Ansatz auf Heizstufe III; Ansatz auf Kühlendstufe; bis zur Kühlendstufe gebracht; kalter Trockenansatz
7	0	f107r	f107r.46	S	B	3	12	12	1	1	0	0	1.000000	12	12	1	1	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal	Samenfraktion I | trocken am Ende des Grades | Qualitätsgrad III | heiß, Grad III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenteil | Menge III | Rohstoffklasse I im Ansatz, kalt am Gradanfang | kalt, Grad III | heiß, Grad III | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Laugensalz / Alkali	V13:SCOPED_RESIDUAL_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT662:EXACT_WHOLE:qodaiin | V13:TARGET_SURFACE_DEFAULT | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT642:ROUND_02 | V13:TARGET_SURFACE_DEFAULT | GDT656:REVISE_AL_QUALITY_MODEL | V13:QUALITY_DEGREE_SERIES | V13:TARGET_SURFACE_DEFAULT | GDT656:REVISE_AL_QUALITY_MODEL | GDT663:EXACT_WHOLE:alkal	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	Samenfraktion I; vollständig getrocknet; Stufe III; heiß, Grad III; Grundansatz; trockener Drogenteil; drei Teile; Rohstoff I, leicht gekühlt im Ansatz; kalt, Grad III; heiß, Grad III; Rohstoff I, leicht gekühlt im Ansatz; Laugensalz / Alkali
8	0	f107v	f107v.19	S	B	3	6	6	1	0	2	0	1.000000	4	5	1	0	soral olaiin chor okaiin chkain okaiin	Samen-Rohstoffportion | Drogenstoff, Menge III | Pflanzen-/Reproduktionsteil | heiß, Grad III, im Ansatzrahmen | trocken-heiß, Stufe II | heiß, Grad III, im Ansatzrahmen	V13:SCOPED_RESIDUAL_HEAD_FORM | GDT663:EXACT_WHOLE:olaiin | V13:PART_OR_FORM | V13:TARGET_SURFACE_DEFAULT | GDT663:EXACT_WHOLE:chkain | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	Samen-Rohstoffportion; Drogenstoff, drei Teile; Pflanzenteil; Ansatz auf Heizstufe III; trocken-heiß, Stufe II; Ansatz auf Heizstufe III
9	0	f107v	f107v.26	S	B	3	12	12	0	0	5	0	1.000000	7	7	1	0	oraiin sheor qokain cheody qokain otal okaiin olkeeo r ar al oldy	Portion III | feuchter Drogenteil | heiß, Grad II | getrockneter Ansatz | heiß, Grad II | Rohstoffklasse I im Ansatz, kalt am Gradanfang | heiß, Grad III, im Ansatzrahmen | stark erhitzter Drogenauszug | Wurzel | Drogenfraktion I | Rohstoffklasse I | fertiger, abgeseihter Auszug	V13:TARGET_SURFACE_DEFAULT | GDT648:STRICT_WHOLE_COMPLETION | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | GDT656:REVISE_AL_QUALITY_MODEL | V13:TARGET_SURFACE_DEFAULT | GDT663:EXACT_WHOLE:olkeeo | GDT661:R_BODY | GDT654:NEW_EXACT_WHOLE | GDT655:NEW_EXACT_WHOLE | GDT662:EXACT_WHOLE:oldy	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	NONE	NONE	Portion III; feuchter Drogenteil; heiß, Grad II; getrockneter Ansatz; heiß, Grad II; Rohstoff I, leicht gekühlt im Ansatz; Ansatz auf Heizstufe III; stark erhitzter Drogenauszug; Wurzel; Drogenfraktion I; Rohstoff I; fertiger, abgeseihter Auszug
10	1	f108r	f108r.28	S	B	3	5	5	0	0	0	0	1.000000	5	5	1	1	sain arolkeey qoal olkedy okaiin	Saatgut, Typ/Charge II | Drogenfraktion I, vollständig erhitzt | Rohstoffklasse I | erhitzte Drogenbasis, fertig | heiß, Grad III, im Ansatzrahmen	GDT661:EXACT_WHOLE:sain | GDT663:EXACT_WHOLE:arolkeey | GDT656:NEW_EXACT_WHOLE | GDT662:EXACT_WHOLE:olkedy | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	Saatgut, Typ/Charge II; Drogenfraktion I, vollständig erhitzt; Rohstoff I; erhitzte Drogenbasis, fertig; Ansatz auf Heizstufe III
