decision_id	surface	family	card_type	working_default_de	composition	strongest_rival_de	occurrences	lines	pages	reader_exact_occurrences	split_normalized_occurrences	rendering_classes	strength	status
G663-D001	okeeshy	MOIST_PREP	PRODUCTIVE_COMPOUND	heißer, vollständig angefeuchteter Ansatz	O_PREP+K_HOT+EE_END+SH_MOIST+Y_BASE	nur heiß-feuchte Endstufe	2	2	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V40_REPLACEABLE
G663-D002	chokaiin	HOT_DRY	PRODUCTIVE_COMPOUND	Trockenansatz, heiß auf Stufe III	CH_DRY+O_PREP+K_HOT+A+IIN_III	heiße Trockendroge III ohne Ansatz	15	15	14	13	13	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V40_REPLACEABLE
G663-D003	lkain	WOOD	PRODUCTIVE_COMPOUND	Holzdroge, heiß auf Stufe II	L_WOOD+K_HOT+A+IN_II	erwärmte Flüssigkeit, Stufe II	33	32	14	27	27	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V40_REPLACEABLE
G663-D004	kalol	RAW_MATERIAL	PRODUCTIVE_COMPOUND	heißer Rohstoff der ersten Klasse	K_HOT+AL_RAW_I+OL_MATERIAL	bloß heißes Material	2	2	2	0	0	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V40_REPLACEABLE
G663-D005	okarol	FRACTION	PRODUCTIVE_COMPOUND	Ansatzstoff aus heißer Drogenfraktion I	O_PREP+K_HOT+AR_FRACTION_I+OL_MATERIAL	heiße Fraktion I ohne Ansatz	2	2	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V40_REPLACEABLE
G663-D006	qokeeody	HOT_PREP	PRODUCTIVE_COMPOUND	vollständig ausgekochter Ansatz	QO_FRAME+K_HOT+EE_END+O_PREP+DY_FINISHED	vollständig erhitzen	13	12	11	10	10	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V40_REPLACEABLE
G663-D007	alkal	LEARNED_DRUG	LEARNED_WHOLE	Laugensalz / Alkali	LEARNED_ALKALI_WHOLE	Rohstoff I, heiß	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V40_REPLACEABLE
G663-D008	olkeeo	EXTRACT	PRODUCTIVE_COMPOUND	stark erhitzter Drogenauszug	OL_MATERIAL+K_HOT+EE_END+O_EXTRACT	stark erhitzter Drogenstoff	4	4	4	3	3	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V40_REPLACEABLE
G663-D009	arolkeey	FRACTION	PRODUCTIVE_COMPOUND	Drogenfraktion I, vollständig erhitzt	AR_FRACTION_I+OL_MATERIAL+K_HOT+EEY_END	erhitze Fraktion I	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V40_REPLACEABLE
G663-D010	chdar	DRY	PRODUCTIVE_COMPOUND	abgemessene Trockenfraktion I, Anfangsstufe	CH_DRY+D_MEASURE+AR_FRACTION_I	trockener Grad statt gemessener Fraktion	17	17	13	12	12	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V40_REPLACEABLE
G663-D011	sholkeedy	MOIST_PREP	PRODUCTIVE_COMPOUND	feuchte Drogenbasis, vollständig erhitzt	SH_MOIST+OL_BASE+K_HOT+EEDY_FINISHED	heißer Feuchtauszug	2	2	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V40_REPLACEABLE
