source_reading_id	source_entity_id	surface	master_card_id	master_entry	master_kind	master_working_meaning_de	master_score	master_level	link_reason	used_as_automatic_score_credit	score_credit	interpretation
al#1	AR008	al	MC0159	al@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	Rohstoffform I	20	W1_WEAK_WORKING	EXACT_NORMALIZED_SURFACE_ONLY	0	0	NAVIGATION_AND_MANUAL_FAMILY_EVIDENCE_ONLY
al#1	AR008	al	MC0511	al@GDT655_EXACT_WHOLE	EXACT_ZL3B_WHOLE_NEW_EXACT_WHOLE	Rohstoffklasse I	33	W1_WEAK_WORKING	EXACT_NORMALIZED_SURFACE_ONLY	0	0	NAVIGATION_AND_MANUAL_FAMILY_EVIDENCE_ONLY
am#1	AR010	am	MC0165	am@GDT636_REMAINDER	SCOPED_RESIDUAL_BODY_DEFAULT	Maß-/Einheitsform I; am Zeilenende Eintragsabschluss	16	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	EXACT_NORMALIZED_SURFACE_ONLY	0	0	NAVIGATION_AND_MANUAL_FAMILY_EVIDENCE_ONLY
am#1	AR010	am	MC0638	am@GDT661_EXACT_WHOLE	EXACT_WHOLE_SURFACE_CARD	Maßeinheit I	28	W1_WEAK_WORKING	EXACT_NORMALIZED_SURFACE_ONLY	0	0	NAVIGATION_AND_MANUAL_FAMILY_EVIDENCE_ONLY
am#1	AR010	am	MC0653	am@GDT661_AM_BODY	EXACT_WHOLE_RENDERING_CARD	Maßeinheit I	33	W1_WEAK_WORKING	EXACT_NORMALIZED_SURFACE_ONLY	0	0	NAVIGATION_AND_MANUAL_FAMILY_EVIDENCE_ONLY
am#1	AR010	am	MC0654	am@GDT661_AM_LABEL	EXACT_WHOLE_RENDERING_CARD	[Maßeinheit-I-Zeichen]	33	W1_WEAK_WORKING	EXACT_NORMALIZED_SURFACE_ONLY	0	0	NAVIGATION_AND_MANUAL_FAMILY_EVIDENCE_ONLY
am#1	AR010	am	MC0655	am@GDT661_AM_TERMINAL	EXACT_WHOLE_RENDERING_CARD	Maßeinheit I.	33	W1_WEAK_WORKING	EXACT_NORMALIZED_SURFACE_ONLY	0	0	NAVIGATION_AND_MANUAL_FAMILY_EVIDENCE_ONLY
arl#1	AR013	arl	MC1565	arl@GDT666_DEFAULT	CONTEXT_SCOPED_SHORT_FORM	erste Holzdrogenfraktion	26	W1_WEAK_WORKING	EXACT_NORMALIZED_SURFACE_ONLY	0	0	NAVIGATION_AND_MANUAL_FAMILY_EVIDENCE_ONLY
chal#1	AR016	chal	MC0530	chal@GDT656_EXACT_WHOLE	EXACT_ZL3B_WHOLE_NEW_EXACT_WHOLE	Rohstoffklasse I, trocken am Gradanfang	41	W2_PROVISIONAL_WORKING	EXACT_NORMALIZED_SURFACE_ONLY	0	0	NAVIGATION_AND_MANUAL_FAMILY_EVIDENCE_ONLY
char#1	AR017	char	MC0834	char@GDT663_DEFAULT	PRODUCTIVE_COMPOUND	Trockenfraktion I	41	W2_PROVISIONAL_WORKING	EXACT_NORMALIZED_SURFACE_ONLY	0	0	NAVIGATION_AND_MANUAL_FAMILY_EVIDENCE_ONLY
