folios,discovery_folios,held_folios,arrays_per_folio,cells_per_array,total_cells,effect,beta,direction_mode,trials,selected_true_rate,any_pass_rate,successful_detection_rate,wrong_predicate_pass_rate,both_held_positive_rate,median_raw_gain_bits,median_selector_paid_gain_bits,paid_gain_q10,paid_gain_q90
4,2,2,1,6,24,NULL,0.0,STABLE,256,0.0078125,0.0,0.0,0.0,0.0546875,-5.416525510738138,-11.756375513622762,-16.574874732976188,-6.071474445526152
4,2,2,1,6,24,WEAK,0.5,STABLE,256,0.015625,0.0,0.0,0.0,0.0234375,-5.476517765526746,-11.81636776841137,-16.957906297880584,-7.041020804120488
4,2,2,1,6,24,WEAK,0.5,REVERSING,256,0.01171875,0.0,0.0,0.0,0.04296875,-5.410411636462827,-11.750261639347451,-16.574874732976184,-6.398802287321576
4,2,2,1,6,24,MEDIUM,0.9,STABLE,256,0.05078125,0.0,0.0,0.0,0.04296875,-5.069909954694287,-11.409759957578911,-16.803641871189537,-6.191458955103367
4,2,2,1,6,24,MEDIUM,0.9,REVERSING,256,0.01953125,0.0,0.0,0.0,0.02734375,-5.1765564915837095,-11.516406494468333,-16.680807425665755,-6.272752862741475
4,2,2,1,6,24,STRONG,1.3,STABLE,256,0.10546875,0.015625,0.015625,0.0,0.08203125,-4.388244994925662,-10.728094997810286,-16.983618635555356,-5.506761537833297
4,2,2,1,6,24,STRONG,1.3,REVERSING,256,0.03515625,0.0,0.0,0.0,0.04296875,-5.895724753329649,-12.235574756214273,-17.017898552669195,-6.232105908922421
4,2,2,1,9,36,NULL,0.0,STABLE,256,0.015625,0.00390625,0.0,0.00390625,0.03515625,-6.069063756994213,-12.408913759878837,-18.985872170550312,-6.7613667890459865
4,2,2,1,9,36,WEAK,0.5,STABLE,256,0.03125,0.0,0.0,0.0,0.02734375,-5.459828829169785,-11.79967883205441,-18.51579402413851,-6.893072172708243
4,2,2,1,9,36,WEAK,0.5,REVERSING,256,0.01171875,0.0,0.0,0.0,0.03125,-5.764215419859086,-12.104065422743712,-18.324510932061898,-7.1106759762977205
