page	panel_id	record_id	locus	position	word	before	after	changes_edge	participant_count_before	participant_count_after
f77r	F77_TOP_ARCH	F77_P1	f77r.11	7	qokeedy	0	1	True	2	2
f77r	F77_TOP_ARCH	F77_P1	f77r.13	1	qokeedy	1	1	False	2	2
f77r	F77_TOP_ARCH	F77_P1	f77r.13	8	qokedy	1	0	True	2	2
f77r	F77_TOP_ARCH	F77_P1	f77r.14	7	qokeedy	0	1	True	2	2
f77r	F77_TOP_ARCH	F77_P1	f77r.15	1	qokeedy	1	1	False	2	2
f77r	F77_TOP_ARCH	F77_P1	f77r.16	7	qokeedy	1	1	False	2	2
f77r	F77_TOP_ARCH	F77_P1	f77r.17	3	qokedy	1	0	True	2	2
f77r	F77_TOP_ARCH	F77_P1	f77r.17	8	qokeedy	0	1	True	2	2
f77r	F77_TOP_ARCH	F77_P1	f77r.19	1	qokeedy	1	1	False	2	2
f77r	F77_TOP_ARCH	F77_P1	f77r.19	4	qokeedy	1	1	False	2	2
f77r	F77_TOP_ARCH	F77_P1	f77r.19	5	qokeedy	1	1	False	2	2
f77r	F77_TOP_ARCH	F77_P1	f77r.20	3	qokeedy	1	1	False	2	2
f77r	F77_TOP_ARCH	F77_P1	f77r.21	3	qokeedy	1	1	False	2	2
f77r	F77_TOP_ARCH	F77_P1	f77r.21	4	qokedy	1	0	True	2	2
f77r	F77_TOP_ARCH	F77_P1	f77r.23	6	qokeedy	0	1	True	2	2
f77r	F77_MIDDLE_BODY	F77_P2	f77r.26	2	qokeedy	0	1	True	2	2
f77r	F77_MIDDLE_BODY	F77_P2	f77r.27	5	qokeedy	1	1	False	2	2
f77r	F77_MIDDLE_BODY	F77_P2	f77r.29	3	qokeedy	1	1	False	2	2
f77r	F77_MIDDLE_BODY	F77_P2	f77r.29	4	qokeedy	1	1	False	2	2
f77r	F77_MIDDLE_BODY	F77_P2	f77r.36	6	qokeedy	1	1	False	2	2
f77r	F77_LOWER_VESSEL	F77_P3	f77r.42	1	qokeedy	0	1	True	2	2
f77r	F77_LOWER_VESSEL	F77_P3	f77r.42	3	qokeedy	1	1	False	2	2
f77r	F77_LOWER_VESSEL	F77_P3	f77r.42	4	qokeedy	1	1	False	2	2
f82r	F82_TOP_COUPLED	F82_P1	f82r.2	5	qokeedy	0	1	True	2	2
f82r	F82_TOP_COUPLED	F82_P1	f82r.5	3	qokeedy	1	1	False	2	2
f82r	F82_TOP_COUPLED	F82_P1	f82r.8	3	qokedy	1	0	True	2	2
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.11	2	qokedy	0	0	False	2	2
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.13	3	qokeedy	0	1	True	2	2
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.15	3	qokedy	1	0	True	2	2
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.15	4	qokeedy	0	1	True	2	2
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.16	1	qokeedy	1	1	False	2	2
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.16	3	qokeedy	1	1	False	2	2
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.17	5	qokedy	1	0	True	2	2
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.17	7	qokeedy	0	1	True	2	2
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.19	4	qokeedy	1	1	False	2	2
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.20	2	qokedy	0	0	False	2	2
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.24	1	qokeedy	0	1	True	2	2
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.26	2	qokeedy	1	1	False	2	2
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.27	4	qokeedy	1	1	False	2	2
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.27	7	qokeedy	1	1	False	2	2
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.28	3	qokeedy	1	1	False	2	2
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.29	4	qokeedy	1	1	False	2	2
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.30	8	qokeedy	1	1	False	2	2
f83r	F83_UPPER_SPRAY	F83_P1	f83r.4	3	qokedy	0	0	False	2	2
f83r	F83_UPPER_SPRAY	F83_P1	f83r.6	7	qokeedy	0	1	True	2	2
f83r	F83_UPPER_SPRAY	F83_P1	f83r.7	8	qokedy	1	0	True	2	2
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.9	3	qokedy	0	0	False	2	2
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.11	6	qokedy	0	0	False	2	2
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.12	8	qokedy	0	0	False	2	2
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.13	7	qokedy	0	0	False	2	2
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.14	2	qokeedy	0	1	True	2	2
f83r	F83_LOWER_DRIP	F83_P3	f83r.20	4	qokedy	0	0	False	2	2
f83r	F83_LOWER_DRIP	F83_P3	f83r.20	7	qokedy	0	0	False	2	2
f83r	F83_LOWER_DRIP	F83_P3	f83r.21	2	qokedy	0	0	False	2	2
f83r	F83_LOWER_DRIP	F83_P3	f83r.21	8	qokedy	0	0	False	2	2
f83r	F83_LOWER_DRIP	F83_P3	f83r.22	3	qokeedy	0	1	True	2	2
f83r	F83_LOWER_DRIP	F83_P3	f83r.23	5	qokedy	1	0	True	2	2
f83r	F83_LOWER_COUPLED	F83_P4	f83r.25	1	qokeedy	0	1	True	2	2
f83r	F83_LOWER_COUPLED	F83_P4	f83r.25	4	qokedy	1	0	True	2	2
f83r	F83_LOWER_COUPLED	F83_P4	f83r.27	3	qokeedy	0	1	True	2	2
f83r	F83_LOWER_COUPLED	F83_P4	f83r.28	4	qokedy	1	0	True	2	2
f83r	F83_LOWER_COUPLED	F83_P4	f83r.30	3	qokeedy	0	1	True	2	2
