page	panel_id	record_id	locus	position	word	reading	status
f77r	F77_TOP_ARCH	F77_P1	f77r.9	1	poldarais	⟦poldarais⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	2	ol	⟦ol⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	3	qokol	⟦qokol⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	4	chey	⟦chey⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	5	qopchedy	⟦qopchedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	6	qopchedy	⟦qopchedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	7	dylches	⟦dylches⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	8	olkedy	⟦olkedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.9	9	loly	⟦loly⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	1	tolchd	⟦tolchd⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	2	ar	⟦ar⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	3	shey	⟦shey⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	4	qotaiin	⟦qotaiin⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	5	qotedy	⟦qotedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	6	qokol	⟦qokol⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	7	chdy	⟦chdy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	8	qokain	⟦qokain⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	9	chetey	⟦chetey⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.10	10	sal	⟦sal⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	1	qoteedy	⟦qoteedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	2	qokaiin	⟦qokaiin⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	3	shedy	⟦shedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	4	chol	⟦chol⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	5	shedy	⟦shedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	6	shcthey	⟦shcthey⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	7	qokeedy	stelle Verbindung A–B her	HYPOTHESIS_ONLY
f77r	F77_TOP_ARCH	F77_P1	f77r.11	8	oteedy	⟦oteedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.11	9	cham	⟦cham⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.12	1	solteedy	⟦solteedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.12	2	qoteedy	⟦qoteedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.12	3	qodeedy	⟦qodeedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.12	4	chedaiin	⟦chedaiin⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.12	5	chedy	⟦chedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.12	6	shedaiin	⟦shedaiin⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.12	7	shealol	⟦shealol⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.12	8	ched	⟦ched⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.13	1	qokeedy	stelle Verbindung A–B her	HYPOTHESIS_ONLY
f77r	F77_TOP_ARCH	F77_P1	f77r.13	2	qol	⟦qol⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.13	3	sheedy	⟦sheedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.13	4	shol	⟦shol⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.13	5	tedy	⟦tedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.13	6	chedy	⟦chedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.13	7	lsheedy	⟦lsheedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.13	8	qokedy	löse Verbindung A–B	HYPOTHESIS_ONLY
f77r	F77_TOP_ARCH	F77_P1	f77r.13	9	qolal	⟦qolal⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.13	10	chedy	⟦chedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.14	1	sokcheey	⟦sokcheey⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.14	2	sain	⟦sain⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.14	3	sheeol	⟦sheeol⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.14	4	qoteedy	⟦qoteedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.14	5	qokaiin	⟦qokaiin⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.14	6	shedy	⟦shedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.14	7	qokeedy	stelle Verbindung A–B her	HYPOTHESIS_ONLY
f77r	F77_TOP_ARCH	F77_P1	f77r.14	8	qotedy	⟦qotedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.15	1	qokeedy	stelle Verbindung A–B her	HYPOTHESIS_ONLY
f77r	F77_TOP_ARCH	F77_P1	f77r.15	2	shedy	⟦shedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.15	3	qotol	⟦qotol⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.15	4	shedy	⟦shedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.15	5	qokaiin	⟦qokaiin⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.15	6	sheety	⟦sheety⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.15	7	qokeed	⟦qokeed⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.15	8	y	⟦y⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.15	9	lchedy	⟦lchedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.15	10	lol	⟦lol⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.16	1	sshedy	⟦sshedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.16	2	qotaiin	⟦qotaiin⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.16	3	chedy	⟦chedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.16	4	qokaiin	⟦qokaiin⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.16	5	shedy	⟦shedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.16	6	qolcheedy	⟦qolcheedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.16	7	qokeedy	stelle Verbindung A–B her	HYPOTHESIS_ONLY
f77r	F77_TOP_ARCH	F77_P1	f77r.16	8	lol	⟦lol⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	1	qoteedy	⟦qoteedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	2	qoteedy	⟦qoteedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	3	qokedy	löse Verbindung A–B	HYPOTHESIS_ONLY
f77r	F77_TOP_ARCH	F77_P1	f77r.17	4	sheed	⟦sheed⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	5	qeey	⟦qeey⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	6	saiin	⟦saiin⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	7	sheety	⟦sheety⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	8	qokeedy	stelle Verbindung A–B her	HYPOTHESIS_ONLY
f77r	F77_TOP_ARCH	F77_P1	f77r.17	9	lol	⟦lol⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	1	daiin	⟦daiin⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	2	cheedy	⟦cheedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	3	lshey	⟦lshey⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	4	qo	⟦qo⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	5	l	⟦l⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	6	or	⟦or⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	7	chees	⟦chees⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	8	sheckhedy	⟦sheckhedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	9	qol	⟦qol⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	10	cheedy	⟦cheedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	11	qotaiin	⟦qotaiin⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	1	qokeedy	stelle Verbindung A–B her	HYPOTHESIS_ONLY
f77r	F77_TOP_ARCH	F77_P1	f77r.19	2	lchey	⟦lchey⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	3	lsheey	⟦lsheey⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	4	qokeedy	stelle Verbindung A–B her	HYPOTHESIS_ONLY
f77r	F77_TOP_ARCH	F77_P1	f77r.19	5	qokeedy	stelle Verbindung A–B her	HYPOTHESIS_ONLY
f77r	F77_TOP_ARCH	F77_P1	f77r.19	6	qokar	⟦qokar⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	7	qokeey	⟦qokeey⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	8	laiin	⟦laiin⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	9	chey	⟦chey⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	1	qotain	⟦qotain⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	2	sheal	⟦sheal⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	3	qokeedy	stelle Verbindung A–B her	HYPOTHESIS_ONLY
f77r	F77_TOP_ARCH	F77_P1	f77r.20	4	qoteey	⟦qoteey⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	5	qokain	⟦qokain⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	6	sheey	⟦sheey⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	7	qotedy	⟦qotedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	8	dalchedy	⟦dalchedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	1	chedaiin	⟦chedaiin⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	2	shedy	⟦shedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	3	qokeedy	stelle Verbindung A–B her	HYPOTHESIS_ONLY
f77r	F77_TOP_ARCH	F77_P1	f77r.21	4	qokedy	löse Verbindung A–B	HYPOTHESIS_ONLY
f77r	F77_TOP_ARCH	F77_P1	f77r.21	5	qokeey	⟦qokeey⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	6	chedy	⟦chedy⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	7	shear	⟦shear⟧	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	8	olaiiny	⟦olaiiny⟧	OPEN
