frame_id	frame_name_de	radius	direction	anchor_source	anchor_surfaces_or_rule	count_unit	minimum_distinct_pages_total	ablate_strongest_locus	minimum_remaining_support_pages	reader_exact_required	target_and_form_family_donors_blocked	evidence_must_be_target_excluding	description_de	positive_for_roles	negative_for_roles	identity_uses	eva_latin_credit	substring_export_credit	confirmed_plaintext
F01_AMOUNT_DIRECT	unmittelbare Mengenformel	1	BOTH	GDT759_GDT760_GDT764_EXACT_AMOUNT_CONSTRUCTIONS	TARGET adjacent to exact s/or/ar plus ain/aiin/aiiin construction or exact fused san/sain/saiin/saiiin/orain/oraiin/araiin	DISTINCT_TARGET_OCCURRENCE_AND_PAGE	2	1	1	1	1	1	Target besetzt unmittelbar die Inhaltsseite einer bereits beobachteten Ganzwort-Mengenformel; Drachme bleibt gegen gleiche Teile und Unze offen	R01_NOMINAL_SUBSTANCE_PREPARATION|R03_PRODUCT_RESULT	R02_PROCESS_OPERATION	OIL|WATER|WINE|VINEGAR|POWDER|FILTERED_PRODUCT	0	0	0
F02_VALUE_DIRECT	unmittelbares Wertfeld	1	BOTH	GDT759_GDT763_GDT764_VALUE_FIELDS	TARGET adjacent to exact ain/aiin/aiiin/daiin only when the neighboring complete whole bounds the value axis	DISTINCT_TARGET_OCCURRENCE_AND_PAGE	2	1	1	1	1	1	Wertnähe zählt nur in einem begrenzten Feld und nicht als freie Zahlenbedeutung	R01_NOMINAL_SUBSTANCE_PREPARATION|R03_PRODUCT_RESULT|R04_BOUND_RECORD_FIELD	R02_PROCESS_OPERATION	MEASURED_SUBSTANCE|PRODUCT|DRY_FORM_FIELD	0	0	0
F03_DRY_R2	unabhängiger Trockenrahmen	2	BOTH	GDT759_GDT761_GDT762_CLEAN_DRY_WHOLES	cheo|cheor|chol or another currently licensed complete dry whole; exclude target, target family and quarantined composed patients	DISTINCT_TARGET_OCCURRENCE_AND_PAGE	2	1	1	1	1	1	Mindestens ein unabhängiges vollständiges Trockenwort liegt innerhalb Radius zwei	R01_NOMINAL_SUBSTANCE_PREPARATION|R03_PRODUCT_RESULT|R04_BOUND_RECORD_FIELD	NONE	POWDER|DRY_DRUG|POST_SOAK_RESIDUE	0	0	0
F04_MOIST_R2	unabhängiger Feucht- oder Einweichrahmen	2	BOTH	GDT761_GDT762_CLEAN_MOIST_WHOLES	sheo|sheor|sho|sheol or another currently licensed complete moist whole; donor-family ablation mandatory	DISTINCT_TARGET_OCCURRENCE_AND_PAGE	2	1	1	1	1	1	Mindestens ein unabhängiges vollständiges Feucht- oder Einweichfeld liegt innerhalb Radius zwei; bloße SH-Formnähe zählt nicht	R01_NOMINAL_SUBSTANCE_PREPARATION|R02_PROCESS_OPERATION|R03_PRODUCT_RESULT	NONE	WATER|WINE|VINEGAR|SOAK_PROCESS|MACERATE|POST_SOAK_RESIDUE	0	0	0
F05_PROCESS_SLOT_FINAL	gerichteter Vorgangsslot	2	LEFT_PATIENT_TO_TARGET	CURRENT_CLEAN_COMPLETE_WHOLE_ROLE_DECK_PLUS_EXACT_VALUE_FIELDS	independent nominal substance, preparation, or licensed amount/value field within left radius two and TARGET line-final or immediately before an independent close field; TARGET has no own value cell	DISTINCT_DIRECTIONAL_FRAME_AND_PAGE	2	1	1	1	1	1	Target folgt gerichtet auf einen Stoff-, Zubereitungs- oder Dosisrahmen und trägt Prozess- oder Endgeometrie; dies erfasst auch rezeptfinales Mischen nach einer Mengenliste	R02_PROCESS_OPERATION	R04_BOUND_RECORD_FIELD	MIX_PROCESS|SOAK_PROCESS|STRAIN_PROCESS	0	0	0
F06_TARGET_BEFORE_PROCESS	Target als Patient vor Vorgang	3	TARGET_TO_RIGHT_PROCESS	GDT763_GDT764_CLEAN_PROCESS_WHOLES	TARGET followed within radius three by independent complete process or close whole; oly may enter only as a whole-form control, never through ol plus y	DISTINCT_DIRECTIONAL_FRAME_AND_PAGE	2	1	1	1	1	1	Target ist nominaler Patient oder Ausgangsstoff vor einem unabhängig lizenzierten Vorgang	R01_NOMINAL_SUBSTANCE_PREPARATION|R03_PRODUCT_RESULT	R04_BOUND_RECORD_FIELD	OIL|FILTERABLE_LIQUID|FILTERED_PRODUCT|POST_SOAK_RESIDUE	0	0	0
F07_LINE_FINAL_OR_CLOSE	End- oder Abschlussgeometrie	1	RIGHT	GDT733_GDT734_STRUCTURAL_LINE_GEOMETRY	TARGET is line-final or immediately precedes an independent complete CLOSE whole	DISTINCT_TARGET_OCCURRENCE_AND_PAGE	2	1	1	1	1	1	Reine Positionsevidenz; kann Vorgang oder Produkt stützen, aber niemals allein eine konkrete Operation benennen	R02_PROCESS_OPERATION|R03_PRODUCT_RESULT	R04_BOUND_RECORD_FIELD	STRAIN_PROCESS|SOAK_PROCESS|TERMINAL_PRODUCT	0	0	0
F08_HOT_R2	unabhängiger Hitzrahmen	2	BOTH	CURRENT_CLEAN_COMPLETE_WHOLE_QUALITY_DECK	independent complete HOT whole within radius two; q/base or productive-component inference alone forbidden	DISTINCT_TARGET_OCCURRENCE_AND_PAGE	2	1	1	1	1	1	Vollständige Zielwort-freie Hitzebindung innerhalb Radius zwei	R01_NOMINAL_SUBSTANCE_PREPARATION|R03_PRODUCT_RESULT	NONE	OIL|HEATED_PREPARATION	0	0	0
F09_COLD_R2	unabhängiger Kälterahmen	2	BOTH	CURRENT_CLEAN_COMPLETE_WHOLE_QUALITY_DECK	independent complete COLD whole within radius two; old o/t component prose forbidden	DISTINCT_TARGET_OCCURRENCE_AND_PAGE	2	1	1	1	1	1	Vollständige Zielwort-freie Kältebindung innerhalb Radius zwei	R01_NOMINAL_SUBSTANCE_PREPARATION|R04_BOUND_RECORD_FIELD	NONE	WATER|COLD_MEDIUM|COLD_FRACTION	0	0	0
F10_PART_OR_CONTENT_R2	Pflanzenteil- oder Inhaltskontakt	2	BOTH	GDT759_GDT768_COMPLETE_WHOLE_CONTENT_CONTROLS	cthy|chor|shor as complete wholes with only their portable part roles; flower-fruit direction ignored	DISTINCT_TARGET_OCCURRENCE_AND_PAGE	2	1	1	1	1	1	Target steht bei einem unabhängigen Pflanzenteil- oder Inhaltskopf; konkrete Blüte-, Frucht- oder Blattidentität wird nicht importiert	R01_NOMINAL_SUBSTANCE_PREPARATION|R03_PRODUCT_RESULT	NONE	WINE|VINEGAR|SOAK_MEDIUM|PLANT_EXTRACT	0	0	0
F11_H1_BOUNDED_VALUE	H1-gebundenes X-daiin-Feld	2	RIGHT	GDT763_GDT764_H1_X_DAIIN_GRAMMAR	TARGET is H1 before complete X plus daiin or TARGET is the bounded X immediately before daiin in an H1 record	DISTINCT_BOUNDED_FIELD_AND_PAGE	2	1	1	1	1	1	RECORD := H1 FIELD+ und FIELD := X daiin; das vollständige X begrenzt die Achse, ohne eine Substanz zu benennen	R04_BOUND_RECORD_FIELD	R02_PROCESS_OPERATION	DRY_FORM_FIELD|MEASURED_FIELD	0	0	0
F12_PARALLEL_VALUE_CELL	parallele Wertzelle	LINE	BOTH	GDT764_COMPLETE_PARALLEL_FIELDS	two reader-exact complete X plus daiin cells on the same physical line; target and donor identities removed before comparison	DISTINCT_PARALLEL_CELL_AND_PAGE	2	1	1	1	1	1	Parallele nominale Wertzellen stützen Recordsyntax und widersprechen einem ungestützten Imperativ	R04_BOUND_RECORD_FIELD	R02_PROCESS_OPERATION	BOUND_RECORD_FIELD|MEASURED_PRODUCT	0	0	0
F13_SECOND_PAGE_AFTER_ABLATION	Zweitseite nach stärkstem-Locus-Ausschluss	META	NONE	GDT769_INTERNAL	remove the single locus with the strongest candidate-specific support; require the same necessary two-axis signature on at least one other page	DISTINCT_PAGE	2	1	1	1	1	1	Gemeinsamer kleinster Falsifikator für jede konkrete Identitätskarte; ein Einzelbeleg kann keinen Default befördern	R01_NOMINAL_SUBSTANCE_PREPARATION|R02_PROCESS_OPERATION|R03_PRODUCT_RESULT|R04_BOUND_RECORD_FIELD	NONE	ALL_CONCRETE_IDENTITY_CARDS	0	0	0
F14_MEDIAL_TWO_SIDED_LINKER	mediale zweiseitige Scharnierposition	LINE	BOTH	GDT625_GEOMETRY_PLUS_GDT769_CLEAN_DONORS	TARGET is medial with at least one eligible complete donor on both sides, while TARGET itself is not the bounded X in an exact value or H1 value cell	DISTINCT_TARGET_OCCURRENCE_AND_PAGE	2	1	1	1	1	1	Notwendige, aber ausdrücklich nicht hinreichende Verbindergeometrie: sie ist bei ol, ckhy und otar ähnlich häufig und darf nur zusammen mit einer unabhängigen Übergangs- oder Mengenrelationsachse zählen	R05_SEQUENCE_FIELD_LINKER	NONE	THEN|AFTERWARD|FIELD_LINKER	0	0	0
F15_STATE_TRANSITION_BRIDGE	Zustandsübergangsbrücke	LINE	LEFT_STATE_TO_RIGHT_STATE	GDT625_EXACT_STATE_PAIRS_PLUS_CURRENT_CLEAN_STATE_DONORS	TARGET lies between independent left and right complete state-bearing donors on one physical line; preserve dry-to-moist, moist-to-dry, hot-to-cold, cold-to-hot, and same-state directions separately	DISTINCT_DIRECTIONAL_FRAME_AND_PAGE	2	1	1	1	1	1	Prüft die alte otar-Spur als separates Wort zwischen Zuständen: gemischte Richtungen können einen allgemeinen Folgeschalter stützen, während bis oder ein konkreter Prozess eine eigene konsistente Zielrichtung brauchen	R05_SEQUENCE_FIELD_LINKER|R02_PROCESS_OPERATION	R01_NOMINAL_SUBSTANCE_PREPARATION	THEN|UNTIL|DRY_PROCESS|SOAK_PROCESS	0	0	0
F16_RELATIONAL_AMOUNT_ORDER	relationaler Mengen- oder Feldanschluss	1	BOTH	GDT759_GDT760_GDT764_EXACT_AMOUNT_CONSTRUCTIONS	TARGET immediately precedes or follows a licensed exact amount construction; preserve TARGET-to-AMOUNT and AMOUNT-to-TARGET orientations and whether another complete field continues on the opposite side	DISTINCT_DIRECTIONAL_FRAME_AND_PAGE	2	1	1	1	1	1	Unterscheidet einen mengenfähigen Stoffkopf von einem Relationswort: die Mengenformel bleibt ein selbständiges Nachbarfeld und ihre Orientierung wird sichtbar; bloße Häufigkeit oder bloße Wiederholung des Targets zählt nicht	R05_SEQUENCE_FIELD_LINKER	NONE	FIELD_RELATOR|THEN|AFTERWARD	0	0	0
