line_rank	locus	line_class	ordinal	surface	reader_exact	portable_de	concrete_default_de	primary_rival_de	secondary_rival_de	evidence_source	evidence_de	counterevidence_de	confidence	target_flag	replaceable	confirmed_lexeme	component_export_credit	line_working_reader_de	line_finding_de
1	f105r.24	BOUNDED_QUALITY_VALUE_RECORD	1	pcheor	1	linieninitialer Trocken-, Teil- oder Recordkopf; Referent offen	Trockenposten	Rezept- oder Recordkopf	getrocknete Droge	GDT763_H1_199_OCCURRENCE_SEQUENCE_ATLAS	Reader-exakter H1-/Recordöffner vor einer dichten Folge aus Wert-, Zustands- und Formfeldern.	Der ältere trockene Teil-/Portionsträger ist held provenance und keine identifizierte Droge.	C1_ROLE__C0_IDENTITY	0	1	0	0	Trockenposten; Wert II; Kompositum in Endlage; starke Erhitzungs-Endstufe; Recordposten III; Anteil mit Wert IV; Zubereitungsposten II; Feuchtzubereitung; gebundenes Zubereitungs-/Form-II-Feld; Rohstoffposten I mit Wert III; Maß I.	pcheey steht nach der Feuchtzubereitung und vor dem vollständig begrenzten dal-daiin-Wertfeld; das stützt ein gebundenes Zubereitungs-/Formfeld, während Paste, Salben- oder Mischform als konkrete Identität offenbleibt.
1	f105r.24	BOUNDED_QUALITY_VALUE_RECORD	2	ain	1	geschriebenes Wertfeld II; Achse offen	Wert II	zwei Einheiten	Klasse II	GDT730_V99R4_COMPLETE_WORD_CONFIDENCE	106 exakte ZL3b-Vorkommen tragen die Wertstufe-II-Arbeitshypothese; hier liegt ain in einer Recordfolge.	Menge, Klasse, Grad und Ordinalwert sind nicht getrennt; keine historische Einheit ist identifiziert.	C2_VALUE_ROLE__C0_AXIS	0	1	0	0	Trockenposten; Wert II; Kompositum in Endlage; starke Erhitzungs-Endstufe; Recordposten III; Anteil mit Wert IV; Zubereitungsposten II; Feuchtzubereitung; gebundenes Zubereitungs-/Form-II-Feld; Rohstoffposten I mit Wert III; Maß I.	pcheey steht nach der Feuchtzubereitung und vor dem vollständig begrenzten dal-daiin-Wertfeld; das stützt ein gebundenes Zubereitungs-/Formfeld, während Paste, Salben- oder Mischform als konkrete Identität offenbleibt.
1	f105r.24	BOUNDED_QUALITY_VALUE_RECORD	3	ckheey	1	Zubereitungs- oder Kompositumfeld mit Endlagenbezug	Kompositum in Endlage	fertige Mischung	Abschlussgrad eines Präparats	GDT734_COMPLETE_WORD__GDT763_LOCAL_SEQUENCE	Acht exakte Ganzwortvorkommen tragen einen nominalen CKH-Zubereitungskopf; hier ist die Position reader-exakt.	Kompositum ist eine gelernte Ganzworthypothese; Medium und konkrete Rezeptur fehlen.	C1_PREPARATION_ROLE__C0_IDENTITY	0	1	0	0	Trockenposten; Wert II; Kompositum in Endlage; starke Erhitzungs-Endstufe; Recordposten III; Anteil mit Wert IV; Zubereitungsposten II; Feuchtzubereitung; gebundenes Zubereitungs-/Form-II-Feld; Rohstoffposten I mit Wert III; Maß I.	pcheey steht nach der Feuchtzubereitung und vor dem vollständig begrenzten dal-daiin-Wertfeld; das stützt ein gebundenes Zubereitungs-/Formfeld, während Paste, Salben- oder Mischform als konkrete Identität offenbleibt.
1	f105r.24	BOUNDED_QUALITY_VALUE_RECORD	4	okeeey	1	starkes Hitze- oder Endstufenfeld; Träger offen	starke Erhitzungs-Endstufe	erhitzte Zubereitung	allgemeiner Endzustand	GDT763_H1_199_OCCURRENCE_SEQUENCE_ATLAS	Der reader-exakte vollständige Slot wird dort als stark erhitzt plus Endstufe geführt und steht zwischen Kompositum und H1-Recordposten.	Die Zustandskarte ist familiengestützt; weder Handlung noch Stoffidentität ist bestätigt.	C1_STATE_CELL	0	1	0	0	Trockenposten; Wert II; Kompositum in Endlage; starke Erhitzungs-Endstufe; Recordposten III; Anteil mit Wert IV; Zubereitungsposten II; Feuchtzubereitung; gebundenes Zubereitungs-/Form-II-Feld; Rohstoffposten I mit Wert III; Maß I.	pcheey steht nach der Feuchtzubereitung und vor dem vollständig begrenzten dal-daiin-Wertfeld; das stützt ein gebundenes Zubereitungs-/Formfeld, während Paste, Salben- oder Mischform als konkrete Identität offenbleibt.
1	f105r.24	BOUNDED_QUALITY_VALUE_RECORD	5	paiin	1	H1-Recordposten mit Stufe oder Ordinal III; Inhalt offen	Recordposten III	dritte Charge	Pulvercharge III	GDT763_H1_199_OCCURRENCE_SEQUENCE_ATLAS	Die neuere H1-Reparatur behandelt paiin hier als Ganzform in einem Ordinalstufe-III-Feld, nicht als aus p abgeleitetes Pulver.	Nur sieben exakte ältere Vorkommen; Recordrolle gegen Inhaltsnomen bleibt offen.	C1_RECORD_ROLE__C0_IDENTITY	0	1	0	0	Trockenposten; Wert II; Kompositum in Endlage; starke Erhitzungs-Endstufe; Recordposten III; Anteil mit Wert IV; Zubereitungsposten II; Feuchtzubereitung; gebundenes Zubereitungs-/Form-II-Feld; Rohstoffposten I mit Wert III; Maß I.	pcheey steht nach der Feuchtzubereitung und vor dem vollständig begrenzten dal-daiin-Wertfeld; das stützt ein gebundenes Zubereitungs-/Formfeld, während Paste, Salben- oder Mischform als konkrete Identität offenbleibt.
1	f105r.24	BOUNDED_QUALITY_VALUE_RECORD	6	ar	1	Anteil-, Portions- oder Verhältnisfeld	Anteil	Portion	Verhältnisglied	GDT759_EXACT_122_CONSTRUCTION_SPAN_ATLAS	Das exakte ar-aiiin-Paar ist sechsmal als Anteil plus Wert IV beobachtet; ar besitzt zudem wiederholte Wertfolger.	Konkrete Einheit und Referent des Anteils bleiben offen.	C2_AMOUNT_ROLE__C0_UNIT	0	1	0	0	Trockenposten; Wert II; Kompositum in Endlage; starke Erhitzungs-Endstufe; Recordposten III; Anteil mit Wert IV; Zubereitungsposten II; Feuchtzubereitung; gebundenes Zubereitungs-/Form-II-Feld; Rohstoffposten I mit Wert III; Maß I.	pcheey steht nach der Feuchtzubereitung und vor dem vollständig begrenzten dal-daiin-Wertfeld; das stützt ein gebundenes Zubereitungs-/Formfeld, während Paste, Salben- oder Mischform als konkrete Identität offenbleibt.
1	f105r.24	BOUNDED_QUALITY_VALUE_RECORD	7	aiiin	1	geschriebenes Wertfeld IV; Achse offen	Wert IV	vier Einheiten	Klasse IV	GDT759_EXACT_122_CONSTRUCTION_SPAN_ATLAS	Hier schließt aiiin die sechsmal beobachtete exakte ar-aiiin-Konstruktion ab.	Wert IV ist keine bestätigte Zahl oder historische Maßeinheit außerhalb des gebundenen Spans.	C2_BOUND_VALUE__C0_AXIS	0	1	0	0	Trockenposten; Wert II; Kompositum in Endlage; starke Erhitzungs-Endstufe; Recordposten III; Anteil mit Wert IV; Zubereitungsposten II; Feuchtzubereitung; gebundenes Zubereitungs-/Form-II-Feld; Rohstoffposten I mit Wert III; Maß I.	pcheey steht nach der Feuchtzubereitung und vor dem vollständig begrenzten dal-daiin-Wertfeld; das stützt ein gebundenes Zubereitungs-/Formfeld, während Paste, Salben- oder Mischform als konkrete Identität offenbleibt.
1	f105r.24	BOUNDED_QUALITY_VALUE_RECORD	8	chpaiikey	1	medialer Zubereitungs- oder Recordposten; genaue Funktion offen	Zubereitungsposten II	Mengenposten	benannter Arzneistoff	GDT763_H1_199_OCCURRENCE_SEQUENCE_ATLAS__LOCAL_SLOT	Reader-exakter Slot zwischen der vollständigen ar-aiiin-Mengenformel und dem sheo-pcheey-Formblock.	Kein unabhängiger Ganzwortanker; Stufe II ist ein bewusst ersetzbarer Feldwert und kein Teilstringexport.	C0_LOCAL_RECORD_DEFAULT	0	1	0	0	Trockenposten; Wert II; Kompositum in Endlage; starke Erhitzungs-Endstufe; Recordposten III; Anteil mit Wert IV; Zubereitungsposten II; Feuchtzubereitung; gebundenes Zubereitungs-/Form-II-Feld; Rohstoffposten I mit Wert III; Maß I.	pcheey steht nach der Feuchtzubereitung und vor dem vollständig begrenzten dal-daiin-Wertfeld; das stützt ein gebundenes Zubereitungs-/Formfeld, während Paste, Salben- oder Mischform als konkrete Identität offenbleibt.
1	f105r.24	BOUNDED_QUALITY_VALUE_RECORD	9	sheo	1	feuchte Zubereitungsform; Medium offen	Feuchtzubereitung	Mazerat	feuchter Ansatz	GDT760_CONTENT_ANCHOR_35__GDT761_FIVE_WHOLE_REVISION	28 reader-exakte Vorkommen und ein unmittelbarer Mengenkontakt stützen die vollständige Feuchtzubereitungsrolle; hier ist sheo ein sauberer linker pcheey-Anker.	Wasser, Wein, Öl und Einweichen sind durch Feuchtheit allein nicht getrennt.	C2_STATE_PREPARATION__C0_MEDIUM	0	1	0	0	Trockenposten; Wert II; Kompositum in Endlage; starke Erhitzungs-Endstufe; Recordposten III; Anteil mit Wert IV; Zubereitungsposten II; Feuchtzubereitung; gebundenes Zubereitungs-/Form-II-Feld; Rohstoffposten I mit Wert III; Maß I.	pcheey steht nach der Feuchtzubereitung und vor dem vollständig begrenzten dal-daiin-Wertfeld; das stützt ein gebundenes Zubereitungs-/Formfeld, während Paste, Salben- oder Mischform als konkrete Identität offenbleibt.
1	f105r.24	BOUNDED_QUALITY_VALUE_RECORD	10	pcheey	1	gebundenes Zubereitungs-/Form-II-Recordfeld mit Wertfeld-Affinität; genaue Formidentität offen	gebundenes Zubereitungs-/Form-II-Feld	Paste, Salben- oder Mischform II	Rückstand nach Einweichen	GDT769_CORE_ATLAS__GDT763_TWO_WHOLE_RENDERER_REVISION	Alle drei pcheey-Vorkommen folgen sho oder sheo; hier binden sheo links und der exakte dal-daiin-Span rechts ein Zubereitungs-/Form-II-Recordfeld.	Nur drei Vorkommen; kein unabhängiger Trocken-, Pulver-, Flüssigkeits-, Prozess- oder Gefäßanker.	C2_RECORD_FORM_ROLE__C0_FORM_IDENTITY	1	1	0	0	Trockenposten; Wert II; Kompositum in Endlage; starke Erhitzungs-Endstufe; Recordposten III; Anteil mit Wert IV; Zubereitungsposten II; Feuchtzubereitung; gebundenes Zubereitungs-/Form-II-Feld; Rohstoffposten I mit Wert III; Maß I.	pcheey steht nach der Feuchtzubereitung und vor dem vollständig begrenzten dal-daiin-Wertfeld; das stützt ein gebundenes Zubereitungs-/Formfeld, während Paste, Salben- oder Mischform als konkrete Identität offenbleibt.
