joint_tuple_id	surface_family	occurrences	records	previous_default_de	selected_default_de	selected_segmentation	operation_family	workshop_mnemonic	event_ids	statement_ids	composition_or_learned_sign	workshop_reason
54e32e9c1414b20640e9	sshkchdy	1	B1	unter besonderer Bedingung umsetzen; Schluss	schwenken; Schluss	SSHK_SWIVEL_WHOLE+CLOSE	MIX_ACTION	AGITA	E122	B1-S003	LEARNED_SIGN	Replace an empty 'special condition' with one short learned handling verb.
0ab57b7166de99db3a55	lchy	1	B2	den laufenden Posten abziehen	abziehen	LCH_WITHDRAW+Y_ITEM	WITHDRAW	DETRAHE	E202	B2-S012	COMPOSITION	Y supplies the current item; the dictionary needs only the action.
daf32e6db9e04413ce7f	okeeol	1	B4	mit Vorigem länger fortsetzen	länger fortführen	OK_SET+GRADE_2+OL_CONTINUE	CONTINUE	PROSEQUERE	E340	B4-S011	COMPOSITION	Remove the redundant phrase 'with the previous'.
db167f8e9b53eefb58f8	qokshedy	1	B3	zum Absetzen stellen; Schluss	absetzen; Schluss	OK_SET+SHED_SETTLE+CLOSE	SETTLE	DEPONE	E267	B3-S019	COMPOSITION	The action itself already selects the working item.
daa1347f456415fe8737	solshedy	1	B2	mit Vorigem absetzen; Schluss	weiter absetzen; Schluss	OL_CONTINUE+SHED_SETTLE+CLOSE	SETTLE	DEPONE ULTERIUS	E193	B2-S009	COMPOSITION	Compose continuation plus settling instead of a sentence fragment.
87411f84689b4f93a303	qokchdy	3	B1|B3|B5	Ansatz umsetzen; Schluss	umsetzen; Schluss	OK+CHD_TRANSFER+CLOSE	TRANSFER	TRANSFERE	E131|E284|E363	B1-S007|B3-S025|B5-S002	COMPOSITION	Ansatz is supplied by the active item, not by the card.
07913ef9b1fb773cd325	okchedy|qokchedy	2	B1|B3	Ansatz umsetzen; Schluss	umsetzen; Schluss	OK+CHED_TRANSFER+CLOSE	TRANSFER	TRANSFERE	E151|E264	B1-S015|B3-S016	COMPOSITION	The E-rendered companion receives the same compact operation.
c45ebac60774620561e2	otedy	2	B3	kurzer Folgeschritt; Schluss	kurze Folge; Schluss	OT_FOLLOW+GRADE_1+CLOSE	ORDER	SEQUENS BREVIS	E249|E307	B3-S010|B3-S032	COMPOSITION	Turn the old sentence phrase into a compact graded order sign.
ff178343c18e287ce3b7	qoteedy	2	B2|B3	längerer Folgeschritt; Schluss	lange Folge; Schluss	OT_FOLLOW+GRADE_2+CLOSE	ORDER	SEQUENS LONGA	E226|E292	B2-S020|B3-S027	COMPOSITION	Use the same graded order sign with the longer grade.
d784b2abcaf1a3703de2	chedain	1	B3	eine Portion umsetzen	Portion umsetzen	CHED_TRANSFER+AIN_PORTION	QUANTITY_TRANSFER	PARTEM TRANSFERE	E303	B3-S032	COMPOSITION	Compact productive composition.
2bc2ed2630dbdaaa6b59	dalchdy	1	B3	lokal umsetzen; Schluss	dorthin umsetzen; Schluss	D+AL_TO+CHD_TRANSFER+CLOSE	TARGET_TRANSFER	TRANSFERE AD	E280	B3-S021	COMPOSITION	Replace vague local with the selected target relation.
b958a512ca6a3559e86e	lkedy	1	B4	zweite Waschung; Schluss	nachwaschen; Schluss	LKEDY_REWASH_WHOLE+CLOSE	WASH_ACTION	LAVA ITERUM	E344	B4-S011	LEARNED_SIGN	One short specialist verb replaces the numbered phrase 'second washing'.
eb2e4bc143f623ee03ac	qokylddy	1	B4	Posten befestigen; Schluss	befestigen; Schluss	OK+Y_ITEM+LDDY_FASTEN_CLOSE	FASTEN	LIGA	E326	B4-S004	COMPOSITION	The current item is inherited; keep the learned fastening action short.
a8f891de626fc00028e9	octheol	1	B2	gleiche Einstellung	gleichstellen	OCTHEOL_EQUALIZE_WHOLE	ADJUST	AEQUA	E182	B2-S005	LEARNED_SIGN	A concrete shop verb is smaller than 'same local setting'.
db729b598e89e11452e0	ches	1	B2	gleiche Anteile	gleichteilen	CHES_DIVIDE_EQUAL_WHOLE	DIVIDE	DIVIDE AEQUALITER	E216	B2-S016	LEARNED_SIGN	A compact action replaces the noun phrase 'equal shares'.
d225b7a7b95da7aee437	dchdy	1	B1	Umsetzung abschließen	umsetzen; Schluss	D+CHD_TRANSFER+CLOSE	TRANSFER	TRANSFERE	E158	B1-S017	COMPOSITION	Remove the abstract nominal phrase 'complete the transfer'.
