source_reading_id	surface	position_id	position_is_action_licensed	portable_lexical_core_de	local_context_realization_de	local_only_words_or_heads	portable_action_export_allowed	portable_product_head_export_allowed	component_global_export_allowed	audit_status	historical_confirmation
adeeody#1	adeeody	P217	0	gleich großer, abgemessener Fertiganteil	gleich großer abgemessener Teil der fertigen Zubereitung	Zubereitung	0	0	0	PASS_NOMINAL_NO_HIDDEN_ACTION	H0_NONE
chockhy#1	chockhy	P004	0	trockene Mischung, Anfangsstufe	trockene Arzneizubereitung am Gradanfang	Arzneizubereitung	0	0	0	PASS_NOMINAL_NO_HIDDEN_ACTION	H0_NONE
ofchedy#1	ofchedy	P412	0	Blütenmaterial; vollständig getrocknet	fertig getrocknete Blütenmasse	Masse	0	0	0	PASS_NOMINAL_NO_HIDDEN_ACTION	H0_NONE
okeeeey#1	okeeeey	P411	0	vollständig erhitzt; Endstufe	vollständig erhitzte Zubereitung auf der letzten Heizstufe	Zubereitung	0	0	0	PASS_NOMINAL_NO_HIDDEN_ACTION	H0_NONE
okiin#1	okiin	P326	0	erhitzt; Form III	erhitzte Zubereitung, Form III	Zubereitung	0	0	0	PASS_NOMINAL_NO_HIDDEN_ACTION	H0_NONE
olord#1	olord	P051	0	abgezogener Holzanteil	abgezogene Portion des Holzauszugs	Holzauszug	0	0	0	PASS_NOMINAL_NO_HIDDEN_ACTION	H0_NONE
otsheody#1	otsheody	P111	0	kalt angefeuchtet; fertig	fertiges kalt angefeuchtetes Mazerat	Mazerat	0	0	0	PASS_NOMINAL_NO_HIDDEN_ACTION	H0_NONE
qocho#1	qocho	P238	1	Trockengut	getrocknete Droge nehmen	Droge|nehmen	0	0	0	PASS_LOCAL_ACTION_SEPARATED	H0_NONE
shotchey#1	shotchey	P226	0	kalt angefeuchtet; Trockenstufe II	kalt angefeuchtetes Mazerat, Trockenstufe II	Mazerat	0	0	0	PASS_NOMINAL_NO_HIDDEN_ACTION	H0_NONE
solchedy#1	solchedy	P110	0	Samenmaterial; bis zur Mittelstufe getrocknet	bis zur Mittelstufe getrocknete Samenmasse	Masse	0	0	0	PASS_NOMINAL_NO_HIDDEN_ACTION	H0_NONE
ykcho#1	ykcho	P242	1	warme Trockenmischung	hieraus eine warme Trockenmischung bereiten	hieraus|bereiten	0	0	0	PASS_LOCAL_ACTION_SEPARATED	H0_NONE
ytcho#1	ytcho	P209	1	kalte Trockenmischung	hieraus eine kalte Trockenmischung herstellen	hieraus|herstellen	0	0	0	PASS_LOCAL_ACTION_SEPARATED	H0_NONE
