source_entity_id	source_reading_id	surface	original_working_meaning_de	occurrence_count	page_count	issue_cluster	repair_queue_rank	repair_queue	exact_normalized_master_card_links	master_card_automatic_score_credit	disposition	repair_mode	resolved_debt_atom	v96_reading_id	v96_lexical_core_de	v96_context_realization_de	old_score	old_level	new_lexical_score	new_lexical_level	new_context_score	new_context_level	historical_confirmation	positive_evidence_de	counterevidence_de	v96_audit_decision	v96_evidence_class	v96_open_semantic_slots	v96_lineage_class
AR001	adeeody#1	adeeody	gleicher abgemessener Teil der fertigen Zubereitung	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	REVISED_IN_V96	CORE_CONTEXT_HEAD_SEPARATION	GENERIC_PREPARATION_HEAD_LOCAL_ONLY	adeeody#1	gleich großer, abgemessener Fertiganteil	gleich großer abgemessener Teil der fertigen Zubereitung	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	Die exakte nominale Stelle traegt MATERIAL_ROLE, STATE_FINISHED und VALUE_QUANTITY; AIIN links liefert Menge III, waehrend GDT691 den Kopf nur als generische fertige Zubereitung lokal einsetzt.	Auszug und Charge bleiben ausdrueckliche Rivalen; Gleichheit, genaue Einheit und die Herkunft des Produktkopfs sind nicht unabhaengig identifiziert.	REVISE_CORE_AND_CONTEXT_SCOPE	BOUND_STATE_QUANTITY_CORE	EXACT_UNIT|EQUALITY_OPERATOR|PRODUCT_HEAD_IDENTITY	LATER_BOUND_WHOLE_OR_UNEXPORTED
AR003	aiijy#1	aiijy	in drei Bündel abfüllen und schließen	1	1	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	aiijy#1	in drei Bündel abfüllen und schließen	in drei Bündel abfüllen und schließen	23	W1_WEAK_WORKING	23	W1_WEAK_WORKING	23	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE; LOW/EXPLORATORY-Provenienz bleibt sichtbar	HELD_FOR_LATER_REPAIR	INHERITED_V95	NOT_EVALUATED	INHERITED_V95
AR007	airoy#1	airoy	Grundansatz aus Drogenanteil II	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	airoy#1	Grundansatz aus Drogenanteil II	Grundansatz aus Drogenanteil II	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Drogenanteil II als Grundansatz	HELD_FOR_LATER_REPAIR	INHERITED_V95	NOT_EVALUATED	INHERITED_V95
AR012	araram#1	araram	Drogenanteil I; davon ein Maß	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	araram#1	Drogenanteil I; davon ein Maß	Drogenanteil I; davon ein Maß	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: ein Maß des Unteranteils I des Drogenanteils I	HELD_FOR_LATER_REPAIR	INHERITED_V95	NOT_EVALUATED	INHERITED_V95
AR013	arl#1	arl	Anteil I der Holzdroge	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	arl#1	Anteil I der Holzdroge	Anteil I der Holzdroge	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: erste Holzdrogenfraktion; lebender Rivale: Drogenanteil I; ein Pfund	HELD_FOR_LATER_REPAIR	INHERITED_V95	NOT_EVALUATED	INHERITED_V95
AR024	chear#1	chear	trockener Drogenanteil I	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chear#1	trockener Drogenanteil I	trockener Drogenanteil I	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: trockene Fraktion I; lebender Rivale: trocken gebundene Sortierklasse I	HELD_FOR_LATER_REPAIR	INHERITED_V95	NOT_EVALUATED	INHERITED_V95
AR040	chockhy#1	chockhy	trockene Arzneizubereitung, Gradanfang	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	1	0	REVISED_IN_V96	PREPARATION_HEAD_SCOPE_REPAIR	ARZNEI_HEAD_LOCAL_ONLY	chockhy#1	trockene Mischung, Anfangsstufe	trockene Arzneizubereitung am Gradanfang	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	GDT652 liest genau diese Position als KNOWN_EXACT_WHOLE im starken Komponentenraster; GDT713 begrenzt die CKH/CPH-Kerne auf Mischung statt Arznei und bewahrt trocken plus Anfangsstufe.	Arznei oder Arzneikompositum ist kein frei exportierbarer Kopf; O und CKH erhalten keine einzelnen deutschen Werte, und die Stelle bleibt ein gebundenes Rasterfeld.	REVISE_CORE_AND_CONTEXT_SCOPE	EXACT_GRID_WITH_LOCAL_HEAD	MIXTURE_VS_PREPARATION|MEDICINAL_IDENTITY|FREE_O_CKH_SEGMENTATION	EARLIER_KNOWN_EXACT_GRID
AR050	chotar#1	chotar	Anteil I des abgekühlten Trockenansatzes	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chotar#1	Anteil I des abgekühlten Trockenansatzes	Anteil I des abgekühlten Trockenansatzes	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: abgekühlter Trockenextrakt I	HELD_FOR_LATER_REPAIR	INHERITED_V95	NOT_EVALUATED	INHERITED_V95
AR051	chpcheey#1	chpcheey	nachgetrocknetes Pulver, Form II	1	1	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chpcheey#1	nachgetrocknetes Pulver, Form II	nachgetrocknetes Pulver, Form II	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE; LOW/EXPLORATORY-Provenienz bleibt sichtbar	HELD_FOR_LATER_REPAIR	INHERITED_V95	NOT_EVALUATED	INHERITED_V95
AR059	cpheesy#1	cpheesy	vollständig bereitetes und abgeschlossenes Arzneikompositum	1	1	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	cpheesy#1	vollständig bereitetes und abgeschlossenes Arzneikompositum	vollständig bereitetes und abgeschlossenes Arzneikompositum	21	W1_WEAK_WORKING	21	W1_WEAK_WORKING	21	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR; LOW/EXPLORATORY-Provenienz bleibt sichtbar	HELD_FOR_LATER_REPAIR	INHERITED_V95	NOT_EVALUATED	INHERITED_V95
