binding_id	source_reading_id	surface	evidence_role	evidence_path	selector	position_projection	matched_row_fingerprint_sha256	source_row_match	score_credit_family_ids	evidence_status	historical_confirmation
E011	adeeody#1	adeeody	V95_ACTIVE_LEXICAL	experiments/yolo/gdt722_v95_op_whole_scope_and_context_separation/artifacts/V95_324_ACTIVE_LEXICAL_READINGS.tsv	source_reading_ids=adeeody#1	NONE	0a7201c09514cff5b0f14052d5d5e4753819ec7747183abb10f03373e688d2c4	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E012	adeeody#1	adeeody	V95_EXACT_CONTEXT	experiments/yolo/gdt722_v95_op_whole_scope_and_context_separation/artifacts/V95_479_CONTEXT_REALIZATIONS.tsv	position_id=P217	NONE	0a22948e6f6fea0ac2aef794eedbbd0320adf6eb4f936cf27aada71d613dfd7f	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E013	adeeody#1	adeeody	GDT691_TOKEN_READER	experiments/yolo/gdt691_preparation_head_role_dispatch/artifacts/V64_479_TOKEN_READER.tsv	locus=f26r.2;token_ordinal=3	NONE	e5b7cfd61ff2140452ab8925c66be6fd8d66eb5cc16f37304bc9228bc98ceb65	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E014	adeeody#1	adeeody	GDT691_EXACT_RULE	experiments/yolo/gdt691_preparation_head_role_dispatch/src/V64_EXACT_TOKEN_RULES.tsv	rule_id=P022	NONE	72c99632d67da26347c9fa5e29514a29cde0a48c00042ad4e8df36144eeeac70	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E015	adeeody#1	adeeody	GDT652_POSITION_LINEAGE	experiments/yolo/gdt652_strict_v28_frontier_completion/artifacts/ALL_LINE_CONCRETE_COVERAGE_V29.tsv	locus=f26r.2	token_ordinal=3;gdt652_scope_state=UNKNOWN_SURFACE	89b9d9cb303e99b4f64a720d4747f74e735b56e39155cd3d41bda7b6e04ca00e	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E021	chockhy#1	chockhy	V95_ACTIVE_LEXICAL	experiments/yolo/gdt722_v95_op_whole_scope_and_context_separation/artifacts/V95_324_ACTIVE_LEXICAL_READINGS.tsv	source_reading_ids=chockhy#1	NONE	23f1c1ad26633001a972a9548e0415744abec7b86da9a31af16d26eef5b91b65	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E022	chockhy#1	chockhy	V95_EXACT_CONTEXT	experiments/yolo/gdt722_v95_op_whole_scope_and_context_separation/artifacts/V95_479_CONTEXT_REALIZATIONS.tsv	position_id=P004	NONE	7a70f50fc919fdc2f31e303180235ce443c692973022516d2d2d067d2264a9fd	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E023	chockhy#1	chockhy	GDT691_TOKEN_READER	experiments/yolo/gdt691_preparation_head_role_dispatch/artifacts/V64_479_TOKEN_READER.tsv	locus=f104v.2;token_ordinal=3	NONE	f0c3617a453af7f98a3ec465abf00ec5f778606f94cb8218af37073381e03bcf	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E024	chockhy#1	chockhy	GDT691_EXACT_RULE	experiments/yolo/gdt691_preparation_head_role_dispatch/src/V64_EXACT_TOKEN_RULES.tsv	rule_id=P037	NONE	45b6057a45840dc04a5a8a5a5737ee70abc66d58a19ac8a436ce99b7a73f20be	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E025	chockhy#1	chockhy	GDT652_POSITION_LINEAGE	experiments/yolo/gdt652_strict_v28_frontier_completion/artifacts/ALL_LINE_CONCRETE_COVERAGE_V29.tsv	locus=f104v.2	token_ordinal=3;gdt652_scope_state=KNOWN_EXACT_WHOLE	23bb5ca03182c8ceb35707e02a9e52d59c5c9a4cc1d14ef1da7d9e36627c7af5	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E031	ofchedy#1	ofchedy	V95_ACTIVE_LEXICAL	experiments/yolo/gdt722_v95_op_whole_scope_and_context_separation/artifacts/V95_324_ACTIVE_LEXICAL_READINGS.tsv	source_reading_ids=ofchedy#1	NONE	9b01202048d642840c49dab1e97f64d873f75bc375fa4f7d562f0474d018394f	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E032	ofchedy#1	ofchedy	V95_EXACT_CONTEXT	experiments/yolo/gdt722_v95_op_whole_scope_and_context_separation/artifacts/V95_479_CONTEXT_REALIZATIONS.tsv	position_id=P412	NONE	5804a42bca8dd97794b18c976afd3af928559f5b318c616159d5d3775df6b4be	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E033	ofchedy#1	ofchedy	GDT691_TOKEN_READER	experiments/yolo/gdt691_preparation_head_role_dispatch/artifacts/V64_479_TOKEN_READER.tsv	locus=f86v6.25;token_ordinal=8	NONE	3803cd499f49590f51e2086b4cef028d8fb61628c532d93eaf4fccdadb080064	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E034	ofchedy#1	ofchedy	GDT691_EXACT_RULE	experiments/yolo/gdt691_preparation_head_role_dispatch/src/V64_EXACT_TOKEN_RULES.tsv	rule_id=P039	NONE	198ecb81496b9d316686cdd6df409c77f072b7a8f6c37340956933408f3a9ab0	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E035	ofchedy#1	ofchedy	GDT652_POSITION_LINEAGE	experiments/yolo/gdt652_strict_v28_frontier_completion/artifacts/ALL_LINE_CONCRETE_COVERAGE_V29.tsv	locus=f86v6.25	token_ordinal=8;gdt652_scope_state=UNKNOWN_SURFACE	f9a0e1f04785758d62c07a149c0a1f87cadea7efad869239a07ac1a039a9ca5e	1	NONE	BOUND_EXACT_PRIMARY_ROW	H0_NONE
