source_reading_id	surface	position_id	page	locus	token_ordinal	left_surface	right_surface	old_lexical_core_de	v96_lexical_core_de	v96_context_realization_de	portable_role	old_score	v96_score	old_level	v96_level	family_ids	score_credit_family_ids	decomposition	lineage_class	repair_mode	evidence_de	counterevidence_de	open_semantic_slots	exact_whole_surface_default_allowed	component_global_export_allowed	historical_confirmation
adeeody#1	adeeody	P217	f26r	f26r.2	3	aiin	ykecthey	gleicher abgemessener Teil der fertigen Zubereitung	gleich großer, abgemessener Fertiganteil	gleich großer abgemessener Teil der fertigen Zubereitung	FERTIGE_ABGEMESSENE_TEILMENGE	30	30	W1_WEAK_WORKING	W1_WEAK_WORKING	NONE	NONE	BOUND_WHOLE_NO_COMPONENT_EXPORT	LATER_BOUND_WHOLE_OR_UNEXPORTED	CORE_CONTEXT_HEAD_SEPARATION	Die exakte nominale Stelle traegt MATERIAL_ROLE, STATE_FINISHED und VALUE_QUANTITY; AIIN links liefert Menge III, waehrend GDT691 den Kopf nur als generische fertige Zubereitung lokal einsetzt.	Auszug und Charge bleiben ausdrueckliche Rivalen; Gleichheit, genaue Einheit und die Herkunft des Produktkopfs sind nicht unabhaengig identifiziert.	EXACT_UNIT|EQUALITY_OPERATOR|PRODUCT_HEAD_IDENTITY	1	0	H0_NONE
chockhy#1	chockhy	P004	f104v	f104v.2	3	qoteed	otaiin	trockene Arzneizubereitung, Gradanfang	trockene Mischung, Anfangsstufe	trockene Arzneizubereitung am Gradanfang	TROCKENE_MISCHUNG_ANFANGSSTUFE	30	30	W1_WEAK_WORKING	W1_WEAK_WORKING	GDT652_EXACT_O_CKH_GRID	NONE	BOUND_O_CKH_GRID_NO_FREE_COMPONENT_EXPORT	EARLIER_KNOWN_EXACT_GRID	PREPARATION_HEAD_SCOPE_REPAIR	GDT652 liest genau diese Position als KNOWN_EXACT_WHOLE im starken Komponentenraster; GDT713 begrenzt die CKH/CPH-Kerne auf Mischung statt Arznei und bewahrt trocken plus Anfangsstufe.	Arznei oder Arzneikompositum ist kein frei exportierbarer Kopf; O und CKH erhalten keine einzelnen deutschen Werte, und die Stelle bleibt ein gebundenes Rasterfeld.	MIXTURE_VS_PREPARATION|MEDICINAL_IDENTITY|FREE_O_CKH_SEGMENTATION	1	0	H0_NONE
ofchedy#1	ofchedy	P412	f86v6	f86v6.25	8	okeeeey	qokaiin	fertig getrocknete Blütenmasse	Blütenmaterial; vollständig getrocknet	fertig getrocknete Blütenmasse	VOLLSTAENDIG_GETROCKNETES_BLUETENMATERIAL	30	30	W1_WEAK_WORKING	W1_WEAK_WORKING	NONE	NONE	BOUND_RESULT_WHOLE_NO_COMPONENT_EXPORT	LATER_BOUND_WHOLE_OR_UNEXPORTED	PRODUCT_HEAD_SCOPE_REPAIR	Die aktive Stelle traegt IDENTITY_FLOWER_FRUIT, MATERIAL_ROLE, STATE_DRY und STATE_FINISHED; GDT691 bewahrt die Blütenidentitaet und den terminalen Trockenzustand.	Masse, Trockenextrakt und Rueckstand sind konkurrierende Produktkoepfe; die breite FLOWER_FRUIT-Klasse und das Singleton tragen keine freie Teilmorphologie.	FLOWER_VS_FRUIT|MASS_VS_EXTRACT_VS_RESIDUE|COMPONENT_SEGMENTATION	1	0	H0_NONE
okeeeey#1	okeeeey	P411	f86v6	f86v6.25	7	or	ofchedy	Zubereitung vollständig bis zur letzten Heizstufe geführt	vollständig erhitzt; Endstufe	vollständig erhitzte Zubereitung auf der letzten Heizstufe	VOLLSTAENDIG_ERHITZTER_ENDZUSTAND	26	26	W1_WEAK_WORKING	W1_WEAK_WORKING	NONE	NONE	BOUND_WHOLE_NO_COMPONENT_EXPORT	LATER_BOUND_WHOLE_OR_UNEXPORTED	HIDDEN_ACTION_REMOVAL	GDT691 beschreibt mehrstufiges Erhitzen ohne Kochsignal; die exakte nominale Stelle steht zwischen einer Portion und fertig getrocknetem Blütenmaterial und traegt den Endstufenwert.	Zubereitung, Heißansatz und Absud bleiben offen; geführt ist an dieser nicht aktionslizenzierten Stelle eine unzulässige versteckte Handlung.	PRODUCT_HEAD_IDENTITY|COOKING_VS_HEATING|EXACT_STAGE_NAME	1	0	H0_NONE
okiin#1	okiin	P326	f80v	f80v.35	8	kain	ol	erhitzte Zubereitung, Form III	erhitzt; Form III	erhitzte Zubereitung, Form III	ERHITZTER_FORMWERT_III	30	30	W1_WEAK_WORKING	W1_WEAK_WORKING	NONE	NONE	BOUND_WHOLE_NO_COMPONENT_EXPORT	LATER_BOUND_WHOLE_OR_UNEXPORTED	CORE_CONTEXT_HEAD_SEPARATION	KAIN links liefert heiß Grad II, GDT691 bewahrt für die exakte nominale Form Hitze und den opaken Formwert III ohne Kochsignal.	Zubereitung, Heißansatz und Absud rivalisieren; Form III ist ein gebundener Arbeitscode und kein historisch benannter Formbegriff.	PRODUCT_HEAD_IDENTITY|FORM_III_INTERPRETATION|COOKING_VS_HEATING	1	0	H0_NONE
olord#1	olord	P051	f105v	f105v.14	5	olpchedy	aiiin	abgezogene Portion Holzauszug	abgezogener Holzanteil	abgezogene Portion des Holzauszugs	ABGEZOGENER_HOLZANTEIL	30	30	W1_WEAK_WORKING	W1_WEAK_WORKING	NONE	NONE	BOUND_WORKFLOW_WHOLE_NO_COMPONENT_EXPORT	PROVISIONAL_LOCAL_SCOPE	GRAMMAR_AND_HEAD_SCOPE_REPAIR	IDENTITY_WOOD und VALUE_QUANTITY sind aktiv; zwischen Holzextraktpulver und Menge IV ist ein abgezogener Holzanteil nominal und die lokale Genitivfassung behebt die alte ungrammatische Ausgabe.	Holzauszug, Holzzubereitung und Holzansatz bleiben rivalisierende Produktkoepfe; abziehen darf nicht als freie Aktion oder Morphembedeutung exportiert werden.	EXTRACT_VS_PREPARATION_VS_BASE|EXACT_QUANTITY_UNIT|WITHDRAWAL_MORPHOLOGY	1	0	H0_NONE
otsheody#1	otsheody	P111	f113v	f113v.12	2	solchedy	arl	fertiges kalt angefeuchtetes Mazerat	kalt angefeuchtet; fertig	fertiges kalt angefeuchtetes Mazerat	KALT_ANGEFEUCHTETER_FERTIGZUSTAND	30	30	W1_WEAK_WORKING	W1_WEAK_WORKING	NONE	NONE	BOUND_MOIST_WHOLE_NO_COMPONENT_EXPORT	LATER_BOUND_WHOLE_OR_UNEXPORTED	PRODUCT_HEAD_SCOPE_REPAIR	Die exakte nominale Stelle traegt MATERIAL_ROLE, STATE_COLD, STATE_WET und STATE_FINISHED; der portable Kern bewahrt alle vier Zustandsinformationen.	Mazerat, Einweichung und feuchte Zubereitung sind austauschbare Produktkoepfe; keine sichtbare Teilfolge wird frei lexikalisiert.	MACERATE_VS_SOAKING_VS_WET_PREPARATION|PATIENT_IDENTITY|COMPONENT_SEGMENTATION	1	0	H0_NONE
qocho#1	qocho	P238	f49r	f49r.16	1	<BOS>	cheey	getrocknete Droge nehmen	Trockengut	getrocknete Droge nehmen	GETROCKNETES_HANDHABBARES_GUT	30	30	W1_WEAK_WORKING	W1_WEAK_WORKING	NONE	NONE	BOUND_ACTION_PATIENT_WHOLE_NO_FREE_Q_CHO	LATER_BOUND_WHOLE_OR_UNEXPORTED	LEXICAL_ACTION_SEPARATION	Die einzige aktive Position ist als ACT_TAKE lizenziert und liegt vor cheey trocken am Ende des Grades; GDT691 benoetigt einen handhabbaren trockenen Patienten.	Nehmen ist nur die lokale Aktion; Droge, Trockenzubereitung und Trockenmasse bleiben rivalisierende Patienten- oder Produktkoepfe, und q/cho werden nicht frei exportiert.	DRUG_VS_DRY_GOODS|PREPARATION_VS_MASS|FREE_Q_OR_CHO_VALUE	1	0	H0_NONE
shotchey#1	shotchey	P226	f27r	f27r.9	3	keeod	chol	Mazerat aus kalt bis Mittelstufe getrockneter Droge	kalt angefeuchtet; Trockenstufe II	kalt angefeuchtetes Mazerat, Trockenstufe II	KALT_FEUCHT_GEBUNDENER_TROCKENZUSTAND_II	30	30	W1_WEAK_WORKING	W1_WEAK_WORKING	NONE	NONE	BOUND_MOIST_WHOLE_NO_COMPONENT_EXPORT	LATER_BOUND_WHOLE_OR_UNEXPORTED	PRODUCT_AND_SOURCE_HEAD_SCOPE_REPAIR	Die nominale Stelle traegt MATERIAL_ROLE, STATE_COLD, STATE_DRY, STATE_WET und VALUE_GRADE; der Kern bewahrt den kombinierten Kalt-/Feucht-/Trockenstufenbefund.	Mazerat, Feuchtzubereitung und Einweichung bleiben rivalisierende lokale Produktkoepfe; die alte Drogenquelle verschob die Zustände auf einen unbelegten Patienten und wird entfernt; SH/OT/CHEY erhalten keine freien Werte.	MACERATE_VS_SOAKING|PATIENT_OR_SOURCE_IDENTITY|EXACT_GRADE_NAME|COMPONENT_SEGMENTATION	1	0	H0_NONE
solchedy#1	solchedy	P110	f113v	f113v.12	1	<BOS>	otsheody	bis zur Mittelstufe getrocknete Samenmasse	Samenmaterial; bis zur Mittelstufe getrocknet	bis zur Mittelstufe getrocknete Samenmasse	GETROCKNETES_SAMENMATERIAL_STUFE_II	30	30	W1_WEAK_WORKING	W1_WEAK_WORKING	GDT691_PRODUCTIVE_SEED_HEAD	NONE	BOUND_SOL_DRY_RESULT_NO_FREE_CHEDY	EARLIER_READER_BOUNDARY_SEED_HEAD	PRODUCT_HEAD_SCOPE_REPAIR	GDT652 hatte an genau dieser Position bereits getrockneten Samen/Saatgutstoff/-ansatz als boundary-unstable Lesung; GDT691 traegt IDENTITY_SEED plus trockene Mittelstufe produktiv weiter.	Masse, Samenrückstand und Samenzubereitung bleiben offene Produktkoepfe; weder CHEDY noch DY noch ein freies SOL-Kompositum wird neu exportiert.	MASS_VS_RESIDUE_VS_PREPARATION|SEED_VS_SOWING_MATERIAL|FREE_CHEDY_DY_EXPORT	1	0	H0_NONE
