source_reading_id	surface	model_id	candidate_portable_default_de	candidate_local_renderer_de	decision	evidence_fit_de	conflict_de	portable_default_selected	component_global_export_allowed	score_credit
adeeody#1	adeeody	A_BOUND_CORE_PLUS_EXACT_LOCAL_RENDERER	gleich großer, abgemessener Fertiganteil	gleich großer abgemessener Teil der fertigen Zubereitung	SELECT	Die exakte nominale Stelle traegt MATERIAL_ROLE, STATE_FINISHED und VALUE_QUANTITY; AIIN links liefert Menge III, waehrend GDT691 den Kopf nur als generische fertige Zubereitung lokal einsetzt.	Auszug und Charge bleiben ausdrueckliche Rivalen; Gleichheit, genaue Einheit und die Herkunft des Produktkopfs sind nicht unabhaengig identifiziert.	1	0	0
adeeody#1	adeeody	B_OLD_FULL_PRODUCT_OR_ACTION_AS_PORTABLE_WORD	gleicher abgemessener Teil der fertigen Zubereitung	gleicher abgemessener Teil der fertigen Zubereitung	REJECT_AS_PORTABLE_KEEP_WHERE_LOCAL	Bleibt an der bekannten Einzelposition praktisch lesbar.	Schreibt einen ersetzbaren Produktkopf, eine Quelle oder ein Aktionsverb in den portablen Wortwert ein.	0	0	0
adeeody#1	adeeody	C_UNRELATED_LEARNED_TECHNICAL_WHOLE	anderer gelernter technischer Ganzwert	offen	KEEP_COUNTERMODEL	Singleton- oder gebundene Ganzformherkunft bleibt mit einem nicht segmentierten Codebookwert vereinbar.	Erklaert die bereits gebundenen Mengen-, Material-, Zustands- und Stufensignale nicht besser.	0	0	0
chockhy#1	chockhy	A_BOUND_CORE_PLUS_EXACT_LOCAL_RENDERER	trockene Mischung, Anfangsstufe	trockene Arzneizubereitung am Gradanfang	SELECT	GDT652 liest genau diese Position als KNOWN_EXACT_WHOLE im starken Komponentenraster; GDT713 begrenzt die CKH/CPH-Kerne auf Mischung statt Arznei und bewahrt trocken plus Anfangsstufe.	Arznei oder Arzneikompositum ist kein frei exportierbarer Kopf; O und CKH erhalten keine einzelnen deutschen Werte, und die Stelle bleibt ein gebundenes Rasterfeld.	1	0	0
chockhy#1	chockhy	B_OLD_FULL_PRODUCT_OR_ACTION_AS_PORTABLE_WORD	trockene Arzneizubereitung, Gradanfang	trockene Arzneizubereitung, Gradanfang	REJECT_AS_PORTABLE_KEEP_WHERE_LOCAL	Bleibt an der bekannten Einzelposition praktisch lesbar.	Schreibt einen ersetzbaren Produktkopf, eine Quelle oder ein Aktionsverb in den portablen Wortwert ein.	0	0	0
chockhy#1	chockhy	C_UNRELATED_LEARNED_TECHNICAL_WHOLE	anderer gelernter technischer Ganzwert	offen	KEEP_COUNTERMODEL	Singleton- oder gebundene Ganzformherkunft bleibt mit einem nicht segmentierten Codebookwert vereinbar.	Erklaert die bereits gebundenen Mengen-, Material-, Zustands- und Stufensignale nicht besser.	0	0	0
ofchedy#1	ofchedy	A_BOUND_CORE_PLUS_EXACT_LOCAL_RENDERER	Blütenmaterial; vollständig getrocknet	fertig getrocknete Blütenmasse	SELECT	Die aktive Stelle traegt IDENTITY_FLOWER_FRUIT, MATERIAL_ROLE, STATE_DRY und STATE_FINISHED; GDT691 bewahrt die Blütenidentitaet und den terminalen Trockenzustand.	Masse, Trockenextrakt und Rueckstand sind konkurrierende Produktkoepfe; die breite FLOWER_FRUIT-Klasse und das Singleton tragen keine freie Teilmorphologie.	1	0	0
ofchedy#1	ofchedy	B_OLD_FULL_PRODUCT_OR_ACTION_AS_PORTABLE_WORD	fertig getrocknete Blütenmasse	fertig getrocknete Blütenmasse	REJECT_AS_PORTABLE_KEEP_WHERE_LOCAL	Bleibt an der bekannten Einzelposition praktisch lesbar.	Schreibt einen ersetzbaren Produktkopf, eine Quelle oder ein Aktionsverb in den portablen Wortwert ein.	0	0	0
ofchedy#1	ofchedy	C_UNRELATED_LEARNED_TECHNICAL_WHOLE	anderer gelernter technischer Ganzwert	offen	KEEP_COUNTERMODEL	Singleton- oder gebundene Ganzformherkunft bleibt mit einem nicht segmentierten Codebookwert vereinbar.	Erklaert die bereits gebundenen Mengen-, Material-, Zustands- und Stufensignale nicht besser.	0	0	0
okeeeey#1	okeeeey	A_BOUND_CORE_PLUS_EXACT_LOCAL_RENDERER	vollständig erhitzt; Endstufe	vollständig erhitzte Zubereitung auf der letzten Heizstufe	SELECT	GDT691 beschreibt mehrstufiges Erhitzen ohne Kochsignal; die exakte nominale Stelle steht zwischen einer Portion und fertig getrocknetem Blütenmaterial und traegt den Endstufenwert.	Zubereitung, Heißansatz und Absud bleiben offen; geführt ist an dieser nicht aktionslizenzierten Stelle eine unzulässige versteckte Handlung.	1	0	0
