event_id	statement_id	record_unit_id	page	field_id	field_position	visible_owner	visible_surface	master_card_id	portable_core_de	local_register_expansion_de	value_status	terminal_status
E001	H1-S001	H1	f10r	F001	1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dchey	MC071	Wurzel	Wurzel	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E002	H1-S001	H1	f10r	F001	2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthoor	MC158	Vorbereitung	Vorbereitung	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E003	H1-S001	H1	f10r	F001	3	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	char	MC055	davon	davon	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E004	H1-S001	H1	f10r	F001	4	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chty	MC086	Teil	Teil	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E005	H1-S001	H1	f10r	F001	5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	os	MC159	AUFNAHMEFELD_ODER_UMSCHLUSS	Aufnahmegefäß	PORTABLE_CORE_REVISED__LOCAL_READING_RETAINED	NONCLOSE
E006	H1-S001	H1	f10r	F001	6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chair	MC014	Zuguss	Zuguss	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E007	H1-S001	H1	f10r	F001	7	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	otytchol	MC069	Folgeteil	Folgeteil	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E008	H1-S001	H1	f10r	F001	8	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	oky	MC026	einsetzen	einsetzen	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E009	H1-S001	H1	f10r	F001	9	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	daiin	MC039	Sollwert	Sollwert	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E010	H1-S001	H1	f10r	F001	10	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	etyd	MC108	kleiner Rest	kleiner Rest	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E011	H1-S002	H1	f10r	F002	1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qokchy	MC103	weiterbearbeiten	weiterbearbeiten	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E012	H1-S002	H1	f10r	F002	2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qotchol	MC163	Folgegang	Folgegang	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E013	H1-S002	H1	f10r	F002	3	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	MC153	weiter	weiter	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E014	H1-S002	H1	f10r	F002	4	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthy	MC161	bereit	bereit	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E015	H2-S001	H2	f10r	F003	1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ycheor	MC075	Auszugsansatz	Auszugsansatz	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E016	H2-S001	H2	f10r	F003	2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthy	MC161	bereit	bereit	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E017	H2-S001	H2	f10r	F003	3	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	MC080	Ansatz	Ansatz	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E018	H2-S001	H2	f10r	F003	4	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthaiin	MC169	Sollvorbereitung	Sollvorbereitung	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E019	H2-S001	H2	f10r	F003	5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qoctholy	MC115	bereiter Folgeposten	bereiter Folgeposten	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E020	H2-S001	H2	f10r	F003	6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dy	MC123	dies	dies	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E021	H2-S001	H2	f10r	F003	7	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chy	MC123	dies	dies	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E022	H2-S001	H2	f10r	F003	8	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	taiin	MC039	Sollwert	Sollwert	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E023	H2-S001	H2	f10r	F003	9	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	shy	MC123	dies	dies	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E024	H2-S002	H2	f10r	F004	1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qotchor	MC013	Folgeansatz	Folgeansatz	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E025	H2-S002	H2	f10r	F004	2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	MC080	Ansatz	Ansatz	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E026	H2-S002	H2	f10r	F004	3	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	otol	MC053	Fortgang	Fortgang	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E027	H2-S002	H2	f10r	F004	4	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	MC153	weiter	weiter	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E028	H2-S002	H2	f10r	F004	5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cholor	MC157	derselbe Ansatz	derselbe Ansatz	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E029	H2-S002	H2	f10r	F004	6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	MC153	weiter	weiter	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E030	H2-S002	H2	f10r	F004	7	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	daiin	MC039	Sollwert	Sollwert	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E031	H2-S002	H2	f10r	F004	8	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dar	MC055	davon	davon	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E032	H2-S003	H2	f10r	F005	1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	oykchor	MC027	Zubereitungsgefäß	Zubereitungsgefäß	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E033	H2-S003	H2	f10r	F005	2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	shor	MC080	Ansatz	Ansatz	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E034	H2-S003	H2	f10r	F005	3	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	MC080	Ansatz	Ansatz	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E035	H2-S003	H2	f10r	F005	4	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chy	MC123	dies	dies	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E036	H2-S003	H2	f10r	F005	5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	kaiiin	MC048	Bearbeitungsstufe	Bearbeitungsstufe	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E037	H2-S003	H2	f10r	F005	6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dy	MC123	dies	dies	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E038	H2-S003	H2	f10r	F005	7	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chodaiin	MC087	Zugabemaß	Zugabemaß	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E039	H3-S001	H3	f11r	F006	1	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	tshol	MC098	Kochgut	Kochgut	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E040	H3-S001	H3	f11r	F006	2	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	schoal	MC049	Sudansatz	Sudansatz	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E041	H3-S001	H3	f11r	F006	3	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cfhy	MC129	auswringen	auswringen	UNCHANGED_PORTABLE_VALUE	NONCLOSE
E042	H3-S001	H3	f11r	F006	4	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shfydaiin	MC111	Stehzeit	Stehzeit	UNCHANGED_PORTABLE_VALUE	NONCLOSE
