line_rank	locus	line_class	ordinal	surface	reader_exact	portable_role_de	concrete_default_de	working_confidence	positive_evidence_de	counterevidence_de	primary_rival_de	structural_only	written_line_eva	token_default_sequence	line_working_reader_de	line_finding_de	confirmed_plaintext	confirmed_lexeme	component_export_credit
1	f17r.5	INVENTORY_LIST	1	ychekchy	1	zeileninitialer Eintrags- oder Ansatzkopf	Ansatzposten	C0_MANUAL_SLOT_FILL	Vollständig reader-exakte Linie; zeileninitiale Position vor vier nominalen Zielköpfen.	Kein unabhängiger exakter Bedeutungsanker; konkrete Füllung nur manuell.	Eintragskopf mit Inhalt offen	1	ychekchy cthy chor shor cphor cphaldy dair cthey qody	ychekchy=Ansatzposten | cthy=Blattgut | chor=Blütenstand | shor=Fruchtstand | cphor=Dosisposten | cphaldy=fertiger Anteil I | dair=Anteil II | cthey=Droge Form I | qody=fertige Zubereitung	Ansatzposten: Blattgut; Blütenstand; Fruchtstand; Dosisposten; fertiger Anteil I; Anteil II; Droge Form I; fertige Zubereitung.	cthy chor shor bilden drei aufeinanderfolgende nominale Inhaltszellen; gegen Synonymie, für parallele Teil- oder Artikelposten; dair bleibt Anteil II mit lokalem Wurzelrivalen.	0	0	0
1	f17r.5	INVENTORY_LIST	2	cthy	1	Blatt- oder oberirdischer Krautdrogenkopf	Blattgut	C2_CROSS_PASS_EXPLORATORY	85 reader-exakte Cachevorkommen, davon 83 Herbal; geerbter Bild- und Teilkontakt-Kontrollwert.	Bildbezug ist regional statt wortgenau; oberirdisches Kraut bleibt Rivale.	oberirdisches Kraut	0	ychekchy cthy chor shor cphor cphaldy dair cthey qody	ychekchy=Ansatzposten | cthy=Blattgut | chor=Blütenstand | shor=Fruchtstand | cphor=Dosisposten | cphaldy=fertiger Anteil I | dair=Anteil II | cthey=Droge Form I | qody=fertige Zubereitung	Ansatzposten: Blattgut; Blütenstand; Fruchtstand; Dosisposten; fertiger Anteil I; Anteil II; Droge Form I; fertige Zubereitung.	cthy chor shor bilden drei aufeinanderfolgende nominale Inhaltszellen; gegen Synonymie, für parallele Teil- oder Artikelposten; dair bleibt Anteil II mit lokalem Wurzelrivalen.	0	0	0
1	f17r.5	INVENTORY_LIST	3	chor	1	nicht als Blattgut gelesener Pflanzenteilposten; konkrete Identität offen	Blütenstand	C2_PART_ROLE_C0_IDENTITY	176 reader-exakte Vorkommen; medialer nominaler Kopf; hier direkt nach cthy und direkt vor shor.	Kein unabhängiger Blütenanker; Blüte gegen Samen oder Frucht ist offen.	Samen- oder Fruchtstand	0	ychekchy cthy chor shor cphor cphaldy dair cthey qody	ychekchy=Ansatzposten | cthy=Blattgut | chor=Blütenstand | shor=Fruchtstand | cphor=Dosisposten | cphaldy=fertiger Anteil I | dair=Anteil II | cthey=Droge Form I | qody=fertige Zubereitung	Ansatzposten: Blattgut; Blütenstand; Fruchtstand; Dosisposten; fertiger Anteil I; Anteil II; Droge Form I; fertige Zubereitung.	cthy chor shor bilden drei aufeinanderfolgende nominale Inhaltszellen; gegen Synonymie, für parallele Teil- oder Artikelposten; dair bleibt Anteil II mit lokalem Wurzelrivalen.	0	0	0
1	f17r.5	INVENTORY_LIST	4	shor	1	reproduktiver Pflanzenteilkopf; konkrete Identität offen	Fruchtstand	C1_REPRODUCTIVE_ROLE_C0_IDENTITY	77 reader-exakte Vorkommen; älterer Reproduktionsteil-Bildprior; hier eigener direkter Nachbar von chor.	Bildbezug trennt Blüte nicht von Frucht oder Samen; roher Feuchtüberschuss kollabiert nach ED1- und ED2-Geberblock.	Blütenstand	0	ychekchy cthy chor shor cphor cphaldy dair cthey qody	ychekchy=Ansatzposten | cthy=Blattgut | chor=Blütenstand | shor=Fruchtstand | cphor=Dosisposten | cphaldy=fertiger Anteil I | dair=Anteil II | cthey=Droge Form I | qody=fertige Zubereitung	Ansatzposten: Blattgut; Blütenstand; Fruchtstand; Dosisposten; fertiger Anteil I; Anteil II; Droge Form I; fertige Zubereitung.	cthy chor shor bilden drei aufeinanderfolgende nominale Inhaltszellen; gegen Synonymie, für parallele Teil- oder Artikelposten; dair bleibt Anteil II mit lokalem Wurzelrivalen.	0	0	0
1	f17r.5	INVENTORY_LIST	5	cphor	1	mittleres Dosis- oder Portionsfeld	Dosisposten	C0_MANUAL_SLOT_FILL	Vollständig reader-exakte Position zwischen der Dreier-Inhaltsfolge und einem späten Anteilfeld.	Kein unabhängiger Ganzwortanker; kein OR-Komponentenwert wird exportiert.	Zwischenfeld mit Funktion offen	0	ychekchy cthy chor shor cphor cphaldy dair cthey qody	ychekchy=Ansatzposten | cthy=Blattgut | chor=Blütenstand | shor=Fruchtstand | cphor=Dosisposten | cphaldy=fertiger Anteil I | dair=Anteil II | cthey=Droge Form I | qody=fertige Zubereitung	Ansatzposten: Blattgut; Blütenstand; Fruchtstand; Dosisposten; fertiger Anteil I; Anteil II; Droge Form I; fertige Zubereitung.	cthy chor shor bilden drei aufeinanderfolgende nominale Inhaltszellen; gegen Synonymie, für parallele Teil- oder Artikelposten; dair bleibt Anteil II mit lokalem Wurzelrivalen.	0	0	0
1	f17r.5	INVENTORY_LIST	6	cphaldy	1	spätes Anteil- oder Abschlussfeld	fertiger Anteil I	C0_MANUAL_SLOT_FILL	Vollständig reader-exakte späte Recordposition unmittelbar vor dair.	Kein unabhängiger Ganzwortanker; Anteil und Abschluss sind nicht getrennt.	Zubereitungsfeld I	0	ychekchy cthy chor shor cphor cphaldy dair cthey qody	ychekchy=Ansatzposten | cthy=Blattgut | chor=Blütenstand | shor=Fruchtstand | cphor=Dosisposten | cphaldy=fertiger Anteil I | dair=Anteil II | cthey=Droge Form I | qody=fertige Zubereitung	Ansatzposten: Blattgut; Blütenstand; Fruchtstand; Dosisposten; fertiger Anteil I; Anteil II; Droge Form I; fertige Zubereitung.	cthy chor shor bilden drei aufeinanderfolgende nominale Inhaltszellen; gegen Synonymie, für parallele Teil- oder Artikelposten; dair bleibt Anteil II mit lokalem Wurzelrivalen.	0	0	0
1	f17r.5	INVENTORY_LIST	7	dair	1	indexiertes Anteil- oder Fraktionsfeld Stufe II	Anteil II	C2_FAMILY_FORM_C0_IDENTITY	Die reader-gestützte dar-dair-daiir-Leiter stützt ein abgestuftes Anteilfeld; hier steht dair im Mehrteil-Record.	Der alte globale Wurzelwert verlor gegen die Mengenleiter; die lokale Herbal-Liste hält Wurzelgut nur als Rivalen.	Wurzelgut im Herbal-Kontext	0	ychekchy cthy chor shor cphor cphaldy dair cthey qody	ychekchy=Ansatzposten | cthy=Blattgut | chor=Blütenstand | shor=Fruchtstand | cphor=Dosisposten | cphaldy=fertiger Anteil I | dair=Anteil II | cthey=Droge Form I | qody=fertige Zubereitung	Ansatzposten: Blattgut; Blütenstand; Fruchtstand; Dosisposten; fertiger Anteil I; Anteil II; Droge Form I; fertige Zubereitung.	cthy chor shor bilden drei aufeinanderfolgende nominale Inhaltszellen; gegen Synonymie, für parallele Teil- oder Artikelposten; dair bleibt Anteil II mit lokalem Wurzelrivalen.	0	0	0
1	f17r.5	INVENTORY_LIST	8	cthey	1	nominaler Drogen- oder Formkopf	Droge Form I	C1_CURRENT_EXACT_WHOLE	Geerbter exakter Ganzwortwert; nominale späte Position vor dem Abschlussfeld.	Pflanzenidentität und Formindex sind nicht historisch bestätigt.	Zubereitung Form I	0	ychekchy cthy chor shor cphor cphaldy dair cthey qody	ychekchy=Ansatzposten | cthy=Blattgut | chor=Blütenstand | shor=Fruchtstand | cphor=Dosisposten | cphaldy=fertiger Anteil I | dair=Anteil II | cthey=Droge Form I | qody=fertige Zubereitung	Ansatzposten: Blattgut; Blütenstand; Fruchtstand; Dosisposten; fertiger Anteil I; Anteil II; Droge Form I; fertige Zubereitung.	cthy chor shor bilden drei aufeinanderfolgende nominale Inhaltszellen; gegen Synonymie, für parallele Teil- oder Artikelposten; dair bleibt Anteil II mit lokalem Wurzelrivalen.	0	0	0
1	f17r.5	INVENTORY_LIST	9	qody	1	Zubereitungsabschluss oder fertiger Zustand	fertige Zubereitung	C1_NOMINALIZED_EXACT_WHOLE	Geerbter Abschluss-/Zubereitungswert und linienfinale Position.	Imperativsyntax ist nicht belegt; deshalb wird kein Fertigstellungsbefehl gesprochen.	Abschlussmarker	0	ychekchy cthy chor shor cphor cphaldy dair cthey qody	ychekchy=Ansatzposten | cthy=Blattgut | chor=Blütenstand | shor=Fruchtstand | cphor=Dosisposten | cphaldy=fertiger Anteil I | dair=Anteil II | cthey=Droge Form I | qody=fertige Zubereitung	Ansatzposten: Blattgut; Blütenstand; Fruchtstand; Dosisposten; fertiger Anteil I; Anteil II; Droge Form I; fertige Zubereitung.	cthy chor shor bilden drei aufeinanderfolgende nominale Inhaltszellen; gegen Synonymie, für parallele Teil- oder Artikelposten; dair bleibt Anteil II mit lokalem Wurzelrivalen.	0	0	0
2	f3r.19	AMBIGUOUS	1	otchor	1	kalt-trockenes Mengen- oder Portionsfeld; Träger offen	kalt-trockene Portion	C1_TARGET_FREE_AXIS_RENDER	Geerbte Kalt-, Trocken- und Mengenachsen des vollständigen Wortes; zeileninitiale nominale Position.	Die Stoffidentität darf nicht aus dem enthaltenen chor-String bezogen werden.	kalt-trockener Recordkopf	0	otchor ol cheor qoeor dair qoteol qosaiin chor cthy	otchor=kalt-trockene Portion | ol=Ansatz | cheor=Trockenform | qoeor=Zubereitungsportion | dair=Anteil II | qoteol=Kaltzubereitung | qosaiin=Dosis III | chor=Blütenstand | cthy=Blattgut	Kalt-trockene Portion; Ansatz; Trockenform; Zubereitungsportion; Anteil II; Kaltzubereitung; Dosis III; Blütenstand; Blattgut.	chor cthy ist ein direktes Teilkopf-Paar; dair teilt die Linie, aber Materialliste gegen Zustandsfolge bleibt offen.	0	0	0
