model_id	model_label	feature_id	feature_label	applicable	weight	match_score_0_1	weighted_evidence	evidence	counterevidence	historical_or_visual_prior_only	flower_vs_seed_identity_credit	confirmed_lexeme	component_export_credit
M01	DRY_MOIST_SAME_REPRODUCTIVE_PART	CF01	CHOR_DIRECT_DRY_MOIST_POLARITY	1	2.0	0.740556	1.481113	chor remains dry-affine through all three family-ablation radii.	The dry excess shrinks as nearby forms are removed.	0	0	0	0
M01	DRY_MOIST_SAME_REPRODUCTIVE_PART	CF02	SHOR_DIRECT_DRY_MOIST_POLARITY	1	2.0	0.402279	0.804558	shor is moist-affine only before near-family donors are removed.	shor reverses to dry-affine at edit-family radii one and two.	0	0	0	0
M01	DRY_MOIST_SAME_REPRODUCTIVE_PART	CF03	SAME_LINE_STATE_POLARITY_CONTRAST	1	1.0	0.333333	0.333333	The targets have opposite direct state signs at radius zero.	The opposition survives only one of three family-ablation radii.	0	0	0	0
M01	DRY_MOIST_SAME_REPRODUCTIVE_PART	CF04	EXACT_PART_STATE_FAMILY_PERSISTENCE	1	2.0	0.0	0.0	The exact named state-whole deck is measured at all three D1 ablation radii.	At ED2 qokchol remains beside chor twice and shor once, while the expected shor-side moist family is absent; conjunctive pair persistence is zero.	0	0	0	0
M01	DRY_MOIST_SAME_REPRODUCTIVE_PART	CF05	CTHY_PARALLELISM_AND_DISTANCE	1	1.0	0.765625	0.765625	Both targets repeatedly parallel the independent cthy part control.	cthy parallelism names neither a shared reproductive part nor its state.	0	0	0	0
M01	DRY_MOIST_SAME_REPRODUCTIVE_PART	CF06	ROOT_CONTROL_PARALLELISM	0	0.0	0.0	0.0	No applicable evidence component.	Not scored for this model.	0	0	0	0
M01	DRY_MOIST_SAME_REPRODUCTIVE_PART	CF07	BROAD_VALUE_AMOUNT_PROXY	0	0.0	0.0	0.0	No applicable evidence component.	Not scored for this model.	0	0	0	0
M01	DRY_MOIST_SAME_REPRODUCTIVE_PART	CF08	RECORD_POSITION_PROFILE	1	1.0	0.969525	0.969525	The complete wholes have broadly compatible nominal line geometry.	shor is appreciably more line-initial and paragraph-start-line biased.	0	0	0	0
M01	DRY_MOIST_SAME_REPRODUCTIVE_PART	CF09	SECTION_AND_REGISTER_PROFILE	1	1.0	0.950704	0.950704	Both targets concentrate in the plant-heavy register.	Their section profiles are not identical.	0	0	0	0
M01	DRY_MOIST_SAME_REPRODUCTIVE_PART	CF10	FAMILY_ABLATED_OUTWARD_COFIELD_SIMILARITY	1	2.0	0.980365	1.960729	Their non-anchor 12D cofields remain nearly identical at radius two.	Cofield similarity supports a shared technical register, not dry/moist identity.	0	0	0	0
M01	DRY_MOIST_SAME_REPRODUCTIVE_PART	CF11	DIRECT_CHOR_SHOR_PAIRING	1	1.0	0.95	0.95	chor and shor share eight exact lines and three direct pairs.	Mutual pairing is equally compatible with two parallel part fields.	0	0	0	0
M01	DRY_MOIST_SAME_REPRODUCTIVE_PART	CF12	CACHED_VISUAL_PART_PRIOR	1	0.5	0.75	0.375	Cached visual adjudications support shor as broadly reproductive.	They do not show that chor and shor name one part or choose flower versus fruit.	0	0	0	0
M01	DRY_MOIST_SAME_REPRODUCTIVE_PART	CF13	HISTORICAL_REGISTER_EXPECTATION_FIT	1	1.0	0.75	0.75	Period comparators attest plant-part heads with bound state and degree fields.	No comparator identifies chor/shor as a dry/moist pair.	1	0	0	0
M02	CHOR_FLOWER__SHOR_SEED_FRUIT	CF01	CHOR_DIRECT_DRY_MOIST_POLARITY	0	0.0	0.0	0.0	No applicable evidence component.	Not scored for this model.	0	0	0	0
M02	CHOR_FLOWER__SHOR_SEED_FRUIT	CF02	SHOR_DIRECT_DRY_MOIST_POLARITY	0	0.0	0.0	0.0	No applicable evidence component.	Not scored for this model.	0	0	0	0
M02	CHOR_FLOWER__SHOR_SEED_FRUIT	CF03	SAME_LINE_STATE_POLARITY_CONTRAST	0	0.0	0.0	0.0	No applicable evidence component.	Not scored for this model.	0	0	0	0
M02	CHOR_FLOWER__SHOR_SEED_FRUIT	CF04	EXACT_PART_STATE_FAMILY_PERSISTENCE	1	1.0	0.875	0.875	At ED2 both complete wholes retain a measured, target-normalised named-state-whole profile.	Only qokchol survives in this deck, and the symmetric compatibility cannot select either flower/seed direction.	0	0	0	0
M02	CHOR_FLOWER__SHOR_SEED_FRUIT	CF05	CTHY_PARALLELISM_AND_DISTANCE	1	1.5	0.882812	1.324219	Both targets repeatedly stand apart from the cthy leaf control.	Leaf contrast identifies only a non-leaf or broader part class.	0	0	0	0
M02	CHOR_FLOWER__SHOR_SEED_FRUIT	CF06	ROOT_CONTROL_PARALLELISM	0	0.0	0.0	0.0	No applicable evidence component.	Not scored for this model.	0	0	0	0
M02	CHOR_FLOWER__SHOR_SEED_FRUIT	CF07	BROAD_VALUE_AMOUNT_PROXY	1	2.0	0.5	1.0	The broad amount profile is measured and reported for both targets.	Amount ecology cannot choose chor=flower, shor=seed/fruit; flower-versus-seed identity credit is fixed to zero.	0	0	0	0
M02	CHOR_FLOWER__SHOR_SEED_FRUIT	CF08	RECORD_POSITION_PROFILE	1	1.0	0.969525	0.969525	Both behave as nominal record fields rather than true paragraph openers.	Their initial-position rates differ, but not in a historically directional flower/seed way.	0	0	0	0
M02	CHOR_FLOWER__SHOR_SEED_FRUIT	CF09	SECTION_AND_REGISTER_PROFILE	1	1.0	0.950704	0.950704	Both share a strong Herbal/plant-register concentration.	Register similarity cannot order flower against seed or fruit.	0	0	0	0
