target_occurrence_id	surface	page	physical_folio	locus	line_number	section	language	hand	ordinal	token_index	line_token_count	line_position	normalized_line_position	paragraph_start_line	paragraph_end_line	true_paragraph_opener	true_paragraph_closer	written_line_eva	ed0_d1_features	ed0_d1_donors	ed0_d1_family_blocked	ed0_d1_source_composed_blocked	ed0_d1_eligible_positions	ed0_d1_family_blocked_positions	ed0_d1_source_composed_blocked_positions	ed0_r3_features	ed0_r3_donors	ed0_r3_family_blocked	ed0_r3_source_composed_blocked	ed0_r3_eligible_positions	ed0_r3_family_blocked_positions	ed0_r3_source_composed_blocked_positions	ed0_line_features	ed0_line_donors	ed0_line_family_blocked	ed0_line_source_composed_blocked	ed0_line_eligible_positions	ed0_line_family_blocked_positions	ed0_line_source_composed_blocked_positions	ed1_d1_features	ed1_d1_donors	ed1_d1_family_blocked	ed1_d1_source_composed_blocked	ed1_d1_eligible_positions	ed1_d1_family_blocked_positions	ed1_d1_source_composed_blocked_positions	ed1_r3_features	ed1_r3_donors	ed1_r3_family_blocked	ed1_r3_source_composed_blocked	ed1_r3_eligible_positions	ed1_r3_family_blocked_positions	ed1_r3_source_composed_blocked_positions	ed1_line_features	ed1_line_donors	ed1_line_family_blocked	ed1_line_source_composed_blocked	ed1_line_eligible_positions	ed1_line_family_blocked_positions	ed1_line_source_composed_blocked_positions	ed2_d1_features	ed2_d1_donors	ed2_d1_family_blocked	ed2_d1_source_composed_blocked	ed2_d1_eligible_positions	ed2_d1_family_blocked_positions	ed2_d1_source_composed_blocked_positions	ed2_r3_features	ed2_r3_donors	ed2_r3_family_blocked	ed2_r3_source_composed_blocked	ed2_r3_eligible_positions	ed2_r3_family_blocked_positions	ed2_r3_source_composed_blocked_positions	ed2_line_features	ed2_line_donors	ed2_line_family_blocked	ed2_line_source_composed_blocked	ed2_line_eligible_positions	ed2_line_family_blocked_positions	ed2_line_source_composed_blocked_positions	reader_exact	gdt754_source_composed_gate	edit_distance_semantic_credit	component_export_credit
G768-T0001	shor	f100r	f100	f100r.14	14	P	A	1	1	1	10	FIRST	0.000000	0	0	0	0	shor chkeey qoteey qokeody qoteold qokeol so raiin otal ykeeeo	NONE	chkeey@2:d1[NONE]	NONE	NONE	1	0	0	COLD|STAGE	chkeey@2:d1[NONE];qoteey@3:d2[COLD|STAGE];qokeody@4:d3[NONE]	NONE	NONE	3	0	0	COLD|STAGE|H2|H3	chkeey@2:d1[NONE];qoteey@3:d2[COLD|STAGE];qokeody@4:d3[NONE];so@7:d6[H2];raiin@8:d7[H3];otal@9:d8[NONE]	NONE	qokeol@6:d5	6	0	1	NONE	chkeey@2:d1[NONE]	NONE	NONE	1	0	0	COLD|STAGE	chkeey@2:d1[NONE];qoteey@3:d2[COLD|STAGE];qokeody@4:d3[NONE]	NONE	NONE	3	0	0	COLD|STAGE|H2|H3	chkeey@2:d1[NONE];qoteey@3:d2[COLD|STAGE];qokeody@4:d3[NONE];so@7:d6[H2];raiin@8:d7[H3];otal@9:d8[NONE]	NONE	qokeol@6:d5	6	0	1	NONE	chkeey@2:d1[NONE]	NONE	NONE	1	0	0	COLD|STAGE	chkeey@2:d1[NONE];qoteey@3:d2[COLD|STAGE];qokeody@4:d3[NONE]	NONE	NONE	3	0	0	COLD|STAGE|H3	chkeey@2:d1[NONE];qoteey@3:d2[COLD|STAGE];qokeody@4:d3[NONE];raiin@8:d7[H3];otal@9:d8[NONE]	so@7:d6	qokeol@6:d5	5	1	1	1	ACTIVE_172_SURFACES	0	0
G768-T0002	chor	f100r	f100	f100r.15	15	P	A	1	4	4	7	MIDDLE	0.500000	0	1	0	0	dcheor shol qokeeol chor chol qokeeody dareu	DRY	qokeeol@3:d1[NONE];chol@5:d1[DRY]	NONE	NONE	2	0	0	DRY|MOIST|STAGE|PREP	dcheor@1:d3[NONE];shol@2:d2[MOIST];qokeeol@3:d1[NONE];chol@5:d1[DRY];qokeeody@6:d2[STAGE|PREP]	NONE	NONE	5	0	0	DRY|MOIST|STAGE|PREP	dcheor@1:d3[NONE];shol@2:d2[MOIST];qokeeol@3:d1[NONE];chol@5:d1[DRY];qokeeody@6:d2[STAGE|PREP]	NONE	NONE	5	0	0	NONE	qokeeol@3:d1[NONE]	chol@5:d1	NONE	1	1	0	MOIST|STAGE|PREP	dcheor@1:d3[NONE];shol@2:d2[MOIST];qokeeol@3:d1[NONE];qokeeody@6:d2[STAGE|PREP]	chol@5:d1	NONE	4	1	0	MOIST|STAGE|PREP	dcheor@1:d3[NONE];shol@2:d2[MOIST];qokeeol@3:d1[NONE];qokeeody@6:d2[STAGE|PREP]	chol@5:d1	NONE	4	1	0	NONE	qokeeol@3:d1[NONE]	chol@5:d1	NONE	1	1	0	STAGE|PREP	qokeeol@3:d1[NONE];qokeeody@6:d2[STAGE|PREP]	dcheor@1:d3;shol@2:d2;chol@5:d1	NONE	2	3	0	STAGE|PREP	qokeeol@3:d1[NONE];qokeeody@6:d2[STAGE|PREP]	dcheor@1:d3;shol@2:d2;chol@5:d1	NONE	2	3	0	1	ACTIVE_172_SURFACES	0	0
G768-T0003	chor	f100r	f100	f100r.23	23	P	A	1	7	7	12	MIDDLE	0.545455	0	0	0	0	soiin chol cphol shol shol qockhol chor chol sho keey y ykeeam	DRY|PREP	qockhol@6:d1[PREP];chol@8:d1[DRY]	NONE	NONE	2	0	0	DRY|MOIST|PREP	shol@4:d3[MOIST];shol@5:d2[MOIST];qockhol@6:d1[PREP];chol@8:d1[DRY];sho@9:d2[MOIST|PREP];keey@10:d3[NONE]	NONE	NONE	6	0	0	DRY|MOIST|PREP|H2	soiin@1:d6[H2];chol@2:d5[DRY];cphol@3:d4[NONE];shol@4:d3[MOIST];shol@5:d2[MOIST];qockhol@6:d1[PREP];chol@8:d1[DRY];sho@9:d2[MOIST|PREP];keey@10:d3[NONE];ykeeam@12:d5[NONE]	NONE	NONE	10	0	0	PREP	qockhol@6:d1[PREP]	chol@8:d1	NONE	1	1	0	MOIST|PREP	shol@4:d3[MOIST];shol@5:d2[MOIST];qockhol@6:d1[PREP];sho@9:d2[MOIST|PREP];keey@10:d3[NONE]	chol@8:d1	NONE	5	1	0	MOIST|PREP|H2	soiin@1:d6[H2];cphol@3:d4[NONE];shol@4:d3[MOIST];shol@5:d2[MOIST];qockhol@6:d1[PREP];sho@9:d2[MOIST|PREP];keey@10:d3[NONE];ykeeam@12:d5[NONE]	chol@2:d5;chol@8:d1	NONE	8	2	0	PREP	qockhol@6:d1[PREP]	chol@8:d1	NONE	1	1	0	PREP	qockhol@6:d1[PREP];keey@10:d3[NONE]	shol@4:d3;shol@5:d2;chol@8:d1;sho@9:d2	NONE	2	4	0	PREP|H2	soiin@1:d6[H2];qockhol@6:d1[PREP];keey@10:d3[NONE];ykeeam@12:d5[NONE]	chol@2:d5;cphol@3:d4;shol@4:d3;shol@5:d2;chol@8:d1;sho@9:d2	NONE	4	6	0	1	ACTIVE_172_SURFACES	0	0
G768-T0004	chor	f100v	f100	f100v.14	14	P	A	1	6	6	9	MIDDLE	0.625000	1	0	0	0	deey sheocphy qoteody ckhoor ar chor oteey daiin qokomo	COLD|STAGE|PREP	ar@5:d1[NONE];oteey@7:d1[COLD|STAGE|PREP]	NONE	NONE	2	0	0	COLD|STAGE|VALUE_AMOUNT|PREP	qoteody@3:d3[NONE];ckhoor@4:d2[NONE];ar@5:d1[NONE];oteey@7:d1[COLD|STAGE|PREP];daiin@8:d2[VALUE_AMOUNT];qokomo@9:d3[NONE]	NONE	NONE	6	0	0	COLD|STAGE|VALUE_AMOUNT|PREP	sheocphy@2:d4[NONE];qoteody@3:d3[NONE];ckhoor@4:d2[NONE];ar@5:d1[NONE];oteey@7:d1[COLD|STAGE|PREP];daiin@8:d2[VALUE_AMOUNT];qokomo@9:d3[NONE]	NONE	NONE	7	0	0	COLD|STAGE|PREP	ar@5:d1[NONE];oteey@7:d1[COLD|STAGE|PREP]	NONE	NONE	2	0	0	COLD|STAGE|VALUE_AMOUNT|PREP	qoteody@3:d3[NONE];ckhoor@4:d2[NONE];ar@5:d1[NONE];oteey@7:d1[COLD|STAGE|PREP];daiin@8:d2[VALUE_AMOUNT];qokomo@9:d3[NONE]	NONE	NONE	6	0	0	COLD|STAGE|VALUE_AMOUNT|PREP	sheocphy@2:d4[NONE];qoteody@3:d3[NONE];ckhoor@4:d2[NONE];ar@5:d1[NONE];oteey@7:d1[COLD|STAGE|PREP];daiin@8:d2[VALUE_AMOUNT];qokomo@9:d3[NONE]	NONE	NONE	7	0	0	COLD|STAGE|PREP	ar@5:d1[NONE];oteey@7:d1[COLD|STAGE|PREP]	NONE	NONE	2	0	0	COLD|STAGE|VALUE_AMOUNT|PREP	qoteody@3:d3[NONE];ar@5:d1[NONE];oteey@7:d1[COLD|STAGE|PREP];daiin@8:d2[VALUE_AMOUNT];qokomo@9:d3[NONE]	ckhoor@4:d2	NONE	5	1	0	COLD|STAGE|VALUE_AMOUNT|PREP	sheocphy@2:d4[NONE];qoteody@3:d3[NONE];ar@5:d1[NONE];oteey@7:d1[COLD|STAGE|PREP];daiin@8:d2[VALUE_AMOUNT];qokomo@9:d3[NONE]	ckhoor@4:d2	NONE	6	1	0	1	ACTIVE_172_SURFACES	0	0
G768-T0005	dair	f100v	f100	f100v.15	15	P	A	1	3	3	11	MIDDLE	0.200000	0	0	0	0	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	DRY|STAGE	cheey@2:d1[DRY|STAGE]	NONE	NONE	1	0	0	DRY|STAGE|H2	sor@1:d2[H2];cheey@2:d1[DRY|STAGE];cheol@5:d2[DRY];qoolkeey@6:d3[NONE]	NONE	NONE	4	0	0	DRY|STAGE|H2	sor@1:d2[H2];cheey@2:d1[DRY|STAGE];cheol@5:d2[DRY];qoolkeey@6:d3[NONE];chol@7:d4[DRY];cheey@8:d5[DRY|STAGE]	NONE	qokeol@9:d6	6	0	1	DRY|STAGE	cheey@2:d1[DRY|STAGE]	NONE	NONE	1	0	0	DRY|STAGE|H2	sor@1:d2[H2];cheey@2:d1[DRY|STAGE];cheol@5:d2[DRY];qoolkeey@6:d3[NONE]	NONE	NONE	4	0	0	DRY|STAGE|H2	sor@1:d2[H2];cheey@2:d1[DRY|STAGE];cheol@5:d2[DRY];qoolkeey@6:d3[NONE];chol@7:d4[DRY];cheey@8:d5[DRY|STAGE]	NONE	qokeol@9:d6	6	0	1	DRY|STAGE	cheey@2:d1[DRY|STAGE]	NONE	NONE	1	0	0	DRY|STAGE|H2	sor@1:d2[H2];cheey@2:d1[DRY|STAGE];cheol@5:d2[DRY];qoolkeey@6:d3[NONE]	NONE	NONE	4	0	0	DRY|STAGE|H2	sor@1:d2[H2];cheey@2:d1[DRY|STAGE];cheol@5:d2[DRY];qoolkeey@6:d3[NONE];chol@7:d4[DRY];cheey@8:d5[DRY|STAGE]	NONE	qokeol@9:d6	6	0	1	1	ACTIVE_172_SURFACES	0	0
G768-T0006	chor	f102v1	f102	f102v1.14	14	P	A	1	1	1	5	FIRST	0.000000	0	1	0	0	chor cheor ckhey oteol aeky	DRY|VALUE_AMOUNT	cheor@2:d1[DRY|VALUE_AMOUNT]	NONE	NONE	1	0	0	DRY|COLD|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	cheor@2:d1[DRY|VALUE_AMOUNT];ckhey@3:d2[STAGE|PREP];oteol@4:d3[COLD|STAGE|PREP|PROCESS_CLOSE]	NONE	NONE	3	0	0	DRY|COLD|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	cheor@2:d1[DRY|VALUE_AMOUNT];ckhey@3:d2[STAGE|PREP];oteol@4:d3[COLD|STAGE|PREP|PROCESS_CLOSE]	NONE	NONE	3	0	0	NONE	NONE	cheor@2:d1	NONE	0	1	0	COLD|STAGE|PREP|PROCESS_CLOSE	ckhey@3:d2[STAGE|PREP];oteol@4:d3[COLD|STAGE|PREP|PROCESS_CLOSE]	cheor@2:d1	NONE	2	1	0	COLD|STAGE|PREP|PROCESS_CLOSE	ckhey@3:d2[STAGE|PREP];oteol@4:d3[COLD|STAGE|PREP|PROCESS_CLOSE]	cheor@2:d1	NONE	2	1	0	NONE	NONE	cheor@2:d1	NONE	0	1	0	COLD|STAGE|PREP|PROCESS_CLOSE	ckhey@3:d2[STAGE|PREP];oteol@4:d3[COLD|STAGE|PREP|PROCESS_CLOSE]	cheor@2:d1	NONE	2	1	0	COLD|STAGE|PREP|PROCESS_CLOSE	ckhey@3:d2[STAGE|PREP];oteol@4:d3[COLD|STAGE|PREP|PROCESS_CLOSE]	cheor@2:d1	NONE	2	1	0	1	ACTIVE_172_SURFACES	0	0
G768-T0007	dair	f102v1	f102	f102v1.19	19	P	A	1	2	2	8	MIDDLE	0.142857	1	0	0	0	foidaiin dair or sheol okeeol qoteol oroey olkey	NONE	or@3:d1[NONE]	NONE	NONE	1	0	0	MOIST|HOT|STAGE|PREP	or@3:d1[NONE];sheol@4:d2[MOIST];okeeol@5:d3[HOT|STAGE|PREP]	NONE	NONE	3	0	0	MOIST|HOT|STAGE|PREP	or@3:d1[NONE];sheol@4:d2[MOIST];okeeol@5:d3[HOT|STAGE|PREP];qoteol@6:d4[NONE];olkey@8:d6[NONE]	NONE	NONE	5	0	0	NONE	or@3:d1[NONE]	NONE	NONE	1	0	0	MOIST|HOT|STAGE|PREP	or@3:d1[NONE];sheol@4:d2[MOIST];okeeol@5:d3[HOT|STAGE|PREP]	NONE	NONE	3	0	0	MOIST|HOT|STAGE|PREP	or@3:d1[NONE];sheol@4:d2[MOIST];okeeol@5:d3[HOT|STAGE|PREP];qoteol@6:d4[NONE];olkey@8:d6[NONE]	NONE	NONE	5	0	0	NONE	or@3:d1[NONE]	NONE	NONE	1	0	0	MOIST|HOT|STAGE|PREP	or@3:d1[NONE];sheol@4:d2[MOIST];okeeol@5:d3[HOT|STAGE|PREP]	NONE	NONE	3	0	0	MOIST|HOT|STAGE|PREP	or@3:d1[NONE];sheol@4:d2[MOIST];okeeol@5:d3[HOT|STAGE|PREP];qoteol@6:d4[NONE];olkey@8:d6[NONE]	NONE	NONE	5	0	0	1	ACTIVE_172_SURFACES	0	0
G768-T0008	dair	f103v	f103	f103v.8	8	S	B	3	4	4	6	MIDDLE	0.600000	0	1	0	0	sain shey olsheey dair chekoal okeey	NONE	olsheey@3:d1[NONE]	NONE	NONE	1	0	0	VALUE_AMOUNT|H2	sain@1:d3[VALUE_AMOUNT|H2];olsheey@3:d1[NONE];okeey@6:d2[NONE]	NONE	NONE	3	0	0	VALUE_AMOUNT|H2	sain@1:d3[VALUE_AMOUNT|H2];olsheey@3:d1[NONE];okeey@6:d2[NONE]	NONE	NONE	3	0	0	NONE	olsheey@3:d1[NONE]	NONE	NONE	1	0	0	VALUE_AMOUNT|H2	sain@1:d3[VALUE_AMOUNT|H2];olsheey@3:d1[NONE];okeey@6:d2[NONE]	NONE	NONE	3	0	0	VALUE_AMOUNT|H2	sain@1:d3[VALUE_AMOUNT|H2];olsheey@3:d1[NONE];okeey@6:d2[NONE]	NONE	NONE	3	0	0	NONE	olsheey@3:d1[NONE]	NONE	NONE	1	0	0	NONE	olsheey@3:d1[NONE];okeey@6:d2[NONE]	sain@1:d3	NONE	2	1	0	NONE	olsheey@3:d1[NONE];okeey@6:d2[NONE]	sain@1:d3	NONE	2	1	0	1	ACTIVE_172_SURFACES	0	0
G768-T0009	chor	f104v	f104	f104v.20	20	S	B	3	9	9	12	MIDDLE	0.727273	0	0	0	0	or sheeo lcheedy qokeey qochey qotcheedy qotchedy qokol chor chorol chdar otam	HOT|PROCESS_CLOSE	qokol@8:d1[HOT|PROCESS_CLOSE];chorol@10:d1[NONE]	NONE	NONE	2	0	0	DRY|HOT|COLD|STAGE|PROCESS_CLOSE	qotcheedy@6:d3[DRY|COLD|STAGE|PROCESS_CLOSE];qotchedy@7:d2[NONE];qokol@8:d1[HOT|PROCESS_CLOSE];chorol@10:d1[NONE];chdar@11:d2[NONE];otam@12:d3[NONE]	NONE	NONE	6	0	0	DRY|HOT|COLD|STAGE|PREP|PROCESS_CLOSE	or@1:d8[NONE];sheeo@2:d7[STAGE|PREP];qokeey@4:d5[HOT|STAGE];qochey@5:d4[NONE];qotcheedy@6:d3[DRY|COLD|STAGE|PROCESS_CLOSE];qotchedy@7:d2[NONE];qokol@8:d1[HOT|PROCESS_CLOSE];chorol@10:d1[NONE];chdar@11:d2[NONE];otam@12:d3[NONE]	NONE	NONE	10	0	0	HOT|PROCESS_CLOSE	qokol@8:d1[HOT|PROCESS_CLOSE];chorol@10:d1[NONE]	NONE	NONE	2	0	0	DRY|HOT|COLD|STAGE|PROCESS_CLOSE	qotcheedy@6:d3[DRY|COLD|STAGE|PROCESS_CLOSE];qotchedy@7:d2[NONE];qokol@8:d1[HOT|PROCESS_CLOSE];chorol@10:d1[NONE];chdar@11:d2[NONE];otam@12:d3[NONE]	NONE	NONE	6	0	0	DRY|HOT|COLD|STAGE|PREP|PROCESS_CLOSE	or@1:d8[NONE];sheeo@2:d7[STAGE|PREP];qokeey@4:d5[HOT|STAGE];qochey@5:d4[NONE];qotcheedy@6:d3[DRY|COLD|STAGE|PROCESS_CLOSE];qotchedy@7:d2[NONE];qokol@8:d1[HOT|PROCESS_CLOSE];chorol@10:d1[NONE];chdar@11:d2[NONE];otam@12:d3[NONE]	NONE	NONE	10	0	0	HOT|PROCESS_CLOSE	qokol@8:d1[HOT|PROCESS_CLOSE]	chorol@10:d1	NONE	1	1	0	DRY|HOT|COLD|STAGE|PROCESS_CLOSE	qotcheedy@6:d3[DRY|COLD|STAGE|PROCESS_CLOSE];qotchedy@7:d2[NONE];qokol@8:d1[HOT|PROCESS_CLOSE];otam@12:d3[NONE]	chorol@10:d1;chdar@11:d2	NONE	4	2	0	DRY|HOT|COLD|STAGE|PREP|PROCESS_CLOSE	sheeo@2:d7[STAGE|PREP];qokeey@4:d5[HOT|STAGE];qochey@5:d4[NONE];qotcheedy@6:d3[DRY|COLD|STAGE|PROCESS_CLOSE];qotchedy@7:d2[NONE];qokol@8:d1[HOT|PROCESS_CLOSE];otam@12:d3[NONE]	or@1:d8;chorol@10:d1;chdar@11:d2	NONE	7	3	0	1	ACTIVE_172_SURFACES	0	0
G768-T0010	shor	f104v	f104	f104v.27	27	S	B	3	2	2	13	MIDDLE	0.083333	1	0	0	0	pchoror shor sheol sheol sheol qokchedy chdor sho r aiin chpchs aiin al	MOIST	pchoror@1:d1[NONE];sheol@3:d1[MOIST]	NONE	NONE	2	0	0	MOIST	pchoror@1:d1[NONE];sheol@3:d1[MOIST];sheol@4:d2[MOIST];sheol@5:d3[MOIST]	NONE	NONE	4	0	0	DRY|MOIST|VALUE_AMOUNT|PREP	pchoror@1:d1[NONE];sheol@3:d1[MOIST];sheol@4:d2[MOIST];sheol@5:d3[MOIST];qokchedy@6:d4[NONE];chdor@7:d5[DRY|VALUE_AMOUNT];sho@8:d6[MOIST|PREP];r@9:d7[NONE];aiin@10:d8[NONE];chpchs@11:d9[NONE];aiin@12:d10[NONE];al@13:d11[NONE]	NONE	NONE	12	0	0	MOIST	pchoror@1:d1[NONE];sheol@3:d1[MOIST]	NONE	NONE	2	0	0	MOIST	pchoror@1:d1[NONE];sheol@3:d1[MOIST];sheol@4:d2[MOIST];sheol@5:d3[MOIST]	NONE	NONE	4	0	0	DRY|MOIST|VALUE_AMOUNT	pchoror@1:d1[NONE];sheol@3:d1[MOIST];sheol@4:d2[MOIST];sheol@5:d3[MOIST];qokchedy@6:d4[NONE];chdor@7:d5[DRY|VALUE_AMOUNT];r@9:d7[NONE];aiin@10:d8[NONE];chpchs@11:d9[NONE];aiin@12:d10[NONE];al@13:d11[NONE]	sho@8:d6	NONE	11	1	0	NONE	pchoror@1:d1[NONE]	sheol@3:d1	NONE	1	1	0	NONE	pchoror@1:d1[NONE]	sheol@3:d1;sheol@4:d2;sheol@5:d3	NONE	1	3	0	NONE	pchoror@1:d1[NONE];qokchedy@6:d4[NONE];r@9:d7[NONE];aiin@10:d8[NONE];chpchs@11:d9[NONE];aiin@12:d10[NONE];al@13:d11[NONE]	sheol@3:d1;sheol@4:d2;sheol@5:d3;chdor@7:d5;sho@8:d6	NONE	7	5	0	1	ACTIVE_172_SURFACES	0	0
