statement_id	record_unit_id	node_path	event_ids	visible_card_reading	complete_station_reading_de	inherited_motifs	new_handoff_motif	primary_motif	primary_apprentice_rule	owner_break_count	coverage_status
B3-S001	B3	N1	E229	lange sammeln; Schluss	An der oberen offenen Randstation länger auffangen; Schluss.	M06	NONE	M06	Empfangen, sammeln oder Ergebnis abnehmen	0	MOTIF_COVERED
B3-S002	B3	N1	E230|E231	danach dorthin | Langwärmen; Schluss	Danach zur nächsten Stelle führen und dort länger erwärmen; Schluss.	M03	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B3-S003	B3	N1	E232|E233|E234|E235	dies | Sollwert | dies | abführen; Schluss	Diesen Posten auf Sollmaß bringen und abführen; Schluss.	M04	NONE	M04	Bemessen, dann passieren oder zuführen	0	MOTIF_COVERED
B3-S004	B3	N1	E236|E237|E238	bemessen | danach dorthin | davon	Davon eine Menge abmessen und zur folgenden Stelle bringen.	M04	NONE	M04	Bemessen, dann passieren oder zuführen	0	MOTIF_COVERED
B3-S005	B3	N2	E239	überführen; Schluss	In die mittlere runde Randstation überführen; Schluss.	M02	NONE	M02	Ziel setzen, passieren und transferieren	0	MOTIF_COVERED
B3-S006	B3	N2	E240|E241|E242	Postentransfer | dorthin einsetzen | weiterführen; Schluss	Den Posten übertragen, am Ziel einsetzen und weiterführen; Schluss.	M02	NONE	M02	Ziel setzen, passieren und transferieren	0	MOTIF_COVERED
B3-S007	B3	N2	E243|E244|E245	bemessen | überführen | lange einwirken; Schluss	Bemessen, überführen und länger einwirken lassen; Schluss.	M03|M04|M05	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B3-S008	B3	N2	E246	abführen; Schluss	Aus der Station abführen; Schluss.	M02	NONE	M02	Ziel setzen, passieren und transferieren	0	MOTIF_COVERED
B3-S009	B3	N2	E247	einsetzen	Den Posten einsetzen.	NONE	NONE	ATOMIC_EXCEPTION	gelernte elementare Einzelanweisung	0	ATOMIC_EXCEPTION
B3-S010	B3	N3	E248|E249	Zielzuführung | Kurzfolge; Schluss	Der unteren korbartigen Randstation zuführen und kurz weiterführen; Schluss.	M02	NONE	M02	Ziel setzen, passieren und transferieren	0	MOTIF_COVERED
B3-S011	B3	N3	E250|E251|E252|E253	Vorbereitungstransfer | einsetzen | überführen | Quellposten	Die Vorbereitung übertragen, einsetzen, weiterführen und beim Quellposten belassen.	NONE	M07	M07	Lokal übergeben, weiterleiten oder abführen	0	MOTIF_COVERED
B3-S012	B3	N3	E254|E255	Ansatz | kurz absetzen; Schluss	Den Ansatz kurz absetzen lassen; Schluss.	M03	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B3-S013	B3	N3	E256|E257|E258|E259	bemessen | Portion | kurz vorbereiten | kurz einwirken; Schluss	Eine Portion bemessen, kurz vorbereiten und kurz einwirken lassen; Schluss.	M03|M05	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B3-S014	B3	N3	E260|E261	Laufeinsatz | Langabsetzen; Schluss	In den Lauf einsetzen und länger absetzen lassen; Schluss.	M03	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B3-S015	B3	N3	E262	abführen; Schluss	Aus der Station abführen; Schluss.	M02	NONE	M02	Ziel setzen, passieren und transferieren	0	MOTIF_COVERED
B3-S016	B3	N3→N4	E263|E264	Abzug | einführen; Schluss	Am N3-Abzug abziehen; nach sichtbarem Besitzerbruch bei N4 einführen; Schluss.	M06	NONE	M06	Empfangen, sammeln oder Ergebnis abnehmen	1	MOTIF_COVERED
B3-S017	B3	N4	E265	lange einwirken; Schluss	Länger einwirken lassen; Schluss.	M03|M05	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B3-S018	B3	N4	E266	kurz absetzen; Schluss	Kurz absetzen lassen; Schluss.	M03	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B3-S019	B3	N4	E267	Einsatzabsetzen; Schluss	Nach dem Einsatz absetzen lassen; Schluss.	M03	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B3-S020	B3	N4	E268|E269	dorthin | abführen; Schluss	Dorthin führen und abführen; Schluss.	M02	NONE	M02	Ziel setzen, passieren und transferieren	0	MOTIF_COVERED
B3-S021	B3	N4	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	bemessen | bereit | dorthin | dies | Sollwert | am Ziel absetzen | Kurzvorbereitung | dies | dorthin | bereit | Zieltransfer; Schluss	Bemessen, bereitstellen und dorthin bringen; Sollwert am Ziel absetzen, kurz vorbereiten, dorthin bringen, bereitstellen und ans Ziel übertragen; Schluss.	M02|M03|M04	NONE	M02	Ziel setzen, passieren und transferieren	0	MOTIF_COVERED
B3-S022	B3	N4	E281	Folgetransfer; Schluss	Zur folgenden Station übertragen; Schluss.	M02	NONE	M02	Ziel setzen, passieren und transferieren	0	MOTIF_COVERED
B3-S023	B3	N4	E282	abführen; Schluss	Aus der Station abführen; Schluss.	M02	NONE	M02	Ziel setzen, passieren und transferieren	0	MOTIF_COVERED
B3-S024	B3	N4	E283	überführen; Schluss	Überführen; Schluss.	NONE	M07	M07	Lokal übergeben, weiterleiten oder abführen	0	MOTIF_COVERED
B3-S025	B3	N4	E284	einführen; Schluss	In die nächste Station einführen; Schluss.	M02	NONE	M02	Ziel setzen, passieren und transferieren	0	MOTIF_COVERED
B3-S026	B3	N4→N5	E285|E286|E287|E288|E289|E290|E291	Quelltransfer | Sollabsetzung | überführen | Anteil zugeben | bereit | Zielbereitung | lange sammeln; Schluss	Bei N4 von der Quelle übertragen, Sollabsetzung und Zielbereitung setzen; nach Besitzerbruch am N5-Paar länger sammeln; Schluss.	M02|M03|M06	NONE	M02	Ziel setzen, passieren und transferieren	1	MOTIF_COVERED
B3-S027	B3	N5	E292	lange Folgestufe; Schluss	Die folgende Stufe länger halten; Schluss.	M03	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B3-S028	B3	N5	E293|E294	lange einwirken | kurz einwirken; Schluss	Länger einwirken lassen, dann den kurzen Einwirkpunkt schließen.	M03|M05	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B3-S029	B3	N5	E295|E296|E297	weiter | Vollteil | kurz einwirken; Schluss	Weiterführen, den vollen Anteil nehmen und kurz einwirken lassen; Schluss.	M03|M05	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B3-S030	B3	N5	E298|E299|E300|E301	einsetzen | Sollwert | Weiterlauf | Folgetransfer; Schluss	Einsetzen, auf Sollmaß bringen, im Lauf weiterführen und zur nächsten Station übertragen; Schluss.	M02|M04	NONE	M02	Ziel setzen, passieren und transferieren	0	MOTIF_COVERED
B3-S031	B3	N5	E302	lange einwirken; Schluss	Länger einwirken lassen; Schluss.	M03|M05	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B3-S032	B3	N5	E303|E304|E305|E306|E307	Anteilstransfer | überführen | Kurzsoll | Folgemaß | Kurzfolge; Schluss	Anteil übertragen, überführen, Kurzsoll und Folgemaß setzen, kurz weiterführen; Schluss.	M04	NONE	M04	Bemessen, dann passieren oder zuführen	0	MOTIF_COVERED
B3-S033	B3	N5	E308	abziehen; Schluss	Abziehen; Schluss.	M06	NONE	M06	Empfangen, sammeln oder Ergebnis abnehmen	0	MOTIF_COVERED
B3-S034	B3	N5	E309|E310|E311|E312|E313|E314	Arbeitsstufe | bereit | Teil | Folgemaß | Zwischenziel | kurz absetzen; Schluss	Arbeitsstufe bereitstellen, Teil und Folgemaß am Zwischenziel kurz absetzen; Schluss.	M03	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B4-S001	B4	N5	E315	lange einwirken; Schluss	Am Hauptpaar länger einwirken lassen; Schluss.	M03|M05	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B4-S002	B4	N5	E316|E317|E318	Weiterposten | lange einwirken | kurz einwirken; Schluss	Den Weiterposten zuerst länger, dann kurz einwirken lassen; Schluss.	M03|M05	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B4-S003	B4	N5	E319|E320|E321|E322|E323|E324|E325	überführen | danach dorthin | das nächste | lange einwirken | einsetzen | weiter | kurz absetzen; Schluss	Überführen, danach das Nächste dorthin bringen, länger einwirken, einsetzen, weiterführen und kurz absetzen; Schluss.	M02|M03|M05	NONE	M02	Ziel setzen, passieren und transferieren	0	MOTIF_COVERED
B4-S004	B4	N5	E326	befestigen; Schluss	Den Posten befestigen; Schluss.	NONE	NONE	ATOMIC_EXCEPTION	gelernte elementare Einzelanweisung	0	ATOMIC_EXCEPTION
B4-S005	B4	N5	E327|E328|E329	Einlage | überführen | lange einwirken; Schluss	Die Einlage überführen und länger einwirken lassen; Schluss.	M03|M05	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B4-S006	B4	N5	E330	durchlassen; Schluss	Einmal durchlassen; Schluss.	NONE	M07	M07	Lokal übergeben, weiterleiten oder abführen	0	MOTIF_COVERED
B4-S007	B4	N5	E331	durchlassen; Schluss	Ein zweites Mal durchlassen; Schluss.	NONE	M07	M07	Lokal übergeben, weiterleiten oder abführen	0	MOTIF_COVERED
B4-S008	B4	N5	E332|E333|E334|E335	Sollwert | länger bearbeiten | Langhalt | kurz einwirken; Schluss	Auf Sollmaß bringen, länger bearbeiten, länger halten und kurz einwirken lassen; Schluss.	M03|M04|M05	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B4-S009	B4	N5	E336	kurz absetzen; Schluss	Kurz absetzen lassen; Schluss.	M03	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B4-S010	B4	N5	E337	Schluss	Schluss.	NONE	NONE	ATOMIC_EXCEPTION	gelernte elementare Einzelanweisung	0	ATOMIC_EXCEPTION
B4-S011	B4	N6	E338|E339|E340|E341|E342|E343|E344	Sollwert | kurz wärmen | Langfortsetzung | Anteil zugeben | überführen | weiter | Kurzabzug; Schluss	Sollwert kurz wärmen, länger weiterführen, Anteil zugeben, überführen, fortsetzen und kurz abziehen; Schluss.	M03|M04|M06	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B4-S012	B4	N6	E345	abführen; Schluss	Abführen; Schluss.	NONE	M07	M07	Lokal übergeben, weiterleiten oder abführen	0	MOTIF_COVERED
B4-S013	B4	N6	E346|E347	Weiter einsetzen | kurz absetzen; Schluss	Weiter einsetzen und kurz absetzen lassen; Schluss.	M03	NONE	M03	Halten oder bearbeiten, dann absetzen/schließen	0	MOTIF_COVERED
B4-S014	B4	N6	E348|E349|E350|E351	Ansatz | dies | Kurzdurchgang | Laufschluss	Diesen Ansatz durch den kurzen Gang führen und den Lauf schließen.	M02	NONE	M02	Ziel setzen, passieren und transferieren	0	MOTIF_COVERED
B4-S015	B4	N6→N7	E352|E353|E354|E355|E356|E357	Anteil zugeben | Ergebnis | Portion | Zielpassage | Kurzsammlung | abführen; Schluss	Am linken N6-Arm Anteil, Ergebnis und Zielpassage setzen; nach Besitzerbruch am rechten N7-Knoten kurz sammeln und abführen; Schluss.	M02|M06	NONE	M02	Ziel setzen, passieren und transferieren	1	MOTIF_COVERED
B4-S016	B4	N7	E358|E359|E360|E361	weiterer Anteil | dorthin | Quellausguss | kurz absetzen; Schluss	Weiteren Anteil dorthin bringen, davon ausgießen und kurz absetzen; Schluss.	M02|M03|M04|M06	NONE	M02	Ziel setzen, passieren und transferieren	0	MOTIF_COVERED
B5-S001	B5	N8	E362	Nachtransfer; Schluss	Den Nachtransfer am linken Endposten ausführen; Schluss.	NONE	M07	M07	Lokal übergeben, weiterleiten oder abführen	0	MOTIF_COVERED
B5-S002	B5	N8	E363	einführen; Schluss	In den linken Endposten einführen; Schluss.	NONE	M07	M07	Lokal übergeben, weiterleiten oder abführen	0	MOTIF_COVERED
