scope	model_stage	stem_feature	stem_weight	target_count	truth_generated_count	top1_exact_count	top2_exact_count	top3_exact_count	top5_exact_count	rank_sum	deepest_truth_rank
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	GDT526_BASE	BASE	0.0	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_S_BP1_W025	CERT_S_BP1	0.25	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_S_BP1_W050	CERT_S_BP1	0.5	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_S_BP1_W075	CERT_S_BP1	0.75	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_S_BP1_W100	CERT_S_BP1	1.0	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_S_BP1_W125	CERT_S_BP1	1.25	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_S_BP1_W150	CERT_S_BP1	1.5	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_S_BP1_W175	CERT_S_BP1	1.75	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_S_BP1_W200	CERT_S_BP1	2.0	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_S_BP1_W225	CERT_S_BP1	2.25	1558	1441	1097	1328	1386	1418	2110	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_S_BP1_W250	CERT_S_BP1	2.5	1558	1441	1097	1328	1386	1418	2110	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_L_BP1_W050	CERT_L_BP1	0.5	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_L_BP1_W100	CERT_L_BP1	1.0	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_L_BP1_W150	CERT_L_BP1	1.5	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_L_BP1_W200	CERT_L_BP1	2.0	1558	1441	1097	1328	1386	1418	2110	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_L_BP1_W225	CERT_L_BP1	2.25	1558	1441	1094	1328	1386	1418	2113	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_L_BP1_W250	CERT_L_BP1	2.5	1558	1441	1093	1328	1386	1418	2114	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_LS_BP1_W050	CERT_LS_BP1	0.5	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_LS_BP1_W100	CERT_LS_BP1	1.0	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_LS_BP1_W150	CERT_LS_BP1	1.5	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_LS_BP1_W200	CERT_LS_BP1	2.0	1558	1441	1097	1328	1386	1418	2110	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_LS_BP1_W225	CERT_LS_BP1	2.25	1558	1441	1093	1328	1386	1418	2114	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_LS_BP1_W250	CERT_LS_BP1	2.5	1558	1441	1092	1328	1386	1418	2115	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_S_BON_W050	CERT_S_BONUS	0.5	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_S_BON_W100	CERT_S_BONUS	1.0	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_S_BON_W150	CERT_S_BONUS	1.5	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_S_BON_W200	CERT_S_BONUS	2.0	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_S_BIN_W050	CERT_S_BINARY	0.5	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_S_BIN_W100	CERT_S_BINARY	1.0	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_S_BIN_W150	CERT_S_BINARY	1.5	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	CERT_S_BIN_W200	CERT_S_BINARY	2.0	1558	1441	1098	1328	1386	1418	2109	22
CURRENT_159_OLD26_TO_NEW4	GDT526_BASE	BASE	0.0	159	159	147	155	158	158	181	9
CURRENT_159_OLD26_TO_NEW4	CERT_S_BP1_W025	CERT_S_BP1	0.25	159	159	147	156	158	158	180	9
CURRENT_159_OLD26_TO_NEW4	CERT_S_BP1_W050	CERT_S_BP1	0.5	159	159	148	156	158	158	179	9
CURRENT_159_OLD26_TO_NEW4	CERT_S_BP1_W075	CERT_S_BP1	0.75	159	159	148	156	158	158	179	9
CURRENT_159_OLD26_TO_NEW4	CERT_S_BP1_W100	CERT_S_BP1	1.0	159	159	148	156	158	158	179	9
CURRENT_159_OLD26_TO_NEW4	CERT_S_BP1_W125	CERT_S_BP1	1.25	159	159	148	156	158	158	179	9
CURRENT_159_OLD26_TO_NEW4	CERT_S_BP1_W150	CERT_S_BP1	1.5	159	159	148	156	158	158	179	9
CURRENT_159_OLD26_TO_NEW4	CERT_S_BP1_W175	CERT_S_BP1	1.75	159	159	148	156	158	158	179	9
CURRENT_159_OLD26_TO_NEW4	CERT_S_BP1_W200	CERT_S_BP1	2.0	159	159	148	156	158	158	179	9
