owner_cluster_id	physical_page	register	owner_de	content_class	address_event_count	distinct_surface_count	tier_a_exact_formula_count	tier_b_attested_recipe_count	tier_c_provisional_composition_count	tier_d_whole_label_count	whole_label_default_de	image_object_id	review_image_sha256
G459-O01	f17r	HERBAL	Name oder Kennung fuer Bezeichnung bei der abgebildeten ganzen Bluetenpflanze	PICTURED_PLANT	2	2	0	0	0	2	PFLANZENNAME	1006106	eccb822a72a8c27045aefa4f19d558dba29ef046c1d8e3772c715a99ee7113b9
G459-O02	f71v	CELESTIAL	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	STAR_BEARING_RING_POSITION	16	15	8	0	0	8	STERNSTELLENNAME	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G459-O03	f71v	CELESTIAL	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	STAR_BEARING_RING_POSITION	6	6	2	0	0	4	STERNSTELLENNAME	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G459-O04	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe A	STAR_BEARING_RING_POSITION	17	17	6	1	3	7	STERNSTELLENNAME	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G459-O05	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe B	STAR_BEARING_RING_POSITION	6	6	1	1	0	4	STERNSTELLENNAME	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G459-O06	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe D	STAR_BEARING_RING_POSITION	22	20	8	1	2	11	STERNSTELLENNAME	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G459-O07	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe E	STAR_BEARING_RING_POSITION	9	9	4	1	0	4	STERNSTELLENNAME	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G459-O08	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe G	STAR_BEARING_RING_POSITION	18	18	7	1	0	10	STERNSTELLENNAME	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G459-O09	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe H	STAR_BEARING_RING_POSITION	16	16	5	0	1	10	STERNSTELLENNAME	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G459-O10	f72r	CELESTIAL	lokale Kennung für Tierkreis-Ringgruppe I	STAR_BEARING_RING_POSITION	8	8	1	0	1	6	STERNSTELLENNAME	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G459-O11	f77r	BIOLOGICAL	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	BATH_OR_OUTLET_STATION	8	8	3	0	0	5	BADSTATIONSNAME	1006212	6bcedcaccc8107da32d6d1ca950b96708b529538d7902a2108398a3c0b9327df
G459-O12	f77r	BIOLOGICAL	Name oder Kennung fuer untere Gefaess-/Beckenstation	BATH_OR_OUTLET_STATION	3	3	2	0	0	1	BADSTATIONSNAME	1006212	6bcedcaccc8107da32d6d1ca950b96708b529538d7902a2108398a3c0b9327df
G459-O13	f88v	PHARMA	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	DRUG_OR_INGREDIENT_OBJECT	4	4	0	0	0	4	DROGENNAME	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G459-O14	f88v	PHARMA	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	DRUG_OR_INGREDIENT_OBJECT	6	6	1	0	0	5	DROGENNAME	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G459-O15	f88v	PHARMA	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	DRUG_OR_INGREDIENT_OBJECT	4	4	1	0	0	3	DROGENNAME	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G459-O16	f89r	PHARMA	lokale Kennung für Gefäß-/Pflanzenteilgruppe A	DRUG_OR_INGREDIENT_OBJECT	5	5	0	1	0	4	DROGENNAME	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G459-O17	f89r	PHARMA	lokale Kennung für Gefäß-/Pflanzenteilgruppe B	DRUG_OR_INGREDIENT_OBJECT	6	6	4	0	0	2	DROGENNAME	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G459-O18	f89r	PHARMA	lokale Kennung für Gefäß-/Pflanzenteilgruppe C	DRUG_OR_INGREDIENT_OBJECT	4	4	0	0	0	4	DROGENNAME	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G459-O19	f89r	PHARMA	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	DRUG_OR_INGREDIENT_OBJECT	5	5	1	0	0	4	DROGENNAME	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G459-O20	f89r	PHARMA	lokale Kennung für Gefäß-/Pflanzenteilgruppe E	DRUG_OR_INGREDIENT_OBJECT	6	6	4	0	0	2	DROGENNAME	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G459-O21	f89r	PHARMA	lokale Kennung für Gefäß-/Pflanzenteilgruppe F	DRUG_OR_INGREDIENT_OBJECT	6	6	2	0	1	3	DROGENNAME	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
G459-O22	f89r	PHARMA	lokale Kennung für Gefäß-/Pflanzenteilgruppe G	DRUG_OR_INGREDIENT_OBJECT	6	6	1	1	0	4	DROGENNAME	1006233	e146c6ff04664783f8e9a5d2cadcf7eb653498320ab431a11ba9cd47d8efe30c
