gdt459_address_id	source_event_id	physical_page	register	locus	source_order	owner_de	surface	content_class	decision_tier	semantic_status	selected_recipe_or_whole_class	short_default_de	confidence	decision_evidence	running_surface_event_count	running_selected_recipe_event_count	local_surface_event_count	segmentation_candidate_count	minimal_segmentation_recipe	minimal_segmentation_forms	minimal_segmentation_atom_count	factor_gate_status	portable_factor_rules	amber_factor_rules	blocked_factor_rules	strongest_rival	image_object_id	image_url	review_image_sha256
G459-L001	P1003-E0079	f17r	HERBAL	f17r.13	307	Name oder Kennung fuer Bezeichnung bei der abgebildeten ganzen Bluetenpflanze	oteeeon	PICTURED_PLANT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::PICTURED_PLANT	PFLANZENNAME	CONCRETE_OWNER_DEFAULT	OWNER_OBJECT_CLASS__NO_LICENSED_SHORT_FORMULA	0	0	1	0	NONE	NONE	0	NOT_TESTED_NO_SEGMENTATION	NONE	NONE	NONE	LONG_COMPOSITIONAL_ADDRESS	1006106	https://collections.library.yale.edu/iiif/2/1006106/full/2000,/0/default.jpg	eccb822a72a8c27045aefa4f19d558dba29ef046c1d8e3772c715a99ee7113b9
G459-L002	P1003-E0080	f17r	HERBAL	f17r.13	308	Name oder Kennung fuer Bezeichnung bei der abgebildeten ganzen Bluetenpflanze	oiil	PICTURED_PLANT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::PICTURED_PLANT	PFLANZENNAME	CONCRETE_OWNER_DEFAULT	OWNER_OBJECT_CLASS__NO_LICENSED_SHORT_FORMULA	0	0	1	0	NONE	NONE	0	NOT_TESTED_NO_SEGMENTATION	NONE	NONE	NONE	LONG_COMPOSITIONAL_ADDRESS	1006106	https://collections.library.yale.edu/iiif/2/1006106/full/2000,/0/default.jpg	eccb822a72a8c27045aefa4f19d558dba29ef046c1d8e3772c715a99ee7113b9
G459-L003	P1003-E0595	f71v	CELESTIAL	f71v.2	1254	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	char	STAR_BEARING_RING_POSITION	A_EXACT_RUNNING_FORMULA	PORTABLE_ADDRESS_FORMULA	AR	AUSGANG	HIGH_WORKING	EXACT_SURFACE_HAS_ONE_RUNNING_RECIPE	5	39	2	3	AR	char	1	EXACT_RUNNING_RECIPE	FOCUS:OWNER<-AR	NONE	NONE	WHOLE_LOCAL_OBJECT_NAME	1006203	https://collections.library.yale.edu/iiif/2/1006203/full/3000,/0/default.jpg	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G459-L004	P1003-E0596	f71v	CELESTIAL	f71v.2	1255	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	arom	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	OWNER_OBJECT_CLASS__NO_LICENSED_SHORT_FORMULA	0	0	1	0	NONE	NONE	0	NOT_TESTED_NO_SEGMENTATION	NONE	NONE	NONE	LONG_COMPOSITIONAL_ADDRESS	1006203	https://collections.library.yale.edu/iiif/2/1006203/full/3000,/0/default.jpg	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G459-L005	P1003-E0597	f71v	CELESTIAL	f71v.3	1256	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	chfaly	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	OWNER_OBJECT_CLASS__NO_LICENSED_SHORT_FORMULA	0	0	1	0	NONE	NONE	0	NOT_TESTED_NO_SEGMENTATION	NONE	NONE	NONE	LONG_COMPOSITIONAL_ADDRESS	1006203	https://collections.library.yale.edu/iiif/2/1006203/full/3000,/0/default.jpg	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G459-L006	P1003-E0598	f71v	CELESTIAL	f71v.4	1257	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	okolar	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	OWNER_OBJECT_CLASS__NO_LICENSED_SHORT_FORMULA	0	0	1	8	OK+OL+AR	ok|ol|ar	3	FACTOR_GREEN_CROSS_PAGE	FOCUS:OK<-AR	NONE	NONE	LONG_COMPOSITIONAL_ADDRESS	1006203	https://collections.library.yale.edu/iiif/2/1006203/full/3000,/0/default.jpg	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G459-L007	P1003-E0599	f71v	CELESTIAL	f71v.5	1258	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	otchody	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	OWNER_OBJECT_CLASS__NO_LICENSED_SHORT_FORMULA	0	0	1	8	OT+HO+Y	ot|cho|dy	3	FACTOR_GREEN_CROSS_PAGE	FOCUS:OWNER<-Y	NONE	NONE	LONG_COMPOSITIONAL_ADDRESS	1006203	https://collections.library.yale.edu/iiif/2/1006203/full/3000,/0/default.jpg	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G459-L008	P1003-E0600	f71v	CELESTIAL	f71v.6	1259	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	alcphy	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	OWNER_OBJECT_CLASS__NO_LICENSED_SHORT_FORMULA	0	0	1	0	NONE	NONE	0	NOT_TESTED_NO_SEGMENTATION	NONE	NONE	NONE	LONG_COMPOSITIONAL_ADDRESS	1006203	https://collections.library.yale.edu/iiif/2/1006203/full/3000,/0/default.jpg	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G459-L009	P1003-E0601	f71v	CELESTIAL	f71v.7	1260	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	otaiin	STAR_BEARING_RING_POSITION	A_EXACT_RUNNING_FORMULA	PORTABLE_ADDRESS_FORMULA	OT+AIIN	DANACH · WERT	HIGH_WORKING	EXACT_SURFACE_HAS_ONE_RUNNING_RECIPE	9	20	2	4	OT+AIIN	ot|aiin	2	EXACT_RUNNING_RECIPE	FOCUS:OWNER<-AIIN	NONE	NONE	WHOLE_LOCAL_OBJECT_NAME	1006203	https://collections.library.yale.edu/iiif/2/1006203/full/3000,/0/default.jpg	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G459-L010	P1003-E0602	f71v	CELESTIAL	f71v.8	1261	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	okaraiin	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	OWNER_OBJECT_CLASS__NO_LICENSED_SHORT_FORMULA	0	0	1	8	OK+AR+AIIN	ok|ar|aiin	3	FACTOR_GREEN_CROSS_PAGE	FOCUS:OK<-AR|FOCUS:OK<-AIIN	NONE	NONE	LONG_COMPOSITIONAL_ADDRESS	1006203	https://collections.library.yale.edu/iiif/2/1006203/full/3000,/0/default.jpg	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
