source_group_id	unit_id	record_id	page	visible_surface	clause_shape_id	source_slots	period_source_clause	historical_mechanism
E001	H1-S001	H1	f10r	dchey	C01	LEARNED_OR_LOCAL_BODY>REFERENT	Setze die gelernte Fachkarte: Wurzel als aktueller Posten.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe
E002	H1-S001	H1	f10r	cthoor	C05	ACTION>SOURCE_OR_PREPARATION	Führe es aus dem Vorrat oder am Ansatz aus: Ansatz bereit.	Rezeptquelle oder laufende Zubereitung als geerbtes Argument
E003	H1-S001	H1	f10r	char	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: aus dem Ansatz.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa
E004	H1-S001	H1	f10r	chty	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: Teil abtrennen.	Apothekermaß, Anteil oder Arbeitsstufe
E005	H1-S001	H1	f10r	os	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Mischgefäß.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe
E006	H1-S001	H1	f10r	chair	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: Wasserzulauf.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa
E007	H1-S001	H1	f10r	otytchol	C02	ORDER>QUANTITY_OR_STAGE	Danach oder in demselben Gang: naechsten Teilposten weiterfuehren.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
E008	H1-S001	H1	f10r	oky	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	elliptischer aktueller Gegenstand wie hoc/idem
E009	H1-S001	H1	f10r	daiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld
E010	H1-S001	H1	f10r	etyd	C10	QUANTITY_OR_STAGE>GRADE	Setze Maß, Portion oder Stufe: kleiner Restteil.	Zahl-, Gewichts-, ana- oder Stufenfeld
E011	H1-S002	H1	f10r	qokchy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: Posten zur Weiterbearbeitung ansetzen.	elliptischer aktueller Gegenstand wie hoc/idem
E012	H1-S002	H1	f10r	qotchol	C02	ORDER	Danach oder in demselben Gang: danach weiterfuehren.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
E013	H1-S002	H1	f10r	chol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
E014	H1-S002	H1	f10r	cthy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: bereit.	elliptischer aktueller Gegenstand wie hoc/idem
E015	H2-S001	H2	f10r	ycheor	C09	SOURCE_OR_PREPARATION>REFERENT	Nenne Quelle, Lauf, Auszug oder Ansatz: Auszugsansatz.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa
E016	H2-S001	H2	f10r	cthy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: bereit.	elliptischer aktueller Gegenstand wie hoc/idem
E017	H2-S001	H2	f10r	chor	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa
E018	H2-S001	H2	f10r	cthaiin	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: Fertigmaß.	Apothekermaß, Anteil oder Arbeitsstufe
E019	H2-S001	H2	f10r	qoctholy	C02	ORDER>ACTION>REFERENT	Danach oder in demselben Gang: bereiten Posten weiterfuehren.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
E020	H2-S001	H2	f10r	dy	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	verkürzte Anapher oder residuale Kurzform
E021	H2-S001	H2	f10r	chy	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	verkürzte Anapher oder residuale Kurzform
E022	H2-S001	H2	f10r	taiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld
E023	H2-S001	H2	f10r	shy	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	verkürzte Anapher oder residuale Kurzform
E024	H2-S002	H2	f10r	qotchor	C02	ORDER>SOURCE_OR_PREPARATION	Danach oder in demselben Gang: Folgeansatz.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
E025	H2-S002	H2	f10r	chor	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa
E026	H2-S002	H2	f10r	otol	C02	ORDER	Danach oder in demselben Gang: danach fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
E027	H2-S002	H2	f10r	chol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
E028	H2-S002	H2	f10r	cholor	C02	ORDER>SOURCE_OR_PREPARATION	Danach oder in demselben Gang: Fortsetzungsansatz.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
E029	H2-S002	H2	f10r	chol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
E030	H2-S002	H2	f10r	daiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld
E031	H2-S002	H2	f10r	dar	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: aus dem Ansatz.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa
E032	H2-S003	H2	f10r	oykchor	C05	ACTION>SOURCE_OR_PREPARATION>REFERENT	Führe es aus dem Vorrat oder am Ansatz aus: aktuellen Ansatz bearbeiten.	Rezeptquelle oder laufende Zubereitung als geerbtes Argument
E033	H2-S003	H2	f10r	shor	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa
E034	H2-S003	H2	f10r	chor	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa
E035	H2-S003	H2	f10r	chy	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	verkürzte Anapher oder residuale Kurzform
E036	H2-S003	H2	f10r	kaiiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Weichstufe.	Zahl-, Gewichts-, ana- oder Stufenfeld
E037	H2-S003	H2	f10r	dy	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	verkürzte Anapher oder residuale Kurzform
E038	H2-S003	H2	f10r	chodaiin	C01	LEARNED_OR_LOCAL_BODY>QUANTITY_OR_STAGE	Setze die gelernte Fachkarte: Zutatenmaß.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe
E039	H3-S001	H3	f11r	tshol	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Zutat entnehmen.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe
E040	H3-S001	H3	f11r	schoal	C01	LEARNED_OR_LOCAL_BODY>TARGET	Setze die gelernte Fachkarte: Zutat an die Arbeitsstelle geben.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe
E041	H3-S001	H3	f11r	cfhy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: aktuellen Posten auswringen.	elliptischer aktueller Gegenstand wie hoc/idem
E042	H3-S001	H3	f11r	shfydaiin	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: Standmaß.	Apothekermaß, Anteil oder Arbeitsstufe
E043	H3-S001	H3	f11r	cphy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: aktuellen Posten nachseihen.	elliptischer aktueller Gegenstand wie hoc/idem
E044	H3-S001	H3	f11r	shey	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: klarer Auszug.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe
E045	H3-S001	H3	f11r	tchody	C01	LEARNED_OR_LOCAL_BODY>CLOSE	Setze die gelernte Fachkarte: Eingangsposten beiseitestellen; Schluss.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe
E046	H3-S002	H3	f11r	shoyty	C01	LEARNED_OR_LOCAL_BODY>QUANTITY_OR_STAGE>REFERENT	Setze die gelernte Fachkarte: Zutatenteil.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe
E047	H3-S003	H3	f11r	dchol	C02	ORDER	Danach oder in demselben Gang: vorigen Posten fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
E048	H3-S003	H3	f11r	chy	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	verkürzte Anapher oder residuale Kurzform
E049	H3-S003	H3	f11r	kchy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: diesen Posten bearbeiten.	elliptischer aktueller Gegenstand wie hoc/idem
E050	H3-S003	H3	f11r	dy	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	verkürzte Anapher oder residuale Kurzform
E051	H3-S003	H3	f11r	daiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld
E052	H3-S004	H3	f11r	qotchy	C02	ORDER>REFERENT	Danach oder in demselben Gang: anschließender Arbeitsposten.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
E053	H3-S004	H3	f11r	okchol	C02	ORDER>ACTION	Danach oder in demselben Gang: weiterlaufenden Posten aufnehmen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
