edition	paragraph	model	grammar	target	target_object	prior	prior_form	prior_object	prior_effect	status	prior_debts	row_status
ZL3b	f102v2|f102v2.30-f102v2.39	R	B	f102v2.38:8	f102v2.35:9	f102v2.36:3	okeey	f102v2.35:9	"{""axis"": ""thermal"", ""value"": ""warm""}"	EXACT_EFFECT_WITNESS	UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	R	B	f102v2.38:8	f102v2.35:9	f102v2.36:8	okeey	f102v2.35:9	"{""axis"": ""thermal"", ""value"": ""warm""}"	EXACT_EFFECT_WITNESS	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	R	J	f102v2.38:8	f102v2.35:9	f102v2.36:3	okeey	f102v2.35:9	"{""axis"": ""thermal"", ""value"": ""warm""}"	EXACT_EFFECT_WITNESS	UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	R	J	f102v2.38:8	f102v2.35:9	f102v2.36:8	okeey	f102v2.35:9	"{""axis"": ""thermal"", ""value"": ""warm""}"	EXACT_EFFECT_WITNESS	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	R	M	f102v2.38:8	f102v2.35:9	f102v2.36:3	okeey	f102v2.35:9	"{""axis"": ""thermal"", ""value"": ""warm""}"	EXACT_EFFECT_WITNESS	UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	R	M	f102v2.38:8	f102v2.35:9	f102v2.36:8	okeey	f102v2.35:9	"{""axis"": ""thermal"", ""value"": ""warm""}"	EXACT_EFFECT_WITNESS	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f102v2|f102v2.30-f102v2.39	R	B	f102v2.38:8	f102v2.35:9	f102v2.36:3	okeey	f102v2.35:9	"{""axis"": ""thermal"", ""value"": ""warm""}"	EXACT_EFFECT_WITNESS	UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f102v2|f102v2.30-f102v2.39	R	B	f102v2.38:8	f102v2.35:9	f102v2.36:8	okeey	f102v2.35:9	"{""axis"": ""thermal"", ""value"": ""warm""}"	EXACT_EFFECT_WITNESS	UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f102v2|f102v2.30-f102v2.39	R	J	f102v2.38:8	f102v2.35:9	f102v2.36:3	okeey	f102v2.35:9	"{""axis"": ""thermal"", ""value"": ""warm""}"	EXACT_EFFECT_WITNESS	UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	f102v2|f102v2.30-f102v2.39	R	J	f102v2.38:8	f102v2.35:9	f102v2.36:8	okeey	f102v2.35:9	"{""axis"": ""thermal"", ""value"": ""warm""}"	EXACT_EFFECT_WITNESS	UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
