event_id	page	record	statement_id	exact_card_id	surface	component_recipe	control_core	control_reading_de	tail_recipe	working_reading_de	meaning_invariant	surface_transparency
E007	f10r	H1	H1-S001	PROC007	otytchol	OT+Y+T+CH+OL	OT	DANACH	Y+T+CH+OL	DANACH · DIES · ANWENDEN · ENTNEHMEN · WEITER	YES	TRANSPARENT
E008	f10r	H1	H1-S001	PROC008	oky	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E011	f10r	H1	H1-S002	PROC011	qokchy	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E012	f10r	H1	H1-S002	PROC012	qotchol	OT+CH+OL	OT	DANACH	CH+OL	DANACH · ENTNEHMEN · WEITER	YES	TRANSPARENT
E013	f10r	H1	H1-S002	PROC013	chol	OL	OL	WEITER	EMPTY	WEITER	YES	TRANSPARENT
E024	f10r	H2	H2-S002	PROC020	qotchor	OT+CH+OR	OT	DANACH	CH+OR	DANACH · ENTNEHMEN · ANSATZ	YES	TRANSPARENT
E026	f10r	H2	H2-S002	PROC021	otol	OT+OL	OT	DANACH	OL	DANACH · WEITER	YES	TRANSPARENT
E027	f10r	H2	H2-S002	PROC013	chol	OL	OL	WEITER	EMPTY	WEITER	YES	TRANSPARENT
E028	f10r	H2	H2-S002	PROC022	cholor	OL+OR	OL	WEITER	OR	WEITER · ANSATZ	YES	TRANSPARENT
E029	f10r	H2	H2-S002	PROC013	chol	OL	OL	WEITER	EMPTY	WEITER	YES	TRANSPARENT
E052	f11r	H3	H3-S004	PROC036	qotchy	OT+Y	OT	DANACH	Y	DANACH · DIES	YES	TRANSPARENT
E053	f11r	H3	H3-S004	PROC037	okchol	OK+OL	OK	ANSETZEN	OL	ANSETZEN · WEITER	YES	TRANSPARENT
E056	f55v	H4	H4-S001	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN	AIIN	ANSETZEN · SOLLMASS	YES	TRANSPARENT
E067	f55v	H4	H4-S003	PROC047	oldy	OL+DY	OL	WEITER	DY	WEITER · SCHLUSS	YES	TRANSPARENT
E069	f55v	H4	H4-S004	PROC048	okal	OK+AL	OK	ANSETZEN	AL	ANSETZEN · ZIELSTELLE	YES	TRANSPARENT
E070	f55v	H4	H4-S004	PROC049	oltchy	OL+T+Y	OL	WEITER	T+Y	WEITER · ANWENDEN · DIES	YES	TRANSPARENT
E080	f56r	H5	H5-S001	PROC020	otchor	OT+CH+OR	OT	DANACH	CH+OR	DANACH · ENTNEHMEN · ANSATZ	YES	TRANSPARENT
E081	f56r	H5	H5-S001	PROC008	choky	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E085	f56r	H5	H5-S002	PROC008	choky	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E090	f56r	H5	H5-S003	PROC060	qokokchy	OK+OK+Y	OK	ANSETZEN	OK+Y	ANSETZEN · ANSETZEN · DIES	YES	TRANSPARENT
E091	f56r	H5	H5-S004	PROC011	okchy	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E092	f56r	H5	H5-S004	PROC061	chokcheo	OK+CH+E+O	OK	ANSETZEN	CH+E+O	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	YES	TRANSPARENT
E095	f56r	H5	H5-S005	PROC011	chokchy	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E097	f56r	H5	H5-S005	PROC064	sotodan	OT+O+AIN	OT	DANACH	O+AIN	DANACH · ARBEITSGANG · PORTION	YES	TRANSPARENT
E098	f56r	H5	H5-S006	PROC065	otchey	OT+Y	OT	DANACH	Y	DANACH · DIES	YES	TRANSPARENT
E101	f81v	B1	B1-S001	PROC067	qokedy	OK+E+DY	OK	ANSETZEN	E+DY	ANSETZEN · KURZ · SCHLUSS	YES	TRANSPARENT
E102	f81v	B1	B1-S002	PROC038	okaiin	OK+AIIN	OK	ANSETZEN	AIIN	ANSETZEN · SOLLMASS	YES	TRANSPARENT
E104	f81v	B1	B1-S002	PROC048	okal	OK+AL	OK	ANSETZEN	AL	ANSETZEN · ZIELSTELLE	YES	TRANSPARENT
E106	f81v	B1	B1-S002	PROC013	ol	OL	OL	WEITER	EMPTY	WEITER	YES	TRANSPARENT
E108	f81v	B1	B1-S002	PROC070	olkain	OL+K+AIN	OL	WEITER	K+AIN	WEITER · ZUGEBEN · PORTION	YES	TRANSPARENT
E110	f81v	B1	B1-S002	PROC013	ol	OL	OL	WEITER	EMPTY	WEITER	YES	TRANSPARENT
E113	f81v	B1	B1-S002	PROC022	olor	OL+OR	OL	WEITER	OR	WEITER · ANSATZ	YES	TRANSPARENT
E114	f81v	B1	B1-S002	PROC013	ol	OL	OL	WEITER	EMPTY	WEITER	YES	TRANSPARENT
E117	f81v	B1	B1-S002	PROC074	qokeedal	OK+EE+AL	OK	ANSETZEN	EE+AL	ANSETZEN · LANG · ZIELSTELLE	YES	TRANSPARENT
E121	f81v	B1	B1-S003	PROC013	qol	OL	OL	WEITER	EMPTY	WEITER	YES	TRANSPARENT
E124	f81v	B1	B1-S004	PROC013	ol	OL	OL	WEITER	EMPTY	WEITER	YES	TRANSPARENT
E126	f81v	B1	B1-S005	PROC079	qolchedy	OL+CHD+DY	OL	WEITER	CHD+DY	WEITER · UMSETZEN · SCHLUSS	YES	TRANSPARENT
E127	f81v	B1	B1-S006	PROC080	qokain	OK+AIN	OK	ANSETZEN	AIN	ANSETZEN · PORTION	YES	TRANSPARENT
E131	f81v	B1	B1-S007	PROC082	qokchdy	OK+CHD+DY	OK	ANSETZEN	CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	TRANSPARENT
E133	f81v	B1	B1-S008	PROC013	ol	OL	OL	WEITER	EMPTY	WEITER	YES	TRANSPARENT
E135	f81v	B1	B1-S008	PROC013	ol	OL	OL	WEITER	EMPTY	WEITER	YES	TRANSPARENT
E137	f81v	B1	B1-S009	PROC067	qokedy	OK+E+DY	OK	ANSETZEN	E+DY	ANSETZEN · KURZ · SCHLUSS	YES	TRANSPARENT
E138	f81v	B1	B1-S010	PROC067	qokedy	OK+E+DY	OK	ANSETZEN	E+DY	ANSETZEN · KURZ · SCHLUSS	YES	TRANSPARENT
E140	f81v	B1	B1-S011	PROC008	qoky	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E142	f81v	B1	B1-S012	PROC085	qokey	OK+E+Y	OK	ANSETZEN	E+Y	ANSETZEN · KURZ · DIES	YES	TRANSPARENT
E148	f81v	B1	B1-S014	PROC013	qol	OL	OL	WEITER	EMPTY	WEITER	YES	TRANSPARENT
E149	f81v	B1	B1-S014	PROC089	otar	OT+AR	OT	DANACH	AR	DANACH · QUELLE	YES	TRANSPARENT
E151	f81v	B1	B1-S015	PROC091	okchedy	OK+CHD+DY	OK	ANSETZEN	CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	TRANSPARENT
E152	f81v	B1	B1-S016	PROC048	qokal	OK+AL	OK	ANSETZEN	AL	ANSETZEN · ZIELSTELLE	YES	TRANSPARENT
E153	f81v	B1	B1-S016	PROC092	okeey	OK+EE+Y	OK	ANSETZEN	EE+Y	ANSETZEN · LANG · DIES	YES	TRANSPARENT
E154	f81v	B1	B1-S016	PROC013	qol	OL	OL	WEITER	EMPTY	WEITER	YES	TRANSPARENT
E168	f82r	B2	B2-S002	PROC079	qolchedy	OL+CHD+DY	OL	WEITER	CHD+DY	WEITER · UMSETZEN · SCHLUSS	YES	TRANSPARENT
E169	f82r	B2	B2-S003	PROC080	qokain	OK+AIN	OK	ANSETZEN	AIN	ANSETZEN · PORTION	YES	TRANSPARENT
E171	f82r	B2	B2-S003	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN	EE+DY	ANSETZEN · LANG · SCHLUSS	YES	TRANSPARENT
E172	f82r	B2	B2-S004	PROC048	qokal	OK+AL	OK	ANSETZEN	AL	ANSETZEN · ZIELSTELLE	YES	TRANSPARENT
E175	f82r	B2	B2-S004	PROC092	qokeey	OK+EE+Y	OK	ANSETZEN	EE+Y	ANSETZEN · LANG · DIES	YES	TRANSPARENT
E177	f82r	B2	B2-S005	PROC104	qokaly	OK+AL+Y	OK	ANSETZEN	AL+Y	ANSETZEN · ZIELSTELLE · DIES	YES	TRANSPARENT
E180	f82r	B2	B2-S005	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN	AIIN	ANSETZEN · SOLLMASS	YES	TRANSPARENT
E181	f82r	B2	B2-S005	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN	AIIN	ANSETZEN · SOLLMASS	YES	TRANSPARENT
E185	f82r	B2	B2-S006	PROC109	oteey	OT+EE+Y	OT	DANACH	EE+Y	DANACH · LANG · DIES	YES	TRANSPARENT
E186	f82r	B2	B2-S006	PROC048	qokal	OK+AL	OK	ANSETZEN	AL	ANSETZEN · ZIELSTELLE	YES	TRANSPARENT
E188	f82r	B2	B2-S006	PROC008	qoky	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E190	f82r	B2	B2-S008	PROC112	sotaiin	OT+AIIN	OT	DANACH	AIIN	DANACH · SOLLMASS	YES	TRANSPARENT
E191	f82r	B2	B2-S008	PROC113	qokar	OK+AR	OK	ANSETZEN	AR	ANSETZEN · QUELLE	YES	TRANSPARENT
E193	f82r	B2	B2-S009	PROC114	solshedy	OL+SH+E+DY	OL	WEITER	SH+E+DY	WEITER · HALTEN · KURZ · SCHLUSS	YES	TRANSPARENT
E194	f82r	B2	B2-S010	PROC092	qokeey	OK+EE+Y	OK	ANSETZEN	EE+Y	ANSETZEN · LANG · DIES	YES	TRANSPARENT
E195	f82r	B2	B2-S010	PROC008	qoky	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E196	f82r	B2	B2-S010	PROC115	ls	OL	OL	WEITER	EMPTY	WEITER	YES	OPAQUE_WHOLE_ALLOGRAPH
E198	f82r	B2	B2-S011	PROC080	okain	OK+AIN	OK	ANSETZEN	AIN	ANSETZEN · PORTION	YES	TRANSPARENT
