event_id	page	record	statement_id	exact_card_id	surface	component_recipe	control_core	control_reading_de	tail_recipe	working_reading_de	meaning_invariant	surface_transparency
E008	f10r	H1	H1-S001	PROC008	oky	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E011	f10r	H1	H1-S002	PROC011	qokchy	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E026	f10r	H2	H2-S002	PROC021	otol	OT+OL	OT	DANACH	OL	DANACH · WEITER	YES	TRANSPARENT
E052	f11r	H3	H3-S004	PROC036	qotchy	OT+Y	OT	DANACH	Y	DANACH · DIES	YES	TRANSPARENT
E053	f11r	H3	H3-S004	PROC037	okchol	OK+OL	OK	ANSETZEN	OL	ANSETZEN · WEITER	YES	TRANSPARENT
E056	f55v	H4	H4-S001	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN	AIIN	ANSETZEN · SOLLMASS	YES	TRANSPARENT
E069	f55v	H4	H4-S004	PROC048	okal	OK+AL	OK	ANSETZEN	AL	ANSETZEN · ZIELSTELLE	YES	TRANSPARENT
E081	f56r	H5	H5-S001	PROC008	choky	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E085	f56r	H5	H5-S002	PROC008	choky	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E091	f56r	H5	H5-S004	PROC011	okchy	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E095	f56r	H5	H5-S005	PROC011	chokchy	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E098	f56r	H5	H5-S006	PROC065	otchey	OT+Y	OT	DANACH	Y	DANACH · DIES	YES	TRANSPARENT
E101	f81v	B1	B1-S001	PROC067	qokedy	OK+E+DY	OK	ANSETZEN	E+DY	ANSETZEN · KURZ · SCHLUSS	YES	TRANSPARENT
E102	f81v	B1	B1-S002	PROC038	okaiin	OK+AIIN	OK	ANSETZEN	AIIN	ANSETZEN · SOLLMASS	YES	TRANSPARENT
E104	f81v	B1	B1-S002	PROC048	okal	OK+AL	OK	ANSETZEN	AL	ANSETZEN · ZIELSTELLE	YES	TRANSPARENT
E126	f81v	B1	B1-S005	PROC079	qolchedy	OL+CHD+DY	OL	WEITER	CHD+DY	WEITER · UMSETZEN · SCHLUSS	YES	TRANSPARENT
E131	f81v	B1	B1-S007	PROC082	qokchdy	OK+CHD+DY	OK	ANSETZEN	CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	TRANSPARENT
E137	f81v	B1	B1-S009	PROC067	qokedy	OK+E+DY	OK	ANSETZEN	E+DY	ANSETZEN · KURZ · SCHLUSS	YES	TRANSPARENT
E138	f81v	B1	B1-S010	PROC067	qokedy	OK+E+DY	OK	ANSETZEN	E+DY	ANSETZEN · KURZ · SCHLUSS	YES	TRANSPARENT
E140	f81v	B1	B1-S011	PROC008	qoky	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E149	f81v	B1	B1-S014	PROC089	otar	OT+AR	OT	DANACH	AR	DANACH · QUELLE	YES	TRANSPARENT
E151	f81v	B1	B1-S015	PROC091	okchedy	OK+CHD+DY	OK	ANSETZEN	CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	TRANSPARENT
E152	f81v	B1	B1-S016	PROC048	qokal	OK+AL	OK	ANSETZEN	AL	ANSETZEN · ZIELSTELLE	YES	TRANSPARENT
E153	f81v	B1	B1-S016	PROC092	okeey	OK+EE+Y	OK	ANSETZEN	EE+Y	ANSETZEN · LANG · DIES	YES	TRANSPARENT
E168	f82r	B2	B2-S002	PROC079	qolchedy	OL+CHD+DY	OL	WEITER	CHD+DY	WEITER · UMSETZEN · SCHLUSS	YES	TRANSPARENT
E171	f82r	B2	B2-S003	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN	EE+DY	ANSETZEN · LANG · SCHLUSS	YES	TRANSPARENT
