fold	surface	truth_recipe	candidate_count_capped	truth_generated	gdt519_rank	gdt520_rank	gdt519_top1	gdt520_top1	truth_segment_count	truth_boundary_nll	selected_top_segment_count	selected_top_boundary_nll
0	aiiny	AIIN+Y	21	YES	1	1	AIIN+Y	AIIN+Y	2	0.591368391	2	0.591368391
0	ain	AIN	7	YES	1	1	AIN	AIN	1	0.127070366	1	0.127070366
0	air	AIR	13	YES	1	1	AIR	AIR	1	0.179799696	1	0.179799696
0	alchdy	AL+CHD+DY	37	YES	2	2	AL+CHD+Y	AL+CHD+Y	3	1.924157033	3	1.329647918
0	aldy	AL+D_ADDR+Y	13	YES	3	3	AL+DY	AL+DY	3	1.683404284	2	0.391117482
0	alkain	AL+K+AIN	32	YES	1	1	AL+K+AIN	AL+K+AIN	3	0.321364463	3	0.321364463
0	alo	AL+O	4	YES	1	1	AL+O	AL+O	2	0.207660213	2	0.207660213
0	alsy	AL+S+Y	8	YES	1	1	AL+S+Y	AL+S+Y	3	0.727605318	3	0.727605318
0	aroly	AR+OL+Y	12	YES	1	1	AR+OL+Y	AR+OL+Y	3	0.236236440	3	0.236236440
0	ase	A_ADDR+S+E	3	YES	1	1	A_ADDR+S+E	A_ADDR+S+E	3	0.867994101	3	0.867994101
0	ashyteed	A_ADDR+SH+Y+T+EE+D_ADDR	100	YES	1	1	A_ADDR+SH+Y+T+EE+D_ADDR	A_ADDR+SH+Y+T+EE+D_ADDR	6	1.509944651	6	1.509944651
0	atchor	A_ADDR+T+CH+OR	20	YES	1	1	A_ADDR+T+CH+OR	A_ADDR+T+CH+OR	4	0.816551377	4	0.816551377
0	cfholdy	CH+LOCAL_CHAR_F+OL+DY	42	YES	1	1	CH+LOCAL_CHAR_F+OL+DY	CH+LOCAL_CHAR_F+OL+DY	3	1.206264636	3	1.206264636
0	cfhy	CH+LOCAL_CHAR_F+Y	3	YES	1	1	CH+LOCAL_CHAR_F+Y	CH+LOCAL_CHAR_F+Y	2	1.110270435	2	1.110270435
0	chal	CH+AL	7	YES	1	1	CH+AL	CH+AL	2	0.224370053	2	0.224370053
0	chals	CH+AL+S	21	YES	1	1	CH+AL+S	CH+AL+S	3	0.341664960	3	0.341664960
0	chas	CH+A_ADDR+S	8	YES	1	1	CH+A_ADDR+S	CH+A_ADDR+S	3	0.697340461	3	0.697340461
0	chchky	CH+K+Y	7	YES	2	2	CH+CH+K+Y	CH+CH+K+Y	3	2.266258711	4	0.971899297
0	chchs	CH+CH+S	14	YES	1	1	CH+CH+S	CH+CH+S	3	0.759309676	3	0.759309676
0	chckheed	CH+CH+K+E+Y	100	YES	9	11	CH+K+EE+D_ADDR	CH+K+EE+D_ADDR	4	5.526802795	3	1.299187271
0	chcthykedy	CH+CH+T+Y+K+E+DY	63	YES	1	1	CH+CH+T+Y+K+E+DY	CH+CH+T+Y+K+E+DY	5	1.881594900	5	1.881594900
0	chdy	CHD+Y	12	YES	1	1	CHD+Y	CHD+Y	2	1.137757801	2	1.137757801
0	cheal	AL	10	YES	2	2	CH+E+AL	CH+E+AL	1	1.851681595	3	1.121921811
0	cheamy	CH+AM_ADDR	12	NO	0	0	CH+E+AM_ADDR+Y	NONE	0	NONE	0	NONE
0	checkhy	CH+E+CH+K+Y	27	YES	1	1	CH+E+CH+K+Y	CH+E+CH+K+Y	4	0.893556538	4	0.893556538
0	chedar	CHD+AR	60	YES	1	1	CHD+AR	CHD+AR	2	0.832351759	2	0.832351759
0	chedchy	CHD+Y	42	YES	2	2	CHD+CH+Y	CHD+CH+Y	2	2.671658497	3	1.900238439
0	chedol	CHD+OL	25	YES	1	1	CHD+OL	CHD+OL	2	1.083309505	2	1.083309505
0	chedyqokam	CHD+Y+OK+AM_ADDR	100	YES	1	1	CHD+Y+OK+AM_ADDR	CHD+Y+OK+AM_ADDR	4	3.268210190	4	3.268210190
0	cheedy	CH+EE+D_ADDR+Y	46	YES	2	2	CH+EE+DY	CH+EE+DY	4	1.531008579	3	0.788032549
0	cheeky	CH+K+EE+Y	23	NO	0	0	CH+K+EE+K+Y	NONE	0	NONE	0	NONE
0	cheeteey	CH+EE+T+EE+Y	76	YES	1	1	CH+EE+T+EE+Y	CH+EE+T+EE+Y	5	0.780497342	5	0.780497342
0	cheety	CH+EE+T+Y	14	YES	1	1	CH+EE+T+Y	CH+EE+T+Y	4	0.561256575	4	0.561256575
0	chekackhy	CH+E+CH+K+Y	100	NO	0	0	CH+K+A_ADDR+CH+K+Y	NONE	0	NONE	0	NONE
0	chekair	CH+K+AIR	100	YES	1	1	CH+K+AIR	CH+K+AIR	2	1.348212075	2	1.348212075
0	chekal	CH+K+AL	28	YES	1	1	CH+K+AL	CH+K+AL	2	1.299056076	2	1.299056076
0	chekam	CH+K+AM_ADDR	44	YES	1	1	CH+K+AM_ADDR	CH+K+AM_ADDR	2	1.499545235	2	1.499545235
0	chekol	CH+K+OL	24	YES	1	1	CH+K+OL	CH+K+OL	2	1.407616498	2	1.407616498
0	cheocphey	CH+CH+P+E+Y	36	NO	0	0	CH+E+O+CH+P+E+Y	NONE	0	NONE	0	NONE
0	cheodal	CH+E+O+AL	52	YES	2	2	CH+E+O+D_ADDR+AL	CH+E+O+D_ADDR+AL	2	8.495638055	5	1.106039394
0	cheokal	CH+E+O+K+AL	44	YES	1	1	CH+E+O+K+AL	CH+E+O+K+AL	5	2.118753600	5	2.118753600
0	cheoky	CH+E+O+K+Y	10	YES	1	2	CH+E+O+K+Y	CH+E+OK+Y	5	3.552755922	4	0.642690278
0	ches	CH+E+S	10	YES	1	1	CH+E+S	CH+E+S	3	0.249828814	3	0.249828814
0	chkaiin	CH+K+AIIN	92	YES	1	1	CH+K+AIIN	CH+K+AIIN	3	0.487063229	3	0.487063229
0	chkar	CH+K+AR	16	YES	1	1	CH+K+AR	CH+K+AR	3	0.346017106	3	0.346017106
0	chkchykoly	CH+K+CH+Y+K+OL+Y	72	YES	1	1	CH+K+CH+Y+K+OL+Y	CH+K+CH+Y+K+OL+Y	7	1.790972157	7	1.790972157
0	chkorol	CH+K+OR	32	NO	0	0	CH+K+OR+OL	NONE	0	NONE	0	NONE
0	chky	CH+K+Y	2	YES	1	1	CH+K+Y	CH+K+Y	3	0.419483474	3	0.419483474
0	chl	CH+L	4	YES	1	1	CH+L	CH+L	2	0.412727987	2	0.412727987
0	cho	HO	4	YES	2	2	CH+O	CH+O	1	2.257099815	2	0.133135539
0	chocfhy	CH+O+CH+LOCAL_CHAR_F+Y	21	YES	1	1	CH+O+CH+LOCAL_CHAR_F+Y	CH+O+CH+LOCAL_CHAR_F+Y	4	1.670183057	4	1.670183057
0	choctheeey	CH+O+CH+T+EEE+Y	100	YES	1	1	CH+O+CH+T+EEE+Y	CH+O+CH+T+EEE+Y	5	0.806744199	5	0.806744199
