license_level	visible_key	parent_pair	contact_count	open_boundary_count	closed_renderer_count	smoothed_open_probability
PAIR	ac	ac	4	4	0	0.651647613
PAIR	ad	ad	4	4	0	0.651647613
PAIR	ae	ae	1	1	0	0.535530150
PAIR	ag	ag	2	2	0	0.581977135
PAIR	ai	ai	204	16	188	0.093489488
PAIR	aj	aj	1	1	0	0.535530150
PAIR	ak	ak	2	2	0	0.581977135
PAIR	al	al	181	8	173	0.062538473
PAIR	am	am	30	5	25	0.232099246
PAIR	an	an	10	0	10	0.212209520
PAIR	ap	ap	0	0	0	0.477471419
PAIR	ar	ar	133	5	128	0.062551570
PAIR	as	as	10	9	1	0.712209520
PAIR	at	at	3	3	0	0.619979214
PAIR	ax	ax	0	0	0	0.477471419
PAIR	ay	ay	4	4	0	0.651647613
PAIR	cf	cf	8	1	7	0.301235709
PAIR	ch	ch	567	6	561	0.017077863
PAIR	ck	ck	50	3	47	0.117582265
PAIR	cp	cp	29	1	28	0.130264091
PAIR	ct	ct	60	3	57	0.100290755
PAIR	da	da	159	90	69	0.561795038
PAIR	dc	dc	28	25	3	0.800549204
PAIR	dd	dd	2	2	0	0.581977135
PAIR	de	de	7	7	0	0.721318090
PAIR	dg	dg	2	2	0	0.581977135
PAIR	dk	dk	4	4	0	0.651647613
PAIR	dl	dl	5	4	1	0.601520873
PAIR	dn	dn	1	1	0	0.535530150
PAIR	do	do	40	38	2	0.871245236
PAIR	dp	dp	1	1	0	0.535530150
PAIR	dr	dr	1	1	0	0.535530150
PAIR	ds	ds	14	10	4	0.628171425
PAIR	dy	dy	277	102	175	0.371297443
PAIR	ea	ea	35	28	7	0.739994683
PAIR	eb	eb	1	1	0	0.535530150
PAIR	ec	ec	30	27	3	0.811046615
PAIR	ed	ed	194	139	55	0.707028571
PAIR	ee	ee	218	3	215	0.030175979
PAIR	ef	ef	2	2	0	0.581977135
PAIR	eg	eg	4	3	1	0.568314279
PAIR	ei	ei	3	2	1	0.529070123
PAIR	ek	ek	38	23	15	0.583038508
PAIR	eo	eo	187	171	16	0.896511648
PAIR	ep	ep	8	8	0	0.738735709
PAIR	er	er	2	2	0	0.581977135
PAIR	es	es	39	37	2	0.868505773
PAIR	et	et	22	20	2	0.793992378
PAIR	ey	ey	157	137	20	0.853453160
PAIR	fa	fa	10	10	0	0.767765075
PAIR	fc	fc	7	7	0	0.721318090
PAIR	fh	fh	8	0	8	0.238735709
PAIR	fo	fo	2	2	0	0.581977135
PAIR	fs	fs	4	4	0	0.651647613
PAIR	fy	fy	3	1	2	0.438161032
PAIR	gi	gi	1	1	0	0.535530150
PAIR	go	go	1	1	0	0.535530150
PAIR	ha	ha	50	43	7	0.807237437
PAIR	hc	hc	35	16	19	0.460924915
PAIR	hd	hd	57	28	29	0.489534944
PAIR	he	he	413	288	125	0.693158602
PAIR	hf	hf	1	1	0	0.535530150
PAIR	hg	hg	1	1	0	0.535530150
PAIR	hi	hi	1	1	0	0.535530150
PAIR	hk	hk	19	18	1	0.808139680
PAIR	hl	hl	10	8	2	0.656653964
PAIR	ho	ho	219	163	56	0.734888861
PAIR	hp	hp	5	5	0	0.678443950
PAIR	hr	hr	4	3	1	0.568314279
PAIR	hs	hs	10	10	0	0.767765075
PAIR	ht	ht	11	11	0	0.779987966
PAIR	hx	hx	0	0	0	0.477471419
PAIR	hy	hy	120	74	46	0.607966964
PAIR	ia	ia	1	1	0	0.535530150
PAIR	ic	ic	0	0	0	0.477471419
PAIR	id	id	2	2	0	0.581977135
PAIR	ie	ie	1	1	0	0.535530150
PAIR	ig	ig	1	1	0	0.535530150
PAIR	ii	ii	142	7	135	0.072131809
PAIR	ik	ik	1	1	0	0.535530150
PAIR	il	il	1	1	0	0.535530150
PAIR	im	im	4	3	1	0.568314279
PAIR	in	in	176	2	174	0.031629192
PAIR	ip	ip	2	2	0	0.581977135
PAIR	ir	ir	31	5	26	0.226147983
PAIR	is	is	7	5	2	0.587984757
PAIR	iy	iy	1	1	0	0.535530150
PAIR	ja	ja	1	1	0	0.535530150
PAIR	jy	jy	1	0	1	0.424419039
PAIR	ka	ka	106	98	8	0.893155889
PAIR	kc	kc	63	56	7	0.842531991
PAIR	kd	kd	1	1	0	0.535530150
PAIR	ke	ke	143	113	30	0.773640870
PAIR	kh	kh	50	0	50	0.065858127
PAIR	kl	kl	1	0	1	0.424419039
PAIR	ko	ko	59	57	2	0.907757781
PAIR	ks	ks	23	22	1	0.832895850
PAIR	ky	ky	29	24	5	0.751885712
PAIR	la	la	33	31	2	0.849262716
PAIR	lc	lc	64	58	6	0.858607935
PAIR	ld	ld	51	45	6	0.827453752
PAIR	le	le	4	4	0	0.651647613
PAIR	lf	lf	3	3	0	0.619979214
PAIR	lg	lg	1	0	1	0.424419039
PAIR	lk	lk	42	33	9	0.736395427
PAIR	ll	ll	2	2	0	0.581977135
PAIR	lo	lo	44	41	3	0.861918680
PAIR	lp	lp	5	5	0	0.678443950
PAIR	lq	lq	1	1	0	0.535530150
PAIR	lr	lr	2	2	0	0.581977135
PAIR	ls	ls	51	50	1	0.912199514
PAIR	lt	lt	12	12	0	0.790988568
PAIR	ly	ly	38	38	0	0.909125464
PAIR	md	md	1	1	0	0.535530150
PAIR	mo	mo	2	2	0	0.581977135
PAIR	my	my	2	1	1	0.481977135
PAIR	na	na	1	1	0	0.535530150
PAIR	no	no	1	1	0	0.535530150
PAIR	ny	ny	3	3	0	0.619979214
PAIR	oa	oa	21	21	0	0.855854185
PAIR	oc	oc	49	45	4	0.856487217
PAIR	od	od	124	120	4	0.938028571
PAIR	oe	oe	37	34	3	0.840439363
PAIR	of	of	12	12	0	0.790988568
PAIR	og	og	2	2	0	0.581977135
PAIR	oi	oi	18	14	4	0.685375821
PAIR	oj	oj	1	1	0	0.535530150
PAIR	ok	ok	200	10	190	0.066441208
PAIR	ol	ol	276	13	263	0.059224547
PAIR	om	om	17	12	5	0.632790854
PAIR	oo	oo	6	5	1	0.629983668
PAIR	op	op	38	38	0	0.909125464
PAIR	oq	oq	2	2	0	0.581977135
PAIR	or	or	142	8	134	0.078798476
PAIR	os	os	39	37	2	0.868505773
PAIR	ot	ot	124	1	123	0.036513419
PAIR	oy	oy	20	20	0	0.850706120
PAIR	pa	pa	7	7	0	0.721318090
PAIR	pc	pc	45	36	9	0.751316441
PAIR	pd	pd	3	3	0	0.619979214
PAIR	pe	pe	1	1	0	0.535530150
PAIR	ph	ph	29	0	29	0.103237064
PAIR	po	po	22	22	0	0.860659045
PAIR	ps	ps	11	11	0	0.779987966
PAIR	py	py	8	8	0	0.738735709
PAIR	qa	qa	1	0	1	0.424419039
PAIR	qc	qc	4	0	4	0.318314279
PAIR	qe	qe	14	12	2	0.719080516
PAIR	qk	qk	2	1	1	0.481977135
PAIR	qo	qo	186	35	151	0.200101914
PAIR	qs	qs	1	1	0	0.535530150
PAIR	qy	qy	1	0	1	0.424419039
PAIR	ra	ra	38	37	1	0.887386334
PAIR	rc	rc	19	18	1	0.808139680
PAIR	rd	rd	6	6	0	0.701412239
PAIR	re	re	1	1	0	0.535530150
PAIR	rg	rg	2	2	0	0.581977135
PAIR	ri	ri	2	2	0	0.581977135
PAIR	rl	rl	1	1	0	0.535530150
PAIR	ro	ro	25	24	1	0.843023374
PAIR	rs	rs	9	9	0	0.754104197
PAIR	rt	rt	1	1	0	0.535530150
PAIR	ry	ry	21	19	2	0.786888667
PAIR	sa	sa	35	34	1	0.879529566
PAIR	sc	sc	9	5	4	0.518810080
PAIR	sd	sd	4	4	0	0.651647613
PAIR	se	se	7	7	0	0.721318090
PAIR	sg	sg	1	1	0	0.535530150
PAIR	sh	sh	253	2	251	0.022297975
PAIR	sk	sk	3	2	1	0.529070123
PAIR	sl	sl	1	1	0	0.535530150
PAIR	so	so	38	28	10	0.691734160
PAIR	sq	sq	1	1	0	0.535530150
PAIR	ss	ss	7	5	2	0.587984757
PAIR	sy	sy	11	8	3	0.622093229
PAIR	ta	ta	53	46	7	0.816717563
PAIR	tc	tc	46	41	5	0.829995766
PAIR	td	td	2	2	0	0.581977135
PAIR	te	te	83	79	4	0.910107377
PAIR	th	th	60	1	59	0.070878990
PAIR	to	to	39	38	1	0.889782369
PAIR	ts	ts	13	10	3	0.658084350
PAIR	ty	ty	19	18	1	0.808139680
PAIR	xa	xa	0	0	0	0.477471419
PAIR	xo	xo	0	0	0	0.477471419
PAIR	ya	ya	3	3	0	0.619979214
PAIR	yc	yc	21	19	2	0.786888667
PAIR	yd	yd	27	26	1	0.851993467
PAIR	ye	ye	1	1	0	0.535530150
PAIR	yf	yf	3	3	0	0.619979214
PAIR	yk	yk	52	46	6	0.830329523
PAIR	yl	yl	8	8	0	0.738735709
PAIR	yo	yo	5	5	0	0.678443950
PAIR	yp	yp	7	7	0	0.721318090
PAIR	yq	yq	2	2	0	0.581977135
PAIR	yr	yr	2	2	0	0.581977135
PAIR	ys	ys	9	8	1	0.695280668
PAIR	yt	yt	33	31	2	0.849262716
PAIR	ze	ze	1	1	0	0.535530150
FOUR_CHAR_WINDOW	^ada	ad	1	1	0	0.721318090
FOUR_CHAR_WINDOW	^aii	ai	2	0	2	0.062326325
FOUR_CHAR_WINDOW	^ain	ai	1	0	1	0.074791590
FOUR_CHAR_WINDOW	^air	ai	1	0	1	0.074791590
FOUR_CHAR_WINDOW	^ajy	aj	1	1	0	0.628424120
FOUR_CHAR_WINDOW	^aka	ak	0	0	0	0.581977135
FOUR_CHAR_WINDOW	^al$	al	1	0	1	0.050030778
FOUR_CHAR_WINDOW	^ala	al	2	0	2	0.041692315
FOUR_CHAR_WINDOW	^alc	al	2	0	2	0.041692315
FOUR_CHAR_WINDOW	^ald	al	2	0	2	0.041692315
