event_id	surface	decoded_card_id	source_card_id	exact_readback	normalized_master_form	portable_value_de
E001	dchey	MC071	MC071	YES	dchey	Grundteil
E002	cthoor	MC158	MC158	YES	cthoor	Vorbereitung
E003	char	MC055	MC055	YES	char	davon
E004	chty	MC086	MC086	YES	chety	Anteil
E005	os	MC159	MC159	YES	os	Aufnahmegefäß
E006	chair	MC014	MC014	YES	chair	Zuguss
E007	otytchol	MC069	MC069	YES	otytchol	Folgeteil
E008	oky	MC026	MC026	YES	choky	einsetzen
E009	daiin	MC039	MC039	YES	aiin	Sollmaß
E010	etyd	MC108	MC108	YES	etyd	Kurzteil
E011	qokchy	MC103	MC103	YES	chokchy	weiterbearbeiten
E012	qotchol	MC163	MC163	YES	qotchol	Weitergang
E013	chol	MC153	MC153	YES	cheol	weiter
E014	cthy	MC161	MC161	YES	checthy	bereit
E015	ycheor	MC075	MC075	YES	ycheor	Auszugsansatz
E016	cthy	MC161	MC161	YES	checthy	bereit
E017	chor	MC080	MC080	YES	chor	Ansatz
E018	cthaiin	MC169	MC169	YES	cthaiin	Sollvorbereitung
E019	qoctholy	MC115	MC115	YES	qoctholy	Folgeposten
E020	dy	MC123	MC123	YES	chey	dies
E021	chy	MC123	MC123	YES	chey	dies
E022	taiin	MC039	MC039	YES	aiin	Sollmaß
E023	shy	MC123	MC123	YES	chey	dies
E024	qotchor	MC013	MC013	YES	otchor	Folgeansatz
E025	chor	MC080	MC080	YES	chor	Ansatz
E026	otol	MC053	MC053	YES	otol	Fortgang
E027	chol	MC153	MC153	YES	cheol	weiter
E028	cholor	MC157	MC157	YES	cholor	derselbe Ansatz
E029	chol	MC153	MC153	YES	cheol	weiter
E030	daiin	MC039	MC039	YES	aiin	Sollmaß
E031	dar	MC055	MC055	YES	char	davon
E032	oykchor	MC027	MC027	YES	oykchor	Arbeitsansatz
E033	shor	MC080	MC080	YES	chor	Ansatz
E034	chor	MC080	MC080	YES	chor	Ansatz
E035	chy	MC123	MC123	YES	chey	dies
E036	kaiiin	MC048	MC048	YES	kaiiin	Arbeitsstufe
E037	dy	MC123	MC123	YES	chey	dies
E038	chodaiin	MC087	MC087	YES	chodaiin	Zugabemaß
E039	tshol	MC098	MC098	YES	tshol	Kochgut
E040	schoal	MC049	MC049	YES	schoal	Sudansatz
E041	cfhy	MC129	MC129	YES	cfhy	Auswringen
E042	shfydaiin	MC111	MC111	YES	shfydaiin	Stehzeit
E043	cphy	MC156	MC156	YES	cphy	Nachseihen
E044	shey	MC119	MC119	YES	cheey	Klarauszug
E045	tchody	MC037	MC037	YES	tchody	Endzugabe; Schluss
E046	shoyty	MC062	MC062	YES	shoyty	Zugabeteil
E047	dchol	MC142	MC142	YES	dchol	vom vorigen
E048	chy	MC123	MC123	YES	chey	dies
E049	kchy	MC117	MC117	YES	kchy	Bearbeiten
E050	dy	MC123	MC123	YES	chey	dies
E051	daiin	MC039	MC039	YES	aiin	Sollmaß
E052	qotchy	MC107	MC107	YES	qotchy	Folgeposten
E053	okchol	MC041	MC041	YES	okchol	Weiterverarbeitung
E054	cthy	MC161	MC161	YES	checthy	bereit
E055	dy	MC123	MC123	YES	chey	dies
E056	qokaiin	MC120	MC120	YES	okaiin	bemessen
E057	chaiin	MC039	MC039	YES	aiin	Sollmaß
E058	ykain	MC047	MC047	YES	ykain	erste Portion
E059	ykan	MC148	MC148	YES	ykan	zweite Portion
E060	ody	MC100	MC100	YES	ody	Abkühlen
E061	daiin	MC039	MC039	YES	aiin	Sollmaß
E062	chedy	MC074	MC074	YES	chdy	überführen
E063	talam	MC160	MC160	YES	talam	Verwahrort
E064	ykaiin	MC170	MC170	YES	ykaiin	Sollportion
E065	cheoar	MC085	MC085	YES	cheoar	Quellauszug
E066	cheeky	MC032	MC032	YES	cheeky	länger bearbeiten
E067	oldy	MC019	MC019	YES	oldy	fertig
E068	aiin	MC039	MC039	YES	aiin	Sollmaß
E069	okal	MC040	MC040	YES	okal	dorthin einsetzen
E070	oltchy	MC021	MC021	YES	oltchy	Folgebereitung
E071	or	MC080	MC080	YES	chor	Ansatz
E072	y	MC123	MC123	YES	chey	dies
E073	orain	MC072	MC072	YES	orain	Bereitungsanteil
E074	chochor	MC125	MC125	YES	chochor	Zugabeansatz
E075	cho	MC034	MC034	YES	cho	weitere Zutat
E076	chodaly	MC010	MC010	YES	chodaly	Zielzugabe
E077	daiin	MC039	MC039	YES	aiin	Sollmaß
E078	sho	MC034	MC034	YES	cho	weitere Zutat
E079	kchol	MC090	MC090	YES	kchol	Weiterverarbeitung
E080	otchor	MC013	MC013	YES	otchor	Folgeansatz
E081	choky	MC026	MC026	YES	choky	einsetzen
E082	dal	MC154	MC154	YES	al	dorthin
E083	schol	MC142	MC142	YES	dchol	vom vorigen
E084	choy	MC131	MC131	YES	choy	Zugabeposten
E085	choky	MC026	MC026	YES	choky	einsetzen
E086	cheeckhody	MC099	MC099	YES	cheeckhody	Langpassage; Schluss
E087	sh	MC114	MC114	YES	sh	Halten
E088	cho	MC034	MC034	YES	cho	weitere Zutat
E089	kchey	MC122	MC122	YES	kchey	Kurzbearbeitung
E090	qokokchy	MC015	MC015	YES	qokokchy	erneut einsetzen
E091	okchy	MC103	MC103	YES	chokchy	weiterbearbeiten
E092	chokcheo	MC006	MC006	YES	chokcheo	Auszug einsetzen
E093	kchal	MC077	MC077	YES	kchal	Zielbearbeitung
