gdt744_field_id	gdt743_patch_id	gdt739_dispatch_id	patch_id	occurrence_id	page	locus	target_ordinal	surface	body	opaque_head_id	line_position	family	level	left_extent	right_extent	bounded_span_tokens	left_boundary_reason	right_boundary_reason	boundary_complete	strong_anchor_count	strong_anchor_surfaces	strong_anchor_tags	thermal_quality_conflict	moisture_quality_conflict	quality_conflict	strong_anchor_signature	strong_anchor_evidence	supplemental_whole_role_anchor_count	supplemental_whole_role_surfaces	raw_field_channel	w3_only_anchor_count	w3_only_anchor_signature	w3_only_field_channel	r2_anchor_count	r2_field_channel	unclipped_anchor_count	unclipped_field_channel	unresolved_candidate_count	unresolved_candidate_surfaces	gdt743_dimension_dispatch	gdt743_carrier_dispatch	gdt743_working_render_de	gdt743_specific_local_dispatch	field_scope	literal_lexeme_claimed	plaintext_clause_claimed	head_or_body_lexeme_credit	component_export_credit	unseen_form_export	surface_channel_occurrences	surface_channel_pages	surface_channel_anchor_signatures	complete_surface_channel_occurrences	complete_surface_channel_pages	complete_surface_channel_anchor_signatures	window_recurrence_gate	complete_template_gate	field_confidence_tier	template_backed_field_reading	exploratory_field_candidate	w3_only_complete_template_gate	w3_only_same_channel	w3_only_template_reading_retained	historical_mode	unresolved_content_slot_class	unresolved_slot_label_de	field_render_de	combined_target_field_render_de	combined_specific_dispatch
G744-F0001	G743-R0001	G739-D0001	G738-P0001	G737-O0258	f111v	f111v.31	5	lain	ain	H4	MIDDLE	SCALAR	II	3	3	6	STRICT_INITIAL_BEFORE_R4	NEXT_TARGET_BEFORE_R4	1	2	cheal|chekain	DRY|HOT|MATERIAL|PROCESS|VALUE	0	0	0	L2@3:chekain:DRY|HOT|PROCESS|VALUE|L1@4:cheal:DRY|MATERIAL|VALUE	L2 chekain=bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen [DRY|HOT|PROCESS|VALUE;W3_SOLID_WORKING_THEORY] || L1 cheal=Rohstoffklasse I, trocken in der Gradmitte [DRY|MATERIAL|VALUE;W3_SOLID_WORKING_THEORY]	0	NONE	PRESCRIPTIVE_RECIPE	2	L2@3:chekain:DRY|HOT|PROCESS|VALUE|L1@4:cheal:DRY|MATERIAL|VALUE	PRESCRIPTIVE_RECIPE	2	PRESCRIPTIVE_RECIPE	2	PRESCRIPTIVE_RECIPE	1	oteain	QUALITY_DEGREE	MATERIAL	interner Trockenheitsgrad II des Materials	1	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	1	1	1	1	1	1	0	0	F1_SINGLE_CONTEXT	0	1	0	1	0	PRESCRIPTIVE	INGREDIENT_OR_COMMAND_CONTENT	Zutat-/Anweisungsinhalt offen	VORLÄUFIG: Rezeptanweisung: Zutat offen; Vorgang belegt; Träger=Stoff; Mengenmarker=nicht belegt; Bedingung=heiß+trocken; Ziel=Skala/Stufe II; Evidenz=Einzelkontext	interner Trockenheitsgrad II des Materials ⟦VORLÄUFIG: Rezeptanweisung: Zutat offen; Vorgang belegt; Träger=Stoff; Mengenmarker=nicht belegt; Bedingung=heiß+trocken; Ziel=Skala/Stufe II; Evidenz=Einzelkontext⟧	1
G744-F0002	G743-R0002	G739-D0002	G738-P0002	G737-O0342	f113v	f113v.46	4	lain	ain	H4	MIDDLE	SCALAR	II	1	2	3	STRICT_INITIAL_BEFORE_R2	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	0	0	0	NONE	NONE	0	NONE	OPEN	0	NONE	OPEN	0	OPEN	0	OPEN	0	NONE	OPEN_SCALAR	OPEN	interne Skalarstufe II; Dimension offen	0	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	1	1	1	1	1	1	0	0	F0_OPEN	0	0	0	1	0	OPEN	UNASSIGNED	Inhaltsrolle offen	Mikrofeld: Kanal offen; keine starken historischen Feldanker	interne Skalarstufe II; Dimension offen ⟦Mikrofeld: Kanal offen; keine starken historischen Feldanker⟧	0
G744-F0003	G743-R0003	G739-D0003	G738-P0003	G737-O0407	f116r	f116r.17	5	lain	ain	H4	MIDDLE	SCALAR	II	4	3	7	LINE_EDGE_AFTER_R4	CURRENT_CLOSE_INCLUDED_R3	1	1	qokeey	HOT|VALUE	0	0	0	L2@3:qokeey:HOT|VALUE	L2 qokeey=heiß am Ende des Grades [HOT|VALUE;W3_SOLID_WORKING_THEORY]	0	NONE	DESCRIPTIVE_QUALITY	1	L2@3:qokeey:HOT|VALUE	DESCRIPTIVE_QUALITY	1	DESCRIPTIVE_QUALITY	1	DESCRIPTIVE_QUALITY	0	NONE	QUALITY_DEGREE	OPEN	interner Heißgrad II	1	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	1	1	1	1	1	1	0	0	F1_SINGLE_CONTEXT	0	1	0	1	0	DESCRIPTIVE	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	VORLÄUFIG: Materia-medica-Beschreibung: Lemma und Träger offen; Qualität=heiß; Skala/Stufe II; Evidenz=Einzelkontext	interner Heißgrad II ⟦VORLÄUFIG: Materia-medica-Beschreibung: Lemma und Träger offen; Qualität=heiß; Skala/Stufe II; Evidenz=Einzelkontext⟧	1
G744-F0004	G743-R0004	G739-D0004	G738-P0004	G737-O0502	f46r	f46r.13	8	lain	ain	H4	MIDDLE	SCALAR	II	5	1	6	RADIUS5_CENSORED	CURRENT_CLOSE_INCLUDED_R1	0	1	ols	MATERIAL	0	0	0	L1@7:ols:MATERIAL	L1 ols=Drogenstoffposten [MATERIAL;W3_SOLID_WORKING_THEORY]	0	NONE	MATERIA_OR_INGREDIENT	1	L1@7:ols:MATERIAL	MATERIA_OR_INGREDIENT	1	MATERIA_OR_INGREDIENT	1	MATERIA_OR_INGREDIENT	0	NONE	OPEN_SCALAR	MATERIAL	interne Skalarstufe II des Materials; Dimension offen	1	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	1	1	1	0	0	0	0	0	F1_SINGLE_CONTEXT	0	1	0	1	0	AMBIGUOUS_RECORD_CHANNEL	LEMMA_OR_INGREDIENT	Lemma-/Zutatinhalt offen	VORLÄUFIG: Stoff-/Zutatfeld: Beschreibungs- oder Rezeptkanal offen; Träger=Stoff; Skala/Stufe II; Evidenz=Einzelkontext	interne Skalarstufe II des Materials; Dimension offen ⟦VORLÄUFIG: Stoff-/Zutatfeld: Beschreibungs- oder Rezeptkanal offen; Träger=Stoff; Skala/Stufe II; Evidenz=Einzelkontext⟧	1
G744-F0005	G743-R0005	G739-D0005	G738-P0005	G737-O0026	f103r	f103r.47	6	lcheedy	cheedy	H4	MIDDLE	STATE_RESULT	II	1	1	2	STRICT_INITIAL_BEFORE_R2	LINE_EDGE_AFTER_R1	1	1	qokaly	HOT|MATERIAL|PROCESS	0	0	0	L1@5:qokaly:HOT|MATERIAL|PROCESS	L1 qokaly=erhitze Rohdroge I leicht und schließe ab [HOT|MATERIAL|PROCESS;W3_SOLID_WORKING_THEORY]	0	NONE	PRESCRIPTIVE_RECIPE	1	L1@5:qokaly:HOT|MATERIAL|PROCESS	PRESCRIPTIVE_RECIPE	1	PRESCRIPTIVE_RECIPE	1	PRESCRIPTIVE_RECIPE	1	oloraiin	PROCESS_RESULT_AXIS_OPEN	MATERIAL	Resultat-/Endstufe II des Materials; Zustandsachse offen	1	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	1	1	1	1	1	1	0	0	F1_SINGLE_CONTEXT	0	1	0	1	0	PRESCRIPTIVE	INGREDIENT_OR_COMMAND_CONTENT	Zutat-/Anweisungsinhalt offen	VORLÄUFIG: Rezeptanweisung: Zutat offen; Vorgang belegt; Träger=Stoff; Mengenmarker=nicht belegt; Bedingung=heiß; Ziel=Zustands-/Resultatstufe II; Evidenz=Einzelkontext	Resultat-/Endstufe II des Materials; Zustandsachse offen ⟦VORLÄUFIG: Rezeptanweisung: Zutat offen; Vorgang belegt; Träger=Stoff; Mengenmarker=nicht belegt; Bedingung=heiß; Ziel=Zustands-/Resultatstufe II; Evidenz=Einzelkontext⟧	1
G744-F0006	G743-R0006	G739-D0006	G738-P0006	G737-O0072	f104v	f104v.20	3	lcheedy	cheedy	H4	MIDDLE	STATE_RESULT	II	2	3	5	LINE_EDGE_AFTER_R2	CURRENT_CLOSE_INCLUDED_R3	1	3	qokeey|qotcheedy|sheeo	CLOSE|COLD|DRY|HOT|PREPARATION|VALUE	1	0	1	L1@2:sheeo:PREPARATION|R1@4:qokeey:HOT|VALUE|R3@6:qotcheedy:CLOSE|COLD|DRY|VALUE	L1 sheeo=vollständig eingeweichter Ansatz [PREPARATION;W2_PROVISIONAL_WORKING] || R1 qokeey=heiß am Ende des Grades [HOT|VALUE;W3_SOLID_WORKING_THEORY] || R3 qotcheedy=kalt und trocken am Ende des Grades, abgeschlossen [CLOSE|COLD|DRY|VALUE;W3_SOLID_WORKING_THEORY]	0	NONE	DESCRIPTIVE_MATERIA	2	R1@4:qokeey:HOT|VALUE|R3@6:qotcheedy:CLOSE|COLD|DRY|VALUE	DESCRIPTIVE_QUALITY	2	DESCRIPTIVE_MATERIA	4	PRESCRIPTIVE_RECIPE	1	qochey	QUALITY_STATE_AXIS_OPEN	PREPARATION	Zustandsstufe II der Zubereitung; Zustandsachse offen	1	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	1	1	1	1	1	1	0	0	F1_SINGLE_CONTEXT	0	1	0	0	0	DESCRIPTIVE	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	VORLÄUFIG: Materia-medica-Beschreibung: Lemma offen; Träger=Zubereitung; Qualität=heiß+kalt+trocken (konkurrierende Anker); Zustands-/Resultatstufe II; Evidenz=Einzelkontext	Zustandsstufe II der Zubereitung; Zustandsachse offen ⟦VORLÄUFIG: Materia-medica-Beschreibung: Lemma offen; Träger=Zubereitung; Qualität=heiß+kalt+trocken (konkurrierende Anker); Zustands-/Resultatstufe II; Evidenz=Einzelkontext⟧	1
G744-F0007	G743-R0007	G739-D0007	G738-P0007	G737-O0100	f106r	f106r.12	2	lcheedy	cheedy	H4	MIDDLE	STATE_RESULT	II	1	3	4	LINE_EDGE_AFTER_R1	CURRENT_CLOSE_INCLUDED_R3	1	0	NONE	NONE	0	0	0	NONE	NONE	0	NONE	OPEN	0	NONE	OPEN	0	OPEN	0	OPEN	0	NONE	QUALITY_STATE_AXIS_OPEN	OPEN	Zustandsstufe II; Zustandsachse offen; Träger offen	0	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	4	4	1	4	4	1	0	0	F0_OPEN	0	0	0	1	0	OPEN	UNASSIGNED	Inhaltsrolle offen	Mikrofeld: Kanal offen; keine starken historischen Feldanker	Zustandsstufe II; Zustandsachse offen; Träger offen ⟦Mikrofeld: Kanal offen; keine starken historischen Feldanker⟧	0
G744-F0008	G743-R0008	G739-D0008	G738-P0008	G737-O0162	f107v	f107v.28	4	lcheedy	cheedy	H4	MIDDLE	STATE_RESULT	II	3	0	3	LINE_EDGE_AFTER_R3	STRICT_INITIAL_BEFORE_R1	1	0	NONE	NONE	0	0	0	NONE	NONE	0	NONE	OPEN	0	NONE	OPEN	0	OPEN	0	OPEN	0	NONE	QUALITY_STATE_AXIS_OPEN	OPEN	Zustandsstufe II; Zustandsachse offen; Träger offen	0	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	4	4	1	4	4	1	0	0	F0_OPEN	0	0	0	1	0	OPEN	UNASSIGNED	Inhaltsrolle offen	Mikrofeld: Kanal offen; keine starken historischen Feldanker	Zustandsstufe II; Zustandsachse offen; Träger offen ⟦Mikrofeld: Kanal offen; keine starken historischen Feldanker⟧	0
G744-F0009	G743-R0009	G739-D0009	G738-P0009	G737-O0593	f76v	f76v.21	8	lcheedy	cheedy	H4	MIDDLE	STATE_RESULT	II	1	0	1	STRICT_INITIAL_BEFORE_R2	STRICT_INITIAL_BEFORE_R1	1	0	NONE	NONE	0	0	0	NONE	NONE	0	NONE	OPEN	0	NONE	OPEN	0	OPEN	2	DESCRIPTIVE_MATERIA	0	NONE	QUALITY_STATE_AXIS_OPEN	OPEN	Zustandsstufe II; Zustandsachse offen; Träger offen	0	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	4	4	1	4	4	1	0	0	F0_OPEN	0	0	0	1	0	OPEN	UNASSIGNED	Inhaltsrolle offen	Mikrofeld: Kanal offen; keine starken historischen Feldanker	Zustandsstufe II; Zustandsachse offen; Träger offen ⟦Mikrofeld: Kanal offen; keine starken historischen Feldanker⟧	0
G744-F0010	G743-R0010	G739-D0010	G738-P0010	G737-O0703	f82r	f82r.24	2	lcheedy	cheedy	H4	MIDDLE	STATE_RESULT	II	0	1	1	PRIOR_CLOSE_BEFORE_R1	STRICT_INITIAL_BEFORE_R2	1	0	NONE	NONE	0	0	0	NONE	NONE	0	NONE	OPEN	0	NONE	OPEN	0	OPEN	1	DESCRIPTIVE_QUALITY	0	NONE	QUALITY_STATE_AXIS_OPEN	OPEN	Zustandsstufe II; Zustandsachse offen; Träger offen	0	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	4	4	1	4	4	1	0	0	F0_OPEN	0	0	0	1	0	OPEN	UNASSIGNED	Inhaltsrolle offen	Mikrofeld: Kanal offen; keine starken historischen Feldanker	Zustandsstufe II; Zustandsachse offen; Träger offen ⟦Mikrofeld: Kanal offen; keine starken historischen Feldanker⟧	0
