event_id	page	locus	record_unit_id	statement_id	statement_position	joint_tuple_id	surface_display	candidate_family	selected_parse	decision	selected_y_chy_value_de	selected_card_reading_de	card_identity_and_renderer_note	previous_contextual_expansion_de	limit_or_contradiction
E008	f10r	f10r.2	H1	H1-S001	MIDDLE	276a7c2d74d1143446f4	oky	OK_Y	OK+Y	SELECTED_Y_REFERENT	DER AKTUELL GEMEINTE ARBEITSPOSTEN; DIES/ES	den laufenden Posten anwenden oder in Arbeit nehmen	Eine exakte OKY-Karte mit den Oberflaechen choky|oky|qoky.	Aktiven Ansatz einsetzen oder anwenden	Nicht mit der getrennten exakten OKCHY-Karte zusammenwerfen.
E011	f10r	f10r.5	H1	H1-S002	START	9ad66e67803a12e745de	qokchy	OK_CHY	OK+CHY[wrapped Y]	SELECTED_CHY_AS_WRAPPED_Y	DER AKTUELL GEMEINTE ARBEITSPOSTEN; DIES/ES	den laufenden Posten anwenden oder in Arbeit nehmen	Eigene exakte Karte; CHY traegt hier denselben Y-Verweiswert.	Aktuellen Ansatz in Arbeit nehmen oder anwenden	Die formale Differenz zu OKY bleibt bestehen; frisch ist nicht kodiert.
E020	f10r	f10r.6	H2	H2-S001	MIDDLE	b921a237be883a820352	dy	BASE_Y_CARD	Y_CARD	SELECTED_Y_REFERENT	DER AKTUELL GEMEINTE ARBEITSPOSTEN; DIES/ES	der laufende Posten; dies/es	Eine exakte Karte; chey|chy|dy|shy|sy|y sind Huellen, keine sechs Bedeutungen.	Fange die erste Fraktion auf	Die lokale Handlung oder Substanz kommt aus dem Besitzer, nicht aus Y.
E021	f10r	f10r.6	H2	H2-S001	MIDDLE	b921a237be883a820352	chy	BASE_Y_CARD	Y_CARD	SELECTED_Y_REFERENT	DER AKTUELL GEMEINTE ARBEITSPOSTEN; DIES/ES	der laufende Posten; dies/es	Eine exakte Karte; chey|chy|dy|shy|sy|y sind Huellen, keine sechs Bedeutungen.	Gib Olivenöl hinzu	Die lokale Handlung oder Substanz kommt aus dem Besitzer, nicht aus Y.
E023	f10r	f10r.6	H2	H2-S001	END	b921a237be883a820352	shy	BASE_Y_CARD	Y_CARD	SELECTED_Y_REFERENT	DER AKTUELL GEMEINTE ARBEITSPOSTEN; DIES/ES	der laufende Posten; dies/es	Eine exakte Karte; chey|chy|dy|shy|sy|y sind Huellen, keine sechs Bedeutungen.	Erwärme gelinde	Die lokale Handlung oder Substanz kommt aus dem Besitzer, nicht aus Y.
E035	f10r	f10r.9	H2	H2-S003	MIDDLE	b921a237be883a820352	chy	BASE_Y_CARD	Y_CARD	SELECTED_Y_REFERENT	DER AKTUELL GEMEINTE ARBEITSPOSTEN; DIES/ES	der laufende Posten; dies/es	Eine exakte Karte; chey|chy|dy|shy|sy|y sind Huellen, keine sechs Bedeutungen.	Rühre bei kleinem Feuer	Die lokale Handlung oder Substanz kommt aus dem Besitzer, nicht aus Y.
E037	f10r	f10r.9	H2	H2-S003	MIDDLE	b921a237be883a820352	dy	BASE_Y_CARD	Y_CARD	SELECTED_Y_REFERENT	DER AKTUELL GEMEINTE ARBEITSPOSTEN; DIES/ES	der laufende Posten; dies/es	Eine exakte Karte; chey|chy|dy|shy|sy|y sind Huellen, keine sechs Bedeutungen.	Bewahre sie bedeckt	Die lokale Handlung oder Substanz kommt aus dem Besitzer, nicht aus Y.
E048	f11r	f11r.4	H3	H3-S003	MIDDLE	b921a237be883a820352	chy	BASE_Y_CARD	Y_CARD	SELECTED_Y_REFERENT	DER AKTUELL GEMEINTE ARBEITSPOSTEN; DIES/ES	der laufende Posten; dies/es	Eine exakte Karte; chey|chy|dy|shy|sy|y sind Huellen, keine sechs Bedeutungen.	Nimm davon einen Anteil	Die lokale Handlung oder Substanz kommt aus dem Besitzer, nicht aus Y.
E050	f11r	f11r.4	H3	H3-S003	MIDDLE	b921a237be883a820352	dy	BASE_Y_CARD	Y_CARD	SELECTED_Y_REFERENT	DER AKTUELL GEMEINTE ARBEITSPOSTEN; DIES/ES	der laufende Posten; dies/es	Eine exakte Karte; chey|chy|dy|shy|sy|y sind Huellen, keine sechs Bedeutungen.	Gebrauche ihn bei bedrücktem Gemüt und beschwerter Brust	Die lokale Handlung oder Substanz kommt aus dem Besitzer, nicht aus Y.
E055	f11r	f11r.7	H3	H3-S004	END	b921a237be883a820352	dy	BASE_Y_CARD	Y_CARD	SELECTED_Y_REFERENT	DER AKTUELL GEMEINTE ARBEITSPOSTEN; DIES/ES	der laufende Posten; dies/es	Eine exakte Karte; chey|chy|dy|shy|sy|y sind Huellen, keine sechs Bedeutungen.	Streiche das Öl äußerlich um die Lider, ohne das Auge zu berühren	Die lokale Handlung oder Substanz kommt aus dem Besitzer, nicht aus Y.
E062	f55v	f55v.5	H4	H4-S002	MIDDLE	6f7ff8287eddf4da9fdb	chedy	CHD_CHED_Y	CHD~CHED+Y	SELECTED_Y_REFERENT	DER AKTUELL GEMEINTE ARBEITSPOSTEN; DIES/ES	den laufenden Posten umsetzen oder durcharbeiten	Eine exakte Karte mit chdy|chedy; d gehoert hier zum Arbeitskern.	Ansatz umsetzen oder durcharbeiten	Kein blindes terminales DY; exakte Kartenidentitaet geht vor.
E066	f55v	f55v.11	H4	H4-S003	MIDDLE	2c1a5fd92b9e3c762242	cheeky	CH_EE_KY_BOUNDARY	CH+EE+KY	KY_BOUNDARY_NOT_SPLIT	NO_INDEPENDENT_Y_CLAIM	laengere oder festgelegte Zustands-/Haltestufe	Eine exakte cheeky-Karte; KY hat kein unabhaengiges Minimalpaar.	Längere oder festgelegte Zustands- beziehungsweise Haltestufe	Kein selbststaendiger Y-Beleg; Kartenlesung behalten.
E072	f55v	f55v.11	H4	H4-S004	MIDDLE	b921a237be883a820352	y	BASE_Y_CARD	Y_CARD	SELECTED_Y_REFERENT	DER AKTUELL GEMEINTE ARBEITSPOSTEN; DIES/ES	der laufende Posten; dies/es	Eine exakte Karte; chey|chy|dy|shy|sy|y sind Huellen, keine sechs Bedeutungen.	Mische sie mit Honig	Die lokale Handlung oder Substanz kommt aus dem Besitzer, nicht aus Y.
E081	f56r	f56r.7	H5	H5-S001	MIDDLE	276a7c2d74d1143446f4	choky	OK_Y	OK+Y	SELECTED_Y_REFERENT	DER AKTUELL GEMEINTE ARBEITSPOSTEN; DIES/ES	den laufenden Posten anwenden oder in Arbeit nehmen	Eine exakte OKY-Karte mit den Oberflaechen choky|oky|qoky.	Aktiven Ansatz einsetzen oder anwenden	Nicht mit der getrennten exakten OKCHY-Karte zusammenwerfen.
E085	f56r	f56r.8	H5	H5-S002	MIDDLE	276a7c2d74d1143446f4	choky	OK_Y	OK+Y	SELECTED_Y_REFERENT	DER AKTUELL GEMEINTE ARBEITSPOSTEN; DIES/ES	den laufenden Posten anwenden oder in Arbeit nehmen	Eine exakte OKY-Karte mit den Oberflaechen choky|oky|qoky.	Aktiven Ansatz einsetzen oder anwenden	Nicht mit der getrennten exakten OKCHY-Karte zusammenwerfen.
E090	f56r	f56r.12	H5	H5-S003	END	1322bc176443fc2a8a86	qokokchy	OK_OK_CHY	OK+OK+CHY[wrapped Y]	SELECTED_CHY_AS_WRAPPED_Y	DER AKTUELL GEMEINTE ARBEITSPOSTEN; DIES/ES	den laufenden Posten erneut in Arbeit nehmen oder anwenden	Einzelne exakte qokokchy-Karte; Doppel-OK wird iterativ gelesen.	Ansatz erneut oder kräftig in Arbeit nehmen	Keine allgemeine Reduplikationsregel aus einem Beleg.
E091	f56r	f56r.13	H5	H5-S004	START	9ad66e67803a12e745de	okchy	OK_CHY	OK+CHY[wrapped Y]	SELECTED_CHY_AS_WRAPPED_Y	DER AKTUELL GEMEINTE ARBEITSPOSTEN; DIES/ES	den laufenden Posten anwenden oder in Arbeit nehmen	Eigene exakte Karte; CHY traegt hier denselben Y-Verweiswert.	Aktuellen Ansatz in Arbeit nehmen oder anwenden	Die formale Differenz zu OKY bleibt bestehen; frisch ist nicht kodiert.
E095	f56r	f56r.18	H5	H5-S005	MIDDLE	9ad66e67803a12e745de	chokchy	OK_CHY	OK+CHY[wrapped Y]	SELECTED_CHY_AS_WRAPPED_Y	DER AKTUELL GEMEINTE ARBEITSPOSTEN; DIES/ES	den laufenden Posten anwenden oder in Arbeit nehmen	Eigene exakte Karte; CHY traegt hier denselben Y-Verweiswert.	Aktuellen Ansatz in Arbeit nehmen oder anwenden	Die formale Differenz zu OKY bleibt bestehen; frisch ist nicht kodiert.
E101	f81v	f81v.2	B1	B1-S001	ONLY	7db18b2f0fb7ed0fcfd3	qokedy	DY_CONSTRUCTION_COMPARATOR	OK+E+DY	TERMINAL_CONSTRUCTION_NOT_INDEPENDENT_Y_EVIDENCE	NO_INDEPENDENT_Y_CLAIM__DY_TERMINAL_CONSTRUCTION	kurz spülen oder benetzen und den Schritt abschließen	Eigene exakte Abschlusskarte; DY/TERMINAL_Y wird hier als lizenzierter Gesamtframe gelesen.	Kurz spülen oder benetzen und den Schritt abschließen	Mit Y=laufender Posten kompatibel, aber die Abschlusskarte liefert keinen unabhaengig abtrennbaren Y-Beleg.
E120	f81v	f81v.7	B1	B1-S002	END	259b2b3b0bf859882e2c	schedy	TERMINAL_Y_CONSTRUCTION_COMPARATOR	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	TERMINAL_CONSTRUCTION_NOT_INDEPENDENT_Y_EVIDENCE	NO_INDEPENDENT_Y_CLAIM__DY_TERMINAL_CONSTRUCTION	Arbeitsbewegung abschließen	Eigene exakte Abschlusskarte; DY/TERMINAL_Y wird hier als lizenzierter Gesamtframe gelesen.	Arbeitsbewegung abschließen	Mit Y=laufender Posten kompatibel, aber die Abschlusskarte liefert keinen unabhaengig abtrennbaren Y-Beleg.
E122	f81v	f81v.17	B1	B1-S003	END	54e32e9c1414b20640e9	sshkchdy	TERMINAL_Y_CONSTRUCTION_COMPARATOR	SSHK+CHD+TERMINAL_Y	TERMINAL_CONSTRUCTION_NOT_INDEPENDENT_Y_EVIDENCE	NO_INDEPENDENT_Y_CLAIM__DY_TERMINAL_CONSTRUCTION	unter besonderer Bedingung umsetzen; Schluss	Eigene exakte Abschlusskarte; DY/TERMINAL_Y wird hier als lizenzierter Gesamtframe gelesen.	Unter besonderer Bedingung umsetzen; Schluss	Mit Y=laufender Posten kompatibel, aber die Abschlusskarte liefert keinen unabhaengig abtrennbaren Y-Beleg.
E123	f81v	f81v.17	B1	B1-S004	START	6f7ff8287eddf4da9fdb	chedy	CHD_CHED_Y	CHD~CHED+Y	SELECTED_Y_REFERENT	DER AKTUELL GEMEINTE ARBEITSPOSTEN; DIES/ES	den laufenden Posten umsetzen oder durcharbeiten	Eine exakte Karte mit chdy|chedy; d gehoert hier zum Arbeitskern.	Ansatz umsetzen oder durcharbeiten	Kein blindes terminales DY; exakte Kartenidentitaet geht vor.
E125	f81v	f81v.17	B1	B1-S004	END	bc4f1f5c006c74a4d26d	shedy	DY_CONSTRUCTION_COMPARATOR	SH+E+DY	TERMINAL_CONSTRUCTION_NOT_INDEPENDENT_Y_EVIDENCE	NO_INDEPENDENT_Y_CLAIM__DY_TERMINAL_CONSTRUCTION	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Eigene exakte Abschlusskarte; DY/TERMINAL_Y wird hier als lizenzierter Gesamtframe gelesen.	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	Mit Y=laufender Posten kompatibel, aber die Abschlusskarte liefert keinen unabhaengig abtrennbaren Y-Beleg.
