namespace_id	page	visible_kind	locus_count	group_count	master_entry_de	apprentice_read_de	output_de	local_rule_de	do_not_assume_de
F67_RIGHT_WHEEL_NS	f67r2	RIGHT_CELESTIAL_WHEEL	23	56	Wähle zuerst sichtbar linkes oder rechtes Rad; danach genau Sektor, Sternplatz, Phase oder Ringband desselben Rades.	Sprich Klasse, Quelle, Ziel, Stufe und Wert nur soweit die Karten sie nennen; ergänze den lokalen Himmelswert aus dem Meisterexemplar.	Notiere eine einzelne Bedingungs- oder Vergleichsangabe für den Arbeitsfall.	address the visible right-wheel sector, phase, band, or ring-text owner directly	Kein Sprung zwischen den beiden Rädern; keine angenommene Nullposition oder Drehrichtung.
F67_LEFT_WHEEL_NS	f67r2	LEFT_CELESTIAL_WHEEL	50	121	Wähle zuerst sichtbar linkes oder rechtes Rad; danach genau Sektor, Sternplatz, Phase oder Ringband desselben Rades.	Sprich Klasse, Quelle, Ziel, Stufe und Wert nur soweit die Karten sie nennen; ergänze den lokalen Himmelswert aus dem Meisterexemplar.	Notiere eine einzelne Bedingungs- oder Vergleichsangabe für den Arbeitsfall.	address the visible left-wheel radial field, star station, band, or ring text directly	Kein Sprung zwischen den beiden Rädern; keine angenommene Nullposition oder Drehrichtung.
F67_PAIRED_LEGEND_QUARANTINE_NS	f67r2	UNRESOLVED_PAGE_LEGEND	1	13	Wähle zuerst sichtbar linkes oder rechtes Rad; danach genau Sektor, Sternplatz, Phase oder Ringband desselben Rades.	Sprich Klasse, Quelle, Ziel, Stufe und Wert nur soweit die Karten sie nennen; ergänze den lokalen Himmelswert aus dem Meisterexemplar.	Notiere eine einzelne Bedingungs- oder Vergleichsangabe für den Arbeitsfall.	copy the legend to quarantine until the exemplar chooses left or right wheel	Kein Sprung zwischen den beiden Rädern; keine angenommene Nullposition oder Drehrichtung.
F68_LEFT_PANEL_HEADER_NS	f68r1	LEFT_PANEL_HEADER	1	9	Wähle zuerst das sichtbare Teilbild oder seinen Kopf; danach genau den gezeichneten Sternplatz oder den lokalen Zentralschlüssel.	Sprich Eingang, Klasse, Quelle, Ziel, Stufe, Markierung und sichtbares Ergebnis als lokale Stationskarte.	Notiere Stationsklasse und Bedingungswert, ohne die 28 Sterne zu einer Folge zu zwingen.	copy only the left-panel header fragments; star-slot membership remains unresolved	Mehrere Zentren bleiben getrennt; kein seitenweites Zentrum und kein Schlüssel zu f69v.
F68_MIDDLE_PANEL_HEADER_NS	f68r1	MIDDLE_PANEL_HEADER	1	9	Wähle zuerst das sichtbare Teilbild oder seinen Kopf; danach genau den gezeichneten Sternplatz oder den lokalen Zentralschlüssel.	Sprich Eingang, Klasse, Quelle, Ziel, Stufe, Markierung und sichtbares Ergebnis als lokale Stationskarte.	Notiere Stationsklasse und Bedingungswert, ohne die 28 Sterne zu einer Folge zu zwingen.	copy only the middle-panel header fragments; no page-wide centre is inferred	Mehrere Zentren bleiben getrennt; kein seitenweites Zentrum und kein Schlüssel zu f69v.
F68_RIGHT_PANEL_HEADER_NS	f68r1	RIGHT_PANEL_HEADER	1	8	Wähle zuerst das sichtbare Teilbild oder seinen Kopf; danach genau den gezeichneten Sternplatz oder den lokalen Zentralschlüssel.	Sprich Eingang, Klasse, Quelle, Ziel, Stufe, Markierung und sichtbares Ergebnis als lokale Stationskarte.	Notiere Stationsklasse und Bedingungswert, ohne die 28 Sterne zu einer Folge zu zwingen.	copy only the right-panel header fragments; star-slot membership remains unresolved	Mehrere Zentren bleiben getrennt; kein seitenweites Zentrum und kein Schlüssel zu f69v.
F68_MULTIPANEL_HEADER_QUARANTINE_NS	f68r1	UNRESOLVED_MULTIPANEL_HEADER	4	5	Wähle zuerst das sichtbare Teilbild oder seinen Kopf; danach genau den gezeichneten Sternplatz oder den lokalen Zentralschlüssel.	Sprich Eingang, Klasse, Quelle, Ziel, Stufe, Markierung und sichtbares Ergebnis als lokale Stationskarte.	Notiere Stationsklasse und Bedingungswert, ohne die 28 Sterne zu einer Folge zu zwingen.	retain the header fragment without assigning it to left, middle, or right panel	Mehrere Zentren bleiben getrennt; kein seitenweites Zentrum und kein Schlüssel zu f69v.
F68_CENTRE_KEY_QUARANTINE_NS	f68r1	UNRESOLVED_FACE_CENTRE_KEY	1	1	Wähle zuerst das sichtbare Teilbild oder seinen Kopf; danach genau den gezeichneten Sternplatz oder den lokalen Zentralschlüssel.	Sprich Eingang, Klasse, Quelle, Ziel, Stufe, Markierung und sichtbares Ergebnis als lokale Stationskarte.	Notiere Stationsklasse und Bedingungswert, ohne die 28 Sterne zu einer Folge zu zwingen.	copy the key while leaving the choice among at least five visible face centres to the exemplar	Mehrere Zentren bleiben getrennt; kein seitenweites Zentrum und kein Schlüssel zu f69v.
F68_LOCAL_STAR_SLOT_NS	f68r1	LOCAL_STAR_SLOT_POOL	28	28	Wähle zuerst das sichtbare Teilbild oder seinen Kopf; danach genau den gezeichneten Sternplatz oder den lokalen Zentralschlüssel.	Sprich Eingang, Klasse, Quelle, Ziel, Stufe, Markierung und sichtbares Ergebnis als lokale Stationskarte.	Notiere Stationsklasse und Bedingungswert, ohne die 28 Sterne zu einer Folge zu zwingen.	address the drawn star locus directly; do not bind it to one common centre or panel	Mehrere Zentren bleiben getrennt; kein seitenweites Zentrum und kein Schlüssel zu f69v.
F68_CENTRAL_LEGEND_QUARANTINE_NS	f68r1	UNRESOLVED_CENTRAL_LEGEND	1	5	Wähle zuerst das sichtbare Teilbild oder seinen Kopf; danach genau den gezeichneten Sternplatz oder den lokalen Zentralschlüssel.	Sprich Eingang, Klasse, Quelle, Ziel, Stufe, Markierung und sichtbares Ergebnis als lokale Stationskarte.	Notiere Stationsklasse und Bedingungswert, ohne die 28 Sterne zu einer Folge zu zwingen.	copy the central legend without making it owner of all star stations	Mehrere Zentren bleiben getrennt; kein seitenweites Zentrum und kein Schlüssel zu f69v.
