setting	candidate	daylight_hours	all_phases_coherent	passing_phases	source_continuous_hours	source_example_A	source_example_B	C12_tautological
PRIMARY	PRIMARY		True	7	True	Sun	Sun	False
AT_LAST	AT_LAST		False	0	True	Mars	Sun	False
AFTER_FIRST_UNSKIPPED	AFTER_FIRST_UNSKIPPED		False	0	True	Sun	Venus	False
ONE_REFERENT_FOR_DOUBLE	ONE_REFERENT_FOR_DOUBLE		False	0	True	Sun	Mars	False
SAME_METHOD_REFERENCE	SAME_METHOD_REFERENCE		True	7	True	Sun	Sun	True
NIGHT_REVERSE_LIGHT01	NIGHT_REVERSE	1	False	0	False	Moon	Sun	False
NIGHT_REVERSE_LIGHT02	NIGHT_REVERSE	2	False	0	False	Jupiter	Sun	False
NIGHT_REVERSE_LIGHT03	NIGHT_REVERSE	3	True	7	False	Sun	Sun	False
NIGHT_REVERSE_LIGHT04	NIGHT_REVERSE	4	False	0	False	Mercury	Sun	False
NIGHT_REVERSE_LIGHT05	NIGHT_REVERSE	5	False	0	False	Saturn	Sun	False
NIGHT_REVERSE_LIGHT06	NIGHT_REVERSE	6	False	0	False	Mars	Sun	False
NIGHT_REVERSE_LIGHT07	NIGHT_REVERSE	7	False	0	False	Venus	Sun	False
NIGHT_REVERSE_LIGHT08	NIGHT_REVERSE	8	False	0	False	Moon	Sun	False
NIGHT_REVERSE_LIGHT09	NIGHT_REVERSE	9	False	0	False	Jupiter	Sun	False
NIGHT_REVERSE_LIGHT10	NIGHT_REVERSE	10	True	7	False	Sun	Sun	False
NIGHT_REVERSE_LIGHT11	NIGHT_REVERSE	11	False	0	False	Mercury	Sun	False
NIGHT_REVERSE_LIGHT12	NIGHT_REVERSE	12	False	0	False	Saturn	Sun	False
NIGHT_REVERSE_LIGHT13	NIGHT_REVERSE	13	False	0	False	Mars	Sun	False
NIGHT_REVERSE_LIGHT14	NIGHT_REVERSE	14	False	0	False	Venus	Sun	False
NIGHT_REVERSE_LIGHT15	NIGHT_REVERSE	15	False	0	False	Moon	Sun	False
NIGHT_REVERSE_LIGHT16	NIGHT_REVERSE	16	False	0	False	Jupiter	Sun	False
NIGHT_REVERSE_LIGHT17	NIGHT_REVERSE	17	True	7	False	Sun	Sun	False
NIGHT_REVERSE_LIGHT18	NIGHT_REVERSE	18	False	0	False	Mercury	Sun	False
NIGHT_REVERSE_LIGHT19	NIGHT_REVERSE	19	False	0	False	Saturn	Sun	False
NIGHT_REVERSE_LIGHT20	NIGHT_REVERSE	20	False	0	False	Mars	Sun	False
NIGHT_REVERSE_LIGHT21	NIGHT_REVERSE	21	False	0	False	Venus	Sun	False
NIGHT_REVERSE_LIGHT22	NIGHT_REVERSE	22	False	0	False	Moon	Sun	False
NIGHT_REVERSE_LIGHT23	NIGHT_REVERSE	23	False	0	False	Jupiter	Sun	False
NIGHT_RESET_LIGHT01	NIGHT_RESET	1	False	0	False	Mars	Sun	False
NIGHT_RESET_LIGHT02	NIGHT_RESET	2	False	0	False	Jupiter	Sun	False
NIGHT_RESET_LIGHT03	NIGHT_RESET	3	False	0	False	Saturn	Sun	False
NIGHT_RESET_LIGHT04	NIGHT_RESET	4	False	0	False	Moon	Sun	False
NIGHT_RESET_LIGHT05	NIGHT_RESET	5	False	0	False	Mercury	Sun	False
NIGHT_RESET_LIGHT06	NIGHT_RESET	6	False	0	False	Venus	Sun	False
NIGHT_RESET_LIGHT07	NIGHT_RESET	7	True	7	True	Sun	Sun	False
NIGHT_RESET_LIGHT08	NIGHT_RESET	8	False	0	False	Mars	Sun	False
NIGHT_RESET_LIGHT09	NIGHT_RESET	9	False	0	False	Jupiter	Sun	False
NIGHT_RESET_LIGHT10	NIGHT_RESET	10	False	0	False	Saturn	Sun	False
NIGHT_RESET_LIGHT11	NIGHT_RESET	11	False	0	False	Moon	Sun	False
NIGHT_RESET_LIGHT12	NIGHT_RESET	12	False	0	False	Mercury	Sun	False
NIGHT_RESET_LIGHT13	NIGHT_RESET	13	False	0	False	Venus	Sun	False
NIGHT_RESET_LIGHT14	NIGHT_RESET	14	True	7	True	Sun	Sun	False
NIGHT_RESET_LIGHT15	NIGHT_RESET	15	False	0	False	Mars	Sun	False
NIGHT_RESET_LIGHT16	NIGHT_RESET	16	False	0	False	Jupiter	Sun	False
NIGHT_RESET_LIGHT17	NIGHT_RESET	17	False	0	False	Saturn	Sun	False
NIGHT_RESET_LIGHT18	NIGHT_RESET	18	False	0	False	Moon	Sun	False
NIGHT_RESET_LIGHT19	NIGHT_RESET	19	False	0	False	Mercury	Sun	False
NIGHT_RESET_LIGHT20	NIGHT_RESET	20	False	0	False	Venus	Sun	False
NIGHT_RESET_LIGHT21	NIGHT_RESET	21	True	7	True	Sun	Sun	False
NIGHT_RESET_LIGHT22	NIGHT_RESET	22	False	0	False	Mars	Sun	False
NIGHT_RESET_LIGHT23	NIGHT_RESET	23	False	0	False	Jupiter	Sun	False
