path	expected_sha256	purpose
experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/PAGE_ALLOWLIST.tsv	f0def5a04bd91443cf4770c78f1b67e62cac2060627d8de38faba27899188483	inherited 179-page boundary
transcription/voynich_zl3b_tokens.tsv	6a061a26edc05ff37dc386c2215774c229a5ff087d3091e68bdd4983a6c007aa	guarded ZL3b token census
transcription/voynich_cross_transcription_lines.tsv	ff3a4559004a29764c60102326de154b29fbba06a2a206bdd76d7feda432e16c	guarded current three-reader boundary reconstruction
transcription/voynich_zl3b_lines.tsv	7520dd4c11f4d23c8492e4b2a52cc0fcbda6d9fc88a96ead8f1c31081a4d7ed2	guarded line metadata
experiments/yolo/gdt734_v99r7_recurrent_unknown_family_dispatch/artifacts/V99R7_32339_COMPACT_CELL_REGISTER.tsv	47e8c7375503c2af7c95049392660de23556993ef78c1f24a10af6d9d7a1ed3c	guarded cache reconstruction dependency
experiments/yolo/gdt782_recurrent_six_target_external_field_adjudication/src/run.py	94b15ffaa293ea0dc55b7467fbada2c0d9bd0e9c636070d3e93b6857491389cc	locked guarded context loader
transcription/voynich_stolfi25e1_lines.tsv	b4c83c18f8f814e547ab4a849dab8cf24188680fc512d9497885bdaa0d944988	legacy fourth-reader boundary and dot controls
experiments/yolo/gdt759_quantity_part_state_construction_atlas/artifacts/PART_STATE_23_EXACT_PAIR_ATLAS.tsv	ad16ce2036a2cbc67f85e506a34b8e2ca46bb270d0562c6027f278ab4056b990	independent chor-chol and chol-chor pair evidence
experiments/yolo/gdt768_chor_shor_part_identity_tournament/artifacts/GDT768_6_WORKING_DICTIONARY.tsv	2c9c805b12aa1adf1b858b8e4c6355a1b30ebbc85f0b4d0f74578a4a4a6ccde9	current complete-whole chor role and concrete display
experiments/yolo/gdt762_moist_medium_candidate_discrimination/artifacts/SEMANTIC_PRECEDENCE_REPAIR_AUDIT.tsv	29364a5ef3f4a720d8e214e884c9198d2ccda8870acef86dfd81f132863f625f	current sal structural repair and literal-head quarantine
experiments/yolo/gdt779_ol_residual_v99r7_exact_whole_recovery/artifacts/GDT779_WORKING_DICTIONARY.tsv	a6a425c6fec7a93237e42545debf39118e2c2d072d1071010782857ad5c81c51	current patient-sanitized cheor card
experiments/yolo/gdt775_ol_right_complement_slot_test/artifacts/EXACT_FRAME_REPETITION.tsv	d2037b1d0b03ce5ed2cf32a82eb9963afc542f7e0bdb996448ac8883942aca80	fixed cheor-ol-X slot twins
experiments/yolo/gdt781_ol_remaining_23_exploratory_whole_projection/artifacts/GDT781_23_SELECTED_ATLAS.tsv	9b7026e64499bf952ab6d84554c5d60c20ad05f99278841df8e1057250bfaa40	fixed chorcholsal target span and parent display
experiments/yolo/gdt777_ol_registered_split_fusion_composer/artifacts/SAL_SPLIT_NEGATIVE_CONTROL.tsv	f6d3cc11930981213d84a8c50dcaa14cbb5ac231fe4e83ecef0bb5996c1fbce6	current sal fused-versus-split boundary control
experiments/yolo/gdt783_chsky_majority_variant_external_field/artifacts/GDT783_376_RENDERER.tsv	e374472ef081871481960a8d9395cfb3ae78be9ab5e043ccd8bb1694c9bf687a	byte-logical parent renderer and current slot-twin reading
