comparator_id	locus	expected_direction	selection_scope	target_excluded	semantic_credit
G784-D001	f2v.6	BOTH	AVAILABLE_STOLFI_LINE_AMONG_GDT759_EXACT_CHOR_CHOL_CONTACT_LOCI	1	0
G784-D002	f3r.8	CHOR_CHOL	AVAILABLE_STOLFI_LINE_AMONG_GDT759_EXACT_CHOR_CHOL_CONTACT_LOCI	1	0
G784-D003	f9v.2	CHOL_CHOR	AVAILABLE_STOLFI_LINE_AMONG_GDT759_EXACT_CHOR_CHOL_CONTACT_LOCI	1	0
G784-D004	f15v.12	CHOL_CHOR	AVAILABLE_STOLFI_LINE_AMONG_GDT759_EXACT_CHOR_CHOL_CONTACT_LOCI	1	0
G784-D005	f16v.5	CHOR_CHOL	AVAILABLE_STOLFI_LINE_AMONG_GDT759_EXACT_CHOR_CHOL_CONTACT_LOCI	1	0
G784-D006	f16v.9	CHOL_CHOR	AVAILABLE_STOLFI_LINE_AMONG_GDT759_EXACT_CHOR_CHOL_CONTACT_LOCI	1	0
G784-D007	f28v.3	CHOR_CHOL	AVAILABLE_STOLFI_LINE_AMONG_GDT759_EXACT_CHOR_CHOL_CONTACT_LOCI	1	0
G784-D008	f32v.10	CHOR_CHOL	AVAILABLE_STOLFI_LINE_AMONG_GDT759_EXACT_CHOR_CHOL_CONTACT_LOCI	1	0
G784-D009	f42v.1	CHOL_CHOR	AVAILABLE_STOLFI_LINE_AMONG_GDT759_EXACT_CHOR_CHOL_CONTACT_LOCI	1	0
G784-D010	f47r.7	CHOL_CHOR	AVAILABLE_STOLFI_LINE_AMONG_GDT759_EXACT_CHOR_CHOL_CONTACT_LOCI	1	0
G784-D011	f49v.50	CHOL_CHOR	AVAILABLE_STOLFI_LINE_AMONG_GDT759_EXACT_CHOR_CHOL_CONTACT_LOCI	1	0
G784-D012	f100r.15	CHOR_CHOL	AVAILABLE_STOLFI_LINE_AMONG_GDT759_EXACT_CHOR_CHOL_CONTACT_LOCI	1	0
G784-D013	f100r.23	CHOR_CHOL	AVAILABLE_STOLFI_LINE_AMONG_GDT759_EXACT_CHOR_CHOL_CONTACT_LOCI	1	0
