world	record	locus	at	word	mode	patient	patient_source	destination	prior_state	prior_cause	written_condition	body_executions	status	after_state	executions	resource_role	consumption	appointment	recipient_identity	row_status
N_R	F83_P1	f83r.2	f83r.2:7	qoteedy	N	shedy	f83r.1:6	f83r.2:3	UNKNOWN	NONE	NONE	1	EXECUTE_BODY	FILLED	1	retained batch with device	NONE_REQUIRED_BY_BODY	NOT_A_TREATMENT_APPOINTMENT	F83_P1:B	recorded
N_R	F83_P1	f83r.2	f83r.2:10	chedy	N	shedy	f83r.1:6	f83r.2:3	FILLED	f83r.2:7	NONE	0	BOUND	FILLED	0	retained batch with device	NONE_REQUIRED_BY_BODY	NOT_A_TREATMENT_APPOINTMENT	F83_P1:B	recorded
N_R	F83_P1	f83r.4	f83r.4:2	chedy	N	lchedy	f83r.3:7	f83r.3:8	UNKNOWN	NONE	NONE	0	BOUND	UNKNOWN	0	retained batch with device	NONE_REQUIRED_BY_BODY	NOT_A_TREATMENT_APPOINTMENT	F83_P1:B	recorded
N_R	F83_P1	f83r.4	f83r.4:3	qokedy	N	lchedy	f83r.3:7	f83r.3:8	UNKNOWN	NONE	NONE	0	ASSERT_FILLED	FILLED	0	retained batch with device	NONE_REQUIRED_BY_BODY	NOT_A_TREATMENT_APPOINTMENT	F83_P1:B	recorded
N_R	F83_P1	f83r.4	f83r.4:9	chedy	N	shedy	f83r.4:7	f83r.3:8	FILLED	f83r.2:7	NONE	0	BOUND	FILLED	0	retained batch with device	NONE_REQUIRED_BY_BODY	NOT_A_TREATMENT_APPOINTMENT	F83_P1:B	recorded
N_R	F83_P1	f83r.5	f83r.5:7	qokeey	N	shedy	f83r.5:6	f83r.3:8	FILLED	f83r.2:7	NONE	0	RUNNING_WITHOUT_COMPLETION	FILLED	0	retained batch with device	NONE_REQUIRED_BY_BODY	NOT_A_TREATMENT_APPOINTMENT	F83_P1:B	recorded
N_R	F83_P1	f83r.5	f83r.5:9	qoteedy	N	shedy	f83r.5:6	f83r.3:8	FILLED	f83r.2:7	NONE	1	EXECUTE_BODY	FILLED	1	retained batch with device	NONE_REQUIRED_BY_BODY	NOT_A_TREATMENT_APPOINTMENT	F83_P1:B	recorded
N_R	F83_P1	f83r.6	f83r.6:6	chedy	N	shedy	f83r.5:6	f83r.6:5	FILLED	f83r.5:9	NONE	0	BOUND	FILLED	0	retained batch with device	NONE_REQUIRED_BY_BODY	NOT_A_TREATMENT_APPOINTMENT	F83_P1:B	recorded
N_R	F83_P1	f83r.6	f83r.6:7	qokeedy	N	shedy	f83r.5:6	f83r.6:5	FILLED	f83r.5:9	NONE	0	EXECUTE_FILL	FILLED	1	retained batch with device	NONE_REQUIRED_BY_BODY	NOT_A_TREATMENT_APPOINTMENT	F83_P1:B	recorded
N_R	F83_P1	f83r.7	f83r.7:8	qokedy	N	lchedy	f83r.6:8	f83r.6:5	FILLED	f83r.4:3	f83r.4:3	0	ASSERT_FILLED	FILLED	0	retained batch with device	NONE_REQUIRED_BY_BODY	NOT_A_TREATMENT_APPOINTMENT	F83_P1:B	recorded
N_R	F83_P1	f83r.7	f83r.7:9	qoteedy	N	lchedy	f83r.6:8	f83r.6:5	FILLED	f83r.7:8	f83r.7:8	1	EXECUTE_BODY	FILLED	1	retained batch with device	NONE_REQUIRED_BY_BODY	NOT_A_TREATMENT_APPOINTMENT	F83_P1:B	recorded
N_R	F83_P1	f83r.7	f83r.7:10	qoteedy	N	lchedy	f83r.6:8	f83r.6:5	FILLED	f83r.7:9	f83r.7:8	1	EXECUTE_BODY	FILLED	1	retained batch with device	NONE_REQUIRED_BY_BODY	NOT_A_TREATMENT_APPOINTMENT	F83_P1:B	recorded
N_R	F83_P1	f83r.8	f83r.8:5	chedy	N	lchedy	f83r.6:8	f83r.6:5	FILLED	f83r.7:10	f83r.7:8	0	BOUND	FILLED	0	retained batch with device	NONE_REQUIRED_BY_BODY	NOT_A_TREATMENT_APPOINTMENT	F83_P1:B	recorded
N_R	F83_P2	f83r.9	f83r.9:3	qokedy	N	NONE	NONE	NONE	UNBOUND_PAIR	NONE	NONE	0	MISSING_PARTICIPANT	UNBOUND_PAIR	0	retained batch with device	NONE_REQUIRED_BY_BODY	NOT_A_TREATMENT_APPOINTMENT	MISSING	recorded
N_R	F83_P2	f83r.11	f83r.11:6	qokedy	N	shedy	f83r.11:2	f83r.11:3	UNKNOWN	NONE	NONE	0	ASSERT_FILLED	FILLED	0	retained batch with device	NONE_REQUIRED_BY_BODY	NOT_A_TREATMENT_APPOINTMENT	F83_P2:B	recorded
N_R	F83_P2	f83r.12	f83r.12:8	qokedy	N	lchedy	f83r.11:9	f83r.11:3	UNKNOWN	NONE	NONE	0	ASSERT_FILLED	FILLED	0	retained batch with device	NONE_REQUIRED_BY_BODY	NOT_A_TREATMENT_APPOINTMENT	F83_P2:B	recorded
N_R	F83_P2	f83r.13	f83r.13:7	qokedy	N	shedy	f83r.13:3	f83r.11:3	FILLED	f83r.11:6	f83r.11:6	0	ASSERT_FILLED	FILLED	0	retained batch with device	NONE_REQUIRED_BY_BODY	NOT_A_TREATMENT_APPOINTMENT	F83_P2:B	recorded
