world	record	at	word	reading	row_status
N_R	F83_P1	f83r.1:1	tchedy	⟦tchedy⟧	recorded
N_R	F83_P1	f83r.1:2	lpchedy	⟦lpchedy⟧	recorded
N_R	F83_P1	f83r.1:3	opedy	⟦opedy⟧	recorded
N_R	F83_P1	f83r.1:4	chepol	⟦chepol⟧	recorded
N_R	F83_P1	f83r.1:5	pchedar	⟦pchedar⟧	recorded
N_R	F83_P1	f83r.1:6	shedy	Material A / Mittelvorrat A	recorded
N_R	F83_P1	f83r.1:7	qopchedy	⟦qopchedy⟧	recorded
N_R	F83_P1	f83r.2:1	sol	⟦sol⟧	recorded
N_R	F83_P1	f83r.2:2	cheey	⟦cheey⟧	recorded
N_R	F83_P1	f83r.2:3	qokaiin	Gerät B	recorded
N_R	F83_P1	f83r.2:4	shol	⟦shol⟧	recorded
N_R	F83_P1	f83r.2:5	lchs	⟦lchs⟧	recorded
N_R	F83_P1	f83r.2:6	shey	⟦shey⟧	recorded
N_R	F83_P1	f83r.2:7	qoteedy	ein Durchgang [Bearbeitung]	recorded
N_R	F83_P1	f83r.2:8	rches	⟦rches⟧	recorded
N_R	F83_P1	f83r.2:9	ar	⟦ar⟧	recorded
N_R	F83_P1	f83r.2:10	chedy	erwärme das Material / den Vorrat	recorded
N_R	F83_P1	f83r.2:11	dor	⟦dor⟧	recorded
N_R	F83_P1	f83r.3:1	olkeedy	⟦olkeedy⟧	recorded
N_R	F83_P1	f83r.3:2	qotal	⟦qotal⟧	recorded
N_R	F83_P1	f83r.3:3	chkeedy	⟦chkeedy⟧	recorded
N_R	F83_P1	f83r.3:4	chey	⟦chey⟧	recorded
N_R	F83_P1	f83r.3:5	daiin	⟦daiin⟧	recorded
N_R	F83_P1	f83r.3:6	chey	⟦chey⟧	recorded
N_R	F83_P1	f83r.3:7	lchedy	Material C / Mittelvorrat C	recorded
N_R	F83_P1	f83r.3:8	qokaiin	Gerät B	recorded
N_R	F83_P1	f83r.3:9	qotal	⟦qotal⟧	recorded
N_R	F83_P1	f83r.3:10	dar	⟦dar⟧	recorded
N_R	F83_P1	f83r.4:1	qokshedy	⟦qokshedy⟧	recorded
N_R	F83_P1	f83r.4:2	chedy	erwärme das Material / den Vorrat	recorded
N_R	F83_P1	f83r.4:3	qokedy	Bearbeitung erfolgt	recorded
N_R	F83_P1	f83r.4:4	chkedy	⟦chkedy⟧	recorded
N_R	F83_P1	f83r.4:5	daiin	⟦daiin⟧	recorded
N_R	F83_P1	f83r.4:6	shetar	⟦shetar⟧	recorded
N_R	F83_P1	f83r.4:7	shedy	Material A / Mittelvorrat A	recorded
N_R	F83_P1	f83r.4:8	qekaiin	⟦qekaiin⟧	recorded
N_R	F83_P1	f83r.4:9	chedy	erwärme das Material / den Vorrat	recorded
N_R	F83_P1	f83r.5:1	deey	⟦deey⟧	recorded
N_R	F83_P1	f83r.5:2	qotaiin	⟦qotaiin⟧	recorded
N_R	F83_P1	f83r.5:3	checkhy	⟦checkhy⟧	recorded
N_R	F83_P1	f83r.5:4	qoty	⟦qoty⟧	recorded
N_R	F83_P1	f83r.5:5	cheg	⟦cheg⟧	recorded
N_R	F83_P1	f83r.5:6	shedy	Material A / Mittelvorrat A	recorded
N_R	F83_P1	f83r.5:7	qokeey	Bearbeitung läuft	recorded
N_R	F83_P1	f83r.5:8	rchedy	⟦rchedy⟧	recorded
N_R	F83_P1	f83r.5:9	qoteedy	ein Durchgang [Bearbeitung]	recorded
N_R	F83_P1	f83r.5:10	lo	⟦lo⟧	recorded
N_R	F83_P1	f83r.6:1	schedy	⟦schedy⟧	recorded
N_R	F83_P1	f83r.6:2	chedchy	⟦chedchy⟧	recorded
N_R	F83_P1	f83r.6:3	qokal	⟦qokal⟧	recorded
N_R	F83_P1	f83r.6:4	olchedy	⟦olchedy⟧	recorded
N_R	F83_P1	f83r.6:5	qokaiin	Gerät B	recorded
N_R	F83_P1	f83r.6:6	chedy	erwärme das Material / den Vorrat	recorded
N_R	F83_P1	f83r.6:7	qokeedy	bearbeite den erhaltenen Ansatz	recorded
N_R	F83_P1	f83r.6:8	lchedy	Material C / Mittelvorrat C	recorded
N_R	F83_P1	f83r.6:9	qoky	⟦qoky⟧	recorded
N_R	F83_P1	f83r.7:1	solshed	⟦solshed⟧	recorded
N_R	F83_P1	f83r.7:2	lsheedy	⟦lsheedy⟧	recorded
N_R	F83_P1	f83r.7:3	qeeedy	⟦qeeedy⟧	recorded
N_R	F83_P1	f83r.7:4	qoky	⟦qoky⟧	recorded
N_R	F83_P1	f83r.7:5	o	⟦o⟧	recorded
N_R	F83_P1	f83r.7:6	qol	⟦qol⟧	recorded
N_R	F83_P1	f83r.7:7	rsheedy	⟦rsheedy⟧	recorded
N_R	F83_P1	f83r.7:8	qokedy	Bearbeitung erfolgt	recorded
N_R	F83_P1	f83r.7:9	qoteedy	ein Durchgang [Bearbeitung]	recorded
N_R	F83_P1	f83r.7:10	qoteedy	ein Durchgang [Bearbeitung]	recorded
N_R	F83_P1	f83r.8:1	pchedal	⟦pchedal⟧	recorded
N_R	F83_P1	f83r.8:2	otedy	⟦otedy⟧	recorded
N_R	F83_P1	f83r.8:3	shecthedchy	⟦shecthedchy⟧	recorded
N_R	F83_P1	f83r.8:4	qoky	⟦qoky⟧	recorded
N_R	F83_P1	f83r.8:5	chedy	erwärme das Material / den Vorrat	recorded
N_R	F83_P1	f83r.8:6	chary	⟦chary⟧	recorded
N_R	F83_P2	f83r.9:1	pchor	⟦pchor⟧	recorded
N_R	F83_P2	f83r.9:2	checphedy	⟦checphedy⟧	recorded
N_R	F83_P2	f83r.9:3	qokedy	Bearbeitung erfolgt	recorded
N_R	F83_P2	f83r.9:4	lsheedy	⟦lsheedy⟧	recorded
N_R	F83_P2	f83r.9:5	qokchdy	⟦qokchdy⟧	recorded
N_R	F83_P2	f83r.9:6	r	⟦r⟧	recorded
N_R	F83_P2	f83r.9:7	shedkedy	⟦shedkedy⟧	recorded
N_R	F83_P2	f83r.9:8	qopshdy	⟦qopshdy⟧	recorded
N_R	F83_P2	f83r.9:9	qopy	⟦qopy⟧	recorded
N_R	F83_P2	f83r.10:1	olkeey	⟦olkeey⟧	recorded
N_R	F83_P2	f83r.10:2	rchs	⟦rchs⟧	recorded
N_R	F83_P2	f83r.10:3	cheeb	⟦cheeb⟧	recorded
N_R	F83_P2	f83r.10:4	ols	⟦ols⟧	recorded
N_R	F83_P2	f83r.10:5	aiin	⟦aiin⟧	recorded
N_R	F83_P2	f83r.10:6	skal	⟦skal⟧	recorded
N_R	F83_P2	f83r.10:7	dain	⟦dain⟧	recorded
N_R	F83_P2	f83r.10:8	cthal	⟦cthal⟧	recorded
N_R	F83_P2	f83r.10:9	s	⟦s⟧	recorded
N_R	F83_P2	f83r.10:10	aiin	⟦aiin⟧	recorded
N_R	F83_P2	f83r.10:11	chky	⟦chky⟧	recorded
N_R	F83_P2	f83r.10:12	lal	⟦lal⟧	recorded
N_R	F83_P2	f83r.10:13	sam	⟦sam⟧	recorded
N_R	F83_P2	f83r.11:1	sor	⟦sor⟧	recorded
N_R	F83_P2	f83r.11:2	shedy	Material A / Mittelvorrat A	recorded
N_R	F83_P2	f83r.11:3	qokaiin	Gerät B	recorded
N_R	F83_P2	f83r.11:4	chkain	⟦chkain⟧	recorded
N_R	F83_P2	f83r.11:5	shcthey	⟦shcthey⟧	recorded
N_R	F83_P2	f83r.11:6	qokedy	Bearbeitung erfolgt	recorded
N_R	F83_P2	f83r.11:7	okair	⟦okair⟧	recorded
N_R	F83_P2	f83r.11:8	sheedy	⟦sheedy⟧	recorded
N_R	F83_P2	f83r.11:9	lchedy	Material C / Mittelvorrat C	recorded
N_R	F83_P2	f83r.11:10	lo	⟦lo⟧	recorded
N_R	F83_P2	f83r.12:1	qockhol	⟦qockhol⟧	recorded
N_R	F83_P2	f83r.12:2	sheckhy	⟦sheckhy⟧	recorded
N_R	F83_P2	f83r.12:3	otal	⟦otal⟧	recorded
N_R	F83_P2	f83r.12:4	qokeal	⟦qokeal⟧	recorded
N_R	F83_P2	f83r.12:5	sheckhdy	⟦sheckhdy⟧	recorded
N_R	F83_P2	f83r.12:6	al	⟦al⟧	recorded
N_R	F83_P2	f83r.12:7	okedy	⟦okedy⟧	recorded
N_R	F83_P2	f83r.12:8	qokedy	Bearbeitung erfolgt	recorded
N_R	F83_P2	f83r.12:9	qokal	⟦qokal⟧	recorded
N_R	F83_P2	f83r.13:1	salcheol	⟦salcheol⟧	recorded
N_R	F83_P2	f83r.13:2	tar	⟦tar⟧	recorded
N_R	F83_P2	f83r.13:3	shedy	Material A / Mittelvorrat A	recorded
N_R	F83_P2	f83r.13:4	s	⟦s⟧	recorded
N_R	F83_P2	f83r.13:5	altedy	⟦altedy⟧	recorded
N_R	F83_P2	f83r.13:6	sair	⟦sair⟧	recorded
N_R	F83_P2	f83r.13:7	qokedy	Bearbeitung erfolgt	recorded
N_R	F83_P2	f83r.13:8	qedy	⟦qedy⟧	recorded
N_R	F83_P2	f83r.13:9	lchcphedy	⟦lchcphedy⟧	recorded
N_R	F83_P2	f83r.13:10	ldar	⟦ldar⟧	recorded
N_R	F83_P2	f83r.14:1	qokchedy	⟦qokchedy⟧	recorded
N_R	F83_P2	f83r.14:2	qokeedy	bearbeite den erhaltenen Ansatz	recorded
N_R	F83_P2	f83r.14:3	shedy	Material A / Mittelvorrat A	recorded
N_R	F83_P2	f83r.14:4	qokshedy	⟦qokshedy⟧	recorded
N_R	F83_P2	f83r.14:5	dal	⟦dal⟧	recorded
N_R	F83_P2	f83r.14:6	lchedy	Material C / Mittelvorrat C	recorded
N_R	F83_P2	f83r.14:7	qokaiin	Gerät B	recorded
