held_page	global_attachment_id	global_running_event_id	surface	focus_core	selector_rule	attachment_geometry	action_core	head_kind	r_topology	duplicate_mode	duplicate_role	missing_factor_values	selector_geometry_seen_other_page	selector_head_seen_other_page	leave_one_page_replay_class
f1r	G407-A00001	G407-E0001	fachys	Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	CH	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00002	G407-E0002	ykal	Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	K	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00003	G407-E0002	ykal	AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	K	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00004	G407-E0003	ar	AR	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	K	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00005	G407-E0004	ataiin	AIIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00006	G407-E0006	shory	OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	SH	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00007	G407-E0006	shory	Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	SH	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00008	G407-E0007	cthres	E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	T	ORDINARY_ACTION_HEAD	R_POSITIONAL_TAIL	SINGLE	SINGLE	NONE	YES	YES	FACTORIZED_COMPOSITION_FROM_OTHER_PAGES
f1r	G407-A00009	G407-E0008	y	Y	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	S	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00010	G407-E0009	kor	OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	K	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00011	G407-E0010	sholdy	Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	SH	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00012	G407-E0011	sory	OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	S	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00013	G407-E0011	sory	Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	S	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00014	G407-E0012	ckhar	AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	K	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00015	G407-E0013	or	OR	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	K	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00016	G407-E0014	y	Y	INHERITED_ACTION_STACK	INHERITED_ACTION	K	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00017	G407-E0015	kair	AIR	L_AIR_RIGHT_FALLBACK	SAME_CARD_LEFT_ACTION	K	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00018	G407-E0016	chtaiin	AIIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00019	G407-E0017	shar	AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	SH	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00020	G407-E0018	ase	E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	S	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00021	G407-E0019	cthar	AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00022	G407-E0020	cthar	AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00023	G407-E0021	dan	AIN	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	T	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00024	G407-E0022	syaiir	Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	S	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00025	G407-E0023	sheky	E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	SH	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00026	G407-E0023	sheky	Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	K	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00027	G407-E0024	or	OR	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	K	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00028	G407-E0025	ykaiin	Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	K	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
f1r	G407-A00029	G407-E0025	ykaiin	AIIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	K	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	NONE	YES	YES	EXACT_FACTOR_SIGNATURE_OTHER_PAGE
