cohort_id	locus	page	line_class	line_token_count	ordinal	surface	is_target	target_mask_id	scoring_identity	frozen_non_target_default_de	structural_axes	structural_roles	reader_exact	span_id	span_member_role	render_once_owner_ordinal	left_neighbor_roles	right_neighbor_roles	left_neighbor_exact	right_neighbor_exact	source_artifact	source_row	current_provenance	old_target_default_credit	old_target_role_credit	old_target_evidence_credit	old_target_confidence_credit	default_is_translation	confirmed_lexeme	confirmed_plaintext	component_export_credit
G770-L001	f32r.2	f32r	MASKED_COHORT_LINE	7	1	okor	0	NONE	NON_TARGET	erhitzte Drogenportion	HOT	AMOUNT|PATIENT|FIELD|MATERIAL|PREPARATION	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f32r.2@1	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L001	f32r.2	f32r	MASKED_COHORT_LINE	7	2	okchor	0	NONE	NON_TARGET	heiß-trockene Drogenportion	HOT|DRY	AMOUNT|PATIENT|FIELD|MATERIAL|PREPARATION	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f32r.2@2	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L001	f32r.2	f32r	MASKED_COHORT_LINE	7	3	sheor	0	NONE	NON_TARGET	feuchter Drogenteil	MOIST	PATIENT|FIELD|MATERIAL	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f32r.2@3	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L001	f32r.2	f32r	MASKED_COHORT_LINE	7	4	ckhy	1	TM-V4C9	TM-V4C9		NONE	NONE	1	NONE	NONE	NONE	PATIENT|FIELD|MATERIAL	PATIENT|FIELD|MATERIAL	1	1	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/artifacts/TARGET_526_EXACT_CONTEXT_ATLAS.tsv	G769-T0178	GDT769_TARGET_EXACT_CONTEXT__SURFACE_PROVENANCE_ONLY__SEMANTIC_DEFAULT_ROLE_EVIDENCE_CONFIDENCE_WITHHELD	0	0	0	0	0	0	0	0
G770-L001	f32r.2	f32r	MASKED_COHORT_LINE	7	5	dal	0	NONE	NON_TARGET	Rohstoffposten I	LEVEL_I|MEASURED	PATIENT|FIELD|MATERIAL	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f32r.2@5	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L001	f32r.2	f32r	MASKED_COHORT_LINE	7	6	dshodar	0	NONE	NON_TARGET	abgemessene Einweichfraktion I	MOIST|LEVEL_I|MEASURED	AMOUNT|PATIENT|FIELD|PREPARATION	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f32r.2@6	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L001	f32r.2	f32r	MASKED_COHORT_LINE	7	7	qotchol	0	NONE	NON_TARGET	kalt-trockene Droge	COLD|DRY	PATIENT|FIELD|MATERIAL	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f32r.2@7	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L002	f10v.2	f10v	MASKED_COHORT_LINE	9	1	dain	0	NONE	NON_TARGET	Wert II	LEVEL_II	VALUE|FIELD	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f10v.2@1	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L002	f10v.2	f10v	MASKED_COHORT_LINE	9	2	daiin	0	NONE	NON_TARGET	Wert III	LEVEL_III	VALUE|FIELD	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f10v.2@2	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L002	f10v.2	f10v	MASKED_COHORT_LINE	9	3	ckhy	1	TM-V4C9	TM-V4C9		NONE	NONE	1	NONE	NONE	NONE	VALUE|FIELD	PATIENT|FIELD|MATERIAL	1	1	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/artifacts/TARGET_526_EXACT_CONTEXT_ATLAS.tsv	G769-T0089	GDT769_TARGET_EXACT_CONTEXT__SURFACE_PROVENANCE_ONLY__SEMANTIC_DEFAULT_ROLE_EVIDENCE_CONFIDENCE_WITHHELD	0	0	0	0	0	0	0	0
G770-L002	f10v.2	f10v	MASKED_COHORT_LINE	9	4	chcthor	0	NONE	NON_TARGET	Portion getrockneter Krautdroge	DRY	PATIENT|FIELD|MATERIAL	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f10v.2@4	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L002	f10v.2	f10v	MASKED_COHORT_LINE	9	5	choiin	0	NONE	NON_TARGET	Trockenform III	DRY|LEVEL_III	FIELD|PREPARATION	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f10v.2@5	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L002	f10v.2	f10v	MASKED_COHORT_LINE	9	6	qot	0	NONE	NON_TARGET	Abkühlstufe	COLD	FIELD	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f10v.2@6	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L002	f10v.2	f10v	MASKED_COHORT_LINE	9	7	chodaiin	0	NONE	NON_TARGET	trockene Zubereitung mit Wert III	DRY|LEVEL_III	VALUE|FIELD|PREPARATION	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f10v.2@7	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L002	f10v.2	f10v	MASKED_COHORT_LINE	9	8	cthy	0	NONE	NON_TARGET	Blattgut	NONE	PATIENT|FIELD|MATERIAL	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f10v.2@8	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L002	f10v.2	f10v	MASKED_COHORT_LINE	9	9	daiin	0	NONE	NON_TARGET	Wert III	LEVEL_III	VALUE|FIELD	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f10v.2@9	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L003	f83v.22	f83v	MASKED_COHORT_LINE	7	1	char	0	NONE	NON_TARGET	trockener Anteil I	DRY|LEVEL_I	PATIENT|FIELD|MATERIAL	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f83v.22@1	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L003	f83v.22	f83v	MASKED_COHORT_LINE	7	2	qokar	0	NONE	NON_TARGET	erhitzter Anteil I	HOT|LEVEL_I	PATIENT|FIELD|MATERIAL	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f83v.22@2	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L003	f83v.22	f83v	MASKED_COHORT_LINE	7	3	cheolkain	0	NONE	NON_TARGET	erhitztes Trockengut Stufe II	HOT|DRY|LEVEL_II	PATIENT|FIELD|MATERIAL	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f83v.22@3	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
