rank	score	strict_eligible	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	unknown_ordinal	unknown_surface	previous	following	proposed_default_de	proposal_basis	proposal_strength	proposed_complete_translation_de
1	12998600	0	f46v	f46v.2	H	B	2	14	13	2	0	2	1	0.928571	11	11	1	0	ytair aiin otchdy okaly daiin qokedy otar ar oldy otedy saim okey tody daiin	[ytair:?] | Menge III | kalt-trockener Ansatz am Anfang des Grades, abgeschlossen | Rohstoff-I-Ansatz leicht erhitzen und abschließen | Grad-/Maßwert III | heiß in der Mitte des Grades, abgeschlossen | kalte Drogenfraktion I im Ansatz | Drogenfraktion I | fertiger, abgeseihter Auszug | kalter Ansatz in der Mitte des Grades, abgeschlossen | Samendroge: Mengenklasse II | heißer Ansatz in der Mitte des Grades | kalten Ansatz fertigstellen | Grad-/Maßwert III	OPEN | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT665:EXACT_WHOLE:okaly | V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | GDT654:NEW_EXACT_WHOLE | GDT654:NEW_EXACT_WHOLE | GDT662:EXACT_WHOLE:oldy | GDT647:FAMILY_MIGRATION | GDT637:ATTESTED_LADDER_CELL | GDT647:FAMILY_MIGRATION | GDT668:EXACT_WHOLE:tody | V13:CONTEXTUAL_VALUE_SERIES	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	1	ytair	1	ytair	<BOS>	aiin	[ytair:?]	NEWLY_EXPOSED_BY_GDT668_NO_NEW_CARD	OPEN	[ytair:?]; drei Teile; kalt-trockener Ansatz am Anfang des Grades, abgeschlossen; Rohstoff-I-Ansatz leicht erhitzen und abschließen; drei Maße; bis zur mittleren Heizstufe gebracht; kalte Drogenfraktion I im Ansatz; Drogenfraktion I; fertiger Holzdrogenansatz; Ansatz auf mittlerer Kühlstufe abgeschlossen; Samendroge: Mengenklasse II; Ansatz bis zur mittleren Heizstufe; kalten Ansatz fertigstellen; drei Maße
2	10998800	0	f116r	f116r.34	S	B	3	12	11	1	0	5	1	0.916667	7	8	1	0	qokain ar raiin shek okain y r shey qolchey okaiin shckhy qokam	heiß, Grad II | Drogenfraktion I | Wurzel, Typ/Charge III | [shek:?] | heiß im Zubereitungsrahmen, Grad II | Eintragsteil abgeschlossen | Wurzel | feucht in der Mitte des Grades | gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab | heiß, Grad III, im Ansatzrahmen | Arzneikompositum: feucht, Gradanfang | nimm ein Maß und erhitze es	V13:TARGET_SURFACE_DEFAULT | GDT654:NEW_EXACT_WHOLE | V13:SCOPED_CONCRETE_HEAD_FORM | OPEN | V13:QUALITY_DEGREE_SERIES | GDT659:Y_MEDIAL_LEFT_CLOSE | GDT661:R_BODY | GDT647:FAMILY_MIGRATION | GDT668:EXACT_WHOLE:qolchey | V13:TARGET_SURFACE_DEFAULT | GDT651:STRONG_LEARNED_CKH_FAMILY | GDT664:EXACT_WHOLE:qokam	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	4	shek	4	shek	raiin	okain	[shek:?]	NEWLY_EXPOSED_BY_GDT668_NO_NEW_CARD	OPEN	heiß, Grad II; Drogenfraktion I; Wurzel, Typ/Charge III; [shek:?]; heiß im Zubereitungsrahmen, Grad II; Wurzel; bis zur mittleren Einweichstufe; gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab; Ansatz auf Heizstufe III; Arzneikompositum: feucht, Gradanfang; nimm ein Maß und erhitze es
3	10998800	0	f11r	f11r.6	H	A	1	12	11	3	0	3	1	0.916667	9	9	1	0	odl d s y otol chaiin ykchor dair chody cthy s daiin	[odl:?] | Dosis | Samen-/Saatgutposten | Eintragsteil abgeschlossen | kaltes Zubereitungsgut | trocken, Grad III | erhitze hiervon den Pflanzenteil | abgemessene Fraktion II | Trockenansatz, abgeschlossen | CTH-Drogenmaterial | Samen-/Saatgutposten | Grad-/Maßwert III	OPEN | GDT661:D_BODY | GDT660:S_MEDIAL | GDT659:Y_MEDIAL_LEFT_CLOSE | GDT648:STRICT_WHOLE_COMPLETION | V13:QUALITY_DEGREE_SERIES | GDT668:EXACT_WHOLE:ykchor | GDT649:STRONG_FAMILY_DEFAULT | GDT663:EXACT_WHOLE:chody | V13:TARGET_SURFACE_DEFAULT | GDT660:S_MEDIAL | V13:CONTEXTUAL_VALUE_SERIES	UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED	1	odl	1	odl	<BOS>	d	[odl:?]	NEWLY_EXPOSED_BY_GDT668_NO_NEW_CARD	OPEN	[odl:?]; Dosis; Samen-/Saatgutposten; kaltes Zubereitungsgut; trocken, Grad III; erhitze hiervon den Pflanzenteil; abgemessene Fraktion II; Trockenansatz, abgeschlossen; Krautdroge; Samen-/Saatgutposten; drei Maße
4	10998800	0	f76r	f76r.20	T	B	2	12	11	1	0	2	1	0.916667	10	10	1	0	dshedy qo chedy lchedy qokey qolchey qotain chckhy shckhy lchar okar alchdy	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab | nehmen | trocken in der Mitte des Grades, abgeschlossen | getrocknetes Drogenholz | heiß in der Mitte des Grades | gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab | kalt im qo-Rahmen, Grad II | Arzneikompositum: trocken, Gradanfang | Arzneikompositum: feucht, Gradanfang | trockene Holzfraktion I | heiße Drogenfraktion I im Ansatz | [alchdy:?]	GDT665:EXACT_WHOLE:dshedy | GDT662:EXACT_WHOLE:qo | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT668:EXACT_WHOLE:qolchey | V13:QUALITY_DEGREE_SERIES | GDT651:REVISED_FOUR_SHELL_CKH_GRID | GDT651:STRONG_LEARNED_CKH_FAMILY | GDT664:EXACT_WHOLE:lchar | GDT654:NEW_EXACT_WHOLE | OPEN	READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	12	alchdy	12	alchdy	okar	<EOS>	[alchdy:?]	NEWLY_EXPOSED_BY_GDT668_NO_NEW_CARD	OPEN	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; nimm Folgendes: bis zur mittleren Trockenstufe gebracht; getrocknetes Drogenholz; bis zur mittleren Heizstufe; gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab; kalt im qo-Rahmen, Grad II; Arzneikompositum: trocken, Gradanfang; Arzneikompositum: feucht, Gradanfang; trockene Holzfraktion I; heiße Drogenfraktion I im Ansatz; [alchdy:?]
5	10998800	0	f76v	f76v.22	B	B	2	12	11	0	0	4	1	0.916667	8	8	1	0	sol shey qotedy chey dytey teedy lchey qokedy chedy lal chedy lchedy	Samenmaterial/Saatgut | feucht in der Mitte des Grades | kalt in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades | [dytey:?] | kalt am Ende des Grades, abgeschlossen | Drogenholz, trocken gebunden, Form I | heiß in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | Holzrohstoff I | trocken in der Mitte des Grades, abgeschlossen | getrocknetes Drogenholz	V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	5	dytey	5	dytey	chey	teedy	Grundform	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	Samenmaterial/Saatgut; bis zur mittleren Einweichstufe; bis zur mittleren Kühlstufe gebracht; bis zur mittleren Trockenstufe; Grundform; bis zur Kühlendstufe gebracht; Drogenholz, trocken gebunden, Form I; bis zur mittleren Heizstufe gebracht; bis zur mittleren Trockenstufe gebracht; Holzrohstoff I; bis zur mittleren Trockenstufe gebracht; getrocknetes Drogenholz
6	9998900	0	f103r	f103r.43	S	B	3	11	10	0	1	2	1	0.909091	9	9	1	0	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin	kalte Drogenfraktion I | Rohstoffklasse I, trocken in der Gradmitte | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht am Ende des Grades | Rohstoffklasse I, kalt am Gradanfang | Rohstoffklasse I, feucht in der Gradmitte | Rohstoffklasse I, heiß am Gradanfang | feucht am Ende des Grades, abgeschlossen | [okeshedy:?] | heiß-feuchter Ansatz in der Gradmitte | heiß, Grad III	GDT654:NEW_EXACT_WHOLE | GDT656:NEW_EXACT_WHOLE | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | GDT656:NEW_EXACT_WHOLE | GDT656:NEW_EXACT_WHOLE | GDT656:REVISE_AL_QUALITY_MODEL | GDT647:FAMILY_MIGRATION | OPEN | GDT652:STRONG_COMPONENT_GRID | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	9	okeshedy	9	okeshedy	sheedy	shokey	heiß, Zubereitung/Ansatz, fertig aufbereitete Form	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	kalte Drogenfraktion I; Rohstoff I, trocken in der Gradmitte; Grundansatz; vollständig eingeweicht; Rohstoff I, kalt am Gradanfang; Rohstoff I bis zur mittleren Einweichstufe; Rohstoff I, heiß am Gradanfang; vollständig eingeweicht; heiß, Zubereitung/Ansatz, fertig aufbereitete Form; heiß-feuchter Ansatz in der Gradmitte; heiß, Grad III
7	9998900	0	f107r	f107r.51	S	B	3	11	10	2	1	2	1	0.909091	9	9	1	0	sar ain chol ol cheey otal otal ol otchy qoky otaily	Samenfraktion I | Menge-/Klassenwert II | trocken; nominal trockenes Gut/Material | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Ende des Grades | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | kalt-trockener Ansatz am Anfang des Grades | heiß am Anfang des Grades | [otaily:?]	V13:SCOPED_RESIDUAL_HEAD_FORM | V13:VALUE_MINIM_SERIES | V13:DRY_OL_FORM | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | GDT656:REVISE_AL_QUALITY_MODEL | GDT656:REVISE_AL_QUALITY_MODEL | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | AMBIGUOUS_ACTIVE_RIVAL | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	11	otaily	11	otaily	qoky	<EOS>	kalt, Zubereitung/Ansatz, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	Samenfraktion I; zwei Teile; Trockengut; Grundansatz; vollständig getrocknet; Rohstoff I, leicht gekühlt im Ansatz; Rohstoff I, leicht gekühlt im Ansatz; Grundansatz; kalt-trockener Ansatz am Anfang des Grades; leicht erhitzt; kalt, Zubereitung/Ansatz, Grundform
8	9998900	0	f107r	f107r.9	S	B	3	11	10	3	0	3	1	0.909091	8	8	1	0	okaiin sheey tcheol kain okeey chedy okeedy chdykchedy chey kain an	heiß, Grad III, im Ansatzrahmen | feucht am Ende des Grades | kalt-trockener Drogenstoff | heiß, Grad II | heißer Ansatz am Ende des Grades | trocken in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | [chdykchedy:?] | trocken in der Mitte des Grades | heiß, Grad II | Menge-/Klassenwert I	V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT642:ROUND_03 | V13:QUALITY_DEGREE_SERIES | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN | GDT647:FAMILY_MIGRATION | V13:QUALITY_DEGREE_SERIES | V13:VALUE_MINIM_SERIES	READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED	8	chdykchedy	8	chdykchedy	okeedy	chey	trocken, fertig aufbereitete Form	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	Ansatz auf Heizstufe III; vollständig eingeweicht; kalt-trockener Drogenstoff; heiß, Grad II; Ansatz auf Heizendstufe; bis zur mittleren Trockenstufe gebracht; Ansatz auf Heizendstufe abgeschlossen; trocken, fertig aufbereitete Form; bis zur mittleren Trockenstufe; heiß, Grad II; Menge-/Klassenwert I
9	9998900	0	f108r	f108r.45	S	B	3	11	10	1	0	2	1	0.909091	9	9	1	0	dain sheckhy okeey keey lchedy okeey qokedy chedy dalkedy qokedy dal	Grad-/Maßwert II | feuchtes Arzneikompositum am Gradanfang | heißer Ansatz am Ende des Grades | heiß am Ende des Grades | getrocknetes Drogenholz | heißer Ansatz am Ende des Grades | heiß in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | [dalkedy:?] | heiß in der Mitte des Grades, abgeschlossen | abgemessene Rohstoffmenge I	V13:CONTEXTUAL_VALUE_SERIES | GDT651:REVISED_FOUR_SHELL_CKH_GRID | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN | GDT647:FAMILY_MIGRATION | GDT655:NEW_EXACT_WHOLE	KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	9	dalkedy	9	dalkedy	chedy	qokedy	Rohstoff, fertig aufbereitete Form	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	zwei Maße; feuchtes Arzneikompositum am Gradanfang; Ansatz auf Heizendstufe; bis zur Heizendstufe; getrocknetes Drogenholz; Ansatz auf Heizendstufe; bis zur mittleren Heizstufe gebracht; bis zur mittleren Trockenstufe gebracht; Rohstoff, fertig aufbereitete Form; bis zur mittleren Heizstufe gebracht; abgemessene Rohstoffmenge I
10	9998900	0	f108v	f108v.52	S	B	3	11	10	0	0	4	1	0.909091	7	8	1	0	saiin cheol qokeedy qokeedy chedy qokeey cheal llchey daiin okeey qokeey	Samen/Saatgut, Typ/Charge III | trockener Drogenstoff | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | Rohstoffklasse I, trocken in der Gradmitte | [llchey:?] | Grad-/Maßwert III | heißer Ansatz am Ende des Grades | heiß am Ende des Grades	V13:SCOPED_CONCRETE_HEAD_FORM | GDT642:ROUND_01 | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT656:NEW_EXACT_WHOLE | OPEN | V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	8	llchey	8	llchey	cheal	daiin	Drogenholz: Grundform	VISIBLE_HEAD_PLUS_FIELD_COMPOSITION	MEDIUM	Samen/Saatgut, Typ/Charge III; trockener Drogenstoff; bis zur Heizendstufe gebracht; bis zur Heizendstufe gebracht; bis zur mittleren Trockenstufe gebracht; bis zur Heizendstufe; Rohstoff I, trocken in der Gradmitte; Drogenholz: Grundform; drei Maße; Ansatz auf Heizendstufe; bis zur Heizendstufe
