occurrence_id	page	locus	token_index	ordinal	line_length	surface	token_kind	position	section	language	hand	family	card_type	scope_mode	rendering_class	left_surface	right_surface	reader_merge_direction	reader_merge_surface	reader_merge_readers	reader_merge_known_surface	raw_line_set_candidates	reader_merge_decision	working_gloss_de	working_render_de	composition	strongest_rival_de	reader_exact	split_normalized	all_three_present	all_present_exact	zl3b_line	it2a_line	rf1b_line	v44_gloss_de	v45_gloss_de	v44_scope_state	v45_scope_state	v45_working_translation_de	exact_surface_dispatch	context_or_reader_dispatch	substring_dispatch
G668-T0001	f100v	f100v.16	9	9	11	okeor	P	MEDIAL	P	A	1	MEASURE	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	ches	okeol	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	eine Portion Ansatz bis zur Mittelstufe erhitzen	eine Portion Ansatz bis zur Mittelstufe erhitzen	O_PREP+K_HOT+E_MIDDLE+OR_PORTION	erhitzte Ansatzportion der Mittelstufe	1	1	1	0	ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy	ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	ykeeol chol che eeoseeos sheeo okeol ches okeor okeol dy	[okeor:?]	eine Portion Ansatz bis zur Mittelstufe erhitzen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[ykeeol:?]; Trockengut; bis zur mittleren Trockenstufe; [eeoseeo:?]; Samen-/Saatgutposten; vollständig eingeweichter Ansatz; Grundansatz bis zur mittleren Heizstufe erwärmt; trockenes Drogenmaterial, Mittelstufe; eine Portion Ansatz bis zur Mittelstufe erhitzen; Grundansatz bis zur mittleren Heizstufe erwärmt.	1	0	0
G668-T0002	f100v	f100v.18	5	5	11	cheeor	P	MEDIAL	P	A	1	MEASURE	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	cheo	odaidy	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	eine Portion vollständig getrocknete Droge	eine Portion vollständig getrocknete Droge	CH_DRY+EE_END+OR_PORTION	die Trockenportion vollständig bereiten	1	1	1	0	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal	tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	tochso s ol cheo cheeor odaidy ckho sh chod qokeol sal	[cheeor:?]	eine Portion vollständig getrocknete Droge	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[tachso:?]; Samen-/Saatgutposten; Grundansatz; trocken angesetzte Zubereitung; eine Portion vollständig getrocknete Droge; [odaidy:?]; [ckhod:?]; [sh:?]; Trockenansatz abschließen; erhitze den Drogenstoff bis zur Mittelstufe; Saat-Rohstoff I	1	0	0
G668-T0003	f100v	f100v.18	9	9	11	chod	P	MEDIAL	P	A	1	ACTION	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	CHOD_ACTION	sh	qokeol	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	Trockenansatz abschließen	Trockenansatz abschließen	CH_DRY+O_PREP+D_TERM_CLOSE	Trockenansatz abziehen	1	1	1	0	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal	tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	tochso s ol cheo cheeor odaidy ckho sh chod qokeol sal	[chod:?]	Trockenansatz abschließen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[tachso:?]; Samen-/Saatgutposten; Grundansatz; trocken angesetzte Zubereitung; eine Portion vollständig getrocknete Droge; [odaidy:?]; [ckhod:?]; [sh:?]; Trockenansatz abschließen; erhitze den Drogenstoff bis zur Mittelstufe; Saat-Rohstoff I	1	0	0
G668-T0004	f102v1	f102v1.14	5	5	5	aeky	P	EOS	P	A	1	MEASURE	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	oteol	<EOS>	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	einen Teil bis zur Mittelstufe erhitzen und abschließen	einen Teil bis zur Mittelstufe erhitzen und abschließen	A_PART_OR_LINK+E_MIDDLE+K_HOT+Y_START_OR_CLOSE	leicht erhitzter gleicher Anteil	0	0	1	0	chor cheor ckhey oteol aeky	chor cheor ckhey oteol aikheky	chor cheor ckhey oteol aeky	[aeky:?]	einen Teil bis zur Mittelstufe erhitzen und abschließen	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	Pflanzenteil; trockener Drogenteil; Arzneikompositum in der Gradmitte; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; einen Teil bis zur Mittelstufe erhitzen und abschließen	1	0	0
G668-T0005	f102v1	f102v1.23	1	1	8	ksheody	P	BOS	P	A	1	ACTION	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	KSHEODY_ACTION	<BOS>	sho	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	Ansatz erhitzen, bis zur Mittelstufe einweichen und fertigstellen	Ansatz erhitzen, bis zur Mittelstufe einweichen und fertigstellen	K_HOT+SH_MOIST+E_MIDDLE+O_PREP+DY_FINISHED	fertiger heiß eingeweichter Ansatz	1	1	1	0	ksheody sho qokey sheody qockhey olcheor odain okchody	ksheody sho qokey sheody qockhey olcheor odain okchoda	ksheody sho qokey sheody qockhey ol cheor odain okchody	[ksheody:?]	Ansatz erhitzen, bis zur Mittelstufe einweichen und fertigstellen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Ansatz erhitzen, bis zur Mittelstufe einweichen und fertigstellen; feuchter Ansatz; bis zur mittleren Heizstufe; angefeuchteter Ansatz, abgeschlossen; Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten; [olcheor:?]; Zubereitungsdosis II; [okchody:?]	1	0	0
G668-T0006	f102v2	f102v2.20	11	11	12	tody	P	MEDIAL	P	A	1	ACTION	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	TODY_ACTION	sheeoy	cheoc	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	kalten Ansatz fertigstellen	kalten Ansatz fertigstellen	T_COLD+O_PREP+DY_FINISHED	fertig gekühlter Ansatz	0	0	1	0	qokeor cho keeol okeeey qokeody chockhey qokeey dol ol sheeoy tody cheoc	qekeor cho keeol okeeey qokeody chockhey qokeey dol ol sheeoy tody cheoe	qokeor cho keeol okeeey qokeo y chockhey qokeey dol ol sheeoy to y cheoc	[tody:?]	kalten Ansatz fertigstellen	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[qokeor:?]; Trockenansatz; stark erhitzter Drogenstoff; [okeeey:?]; [qokeody:?]; Arzneikompositum im Trockenansatz in der Gradmitte; bis zur Heizendstufe; Materialmaß; Grundansatz; [sheeoy:?]; kalten Ansatz fertigstellen; [cheoc:?]	1	0	0
G668-T0007	f102v2	f102v2.22	14	14	15	okeor	P	MEDIAL	P	A	1	MEASURE	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	okeody	cho	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	eine Portion Ansatz bis zur Mittelstufe erhitzen	eine Portion Ansatz bis zur Mittelstufe erhitzen	O_PREP+K_HOT+E_MIDDLE+OR_PORTION	erhitzte Ansatzportion der Mittelstufe	1	1	1	0	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho	doin or oiin cheol soiir chol sheey qockhy ol keor okeody okeor chos	d in or aiin cheol s oiir chol sheey qockhy ol keor okeody okeor cho	[okeor:?]	eine Portion Ansatz bis zur Mittelstufe erhitzen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	zwei Maße; Drogenportion; drei Teile; trockener Drogenstoff; Samen-/Saatgutposten; [oiir:?]; Trockengut; vollständig eingeweicht; bereite einen Arzneikompositum-Ansatz in Grundstufe; Grundansatz; [keo:?]; Wurzel; [okeody:?]; eine Portion Ansatz bis zur Mittelstufe erhitzen; Trockenansatz	1	0	0
G668-T0008	f102v2	f102v2.32	9	9	12	cheeor	P	MEDIAL	P	A	1	MEASURE	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	oky	ol	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	eine Portion vollständig getrocknete Droge	eine Portion vollständig getrocknete Droge	CH_DRY+EE_END+OR_PORTION	die Trockenportion vollständig bereiten	1	1	1	0	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	dar cheor sheor okeol shoy s ar oky cheeor ol daiin sy	dor cheos sho r okeol shoy s ar oky cheeor ol daiin sy	[cheeor:?]	eine Portion vollständig getrocknete Droge	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	abgemessene Fraktion I; trockener Drogenteil; [shoar:?]; Grundansatz bis zur mittleren Heizstufe erwärmt; [shoy:?]; Samen-/Saatgutposten; Drogenfraktion I; leicht erhitzter Ansatz; eine Portion vollständig getrocknete Droge; Grundansatz; Stufe III; Saatgut in Grundform	1	0	0
G668-T0009	f103r	f103r.10	11	11	14	teolshy	P	MEDIAL	S	B	3	ACTION	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	TEOLSHY_ACTION	shedy	oteedy	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	Drogenstoff bis zur Mittelstufe abkühlen, einweichen und abschließen	Drogenstoff bis zur Mittelstufe abkühlen, einweichen und abschließen	T_COLD+E_MIDDLE+OL_MATERIAL+SH_MOIST+Y_START_OR_CLOSE	leicht angefeuchteter kalter Drogenstoff	1	1	1	0	daiin ol oain okeol chol okam chety shedy otaiin shedy teolshy oteedy sor ain	daiin ol oain okeol chal okam chety shedy otaiin shedy teolshy oteedy sarain	daiin al oain okeol chal okam chety shedy otaiin shedy teolshy oteedy s ar ain	[teolshy:?]	Drogenstoff bis zur Mittelstufe abkühlen, einweichen und abschließen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	drei Maße; Grundansatz; zwei Teile Ansatz; Grundansatz bis zur mittleren Heizstufe erwärmt; Trockengut; ein Maß heißen Ansatzes; trocken-kalte gebundene Form; bis zur mittleren Einweichstufe gebracht; kalt im Zubereitungsrahmen, Grad III; bis zur mittleren Einweichstufe gebracht; Drogenstoff bis zur Mittelstufe abkühlen, einweichen und abschließen; Ansatz auf Kühlendstufe abgeschlossen; Samenportion; zwei Teile	1	0	0
G668-T0010	f103r	f103r.35	7	7	10	shedain	P	MEDIAL	S	B	3	MEASURE	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	sheol	qokeedy	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	zwei Dosen bis zur Mittelstufe eingeweichter Droge	zwei Dosen bis zur Mittelstufe eingeweichter Droge	SH_MOIST+E_MIDDLE+D_MEASURE+AIN_II	eingeweichte Droge auf Dosisstufe II	0	0	1	0	qoker chain olain chey kain sheol shedain qokeedy ykeedy lcheg	qokeear chain olain chey kain sheol shedain qokeedy ykeedy lcheg	qokeear chain olain chey kain eol edain qokeedy ykee y lcheg	[shedain:?]	zwei Dosen bis zur Mittelstufe eingeweichter Droge	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[qoker:?]; trocken, Grad II; zwei Teile Holzdrogenansatz; bis zur mittleren Trockenstufe; heiß, Grad II; feuchtes Material; zwei Dosen bis zur Mittelstufe eingeweichter Droge; bis zur Heizendstufe gebracht; Eintrag/Bezug: heiß am Gradende, abgeschlossen; [lcheg:?]	1	0	0
