base_unknown_tokens	rank	score	strict_eligible	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	unknown_ordinal	unknown_surface	previous	following	proposed_default_de	proposal_basis	proposal_strength	proposed_complete_translation_de
2	1	6999200	0	f105v	f105v.13	S	B	3	8	7	0	0	2	1	0.875000	5	5	1	0	saiin opchedy qokchdy otar al kair okees lkchdal	Samen/Saatgut, Typ/Charge III | vollständig getrocknetes Pulverpräparat | heiß und trocken am Anfang des Grades, abgeschlossen | kalte Drogenfraktion I im Ansatz | Rohstoffklasse I | heiße Drogenfraktion II | Charge vollständig erhitzten Ansatzes | [lkchdal:?]	V13:SCOPED_CONCRETE_HEAD_FORM | GDT664:EXACT_WHOLE:opchedy | GDT647:FAMILY_MIGRATION | GDT654:NEW_EXACT_WHOLE | GDT655:NEW_EXACT_WHOLE | GDT662:EXACT_WHOLE:kair | GDT668:EXACT_WHOLE:okees | OPEN	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	8	lkchdal	8	lkchdal	okees	<EOS>	[lkchdal:?]	NEWLY_EXPOSED_BY_GDT668_NO_NEW_CARD	OPEN	Samen/Saatgut, Typ/Charge III; vollständig getrocknetes Pulverpräparat; heiß und angetrocknet; kalte Drogenfraktion I im Ansatz; Rohstoff I; heiße Drogenfraktion II; Charge vollständig erhitzten Ansatzes; [lkchdal:?]
2	2	8999000	0	f108v	f108v.47	S	B	3	10	9	0	0	4	1	0.900000	5	5	1	0	ycheey qokeeey shedain qokeedy qokeey okeedal okeol lkeey lchedy lchedy	trockne hiervon bis zur Endstufe | stark erhitzt, Endstufe III | zwei Dosen bis zur Mittelstufe eingeweichter Droge | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades | [okeedal:?] | Grundansatz bis zur mittleren Heizstufe erwärmt | Drogenholz, heiß am Gradende | getrocknetes Drogenholz | getrocknetes Drogenholz	GDT665:EXACT_WHOLE:ycheey | GDT662:EXACT_WHOLE:qokeeey | GDT668:EXACT_WHOLE:shedain | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN | GDT664:EXACT_WHOLE:okeol | GDT661:EXACT_WHOLE:lkeey | V13:SCOPED_CONCRETE_HEAD_FORM | V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	6	okeedal	6	okeedal	qokeey	okeol	[okeedal:?]	NEWLY_EXPOSED_BY_GDT668_NO_NEW_CARD	OPEN	trockne hiervon bis zur Endstufe; erhitze bis Endstufe III; zwei Dosen bis zur Mittelstufe eingeweichter Droge; bis zur Heizendstufe gebracht; bis zur Heizendstufe; [okeedal:?]; Grundansatz bis zur mittleren Heizstufe erwärmt; Drogenholz, heiß am Gradende; getrocknetes Drogenholz; getrocknetes Drogenholz
3	3	4999400	0	f112v	f112v.35	S	B	3	6	5	0	0	2	1	0.833333	4	4	1	0	pched shedain qokaiin okees chedy checkhy	[pched:?] | zwei Dosen bis zur Mittelstufe eingeweichter Droge | heiß, Grad III | Charge vollständig erhitzten Ansatzes | trocken in der Mitte des Grades, abgeschlossen | trockenes Arzneikompositum am Gradanfang	OPEN | GDT668:EXACT_WHOLE:shedain | V13:TARGET_SURFACE_DEFAULT | GDT668:EXACT_WHOLE:okees | GDT647:FAMILY_MIGRATION | GDT651:STRONG_LEARNED_CKH_FAMILY	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	1	pched	1	pched	<BOS>	shedain	[pched:?]	NEWLY_EXPOSED_BY_GDT668_NO_NEW_CARD	OPEN	[pched:?]; zwei Dosen bis zur Mittelstufe eingeweichter Droge; heiß, Grad III; Charge vollständig erhitzten Ansatzes; bis zur mittleren Trockenstufe gebracht; trockenes Arzneikompositum am Gradanfang
2	4	1999700	0	f113r	f113r.36	S	B	3	3	2	0	0	1	1	0.666667	2	2	1	0	dcheey sheody shedain	[dcheey:?] | angefeuchteter Ansatz, abgeschlossen | zwei Dosen bis zur Mittelstufe eingeweichter Droge	OPEN | GDT661:EXACT_WHOLE:sheody | GDT668:EXACT_WHOLE:shedain	UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	1	dcheey	1	dcheey	<BOS>	sheody	[dcheey:?]	NEWLY_EXPOSED_BY_GDT668_NO_NEW_CARD	OPEN	[dcheey:?]; angefeuchteter Ansatz, abgeschlossen; zwei Dosen bis zur Mittelstufe eingeweichter Droge
2	5	9998900	0	f115r	f115r.5	S	B	@	11	10	0	0	2	1	0.909091	9	9	1	0	ycheedy chedar olkees sheed qodain qoteedy qokedy qokeed lchedar qotchedy ro	trockne hiervon vollständig und stelle es fertig | abgemessene Trockenfraktion I, Mittelstufe | Charge vollständig erhitzten Drogenstoffs | Einweichung vollständig abgeschlossen | Qualitätsgrad II | kalt am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | erhitze bis zur Endstufe und schließe ab | getrocknete Holzfraktion I | kalt und trocken in der Mitte des Grades, abgeschlossen | [ro:?]	GDT668:EXACT_WHOLE:ycheedy | GDT663:EXACT_WHOLE:chedar | GDT667:EXACT_WHOLE:olkees | GDT664:EXACT_WHOLE:sheed | GDT660:EXACT_WHOLE:qodain | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT664:EXACT_WHOLE:qokeed | GDT662:EXACT_WHOLE:lchedar | GDT647:FAMILY_MIGRATION | OPEN	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE	11	ro	11	ro	qotchedy	<EOS>	[ro:?]	NEWLY_EXPOSED_BY_GDT668_NO_NEW_CARD	OPEN	trockne hiervon vollständig und stelle es fertig; abgemessene Trockenfraktion I, Mittelstufe; Charge vollständig erhitzten Drogenstoffs; Einweichung vollständig abgeschlossen; Stufe II; bis zur Kühlendstufe gebracht; bis zur mittleren Heizstufe gebracht; erhitze bis zur Endstufe und schließe ab; getrocknete Holzfraktion I; kalt und bis zur mittleren Trockenstufe gebracht; [ro:?]
2	6	10998800	0	f116r	f116r.34	S	B	3	12	11	1	0	5	1	0.916667	7	8	1	0	qokain ar raiin shek okain y r shey qolchey okaiin shckhy qokam	heiß, Grad II | Drogenfraktion I | Wurzel, Typ/Charge III | [shek:?] | heiß im Zubereitungsrahmen, Grad II | Eintragsteil abgeschlossen | Wurzel | feucht in der Mitte des Grades | gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab | heiß, Grad III, im Ansatzrahmen | Arzneikompositum: feucht, Gradanfang | nimm ein Maß und erhitze es	V13:TARGET_SURFACE_DEFAULT | GDT654:NEW_EXACT_WHOLE | V13:SCOPED_CONCRETE_HEAD_FORM | OPEN | V13:QUALITY_DEGREE_SERIES | GDT659:Y_MEDIAL_LEFT_CLOSE | GDT661:R_BODY | GDT647:FAMILY_MIGRATION | GDT668:EXACT_WHOLE:qolchey | V13:TARGET_SURFACE_DEFAULT | GDT651:STRONG_LEARNED_CKH_FAMILY | GDT664:EXACT_WHOLE:qokam	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	4	shek	4	shek	raiin	okain	[shek:?]	NEWLY_EXPOSED_BY_GDT668_NO_NEW_CARD	OPEN	heiß, Grad II; Drogenfraktion I; Wurzel, Typ/Charge III; [shek:?]; heiß im Zubereitungsrahmen, Grad II; Wurzel; bis zur mittleren Einweichstufe; gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab; Ansatz auf Heizstufe III; Arzneikompositum: feucht, Gradanfang; nimm ein Maß und erhitze es
2	7	10998800	0	f11r	f11r.6	H	A	1	12	11	3	0	3	1	0.916667	9	9	1	0	odl d s y otol chaiin ykchor dair chody cthy s daiin	[odl:?] | Dosis | Samen-/Saatgutposten | Eintragsteil abgeschlossen | kaltes Zubereitungsgut | trocken, Grad III | erhitze hiervon den Pflanzenteil | abgemessene Fraktion II | Trockenansatz, abgeschlossen | CTH-Drogenmaterial | Samen-/Saatgutposten | Grad-/Maßwert III	OPEN | GDT661:D_BODY | GDT660:S_MEDIAL | GDT659:Y_MEDIAL_LEFT_CLOSE | GDT648:STRICT_WHOLE_COMPLETION | V13:QUALITY_DEGREE_SERIES | GDT668:EXACT_WHOLE:ykchor | GDT649:STRONG_FAMILY_DEFAULT | GDT663:EXACT_WHOLE:chody | V13:TARGET_SURFACE_DEFAULT | GDT660:S_MEDIAL | V13:CONTEXTUAL_VALUE_SERIES	UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED	1	odl	1	odl	<BOS>	d	[odl:?]	NEWLY_EXPOSED_BY_GDT668_NO_NEW_CARD	OPEN	[odl:?]; Dosis; Samen-/Saatgutposten; kaltes Zubereitungsgut; trocken, Grad III; erhitze hiervon den Pflanzenteil; abgemessene Fraktion II; Trockenansatz, abgeschlossen; Krautdroge; Samen-/Saatgutposten; drei Maße
2	8	2009700	1	f16v	f16v.11	H	A	1	3	2	0	0	0	1	0.666667	3	3	1	1	okytaiin chkchy saiin	[okytaiin:?] | trocknen, erhitzen, erneut trocknen und abschließen | Samen/Saatgut, Typ/Charge III	OPEN | GDT668:EXACT_WHOLE:chkchy | V13:SCOPED_CONCRETE_HEAD_FORM	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	1	okytaiin	1	okytaiin	<BOS>	chkchy	[okytaiin:?]	NEWLY_EXPOSED_BY_GDT668_NO_NEW_CARD	OPEN	[okytaiin:?]; trocknen, erhitzen, erneut trocknen und abschließen; Samen/Saatgut, Typ/Charge III
2	9	4999400	0	f17v	f17v.10	H	A	1	6	5	0	0	2	1	0.833333	4	4	1	0	oytor okeor okar okol daiir ar	[oytor:?] | eine Portion Ansatz bis zur Mittelstufe erhitzen | heiße Drogenfraktion I im Ansatz | heißer Ansatzstoff | abgemessene Fraktion III | Drogenfraktion I	OPEN | GDT668:EXACT_WHOLE:okeor | GDT654:NEW_EXACT_WHOLE | GDT665:EXACT_WHOLE:okol | GDT649:STRONG_FAMILY_DEFAULT | GDT654:NEW_EXACT_WHOLE	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	1	oytor	1	oytor	<BOS>	okeor	[oytor:?]	NEWLY_EXPOSED_BY_GDT668_NO_NEW_CARD	OPEN	[oytor:?]; eine Portion Ansatz bis zur Mittelstufe erhitzen; heiße Drogenfraktion I im Ansatz; heißer Ansatzstoff; abgemessene Fraktion III; Drogenfraktion I
2	10	4999400	0	f17v	f17v.13	H	A	1	6	5	1	0	1	1	0.833333	5	5	1	0	ykeor chol chol cthol chkor sheol	[ykeor:?] | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | eine Portion heiß getrocknete Droge | feuchtes Material	OPEN | V13:DRY_OL_FORM | V13:DRY_OL_FORM | GDT644:ROUND_02 | GDT668:EXACT_WHOLE:chkor | V13:TARGET_SURFACE_DEFAULT	UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	1	ykeor	1	ykeor	<BOS>	chol	[ykeor:?]	NEWLY_EXPOSED_BY_GDT668_NO_NEW_CARD	OPEN	[ykeor:?]; Trockengut; Trockengut; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; eine Portion heiß getrocknete Droge; feuchtes Material
